"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Female","180","170","37780","34300"
"In post","2022","Commercial","Operational Delivery","Male","220","215","47630","41870"
"In post","2022","Commercial","Other","Female","50","50","38770","36890"
"In post","2022","Commercial","Other","Male","40","40","49540","40900"
"In post","2022","Commercial","Policy","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Policy","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Female","35","30","40360","39100"
"In post","2022","Commercial","Project Delivery","Male","60","60","47790","45610"
"In post","2022","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Male","105","105","43020","42120"
"In post","2022","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","820","800","64780","62820"
"In post","2022","Commercial","Unknown","Male","860","855","72930","65640"
"In post","2022","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Communications","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Communications","Communications","Female","2025","1930","42340","38750"
"In post","2022","Communications","Communications","Male","1415","1400","42490","38620"
"In post","2022","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Communications","Finance","Female","5","5","[c]","[c]"
"In post","2022","Communications","Finance","Male","10","10","[c]","[c]"
"In post","2022","Communications","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","Communications","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Female","70","65","40180","38720"
"In post","2022","Communications","Knowledge and Information Management","Male","30","30","42150","43020"
"In post","2022","Communications","Operational Delivery","Female","925","865","30540","26820"
"In post","2022","Communications","Operational Delivery","Male","890","875","30220","26820"
"In post","2022","Communications","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Female","25","25","[c]","[c]"
"In post","2022","Communications","Other","Male","20","20","[c]","[c]"
"In post","2022","Communications","Policy","Female","20","20","[c]","[c]"
"In post","2022","Communications","Policy","Male","10","10","[c]","[c]"
"In post","2022","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","Female","1135","1075","28940","26820"
"In post","2022","Communications","Tax","Male","1360","1345","29020","26820"
"In post","2022","Communications","Unknown","Female","335","330","45110","40600"
"In post","2022","Communications","Unknown","Male","215","215","43370","37300"
"In post","2022","Counter Fraud","Counter Fraud","Female","3785","3300","28410","27570"
"In post","2022","Counter Fraud","Counter Fraud","Male","2610","2455","30510","27570"
"In post","2022","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Female","120","110","37650","33370"
"In post","2022","Counter Fraud","Intelligence Analysis","Male","135","130","39560","37930"
"In post","2022","Counter Fraud","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Female","1450","1350","32440","32380"
"In post","2022","Counter Fraud","Legal","Male","1950","1900","34720","33370"
"In post","2022","Counter Fraud","Operational Delivery","Female","2230","1975","30130","27570"
"In post","2022","Counter Fraud","Operational Delivery","Male","1665","1610","31420","28810"
"In post","2022","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Other","Female","175","150","40190","35110"
"In post","2022","Counter Fraud","Other","Male","155","145","43780","40180"
"In post","2022","Counter Fraud","Tax","Female","825","750","40050","37610"
"In post","2022","Counter Fraud","Tax","Male","1090","1045","43290","40180"
"In post","2022","Counter Fraud","Unknown","Female","385","380","33610","30750"
"In post","2022","Counter Fraud","Unknown","Male","405","400","33850","30750"
"In post","2022","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","Female","1975","1680","24800","22080"
"In post","2022","Debt","Operational Delivery","Male","1365","1300","25240","22080"
"In post","2022","Debt","Other","Female","1700","1380","22630","21260"
"In post","2022","Debt","Other","Male","800","750","22540","21260"
"In post","2022","Debt","Tax","Female","435","410","22370","21250"
"In post","2022","Debt","Tax","Male","420","410","22030","21250"
"In post","2022","Debt","Unknown","Female","60","55","26130","21250"
"In post","2022","Debt","Unknown","Male","55","55","26360","21250"
"In post","2022","Digital, Data & Technology","Commercial","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Female","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Female","6110","5820","40270","36840"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Male","11275","11100","42000","38510"
"In post","2022","Digital, Data & Technology","Finance","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Female","455","430","31050","28020"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Male","455","450","34640","32250"
"In post","2022","Digital, Data & Technology","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Female","280","265","36880","33430"
"In post","2022","Digital, Data & Technology","Operational Delivery","Male","270","265","39160","35160"
"In post","2022","Digital, Data & Technology","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Female","155","150","43760","40230"
"In post","2022","Digital, Data & Technology","Policy","Male","95","95","45390","40300"
"In post","2022","Digital, Data & Technology","Project Delivery","Female","105","100","38560","34290"
"In post","2022","Digital, Data & Technology","Project Delivery","Male","85","80","42080","39650"
"In post","2022","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Female","335","305","36280","37420"
"In post","2022","Digital, Data & Technology","Science and Engineering","Male","640","610","40280","39650"
"In post","2022","Digital, Data & Technology","Security","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Female","40","40","41240","40350"
"In post","2022","Digital, Data & Technology","Tax","Male","40","40","39180","33680"
"In post","2022","Digital, Data & Technology","Unknown","Female","655","640","47600","49700"
"In post","2022","Digital, Data & Technology","Unknown","Male","875","870","51000","54700"
"In post","2022","Finance","Commercial","Female","355","325","35470","32890"
"In post","2022","Finance","Commercial","Male","270","260","38950","35390"
"In post","2022","Finance","Communications","Female","5","5","[c]","[c]"
"In post","2022","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Female","65","60","43150","38600"
"In post","2022","Finance","Corporate Finance","Male","50","45","49410","47010"
"In post","2022","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Female","105","100","38420","36500"
"In post","2022","Finance","Digital, Data and Technology","Male","135","135","39740","36780"
"In post","2022","Finance","Economics","Female","10","5","[c]","[c]"
"In post","2022","Finance","Economics","Male","5","5","[c]","[c]"
"In post","2022","Finance","Finance","Female","4915","4610","39140","35310"
"In post","2022","Finance","Finance","Male","3995","3925","43140","40080"
"In post","2022","Finance","Human Resources","Female","30","25","[c]","[c]"
"In post","2022","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Female","950","790","27120","22080"
"In post","2022","Finance","Operational Delivery","Male","545","520","28980","22080"
"In post","2022","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Female","20","20","[c]","[c]"
"In post","2022","Finance","Other","Male","15","15","[c]","[c]"
"In post","2022","Finance","Policy","Female","30","30","42980","38500"
"In post","2022","Finance","Policy","Male","30","25","[c]","[c]"
"In post","2022","Finance","Project Delivery","Female","30","25","[c]","[c]"
"In post","2022","Finance","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","Finance","Property","Female","30","30","40250","36500"
"In post","2022","Finance","Property","Male","10","10","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Female","130","120","39700","36600"
"In post","2022","Finance","Security","Male","190","185","44060","38430"
"In post","2022","Finance","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Female","50","50","34770","33370"
"In post","2022","Finance","Tax","Male","45","45","38130","40180"
"In post","2022","Finance","Unknown","Female","140","135","44020","40180"
"In post","2022","Finance","Unknown","Male","190","185","48210","43430"
"In post","2022","Grants Management","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Female","1350","1185","24830","21300"
"In post","2022","Grants Management","Operational Delivery","Male","965","935","25520","21300"
"In post","2022","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Female","10","5","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Female","5995","5620","38170","33560"
"In post","2022","Human Resources","Human Resources","Male","2460","2410","39810","36050"
"In post","2022","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Legal","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","Female","970","875","30280","27570"
"In post","2022","Human Resources","Operational Delivery","Male","555","535","30320","27570"
"In post","2022","Human Resources","Other","Female","55","50","33530","32340"
"In post","2022","Human Resources","Other","Male","30","30","[c]","[c]"
"In post","2022","Human Resources","Policy","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Policy","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Female","115","105","34650","33080"
"In post","2022","Human Resources","Tax","Male","95","95","35840","33370"
"In post","2022","Human Resources","Unknown","Female","865","820","39610","35430"
"In post","2022","Human Resources","Unknown","Male","455","445","40790","35590"
"In post","2022","Internal Audit","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Female","375","355","45120","42630"
"In post","2022","Internal Audit","Internal Audit","Male","350","340","48410","45390"
"In post","2022","Internal Audit","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Female","25","25","[c]","[c]"
"In post","2022","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Female","20","20","[c]","[c]"
"In post","2022","Legal","Communications","Male","5","5","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Female","50","45","26830","26070"
"In post","2022","Legal","Finance","Male","35","35","27410","26220"
"In post","2022","Legal","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","Legal","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Female","50","45","35460","27570"
"In post","2022","Legal","Knowledge and Information Management","Male","35","30","33000","27570"
"In post","2022","Legal","Legal","Female","4930","4490","55200","54080"
"In post","2022","Legal","Legal","Male","2825","2735","57630","55830"
"In post","2022","Legal","Operational Delivery","Female","2335","2110","27030","25480"
"In post","2022","Legal","Operational Delivery","Male","915","895","27630","25920"
"In post","2022","Legal","Other","Female","305","285","33910","27580"
"In post","2022","Legal","Other","Male","160","155","33840","28990"
"In post","2022","Legal","Policy","Female","55","50","44540","41750"
"In post","2022","Legal","Policy","Male","45","45","50770","47490"
"In post","2022","Legal","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","Legal","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Legal","Property","Female","5","5","[c]","[c]"
"In post","2022","Legal","Property","Male","5","5","[c]","[c]"
"In post","2022","Legal","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","Female","5","5","[c]","[c]"
"In post","2022","Legal","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","Female","165","155","40260","35980"
"In post","2022","Legal","Tax","Male","180","175","42760","40520"
"In post","2022","Legal","Unknown","Female","115","110","55680","58600"
"In post","2022","Legal","Unknown","Male","105","105","61990","62120"
"In post","2022","No function","Commercial","Female","310","300","45890","43320"
"In post","2022","No function","Commercial","Male","205","200","52110","49700"
"In post","2022","No function","Communications","Female","160","150","40630","36960"
"In post","2022","No function","Communications","Male","90","90","42260","38270"
"In post","2022","No function","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2022","No function","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2022","No function","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2022","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Female","55","55","42440","41990"
"In post","2022","No function","Digital, Data and Technology","Male","85","85","42110","37100"
"In post","2022","No function","Economics","Female","170","160","47980","51530"
"In post","2022","No function","Economics","Male","230","230","48830","52030"
"In post","2022","No function","Finance","Female","90","85","45390","46170"
"In post","2022","No function","Finance","Male","60","60","49610","47740"
"In post","2022","No function","Geography","Female","145","130","30420","29290"
"In post","2022","No function","Geography","Male","285","275","31900","33290"
"In post","2022","No function","Human Resources","Female","60","60","47100","43560"
"In post","2022","No function","Human Resources","Male","20","20","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","Female","640","625","62150","51360"
"In post","2022","No function","Inspector of Education and Training","Male","230","225","72850","75500"
"In post","2022","No function","Intelligence Analysis","Female","300","285","29750","27380"
"In post","2022","No function","Intelligence Analysis","Male","135","135","33200","31180"
"In post","2022","No function","Internal Audit","Female","15","15","[c]","[c]"
"In post","2022","No function","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","No function","International Trade","Female","745","730","46550","42120"
"In post","2022","No function","International Trade","Male","890","880","47930","44030"
"In post","2022","No function","Knowledge and Information Management","Female","490","460","34890","31990"
"In post","2022","No function","Knowledge and Information Management","Male","325","320","37330","33610"
"In post","2022","No function","Legal","Female","950","855","43410","42340"
"In post","2022","No function","Legal","Male","385","365","46300","44780"
"In post","2022","No function","Medicine","Female","385","335","79320","81710"
"In post","2022","No function","Medicine","Male","210","195","89080","87700"
"In post","2022","No function","Operational Delivery","Female","122355","108190","27780","26900"
"In post","2022","No function","Operational Delivery","Male","82720","79070","29780","27570"
"In post","2022","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","Female","120","115","43840","47010"
"In post","2022","No function","Operational Research","Male","165","160","46820","47010"
"In post","2022","No function","Other","Female","4645","4275","31300","27570"
"In post","2022","No function","Other","Male","2855","2770","33800","27570"
"In post","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Female","75","70","44960","40720"
"In post","2022","No function","Planning","Male","75","75","44590","40590"
"In post","2022","No function","Planning Inspectors","Female","140","120","55350","58810"
"In post","2022","No function","Planning Inspectors","Male","240","215","56840","58810"
"In post","2022","No function","Policy","Female","12690","12200","45820","40650"
"In post","2022","No function","Policy","Male","10860","10745","48090","45440"
"In post","2022","No function","Project Delivery","Female","275","265","42430","38810"
"In post","2022","No function","Project Delivery","Male","215","210","48630","51710"
"In post","2022","No function","Property","Female","20","20","[c]","[c]"
"In post","2022","No function","Property","Male","15","15","[c]","[c]"
"In post","2022","No function","Psychology","Female","1330","1275","35570","31180"
"In post","2022","No function","Psychology","Male","185","180","36600","31180"
"In post","2022","No function","Science and Engineering","Female","2965","2765","39120","38070"
"In post","2022","No function","Science and Engineering","Male","3700","3600","41640","39330"
"In post","2022","No function","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Female","20","20","[c]","[c]"
"In post","2022","No function","Statistics","Male","40","35","50370","49420"
"In post","2022","No function","Tax","Female","6210","5770","34720","33370"
"In post","2022","No function","Tax","Male","6730","6510","37240","33370"
"In post","2022","No function","Unknown","Female","4075","3955","37560","32000"
"In post","2022","No function","Unknown","Male","3700","3665","39400","33080"
"In post","2022","No function","Veterinarian","Female","215","205","42700","37910"
"In post","2022","No function","Veterinarian","Male","180","170","44110","40820"
"In post","2022","Project Delivery","Commercial","Female","390","365","36980","35000"
"In post","2022","Project Delivery","Commercial","Male","365","355","41210","37470"
"In post","2022","Project Delivery","Communications","Female","25","25","[c]","[c]"
"In post","2022","Project Delivery","Communications","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Female","35","30","43740","43510"
"In post","2022","Project Delivery","Digital, Data and Technology","Male","125","120","46740","47010"
"In post","2022","Project Delivery","Economics","Female","40","40","52460","54660"
"In post","2022","Project Delivery","Economics","Male","55","55","57290","56360"
"In post","2022","Project Delivery","Finance","Female","120","115","44940","42850"
"In post","2022","Project Delivery","Finance","Male","110","110","47630","45000"
"In post","2022","Project Delivery","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Female","35","30","74760","75480"
"In post","2022","Project Delivery","Inspector of Education and Training","Male","35","30","75460","75480"
"In post","2022","Project Delivery","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Female","[c]","[c]","[c]","[c]"
