"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Heterosexual / straight","295","280","22120","21260"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","LGBO","30","30","23350","21840"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Undeclared","15","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Heterosexual / straight","45","45","22240","21260"
"In post","2022","16-19","Declared non-disabled","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Heterosexual / straight","45","45","18990","18030"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Heterosexual / straight","35","35","22820","21260"
"In post","2022","16-19","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Heterosexual / straight","30","30","22220","21680"
"In post","2022","16-19","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Unknown","245","230","21790","21250"
"In post","2022","16-19","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","45","45","18510","16720"
"In post","2022","16-19","Unknown","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Unknown","40","40","17330","17140"
"In post","2022","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Unknown","35","35","21410","21250"
