"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport","Female","25","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions","Female","70","70","23290","21260"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions","Male","55","55","22750","21260"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs","Female","45","45","22410","21250"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs","Male","45","45","22240","21250"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Treasury","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","Female","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","Male","75","75","19320","19450"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice","Female","65","65","23130","23140"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice","Male","35","35","23590","23140"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government","Female","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Female","30","25","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Female","50","45","21670","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs","Male","65","60","22260","21250"
"In post","2022","16-19","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Male","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Female","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","Male","80","80","17850","17140"
"In post","2022","16-19","Unknown","Ministry of Justice","Female","55","55","22800","22470"
"In post","2022","16-19","Unknown","Ministry of Justice","Male","35","35","22390","21790"
"In post","2022","16-19","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
