"Status","Year","Profession_of_post","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","South West (England)","Outside London","HEO","85","80","32340","32730"
"In post","2022","Communications","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Outside London","SEO","90","85","38780","38300"
"In post","2022","Communications","South West (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","AO","30","30","22860","21840"
"In post","2022","Communications","Wales","Outside London","EO","85","75","27310","26780"
"In post","2022","Communications","Wales","Outside London","G6","15","15","67680","66260"
"In post","2022","Communications","Wales","Outside London","G7","45","45","55240","54280"
"In post","2022","Communications","Wales","Outside London","HEO","120","115","33940","33080"
"In post","2022","Communications","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","SEO","85","80","42500","41980"
"In post","2022","Communications","West Midlands (England)","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","EO","25","25","26840","26670"
"In post","2022","Communications","West Midlands (England)","Outside London","G6","10","10","63540","63000"
"In post","2022","Communications","West Midlands (England)","Outside London","G7","30","30","51280","50130"
"In post","2022","Communications","West Midlands (England)","Outside London","HEO","45","45","32530","32090"
"In post","2022","Communications","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","SEO","45","40","39260","38580"
"In post","2022","Communications","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","EO","15","15","25950","26000"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","G6","25","25","62900","62400"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","G7","40","35","51620","49860"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","HEO","30","30","31750","31190"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","SEO","60","55","40230","40580"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","London","EO","10","5","[c]","[c]"
"In post","2022","Corporate Finance","London","London","G6","15","15","67310","66230"
"In post","2022","Corporate Finance","London","London","G7","5","5","[c]","[c]"
"In post","2022","Corporate Finance","London","London","HEO","10","10","[c]","[c]"
"In post","2022","Corporate Finance","London","London","SCS level","10","10","[c]","[c]"
"In post","2022","Corporate Finance","London","London","SEO","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","G7","10","10","49150","47410"
"In post","2022","Corporate Finance","South East (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","G7","10","10","52940","52110"
"In post","2022","Corporate Finance","South West (England)","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","AO","55","45","21370","21260"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","EO","195","170","27610","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","HEO","50","50","33120","33050"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","SEO","15","15","36880","35680"
"In post","2022","Counter Fraud","East of England","Outside London","AA","10","5","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Outside London","AO","45","40","23070","23450"
"In post","2022","Counter Fraud","East of England","Outside London","EO","210","190","29240","29290"
"In post","2022","Counter Fraud","East of England","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Outside London","HEO","50","45","35320","35120"
"In post","2022","Counter Fraud","East of England","Outside London","SEO","15","15","41970","41950"
"In post","2022","Counter Fraud","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","London","AO","370","325","24620","25110"
"In post","2022","Counter Fraud","London","London","EO","460","425","31050","31060"
"In post","2022","Counter Fraud","London","London","G6","40","40","70840","69620"
"In post","2022","Counter Fraud","London","London","G7","65","65","58500","58700"
"In post","2022","Counter Fraud","London","London","HEO","195","190","36470","36650"
"In post","2022","Counter Fraud","London","London","SCS level","10","10","90640","80000"
"In post","2022","Counter Fraud","London","London","SEO","110","105","42380","41510"
"In post","2022","Counter Fraud","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Outside London","AO","100","80","20940","21260"
"In post","2022","Counter Fraud","North East (England)","Outside London","EO","360","325","27200","27570"
"In post","2022","Counter Fraud","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Outside London","HEO","70","65","32570","31990"
"In post","2022","Counter Fraud","North East (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","AO","70","60","21140","21260"
"In post","2022","Counter Fraud","North West (England)","Outside London","EO","440","395","27450","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","G7","15","15","50880","49170"
"In post","2022","Counter Fraud","North West (England)","Outside London","HEO","140","130","33190","31990"
"In post","2022","Counter Fraud","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","SEO","45","40","40080","39200"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","AO","255","225","21150","21260"
"In post","2022","Counter Fraud","Scotland","Outside London","EO","395","355","27200","27570"
"In post","2022","Counter Fraud","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","HEO","70","70","32460","31990"
"In post","2022","Counter Fraud","Scotland","Outside London","SEO","15","15","38840","38020"
"In post","2022","Counter Fraud","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Outside London","AO","205","180","23990","24250"
"In post","2022","Counter Fraud","South East (England)","Outside London","EO","355","325","29130","29290"
"In post","2022","Counter Fraud","South East (England)","Outside London","HEO","70","65","35250","35120"
"In post","2022","Counter Fraud","South East (England)","Outside London","SEO","15","15","39630","39310"
"In post","2022","Counter Fraud","South West (England)","Outside London","AO","45","35","21120","21260"
"In post","2022","Counter Fraud","South West (England)","Outside London","EO","250","215","27570","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Outside London","HEO","55","55","33390","31990"
"In post","2022","Counter Fraud","South West (England)","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","AO","190","170","21480","21260"
"In post","2022","Counter Fraud","Wales","Outside London","EO","290","260","27220","27570"
"In post","2022","Counter Fraud","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","HEO","75","70","32690","31990"
"In post","2022","Counter Fraud","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","SEO","15","15","38900","38770"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","AO","65","55","21220","21260"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","EO","345","300","27730","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","HEO","105","100","32740","31990"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","SEO","25","25","39480","37910"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","AO","55","40","21200","21260"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","EO","315","275","27490","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","G7","10","10","51490","52150"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","HEO","95","90","32890","31990"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","SEO","40","40","38410","37810"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","AO","30","30","21540","21270"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","EO","95","90","27110","26900"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","G6","10","10","67500","67000"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","G7","50","50","55690","54710"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","HEO","110","110","33550","33000"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","SEO","95","90","41660","40480"
"In post","2022","Digital, Data and Technology","East of England","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","East of England","Outside London","AO","25","20","22270","21510"
"In post","2022","Digital, Data and Technology","East of England","Outside London","EO","175","170","28140","27370"
"In post","2022","Digital, Data and Technology","East of England","Outside London","G6","15","15","66550","67910"
"In post","2022","Digital, Data and Technology","East of England","Outside London","G7","70","70","53840","54890"
"In post","2022","Digital, Data and Technology","East of England","Outside London","HEO","235","225","34100","33430"
"In post","2022","Digital, Data and Technology","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","East of England","Outside London","SEO","135","130","40660","40520"
"In post","2022","Digital, Data and Technology","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","London","London","AO","70","70","24800","24470"
"In post","2022","Digital, Data and Technology","London","London","EO","430","425","29740","29500"
"In post","2022","Digital, Data and Technology","London","London","G6","380","375","72020","71700"
"In post","2022","Digital, Data and Technology","London","London","G7","1195","1180","59300","58130"
"In post","2022","Digital, Data and Technology","London","London","HEO","780","770","35780","35150"
"In post","2022","Digital, Data and Technology","London","London","SCS level","135","135","96020","92000"
"In post","2022","Digital, Data and Technology","London","London","SEO","1055","1040","43850","42980"
"In post","2022","Digital, Data and Technology","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","AO","55","50","21270","21260"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","EO","305","280","27400","27570"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","G6","170","165","68290","67910"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","G7","510","500","53480","53030"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","HEO","500","480","32500","31990"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","SCS level","30","25","87470","79030"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","SEO","615","595","39630","40180"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","AO","45","45","21410","21260"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","EO","490","465","27070","27570"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","G6","230","230","68720","66620"
