"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","45","45","35040","34480"
"In post","2022","Attorney General's Departments","Devon","AA/AO","15","15","22190","22200"
"In post","2022","Attorney General's Departments","Devon","EO","25","25","26710","26090"
"In post","2022","Attorney General's Departments","Devon","G6/G7","45","45","54680","55610"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","20","20","34700","34050"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","35","30","22140","22200"
"In post","2022","Attorney General's Departments","East Anglia","EO","30","25","26960","26090"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","45","40","55850","55610"
"In post","2022","Attorney General's Departments","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","15","15","35000","34480"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","60","55","21920","22200"
"In post","2022","Attorney General's Departments","East Wales","EO","60","55","27050","26220"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","140","130","54420","55610"
"In post","2022","Attorney General's Departments","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","45","40","35870","37780"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","20","20","22180","22200"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","15","15","27700","28430"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","40","35","54770","55610"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","40","35","23300","23770"
"In post","2022","Attorney General's Departments","Essex","EO","45","45","28680","29390"
"In post","2022","Attorney General's Departments","Essex","G6/G7","85","80","59230","56460"
"In post","2022","Attorney General's Departments","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","35","30","37750","39880"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","35","30","22180","22200"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","30","30","26860","26220"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","120","105","54860","54540"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","35","35","35420","34480"
"In post","2022","Attorney General's Departments","Greater Manchester","AA/AO","75","70","22080","22200"
"In post","2022","Attorney General's Departments","Greater Manchester","EO","85","75","27640","28430"
"In post","2022","Attorney General's Departments","Greater Manchester","G6/G7","170","155","55790","55610"
"In post","2022","Attorney General's Departments","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SEO/HEO","45","45","35080","34480"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","55","50","23420","23770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","EO","60","55","28150","27050"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","125","115","59830","58970"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","30","30","36780","36240"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","AA/AO","15","15","24370","24590"
"In post","2022","Attorney General's Departments","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","AA/AO","370","345","23370","23770"
"In post","2022","Attorney General's Departments","Inner London - West","EO","760","730","28500","27710"
"In post","2022","Attorney General's Departments","Inner London - West","G6/G7","2615","2430","60110","60980"
"In post","2022","Attorney General's Departments","Inner London - West","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","Inner London - West","SEO/HEO","660","640","37310","37730"
"In post","2022","Attorney General's Departments","Kent","AA/AO","40","40","23620","23770"
"In post","2022","Attorney General's Departments","Kent","EO","30","30","28600","28790"
"In post","2022","Attorney General's Departments","Kent","G6/G7","50","50","59040","59840"
"In post","2022","Attorney General's Departments","Kent","SEO/HEO","15","15","38660","39750"
"In post","2022","Attorney General's Departments","Lancashire","AA/AO","35","30","22410","22200"
"In post","2022","Attorney General's Departments","Lancashire","EO","40","40","27600","28430"
"In post","2022","Attorney General's Departments","Lancashire","G6/G7","85","80","54440","55610"
"In post","2022","Attorney General's Departments","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","SEO/HEO","25","25","34930","34480"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","35","30","21860","22200"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","25","25","27450","28430"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","80","70","52910","51470"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","20","15","34640","34480"
"In post","2022","Attorney General's Departments","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","G6/G7","15","10","54630","55610"
"In post","2022","Attorney General's Departments","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","AA/AO","90","85","21960","22200"
"In post","2022","Attorney General's Departments","Merseyside","EO","90","85","26910","26220"
"In post","2022","Attorney General's Departments","Merseyside","G6/G7","145","135","54210","54200"
"In post","2022","Attorney General's Departments","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","SEO/HEO","60","60","34310","34480"
"In post","2022","Attorney General's Departments","North Yorkshire","AA/AO","25","25","22070","22200"
"In post","2022","Attorney General's Departments","North Yorkshire","EO","25","25","26290","25920"
"In post","2022","Attorney General's Departments","North Yorkshire","G6/G7","65","65","59770","57450"
"In post","2022","Attorney General's Departments","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","SEO/HEO","55","55","34980","38180"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","60","55","22170","22200"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","EO","45","40","27100","27570"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","105","100","54620","54200"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","40","40","34900","34480"
"In post","2022","Attorney General's Departments","Outer London - East and North East","AA/AO","15","15","23800","24590"
"In post","2022","Attorney General's Departments","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","AA/AO","15","15","24190","24590"
"In post","2022","Attorney General's Departments","Outer London - South","EO","15","10","27680","27350"
"In post","2022","Attorney General's Departments","Outer London - South","G6/G7","15","10","59960","61000"
"In post","2022","Attorney General's Departments","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","SEO/HEO","25","25","34720","34460"
"In post","2022","Attorney General's Departments","Outer London - West and North West","AA/AO","15","10","23820","24590"
"In post","2022","Attorney General's Departments","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","G6/G7","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","15","15","22500","22200"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","EO","10","10","26940","26220"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","35","35","56300","55610"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","AA/AO","45","40","22050","22200"
"In post","2022","Attorney General's Departments","South Yorkshire","EO","35","30","27240","28430"
"In post","2022","Attorney General's Departments","South Yorkshire","G6/G7","50","45","54960","55610"
"In post","2022","Attorney General's Departments","South Yorkshire","SEO/HEO","10","10","33820","33900"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","35","35","23770","23770"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","EO","50","45","28310","27760"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","85","80","60230","62120"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","25","20","37640","39750"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","AA/AO","25","20","22640","22200"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","EO","20","20","27260","28430"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","G6/G7","40","35","54920","55610"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","10","10","34170","33500"
"In post","2022","Attorney General's Departments","West Midlands","AA/AO","100","90","22250","22200"
"In post","2022","Attorney General's Departments","West Midlands","EO","105","95","26970","26220"
"In post","2022","Attorney General's Departments","West Midlands","G6/G7","235","220","54870","54200"
"In post","2022","Attorney General's Departments","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","SEO/HEO","65","65","34250","34480"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","AA/AO","10","10","22180","22200"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","EO","15","10","26600","25820"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","G6/G7","45","40","54720","55610"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","20","20","34550","33900"
"In post","2022","Attorney General's Departments","West Yorkshire","AA/AO","85","75","22130","22200"
"In post","2022","Attorney General's Departments","West Yorkshire","EO","105","95","26990","26220"
"In post","2022","Attorney General's Departments","West Yorkshire","G6/G7","250","235","55180","55610"
"In post","2022","Attorney General's Departments","West Yorkshire","SCS level","10","10","88720","88210"
"In post","2022","Attorney General's Departments","West Yorkshire","SEO/HEO","90","90","35870","34480"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","30","25","21220","21170"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","20","20","63600","61000"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","75","70","32890","33300"
"In post","2022","Cabinet Office","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","30","30","62940","60250"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","25","25","32470","32000"
"In post","2022","Cabinet Office","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset and Somerset","SEO/HEO","10","10","35240","33470"
"In post","2022","Cabinet Office","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","EO","25","20","25480","25520"
"In post","2022","Cabinet Office","East Anglia","G6/G7","75","70","58710","58190"
"In post","2022","Cabinet Office","East Anglia","SCS level","10","10","97750","97920"
"In post","2022","Cabinet Office","East Anglia","SEO/HEO","135","130","35160","33860"
"In post","2022","Cabinet Office","East Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","EO","20","15","26110","25970"
"In post","2022","Cabinet Office","East Wales","G6/G7","55","55","53060","51100"
"In post","2022","Cabinet Office","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","SEO/HEO","120","115","33390","32000"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","SEO/HEO","25","25","31510","32000"
"In post","2022","Cabinet Office","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","24810","24100"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","135","130","59830","55080"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","30","30","108660","104190"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","85","80","33090","32000"
"In post","2022","Cabinet Office","Greater Manchester","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","EO","30","30","24890","24100"
"In post","2022","Cabinet Office","Greater Manchester","G6/G7","170","170","58120","52920"
"In post","2022","Cabinet Office","Greater Manchester","SCS level","15","15","95860","91800"
"In post","2022","Cabinet Office","Greater Manchester","SEO/HEO","195","190","34510","34590"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","G6/G7","45","45","66070","64500"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","30","30","35220","33970"
"In post","2022","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","EO","80","75","27700","27500"
"In post","2022","Cabinet Office","Inner London - East","G6/G7","650","640","59030","56340"
"In post","2022","Cabinet Office","Inner London - East","SCS level","55","55","101060","93490"
"In post","2022","Cabinet Office","Inner London - East","SEO/HEO","305","300","37010","36900"
"In post","2022","Cabinet Office","Inner London - West","AA/AO","105","100","24160","24490"
"In post","2022","Cabinet Office","Inner London - West","EO","465","460","27720","27500"
"In post","2022","Cabinet Office","Inner London - West","G6/G7","2035","2000","60560","57430"
"In post","2022","Cabinet Office","Inner London - West","SCS level","545","535","99410","93000"
"In post","2022","Cabinet Office","Inner London - West","SEO/HEO","2325","2315","34040","34550"
"In post","2022","Cabinet Office","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lancashire","G6/G7","30","30","60030","61710"
"In post","2022","Cabinet Office","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","AA/AO","25","20","21050","21170"
"In post","2022","Cabinet Office","Merseyside","EO","70","70","25690","25520"
"In post","2022","Cabinet Office","Merseyside","G6/G7","130","130","57120","52580"
"In post","2022","Cabinet Office","Merseyside","SCS level","15","15","96760","91550"
"In post","2022","Cabinet Office","Merseyside","SEO/HEO","245","240","35270","37300"
"In post","2022","Cabinet Office","North Yorkshire","AA/AO","125","115","21190","21170"
"In post","2022","Cabinet Office","North Yorkshire","EO","135","130","25720","26350"
"In post","2022","Cabinet Office","North Yorkshire","G6/G7","75","70","56330","51000"
"In post","2022","Cabinet Office","North Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North Yorkshire","SEO/HEO","225","215","34680","33300"
"In post","2022","Cabinet Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","AA/AO","170","155","21050","21050"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","EO","95","85","24810","24100"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","G6/G7","40","40","56130","52630"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","SEO/HEO","155","150","32680","32000"
"In post","2022","Cabinet Office","Outer London - South","G6/G7","15","15","69680","66900"
"In post","2022","Cabinet Office","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - South","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","G6/G7","20","20","66040","65000"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South Yorkshire","G6/G7","50","45","57380","51190"
"In post","2022","Cabinet Office","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South Yorkshire","SEO/HEO","30","25","35230","35920"
"In post","2022","Cabinet Office","Southern Scotland","G6/G7","10","10","69230","64860"
"In post","2022","Cabinet Office","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Tees Valley and Durham","G6/G7","15","15","67430","66000"
"In post","2022","Cabinet Office","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","EO","30","30","26000","26570"
"In post","2022","Cabinet Office","Unknown","G6/G7","85","85","56150","54700"
"In post","2022","Cabinet Office","Unknown","SCS level","15","15","100010","86870"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","345","345","31670","30500"
"In post","2022","Cabinet Office","West Central Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Central Scotland","EO","35","35","24650","23850"
"In post","2022","Cabinet Office","West Central Scotland","G6/G7","75","75","58490","53640"
"In post","2022","Cabinet Office","West Central Scotland","SCS level","15","15","87290","82100"
"In post","2022","Cabinet Office","West Central Scotland","SEO/HEO","120","120","33110","32000"
"In post","2022","Cabinet Office","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","EO","20","20","24730","24100"
"In post","2022","Cabinet Office","West Midlands","G6/G7","85","85","63870","61710"
"In post","2022","Cabinet Office","West Midlands","SCS level","20","20","116680","116500"
"In post","2022","Cabinet Office","West Midlands","SEO/HEO","100","100","33340","32000"
"In post","2022","Cabinet Office","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","EO","10","10","24530","24100"
"In post","2022","Cabinet Office","West Yorkshire","G6/G7","130","130","60070","61710"
"In post","2022","Cabinet Office","West Yorkshire","SCS level","10","10","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","SEO/HEO","130","125","33340","32220"
"In post","2022","Chancellor's other departments","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Eastern Scotland","G6/G7","10","10","81030","73920"
"In post","2022","Chancellor's other departments","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","AA/AO","20","20","23560","24020"
"In post","2022","Chancellor's other departments","Inner London - West","EO","30","30","30030","29500"
"In post","2022","Chancellor's other departments","Inner London - West","G6/G7","175","165","76870","71500"
"In post","2022","Chancellor's other departments","Inner London - West","SCS level","15","15","117330","110000"
"In post","2022","Chancellor's other departments","Inner London - West","SEO/HEO","115","110","41000","40060"
"In post","2022","Chancellor's other departments","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","SEO/HEO","15","15","40640","40290"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","G6/G7","10","10","55810","57120"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
