"Status","Year","Age","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
