"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Devon","SEO/HEO","Male","35","35","36600","37420"
"In post","2022","Commercial","Devon","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","Female","45","40","37370","35270"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","Male","40","40","39780","42510"
"In post","2022","Commercial","East Anglia","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO/HEO","Female","80","75","37160","38060"
"In post","2022","Commercial","East Anglia","SEO/HEO","Male","65","60","36930","36820"
"In post","2022","Commercial","East Anglia","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO/HEO","Female","50","50","34460","31990"
"In post","2022","Commercial","East Wales","SEO/HEO","Male","50","50","35660","35720"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","EO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","130","120","24740","25890"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","80","75","24660","26000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","105","95","56800","54540"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","140","135","58630","54780"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","485","455","35550","34800"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","375","365","36590","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","55","55","38570","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","75","75","42060","39860"
"In post","2022","Commercial","Greater Manchester","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","Female","75","75","37080","36780"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","Male","70","70","36840","36500"
"In post","2022","Commercial","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Female","40","35","26470","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","Female","105","100","37530","38070"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","Male","50","50","38180","39730"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - West","EO","Female","45","45","29090","29200"
"In post","2022","Commercial","Inner London - West","EO","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Inner London - West","G6/G7","Female","130","130","59540","54760"
"In post","2022","Commercial","Inner London - West","G6/G7","Male","140","140","61830","59540"
"In post","2022","Commercial","Inner London - West","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - West","SCS level","Male","30","25","[c]","[c]"
"In post","2022","Commercial","Inner London - West","SEO/HEO","Female","220","215","39170","40650"
"In post","2022","Commercial","Inner London - West","SEO/HEO","Male","175","170","39910","40650"
"In post","2022","Commercial","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","EO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","EO","Female","40","35","26360","25950"
"In post","2022","Commercial","Merseyside","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","SEO/HEO","Female","95","90","35190","32410"
"In post","2022","Commercial","Merseyside","SEO/HEO","Male","80","80","36530","38330"
"In post","2022","Commercial","North Eastern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","EO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","EO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","Female","35","30","35370","36130"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","SEO/HEO","Female","40","40","42370","42410"
"In post","2022","Commercial","Outer London - South","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","EO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","EO","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","EO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","SEO/HEO","Female","45","45","38780","40000"
"In post","2022","Commercial","Shropshire and Staffordshire","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","EO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","EO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","G6/G7","Female","25","25","[c]","[c]"
