"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AO","Female","445","405","21630","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AO","Male","220","215","21750","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Female","370","350","25920","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Male","275","265","26410","25530"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G7","Female","35","35","50030","48990"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G7","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","HEO","Female","175","165","30340","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","HEO","Male","150","145","30880","30400"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO","Female","105","95","38080","36970"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO","Male","90","90","37920","37380"
"In post","2022","Animal and Plant Health Agency","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","HEO","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AO","Female","110","105","23560","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AO","Male","60","60","23880","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Female","105","95","27580","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Male","45","45","27790","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G7","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G7","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","HEO","Female","70","65","32440","32560"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","HEO","Male","40","40","33280","33190"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO","Female","40","40","39720","38750"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO","Male","40","35","40530","39670"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G7","Female","35","35","51750","52290"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G7","Male","40","40","53190","54310"
"In post","2022","Animal and Plant Health Agency","Veterinarian","HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO","Female","125","115","40060","37480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO","Male","85","80","41210","37800"
"In post","2022","Attorney General's Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","SEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","SEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G7","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AO","Female","270","245","21770","21050"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AO","Male","190","185","21910","21170"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Female","555","530","26640","27500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Male","355","350","26720","27500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6","Female","505","495","68920","64770"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6","Male","510","510","70340","66440"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G7","Female","1310","1270","56050","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G7","Male","1300","1290","57070","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","HEO","Female","1760","1740","31520","32000"
