"Status","Year","Function_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","Outside London","Heterosexual / straight","50","45","49680","46600"
"In post","2022","Analysis","City of Edinburgh","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Clackmannanshire and Fife","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Coventry","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","London","Heterosexual / straight","50","45","51740","46600"
"In post","2022","Analysis","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Darlington","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","Outside London","Heterosexual / straight","55","50","36460","31070"
"In post","2022","Analysis","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Dorset","Outside London","Unknown","65","60","33070","29750"
"In post","2022","Analysis","Durham","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","Outside London","Heterosexual / straight","45","45","39670","37850"
"In post","2022","Analysis","Glasgow City","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","London","Heterosexual / straight","110","105","47860","43430"
"In post","2022","Analysis","Hackney and Newham","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","Outside London","Heterosexual / straight","180","170","41620","38180"
"In post","2022","Analysis","Leeds","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Leeds","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Leeds","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Analysis","Leicester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lewisham and Southwark","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","Outside London","Heterosexual / straight","70","65","42850","40350"
"In post","2022","Analysis","Liverpool","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Liverpool","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Liverpool","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Luton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Luton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Luton","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","Outside London","Heterosexual / straight","200","195","39620","35590"
"In post","2022","Analysis","Manchester","Outside London","LGBO","30","30","37630","33370"
"In post","2022","Analysis","Manchester","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Manchester","Outside London","Unknown","35","35","38790","33370"
"In post","2022","Analysis","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Lancashire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Milton Keynes","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Milton Keynes","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Monmouthshire and Newport","Outside London","Heterosexual / straight","800","765","37130","36840"
"In post","2022","Analysis","Monmouthshire and Newport","Outside London","LGBO","95","95","36160","31320"
"In post","2022","Analysis","Monmouthshire and Newport","Outside London","Undeclared","60","60","35600","31320"
"In post","2022","Analysis","Monmouthshire and Newport","Outside London","Unknown","295","285","37880","36840"
"In post","2022","Analysis","North and West Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North and West Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North and West Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Nottingham","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Nottingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Nottingham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Nottingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Plymouth","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Plymouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Plymouth","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Portsmouth","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Portsmouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Portsmouth","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sefton","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sefton","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sheffield","Outside London","Heterosexual / straight","150","135","46820","46000"
"In post","2022","Analysis","Sheffield","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Sheffield","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Sheffield","Outside London","Unknown","30","30","43820","49170"
"In post","2022","Analysis","Somerset CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Somerset CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Ayrshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Ayrshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Ayrshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Hampshire","Outside London","Heterosexual / straight","380","360","39180","37360"
"In post","2022","Analysis","South Hampshire","Outside London","LGBO","30","30","32700","31070"
"In post","2022","Analysis","South Hampshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","South Hampshire","Outside London","Unknown","95","90","36440","34970"
"In post","2022","Analysis","South Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Stoke-on-Trent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Stoke-on-Trent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Suffolk CC","Outside London","Heterosexual / straight","115","110","33620","30220"
"In post","2022","Analysis","Suffolk CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Suffolk CC","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Suffolk CC","Outside London","Unknown","190","180","35310","30440"
"In post","2022","Analysis","Sunderland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sunderland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swansea","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swansea","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swindon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swindon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swindon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Telford and Wrekin","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Telford and Wrekin","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Telford and Wrekin","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Torbay","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Torbay","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Torbay","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tower Hamlets","London","Heterosexual / straight","490","470","52050","53200"
"In post","2022","Analysis","Tower Hamlets","London","LGBO","35","35","50580","43870"
"In post","2022","Analysis","Tower Hamlets","London","Undeclared","65","60","52080","53360"
"In post","2022","Analysis","Tower Hamlets","London","Unknown","135","130","47390","42390"
"In post","2022","Analysis","Tyneside","Outside London","Heterosexual / straight","110","105","41720","36710"
"In post","2022","Analysis","Tyneside","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Tyneside","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Tyneside","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wakefield","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wakefield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Walsall","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Walsall","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Warwickshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Warwickshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
