"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","15","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Devon CC","Female","115","105","42220","39650"
"In post","2022","Commercial","Devon","Devon CC","Male","90","90","45660","45810"
"In post","2022","Commercial","Devon","Plymouth","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","Female","65","60","38880","33780"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","Male","55","55","42470","42510"
"In post","2022","Commercial","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","Female","35","35","35140","34800"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","Female","30","30","35920","38330"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","Male","40","40","36790","33630"
"In post","2022","Commercial","East Anglia","Peterborough","Female","20","20","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","Female","25","25","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","Male","20","20","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","Female","45","45","35490","31250"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","Male","55","55","37830","31860"
"In post","2022","Commercial","East Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","Male","35","35","40280","37030"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Essex","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","620","580","37710","34770"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","575","565","41970","38650"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","50","45","36370","35900"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","30","30","39910","38370"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","120","115","34070","34500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","80","80","35560","34650"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","Female","50","45","38910","40180"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","Male","40","35","41790","40520"
"In post","2022","Commercial","Greater Manchester","Manchester","Female","85","85","39360","36780"
"In post","2022","Commercial","Greater Manchester","Manchester","Male","65","65","38280","36500"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","Female","85","80","35520","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","Male","55","55","33650","33430"
"In post","2022","Commercial","Hampshire and Isle of Wight","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","Female","40","40","34310","34500"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","Female","10","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Lambeth","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Lambeth","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Tower Hamlets","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Tower Hamlets","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Westminster","Female","430","420","45940","41750"
"In post","2022","Commercial","Inner London - West","Westminster","Male","375","370","50070","45600"
"In post","2022","Commercial","Kent","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Blackpool","Female","30","25","35660","31990"
"In post","2022","Commercial","Lancashire","Blackpool","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","Chorley and West Lancashire","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","East Merseyside","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","East Merseyside","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Liverpool","Female","115","110","35030","31250"
"In post","2022","Commercial","Merseyside","Liverpool","Male","80","80","36810","38330"
"In post","2022","Commercial","Merseyside","Sefton","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","Sefton","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Wirral","Female","30","25","25800","21260"
"In post","2022","Commercial","Merseyside","Wirral","Male","10","10","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","North Yorkshire CC","Female","10","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","North Yorkshire CC","Male","5","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","York","Female","25","25","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","York","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Lisburn and Castlereagh","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Tyneside","Female","40","35","35930","36130"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Tyneside","Male","35","35","38570","36500"
"In post","2022","Commercial","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","Croydon","Female","70","70","42810","41950"
"In post","2022","Commercial","Outer London - South","Croydon","Male","40","40","43980","42170"
"In post","2022","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Barnet","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Barnet","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Male","30","30","52140","51040"
"In post","2022","Commercial","Shropshire and Staffordshire","Shropshire","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Staffordshire CC","Female","50","50","37310","33300"
"In post","2022","Commercial","Shropshire and Staffordshire","Staffordshire CC","Male","30","30","38310","32600"
"In post","2022","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Male","10","10","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Sheffield","Female","130","120","35330","33170"
"In post","2022","Commercial","South Yorkshire","Sheffield","Male","110","110","35770","35310"
"In post","2022","Commercial","Southern Scotland","South Lanarkshire","Female","30","30","39420","39630"
"In post","2022","Commercial","Southern Scotland","South Lanarkshire","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Surrey","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Surrey","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Darlington","Female","45","40","36770","36500"
"In post","2022","Commercial","Tees Valley and Durham","Darlington","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Durham","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Durham","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","10","10","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Glasgow City","Female","55","55","33620","33000"
"In post","2022","Commercial","West Central Scotland","Glasgow City","Male","55","55","33960","33000"
"In post","2022","Commercial","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Birmingham","Female","40","40","38940","36050"
"In post","2022","Commercial","West Midlands","Birmingham","Male","35","35","34160","32690"
"In post","2022","Commercial","West Midlands","Coventry","Female","35","30","39350","36780"
"In post","2022","Commercial","West Midlands","Coventry","Male","30","30","[c]","[c]"
"In post","2022","Commercial","West Midlands","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
