"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Devon","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Devon CC","G7","45","40","53710","55610"
"In post","2022","Attorney General's Departments","Devon","Devon CC","HEO","15","15","32810","32910"
"In post","2022","Attorney General's Departments","Devon","Devon CC","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","AO","30","25","22020","22200"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","EO","20","15","26860","26090"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","G7","20","20","56060","57640"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","G7","15","10","56620","55610"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","AO","50","45","21930","22200"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","EO","45","40","27100","27070"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","G7","95","90","53670","54200"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","HEO","20","20","34360","32910"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","AO","10","10","21900","22200"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","EO","15","15","26910","26160"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","G7","40","35","53320","55610"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","HEO","10","10","34810","34480"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AO","20","20","22180","22200"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","15","15","27700","28430"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G7","35","30","54320","55610"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","AO","40","35","23300","23770"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","EO","45","45","28680","29390"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","G7","75","70","57900","54890"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","HEO","25","25","37560","40000"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Thurrock","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","20","15","53170","52660"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","30","30","22080","22200"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","30","30","26760","26160"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","75","70","53110","51940"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","20","20","34130","33310"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South West","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","AO","75","70","22080","22200"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","EO","85","75","27640","28430"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","G6","20","20","70130","70350"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","G7","145","135","53990","55610"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","HEO","35","35","33940","33310"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","SEO","10","10","38970","38180"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","AO","30","30","23740","23770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","EO","20","20","28350","27600"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","G7","45","45","59260","60710"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","AO","25","20","23120","23770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","EO","35","35","28020","26970"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","G7","65","60","57470","54390"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","HEO","20","15","34670","33510"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","AO","10","10","24260","24590"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","AA","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","AO","360","335","23430","23770"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","EO","760","725","28500","27710"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","G6","960","880","68350","66290"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","G7","1655","1545","55330","53050"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","HEO","440","425","35610","33640"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","SEO","220","215","40760","40000"
"In post","2022","Attorney General's Departments","Kent","East Kent","AO","35","35","23670","23770"
"In post","2022","Attorney General's Departments","Kent","East Kent","EO","30","30","28650","29170"
"In post","2022","Attorney General's Departments","Kent","East Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","East Kent","G7","45","40","57780","55660"
"In post","2022","Attorney General's Departments","Kent","East Kent","HEO","10","10","37360","36240"
"In post","2022","Attorney General's Departments","Kent","East Kent","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","West Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Blackburn with Darwen","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","AO","35","30","22410","22200"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","EO","40","40","27600","28430"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","G7","75","70","53450","54290"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","HEO","20","20","33810","33310"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","AO","30","25","21870","22200"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","EO","25","20","27500","28430"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","G7","65","55","52400","51470"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","HEO","15","15","34160","33900"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","G7","15","10","54630","55610"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","AO","90","85","21950","22200"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","EO","90","85","26900","26220"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","G7","130","125","53370","53350"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","HEO","45","45","33260","32050"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","SEO","10","10","38420","38180"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Wirral","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","AO","25","25","22070","22200"
"In post","2022","Attorney General's Departments","North Yorkshire","York","EO","25","25","26290","25920"
"In post","2022","Attorney General's Departments","North Yorkshire","York","G6","15","15","71390","70760"
"In post","2022","Attorney General's Departments","North Yorkshire","York","G7","45","45","55670","55610"
"In post","2022","Attorney General's Departments","North Yorkshire","York","HEO","25","25","30900","30610"
"In post","2022","Attorney General's Departments","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","SEO","30","30","38910","38180"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","AO","60","55","22220","22200"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","EO","45","40","27100","27570"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","G7","95","90","53240","53780"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","HEO","30","30","33280","32480"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","SEO","10","10","38830","38180"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","AO","10","10","23380","24590"
