"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G7","Female","35","30","53270","51730"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","HEO","Female","40","35","35280","34020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","HEO","Male","35","35","36120","34690"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","EO","Female","80","80","26660","26000"
"In post","2022","Asian","Department for Education","EO","Male","60","60","26060","25000"
"In post","2022","Asian","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","G6","Female","40","35","64010","64180"
"In post","2022","Asian","Department for Education","G6","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","G7","Female","105","105","51930","52190"
"In post","2022","Asian","Department for Education","G7","Male","75","75","51730","50400"
"In post","2022","Asian","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","HEO","Female","135","130","31380","30090"
"In post","2022","Asian","Department for Education","HEO","Male","80","80","31100","30090"
"In post","2022","Asian","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO","Female","135","130","39020","37100"
"In post","2022","Asian","Department for Education","SEO","Male","100","100","39210","39490"
"In post","2022","Asian","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AO","Female","45","40","22420","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AO","Male","30","30","22450","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Female","60","60","27070","26570"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Male","35","35","27290","27960"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G7","Female","35","35","52340","52290"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G7","Male","35","35","54250","53070"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","HEO","Female","65","65","32550","32560"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","HEO","Male","55","55","32760","32560"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO","Female","50","45","38930","38750"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO","Male","35","35","38880","38750"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G7","Female","25","25","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G7","Male","40","40","54950","54300"
"In post","2022","Asian","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","HEO","Female","35","35","32530","31800"
"In post","2022","Asian","Department for International Trade","HEO","Male","35","35","33440","31960"
"In post","2022","Asian","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO","Female","40","40","39920","38160"
"In post","2022","Asian","Department for International Trade","SEO","Male","35","35","40760","38680"
"In post","2022","Asian","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Female","30","30","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G7","Female","35","35","52900","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G7","Male","25","20","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","HEO","Female","55","55","33520","33210"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","HEO","Male","40","40","32970","33210"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO","Female","35","35","38710","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AO","Female","50","45","22350","21840"
"In post","2022","Asian","Department for Transport","AO","Male","55","55","24620","21840"
"In post","2022","Asian","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","EO","Female","50","50","28560","29970"
"In post","2022","Asian","Department for Transport","EO","Male","100","95","28590","27720"
"In post","2022","Asian","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","G7","Female","45","45","54610","54650"
"In post","2022","Asian","Department for Transport","G7","Male","45","45","58090","54760"
"In post","2022","Asian","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","HEO","Female","60","55","33810","34710"
"In post","2022","Asian","Department for Transport","HEO","Male","65","65","33970","34710"
"In post","2022","Asian","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO","Female","45","45","41450","42470"
"In post","2022","Asian","Department for Transport","SEO","Male","70","70","46780","43360"
"In post","2022","Asian","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AA","Female","20","15","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AA","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AO","Female","1485","1170","22110","21260"
"In post","2022","Asian","Department for Work and Pensions","AO","Male","905","855","21740","21260"
"In post","2022","Asian","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","EO","Female","2885","2555","29040","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","Male","2040","2000","28730","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G7","Female","60","55","54420","54070"
"In post","2022","Asian","Department for Work and Pensions","G7","Male","85","85","56120","55000"
"In post","2022","Asian","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","HEO","Female","250","240","35200","36650"
"In post","2022","Asian","Department for Work and Pensions","HEO","Male","200","195","34480","34290"
"In post","2022","Asian","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO","Female","110","110","39590","39960"
"In post","2022","Asian","Department for Work and Pensions","SEO","Male","120","120","44540","40310"
"In post","2022","Asian","Department for Work and Pensions","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA","Female","25","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA","Male","10","5","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AO","Female","80","70","22470","23080"
"In post","2022","Asian","Department of Health and Social Care","AO","Male","30","30","22390","23170"
"In post","2022","Asian","Department of Health and Social Care","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","EO","Female","175","160","26970","27140"
"In post","2022","Asian","Department of Health and Social Care","EO","Male","70","65","26500","27140"
"In post","2022","Asian","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G6","Female","45","45","69570","66700"
"In post","2022","Asian","Department of Health and Social Care","G6","Male","25","20","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G7","Female","110","105","53890","53360"
"In post","2022","Asian","Department of Health and Social Care","G7","Male","80","75","54410","53360"
"In post","2022","Asian","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
