"Status","Year","Disability","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East of England","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","London","Female","150","140","48540","41130"
"In post","2022","Declared disabled","Department for Education","London","Male","75","75","49260","53420"
"In post","2022","Declared disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","North East (England)","Female","60","55","34250","30320"
"In post","2022","Declared disabled","Department for Education","North East (England)","Male","30","30","41310","37100"
"In post","2022","Declared disabled","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","North West (England)","Female","75","70","39210","36500"
"In post","2022","Declared disabled","Department for Education","North West (England)","Male","45","45","37740","36500"
"In post","2022","Declared disabled","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","West Midlands (England)","Female","65","65","38730","36500"
"In post","2022","Declared disabled","Department for Education","West Midlands (England)","Male","40","40","40180","36500"
"In post","2022","Declared disabled","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Yorkshire and The Humber","Female","95","85","38920","36500"
"In post","2022","Declared disabled","Department for Education","Yorkshire and The Humber","Male","75","70","38230","36500"
"In post","2022","Declared disabled","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Female","50","50","31980","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Male","35","35","31400","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","London","Female","175","165","43750","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","London","Male","135","135","42210","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Female","35","30","31960","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Female","125","110","28930","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Male","70","70","31940","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Female","105","100","33930","30500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Male","70","65","35290","31150"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Female","145","135","33280","30230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Male","100","95","37320","30530"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","Female","30","30","26420","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","55","55","33470","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","90","85","34750","30720"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","55","55","33670","29690"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","Female","110","110","45380","40250"
"In post","2022","Declared disabled","Department for International Trade","London","Male","90","90","45990","38200"
"In post","2022","Declared disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
