"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Transport","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","Wales","75","60","19130","18310"
"In post","2022","16-19","Department for Transport","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","North East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","North West (England)","25","25","22450","21260"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","South East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","15","15","23480","21260"
"In post","2022","16-19","Department for Work and Pensions","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","North West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Property","South East (England)","15","15","19130","16630"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","North East (England)","10","10","21690","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","North West (England)","35","35","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Scotland","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Wales","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","20","20","21520","21250"
"In post","2022","16-19","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","North East (England)","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","North East (England)","15","15","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Tax","North West (England)","15","15","21930","21250"
"In post","2022","16-19","HM Revenue and Customs","Tax","Scotland","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","Wales","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","Yorkshire and The Humber","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Economics","London","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","East of England","10","10","22220","21680"
"In post","2022","16-19","Home Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","South East (England)","20","20","22970","21680"
"In post","2022","16-19","Home Office","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","South West (England)","15","15","19730","19460"
"In post","2022","16-19","Ministry of Defence","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","Scotland","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","South East (England)","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","South West (England)","90","90","18350","17590"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Wales","10","10","17820","17450"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","East Midlands (England)","25","25","22420","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","East of England","20","20","23250","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","London","15","15","25930","24080"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","North East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","North West (England)","25","25","21530","20970"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","South East (England)","40","40","24450","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","South West (England)","15","15","22700","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","West Midlands (England)","20","15","22310","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Yorkshire and The Humber","25","25","21820","20890"
"In post","2022","16-19","Ministry of Justice","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","Scotland","25","25","21570","21050"
"In post","2022","16-19","Scottish Government","Unknown","Scotland","55","55","22230","21050"
"In post","2022","16-19","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Wales","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","South East (England)","10","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","London","20","20","37140","31560"
"In post","2022","20-29","Attorney General's Departments","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","London","30","30","31330","33100"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","London","20","20","33480","35290"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","London","15","15","28250","26970"
"In post","2022","20-29","Attorney General's Departments","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","Yorkshire and The Humber","10","10","[c]","[c]"
