"Status","Year","Function_of_post","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","210","205","44510","37890"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","45","45","35580","32100"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","105","49130","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Heterosexual / straight","50","45","48520","45940"
"In post","2022","Analysis","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Heterosexual / straight","50","45","45750","44300"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","110","105","33640","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Unknown","185","180","35500","30660"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","60","55","35110","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","75","70","32450","29270"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Heterosexual / straight","175","170","45200","42220"
"In post","2022","Analysis","Department for International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Unknown","50","50","41150","32730"
"In post","2022","Analysis","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","165","160","48500","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Heterosexual / straight","205","200","48990","54110"
"In post","2022","Analysis","Department for Transport","London","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Unknown","60","60","43530","39670"
"In post","2022","Analysis","Department for Transport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Heterosexual / straight","195","185","46490","39000"
"In post","2022","Analysis","Department for Work and Pensions","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Heterosexual / straight","80","75","40740","36320"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Heterosexual / straight","55","50","35340","31990"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Heterosexual / straight","155","140","43930","37380"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Unknown","40","35","40840","37720"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","Heterosexual / straight","210","200","52510","53360"
"In post","2022","Analysis","Department of Health and Social Care","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","Undeclared","115","110","51280","53360"
"In post","2022","Analysis","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Heterosexual / straight","65","65","48470","50620"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","40","35","60740","62470"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Unknown","5","5","[c]","[c]"
