"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office","Project Delivery","London","25","25","58050","55610"
"In post","2022","Cabinet Office","Project Delivery","Outside London","45","45","45370","39360"
"In post","2022","Cabinet Office","Property","London","60","60","51990","54700"
"In post","2022","Cabinet Office","Property","Outside London","90","85","51000","50450"
"In post","2022","Cabinet Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","London","6370","6290","50110","46500"
"In post","2022","Cabinet Office","Unknown","Outside London","3025","2925","42650","33370"
"In post","2022","Cabinet Office","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Chancellor's other departments","Commercial","London","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","25","25","45640","44800"
"In post","2022","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","10","10","52750","47500"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","35","30","48610","45860"
"In post","2022","Chancellor's other departments","Human Resources","London","20","20","43730","40880"
"In post","2022","Chancellor's other departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","London","230","215","67370","60400"
"In post","2022","Chancellor's other departments","Other","Outside London","30","30","56440","45900"
"In post","2022","Chancellor's other departments","Project Delivery","London","15","15","54670","54100"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","10","10","41250","42500"
"In post","2022","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","10","10","50820","51070"
"In post","2022","Charity Commission","Communications","Outside London","10","10","33760","29160"
"In post","2022","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","50","50","34430","29160"
"In post","2022","Charity Commission","Finance","Outside London","10","10","36620","33810"
"In post","2022","Charity Commission","Human Resources","Outside London","20","15","33830","29220"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","15","15","53530","51160"
"In post","2022","Charity Commission","Legal","Outside London","10","10","52130","51070"
"In post","2022","Charity Commission","Operational Delivery","London","45","45","39820","37910"
"In post","2022","Charity Commission","Operational Delivery","Outside London","245","230","29590","29160"
"In post","2022","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","15","15","33700","37910"
"In post","2022","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","35","30","49220","41670"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","15","15","46330","38060"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","95","90","64300","59890"
"In post","2022","Competition and Markets Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","40","40","49600","44360"
"In post","2022","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","30","30","55030","54320"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","135","130","68590","71370"
"In post","2022","Competition and Markets Authority","Legal","Outside London","10","10","71400","73450"
"In post","2022","Competition and Markets Authority","Policy","London","15","10","66710","72430"
"In post","2022","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","335","320","62430","57920"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","45","45","56800","55860"
"In post","2022","Competition and Markets Authority","Property","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","London","15","15","49240","47810"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","235","225","43750","45150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","London","150","145","46920","45100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Outside London","110","105","38100","37080"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","40","40","43000","43150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","375","350","32450","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","155","150","46010","43600"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","940","920","40220","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","London","250","245","47040","40030"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Outside London","15","15","40530","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","London","175","170","52590","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Outside London","190","180","37710","34170"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","London","130","130","48750","46050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","280","265","38780","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","35","35","34020","32100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","25","25","42890","40140"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","30","25","36740","36240"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","London","35","35","50980","53390"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Outside London","100","95","47560","43050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","685","665","43320","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","3315","3090","29610","24650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","London","20","20","55200","57000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Outside London","70","65","44230","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","London","4040","3955","50040","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Outside London","620","605","43610","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","London","130","130","50440","43750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","370","355","42370","40890"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","Outside London","40","35","35360","33050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","40","35","40560","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","1295","1215","41880","39750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","25","25","34420","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","London","20","20","40880","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Outside London","20","20","42000","42220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Statistics","London","40","35","48950","46030"
"In post","2022","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","25","25","37460","36240"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","London","30","30","44630","39020"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","London","55","55","50090","47740"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","London","20","15","47390","45870"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","10","10","60100","57670"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","London","75","70","48560","53230"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","London","65","65","52190","56730"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Outside London","10","10","52490","55220"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","60","55","44170","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","20","20","43070","38000"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","London","25","25","47560","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","30","30","47650","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","London","95","90","42680","34360"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Outside London","10","10","43360","34260"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","London","1075","1060","47480","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","105","100","39560","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","180","175","48920","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","45","45","40610","34110"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","London","10","10","55360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","London","20","20","47840","55730"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","London","20","20","43550","38360"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Commercial","London","35","35","53560","53950"
"In post","2022","Department for Education","Commercial","Outside London","415","400","39060","36500"
"In post","2022","Department for Education","Communications","London","160","155","43730","40430"
"In post","2022","Department for Education","Communications","Outside London","195","190","37220","36500"
"In post","2022","Department for Education","Digital, Data and Technology","London","185","180","47280","45250"
"In post","2022","Department for Education","Digital, Data and Technology","Outside London","895","870","39480","36500"
"In post","2022","Department for Education","Finance","London","175","170","50580","53420"
"In post","2022","Department for Education","Finance","Outside London","745","725","39600","36500"
"In post","2022","Department for Education","Human Resources","London","20","20","47200","40940"
"In post","2022","Department for Education","Human Resources","Outside London","145","140","34530","29360"
"In post","2022","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","London","20","20","55590","62960"
"In post","2022","Department for Education","Legal","Outside London","45","40","53730","57570"
"In post","2022","Department for Education","Operational Delivery","London","370","360","47500","43270"
"In post","2022","Department for Education","Operational Delivery","Outside London","1245","1205","40470","36780"
"In post","2022","Department for Education","Policy","London","1415","1350","51470","53420"
"In post","2022","Department for Education","Policy","Outside London","1915","1830","40730","36570"
"In post","2022","Department for Education","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","London","15","15","47240","48980"
"In post","2022","Department for Education","Project Delivery","Outside London","40","40","46800","49860"
"In post","2022","Department for Education","Property","London","135","130","55440","58440"
"In post","2022","Department for Education","Property","Outside London","485","475","49040","50130"
"In post","2022","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Outside London","30","30","44240","49860"
"In post","2022","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","London","15","15","35470","36910"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Outside London","140","135","37460","36520"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","London","125","120","42960","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Outside London","125","115","38720","36970"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","100","95","47430","41990"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","765","750","42280","46730"
"In post","2022","Department for Environment, Food and Rural Affairs","Economics","London","40","35","45810","42730"
"In post","2022","Department for Environment, Food and Rural Affairs","Economics","Outside London","20","20","37170","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","London","60","60","47450","41110"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Outside London","395","380","40460","37080"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","London","55","55","44800","41640"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","270","255","40480","37240"
"In post","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","15","15","47600","43000"
"In post","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","45","45","34630","29260"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","London","150","145","37710","32760"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","4320","4015","26530","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","20","20","25480","25130"
"In post","2022","Department for Environment, Food and Rural Affairs","Other","London","55","55","39720","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Other","Outside London","65","65","36780","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","London","2240","2170","44650","38900"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","Outside London","1685","1620","39340","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","220","205","35100","32100"
"In post","2022","Department for Environment, Food and Rural Affairs","Property","London","35","35","40730","37010"
"In post","2022","Department for Environment, Food and Rural Affairs","Property","Outside London","380","360","38710","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","1055","1005","33390","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Outside London","35","35","40180","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","London","10","10","50340","54650"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","335","315","43270","38390"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Commercial","London","25","25","37670","38160"
"In post","2022","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","London","110","110","45020","38680"
"In post","2022","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Digital, Data and Technology","London","150","150","48110","47000"
"In post","2022","Department for International Trade","Digital, Data and Technology","Outside London","15","15","43140","47980"
"In post","2022","Department for International Trade","Economics","London","150","150","44120","38710"
"In post","2022","Department for International Trade","Finance","London","85","85","48650","51170"
"In post","2022","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Human Resources","London","110","110","44530","39670"
"In post","2022","Department for International Trade","Human Resources","Outside London","15","15","48160","48220"
"In post","2022","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","International Trade","London","1160","1145","47450","44030"
"In post","2022","Department for International Trade","International Trade","Outside London","135","135","44510","47980"
"In post","2022","Department for International Trade","International Trade","Overseas","160","160","55790","53750"
"In post","2022","Department for International Trade","Knowledge and Information Management","London","15","15","38870","35080"
"In post","2022","Department for International Trade","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","London","135","135","40590","32120"
"In post","2022","Department for International Trade","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Other","London","140","140","46070","38540"
"In post","2022","Department for International Trade","Other","Outside London","10","5","[c]","[c]"
"In post","2022","Department for International Trade","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","London","220","220","46130","39520"
"In post","2022","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Project Delivery","London","80","75","49500","51710"
"In post","2022","Department for International Trade","Project Delivery","Outside London","15","15","34100","34600"
"In post","2022","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","London","25","25","44030","43160"
"In post","2022","Department for International Trade","Social Research","London","20","20","43020","32430"
"In post","2022","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","London","55","55","44950","41650"
"In post","2022","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Commercial","London","20","20","41590","39790"
"In post","2022","Department for Levelling Up, Housing and Communities","Commercial","Outside London","10","10","34970","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Communications","London","100","95","45990","40640"
"In post","2022","Department for Levelling Up, Housing and Communities","Communications","Outside London","15","15","36510","35600"
"In post","2022","Department for Levelling Up, Housing and Communities","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","70","70","52200","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","75","70","42250","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","London","60","55","48610","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","London","80","75","53090","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","Outside London","60","55","44530","40670"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","London","35","35","51990","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","65","65","36040","30190"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","20","20","42270","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","30","25","29220","27530"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","London","160","160","39310","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","570","535","32720","30190"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","Outside London","50","45","37370","32780"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","London","80","80","46800","42980"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","Outside London","65","60","41910","39100"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","25","20","57470","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","350","315","56210","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","London","1395","1365","49630","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","Outside London","460","445","40180","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","London","85","80","46420","40600"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","90","85","44450","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","London","30","30","50660","53130"
