"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inspector of Education and Training","London","Heterosexual / straight","70","70","63590","51360"
"In post","2022","Inspector of Education and Training","London","LGBO","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Unknown","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Heterosexual / straight","735","720","65580","70500"
"In post","2022","Inspector of Education and Training","Outside London","LGBO","50","50","70050","75500"
"In post","2022","Inspector of Education and Training","Outside London","Undeclared","35","35","65810","70500"
"In post","2022","Inspector of Education and Training","Outside London","Unknown","30","30","62320","51360"
"In post","2022","Intelligence Analysis","London","Heterosexual / straight","880","845","38850","35700"
"In post","2022","Intelligence Analysis","London","LGBO","40","40","39290","35070"
"In post","2022","Intelligence Analysis","London","Undeclared","170","160","39970","37000"
"In post","2022","Intelligence Analysis","London","Unknown","150","145","38200","37000"
"In post","2022","Intelligence Analysis","Outside London","Heterosexual / straight","1450","1380","30090","27370"
"In post","2022","Intelligence Analysis","Outside London","LGBO","65","65","30990","27380"
"In post","2022","Intelligence Analysis","Outside London","Undeclared","230","220","30950","27380"
"In post","2022","Intelligence Analysis","Outside London","Unknown","175","170","29770","27150"
"In post","2022","Intelligence Analysis","Overseas","Heterosexual / straight","50","50","43930","40570"
"In post","2022","Intelligence Analysis","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","London","Heterosexual / straight","160","155","52820","50500"
"In post","2022","Internal Audit","London","LGBO","15","15","[c]","[c]"
"In post","2022","Internal Audit","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Internal Audit","London","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Heterosexual / straight","440","415","44190","42200"
"In post","2022","Internal Audit","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Undeclared","65","60","43060","40580"
"In post","2022","Internal Audit","Outside London","Unknown","30","30","38600","39240"
"In post","2022","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Heterosexual / straight","725","715","48330","51710"
"In post","2022","International Trade","London","LGBO","85","85","47120","43790"
"In post","2022","International Trade","London","Undeclared","70","70","49150","51710"
"In post","2022","International Trade","London","Unknown","355","350","45260","39110"
"In post","2022","International Trade","Outside London","Heterosexual / straight","150","150","41220","35670"
"In post","2022","International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","International Trade","Outside London","Unknown","65","60","40410","38160"
"In post","2022","International Trade","Overseas","Heterosexual / straight","90","90","56260","54470"
"In post","2022","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","Overseas","Unknown","55","55","53500","52190"
"In post","2022","Knowledge and Information Management","London","Heterosexual / straight","490","475","41910","37640"
"In post","2022","Knowledge and Information Management","London","LGBO","45","40","39300","37920"
"In post","2022","Knowledge and Information Management","London","Undeclared","80","80","39700","36440"
"In post","2022","Knowledge and Information Management","London","Unknown","145","140","41500","37750"
"In post","2022","Knowledge and Information Management","Outside London","Heterosexual / straight","1125","1075","32710","30000"
"In post","2022","Knowledge and Information Management","Outside London","LGBO","65","65","31960","29430"
"In post","2022","Knowledge and Information Management","Outside London","Undeclared","220","210","33370","31280"
"In post","2022","Knowledge and Information Management","Outside London","Unknown","200","190","32880","30590"
"In post","2022","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","London","Heterosexual / straight","3075","2900","55470","53050"
"In post","2022","Legal","London","LGBO","255","250","56410","53050"
"In post","2022","Legal","London","Undeclared","405","385","55440","54580"
"In post","2022","Legal","London","Unknown","1175","1100","54170","54770"
"In post","2022","Legal","Outside London","Heterosexual / straight","5235","4890","45380","44780"
"In post","2022","Legal","Outside London","LGBO","240","230","43910","41750"
"In post","2022","Legal","Outside London","Undeclared","570","520","43320","41750"
"In post","2022","Legal","Outside London","Unknown","1710","1585","43820","40520"
"In post","2022","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Medicine","London","Heterosexual / straight","205","185","69920","67000"
"In post","2022","Medicine","London","LGBO","15","15","[c]","[c]"
"In post","2022","Medicine","London","Undeclared","70","60","80010","79900"
"In post","2022","Medicine","London","Unknown","85","80","82190","73970"
"In post","2022","Medicine","Outside London","Heterosexual / straight","1460","1295","51550","39630"
"In post","2022","Medicine","Outside London","LGBO","45","40","49360","36140"
"In post","2022","Medicine","Outside London","Undeclared","175","155","60540","46440"
"In post","2022","Medicine","Outside London","Unknown","360","310","51120","39030"
"In post","2022","Medicine","Overseas","Heterosexual / straight","40","40","57210","53800"
"In post","2022","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Medicine","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Medicine","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Operational Delivery","London","Heterosexual / straight","22585","21395","34780","31060"
"In post","2022","Operational Delivery","London","LGBO","1315","1280","36560","31930"
"In post","2022","Operational Delivery","London","Undeclared","3220","2995","35030","31060"
"In post","2022","Operational Delivery","London","Unknown","6675","6285","34200","31060"
"In post","2022","Operational Delivery","Outside London","Heterosexual / straight","146180","133625","28130","26850"
"In post","2022","Operational Delivery","Outside London","LGBO","9025","8670","27590","26820"
"In post","2022","Operational Delivery","Outside London","Undeclared","18020","16110","28090","26820"
"In post","2022","Operational Delivery","Outside London","Unknown","47120","42230","26490","24880"
"In post","2022","Operational Delivery","Overseas","Heterosexual / straight","205","200","47900","49370"
"In post","2022","Operational Delivery","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","Operational Delivery","Overseas","Undeclared","45","45","36860","27850"
"In post","2022","Operational Delivery","Overseas","Unknown","35","35","54610","61440"
"In post","2022","Operational Delivery","Unknown","Heterosexual / straight","365","340","29810","27570"
"In post","2022","Operational Delivery","Unknown","LGBO","30","30","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","Undeclared","50","50","29740","27570"
"In post","2022","Operational Delivery","Unknown","Unknown","110","95","30310","27570"
"In post","2022","Operational Research","London","Heterosexual / straight","240","230","51940","53360"
"In post","2022","Operational Research","London","LGBO","30","30","46270","46630"
"In post","2022","Operational Research","London","Undeclared","35","30","52590","48720"
"In post","2022","Operational Research","London","Unknown","55","55","44810","37930"
"In post","2022","Operational Research","Outside London","Heterosexual / straight","305","290","42070","40520"
"In post","2022","Operational Research","Outside London","LGBO","35","35","35120","33370"
"In post","2022","Operational Research","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Operational Research","Outside London","Unknown","405","390","43670","47010"
"In post","2022","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other","London","Heterosexual / straight","3005","2910","40120","31060"
"In post","2022","Other","London","LGBO","195","190","38350","31510"
"In post","2022","Other","London","Undeclared","385","375","41800","33400"
"In post","2022","Other","London","Unknown","770","750","42610","35050"
"In post","2022","Other","Outside London","Heterosexual / straight","17705","16665","28140","26350"
"In post","2022","Other","Outside London","LGBO","800","780","27970","26740"
"In post","2022","Other","Outside London","Undeclared","2250","2120","28480","26670"
"In post","2022","Other","Outside London","Unknown","2770","2550","28300","26350"
"In post","2022","Other","Overseas","Heterosexual / straight","290","290","51220","54600"
"In post","2022","Other","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","Other","Overseas","Undeclared","40","40","[c]","[c]"
"In post","2022","Other","Overseas","Unknown","210","210","47280","46600"
"In post","2022","Other","Unknown","Heterosexual / straight","110","100","28570","26350"
"In post","2022","Other","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Other","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Other","Unknown","Unknown","1800","1795","37340","33870"
"In post","2022","Planning","London","Heterosexual / straight","70","65","48290","42980"
"In post","2022","Planning","London","LGBO","5","5","[c]","[c]"
"In post","2022","Planning","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Planning","London","Unknown","5","5","[c]","[c]"
"In post","2022","Planning","Outside London","Heterosexual / straight","100","95","44010","40000"
"In post","2022","Planning","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Planning","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Planning","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Planning Inspectors","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","Heterosexual / straight","265","240","56350","58810"
"In post","2022","Planning Inspectors","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","Undeclared","35","30","55850","58810"
"In post","2022","Planning Inspectors","Outside London","Unknown","45","40","56200","58810"
"In post","2022","Policy","London","Heterosexual / straight","14555","14165","50190","52290"
"In post","2022","Policy","London","LGBO","1680","1660","48220","45200"
"In post","2022","Policy","London","Undeclared","2025","1980","49360","51970"
"In post","2022","Policy","London","Unknown","3010","2930","48210","43810"
"In post","2022","Policy","Outside London","Heterosexual / straight","7350","7050","41580","37890"
"In post","2022","Policy","Outside London","LGBO","580","565","40860","36820"
"In post","2022","Policy","Outside London","Undeclared","935","900","41660","38160"
"In post","2022","Policy","Outside London","Unknown","1090","1045","40650","36740"
"In post","2022","Policy","Overseas","Heterosexual / straight","1205","1200","52360","53000"
"In post","2022","Policy","Overseas","LGBO","115","115","52910","53470"
"In post","2022","Policy","Overseas","Undeclared","170","170","50820","53470"
"In post","2022","Policy","Overseas","Unknown","205","205","54060","54240"
"In post","2022","Policy","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","London","Heterosexual / straight","2520","2455","50860","45200"
"In post","2022","Project Delivery","London","LGBO","185","185","48950","44500"
"In post","2022","Project Delivery","London","Undeclared","280","270","52930","52550"
"In post","2022","Project Delivery","London","Unknown","650","625","45560","41950"
"In post","2022","Project Delivery","Outside London","Heterosexual / straight","8855","8490","41680","40000"
"In post","2022","Project Delivery","Outside London","LGBO","420","415","40230","39100"
"In post","2022","Project Delivery","Outside London","Undeclared","1070","1015","41950","40180"
"In post","2022","Project Delivery","Outside London","Unknown","1760","1670","40280","38630"
"In post","2022","Project Delivery","Overseas","Heterosexual / straight","90","85","49750","51040"
"In post","2022","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Heterosexual / straight","810","780","46440","41750"
"In post","2022","Property","London","LGBO","50","50","48180","45350"
"In post","2022","Property","London","Undeclared","145","140","46930","41750"
"In post","2022","Property","London","Unknown","280","270","39680","35590"
"In post","2022","Property","Outside London","Heterosexual / straight","4410","4225","36990","33300"
"In post","2022","Property","Outside London","LGBO","175","170","35520","32890"
"In post","2022","Property","Outside London","Undeclared","545","510","36710","33370"
"In post","2022","Property","Outside London","Unknown","975","925","33920","30730"
"In post","2022","Property","Overseas","Heterosexual / straight","125","125","38670","36460"
"In post","2022","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","Property","Overseas","Unknown","30","30","41230","41740"
"In post","2022","Property","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","London","Heterosexual / straight","65","65","40670","33120"
"In post","2022","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Psychology","London","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","Outside London","Heterosexual / straight","1065","1025","35760","30450"
"In post","2022","Psychology","Outside London","LGBO","65","65","31180","29060"
"In post","2022","Psychology","Outside London","Undeclared","75","75","34210","31180"
"In post","2022","Psychology","Outside London","Unknown","225","210","36130","34340"
"In post","2022","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Heterosexual / straight","745","725","45400","40860"
"In post","2022","Science and Engineering","London","LGBO","65","65","47210","40350"
"In post","2022","Science and Engineering","London","Undeclared","120","120","48620","43400"
"In post","2022","Science and Engineering","London","Unknown","195","190","51330","47090"
"In post","2022","Science and Engineering","Outside London","Heterosexual / straight","7545","7270","38050","36330"
"In post","2022","Science and Engineering","Outside London","LGBO","405","390","33870","30930"
"In post","2022","Science and Engineering","Outside London","Undeclared","1415","1340","38980","38000"
"In post","2022","Science and Engineering","Outside London","Unknown","3300","3180","39960","38070"
"In post","2022","Science and Engineering","Overseas","Heterosexual / straight","105","105","42030","39820"
"In post","2022","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","Heterosexual / straight","995","980","38910","36420"
"In post","2022","Security","London","LGBO","60","60","43860","41750"
"In post","2022","Security","London","Undeclared","145","140","43640","41960"
"In post","2022","Security","London","Unknown","225","225","41070","37970"
"In post","2022","Security","Outside London","Heterosexual / straight","5485","5350","30420","26680"
"In post","2022","Security","Outside London","LGBO","245","245","31560","30130"
"In post","2022","Security","Outside London","Undeclared","805","780","33790","36500"
"In post","2022","Security","Outside London","Unknown","1175","1160","31880","28750"
"In post","2022","Security","Overseas","Heterosexual / straight","70","70","35850","34220"
"In post","2022","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Security","Unknown","Heterosexual / straight","55","55","28870","27370"
"In post","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Social Research","London","Heterosexual / straight","355","345","47950","43560"
"In post","2022","Social Research","London","LGBO","45","45","46110","42590"
"In post","2022","Social Research","London","Undeclared","30","30","52160","50330"
"In post","2022","Social Research","London","Unknown","80","75","41990","37970"
"In post","2022","Social Research","Outside London","Heterosexual / straight","585","555","39910","38340"
"In post","2022","Social Research","Outside London","LGBO","75","75","37340","33080"
"In post","2022","Social Research","Outside London","Undeclared","40","40","37570","33780"
"In post","2022","Social Research","Outside London","Unknown","115","110","39610","38340"
"In post","2022","Statistics","London","Heterosexual / straight","725","700","48480","43950"
"In post","2022","Statistics","London","LGBO","60","60","46900","43810"
"In post","2022","Statistics","London","Undeclared","75","70","46120","43810"
"In post","2022","Statistics","London","Unknown","165","160","39480","36340"
"In post","2022","Statistics","Outside London","Heterosexual / straight","970","925","42200","38340"
"In post","2022","Statistics","Outside London","LGBO","115","115","37630","33440"
"In post","2022","Statistics","Outside London","Undeclared","95","95","39520","36830"
"In post","2022","Statistics","Outside London","Unknown","195","185","40790","38340"
"In post","2022","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","London","Heterosexual / straight","1510","1440","45910","40910"
"In post","2022","Tax","London","LGBO","80","80","44260","37970"
