"Status","Year","Age","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","AA/AO","525","505","22290","21300"
"In post","2022","20-29","Declared non-disabled","Unknown","EO","325","320","27090","27130"
"In post","2022","20-29","Declared non-disabled","Unknown","G6/G7","40","40","54320","53500"
"In post","2022","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","SEO/HEO","330","330","33090","32530"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","White","AA/AO","12400","12125","22970","21490"
"In post","2022","20-29","Declared non-disabled","White","EO","10275","10170","26900","27070"
"In post","2022","20-29","Declared non-disabled","White","G6/G7","2460","2450","54810","54070"
"In post","2022","20-29","Declared non-disabled","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","White","SEO/HEO","11670","11620","34850","33570"
"In post","2022","20-29","Declared non-disabled","White","Unknown","2115","2090","26050","24090"
"In post","2022","20-29","Undeclared","Asian","AA/AO","55","50","21850","21260"
"In post","2022","20-29","Undeclared","Asian","EO","65","65","28230","27570"
"In post","2022","20-29","Undeclared","Asian","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","SEO/HEO","80","80","34490","33650"
"In post","2022","20-29","Undeclared","Asian","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","EO","30","30","28880","28580"
"In post","2022","20-29","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","SEO/HEO","30","30","35820","34800"
"In post","2022","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","EO","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","SEO/HEO","35","35","34140","34170"
"In post","2022","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","EO","10","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","AA/AO","110","105","23910","21840"
"In post","2022","20-29","Undeclared","Undeclared","EO","95","95","28180","27570"
"In post","2022","20-29","Undeclared","Undeclared","G6/G7","40","40","54800","54130"
"In post","2022","20-29","Undeclared","Undeclared","SEO/HEO","165","165","35970","34550"
"In post","2022","20-29","Undeclared","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","AA/AO","35","35","26320","25830"
"In post","2022","20-29","Undeclared","Unknown","EO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","AA/AO","460","450","22610","21260"
"In post","2022","20-29","Undeclared","White","EO","415","405","27100","27570"
"In post","2022","20-29","Undeclared","White","G6/G7","115","115","54620","53380"
"In post","2022","20-29","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","SEO/HEO","475","470","34820","33570"
"In post","2022","20-29","Undeclared","White","Unknown","60","60","26240","24270"
"In post","2022","20-29","Unknown","Asian","AA/AO","150","145","22490","21920"
"In post","2022","20-29","Unknown","Asian","EO","260","255","27480","27130"
"In post","2022","20-29","Unknown","Asian","G6/G7","35","35","53690","53360"
"In post","2022","20-29","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","SEO/HEO","290","285","35620","35050"
"In post","2022","20-29","Unknown","Asian","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Black","AA/AO","45","45","23650","23740"
"In post","2022","20-29","Unknown","Black","EO","85","85","28200","27400"
"In post","2022","20-29","Unknown","Black","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","SEO/HEO","85","85","35900","35050"
"In post","2022","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","AA/AO","40","40","23060","22200"
"In post","2022","20-29","Unknown","Mixed","EO","80","80","29130","27400"
"In post","2022","20-29","Unknown","Mixed","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","SEO/HEO","100","100","35590","34410"
"In post","2022","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","EO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","AA/AO","40","35","24030","23780"
"In post","2022","20-29","Unknown","Undeclared","EO","70","70","29570","28840"
"In post","2022","20-29","Unknown","Undeclared","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","SEO/HEO","80","80","35740","35700"
"In post","2022","20-29","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AA/AO","7115","6925","22800","21640"
"In post","2022","20-29","Unknown","Unknown","EO","4535","4495","27230","26820"
"In post","2022","20-29","Unknown","Unknown","G6/G7","990","985","55920","54700"
"In post","2022","20-29","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","SEO/HEO","6000","5980","33950","33080"
"In post","2022","20-29","Unknown","Unknown","Unknown","1180","1155","25650","24090"
"In post","2022","20-29","Unknown","White","AA/AO","1100","1075","22780","22200"
"In post","2022","20-29","Unknown","White","EO","1535","1525","28570","27230"
"In post","2022","20-29","Unknown","White","G6/G7","375","375","53740","53360"
"In post","2022","20-29","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","White","SEO/HEO","1570","1565","35280","33840"
"In post","2022","20-29","Unknown","White","Unknown","60","60","27680","27000"
"In post","2022","30-39","Declared disabled","Asian","AA/AO","130","115","22430","21260"
"In post","2022","30-39","Declared disabled","Asian","EO","165","155","27970","27570"
"In post","2022","30-39","Declared disabled","Asian","G6/G7","75","75","57650","55210"
"In post","2022","30-39","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","SEO/HEO","185","180","36720","36330"
"In post","2022","30-39","Declared disabled","Asian","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","AA/AO","50","50","24840","23720"
"In post","2022","30-39","Declared disabled","Black","EO","105","95","29210","29290"
"In post","2022","30-39","Declared disabled","Black","G6/G7","45","45","56610","53830"
"In post","2022","30-39","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","SEO/HEO","85","85","36610","36190"
"In post","2022","30-39","Declared disabled","Black","Unknown","40","35","30250","28690"
"In post","2022","30-39","Declared disabled","Mixed","AA/AO","60","55","22840","21300"
"In post","2022","30-39","Declared disabled","Mixed","EO","90","85","28620","27570"
"In post","2022","30-39","Declared disabled","Mixed","G6/G7","55","55","56440","54650"
"In post","2022","30-39","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","SEO/HEO","80","75","37030","36520"
"In post","2022","30-39","Declared disabled","Mixed","Unknown","35","30","28390","27520"
"In post","2022","30-39","Declared disabled","Other ethnicity","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","EO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","SEO/HEO","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","AA/AO","60","55","23250","21280"
"In post","2022","30-39","Declared disabled","Undeclared","EO","75","70","28150","27570"
"In post","2022","30-39","Declared disabled","Undeclared","G6/G7","35","35","58150","55210"
"In post","2022","30-39","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","SEO/HEO","65","60","35790","34360"
"In post","2022","30-39","Declared disabled","Undeclared","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","AA/AO","65","55","23530","21840"
"In post","2022","30-39","Declared disabled","Unknown","EO","70","65","28920","27570"
"In post","2022","30-39","Declared disabled","Unknown","G6/G7","30","30","56810","54700"
"In post","2022","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","SEO/HEO","65","60","37040","36650"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","White","AA/AO","1780","1630","22660","21260"
"In post","2022","30-39","Declared disabled","White","EO","1765","1670","27510","27570"
"In post","2022","30-39","Declared disabled","White","G6/G7","990","960","56920","55130"
"In post","2022","30-39","Declared disabled","White","SCS level","60","55","80220","75030"
"In post","2022","30-39","Declared disabled","White","SEO/HEO","2040","1985","36360","35120"
"In post","2022","30-39","Declared disabled","White","Unknown","500","470","29300","28650"
"In post","2022","30-39","Declared non-disabled","Asian","AA/AO","1640","1460","22460","21260"
"In post","2022","30-39","Declared non-disabled","Asian","EO","2295","2170","27960","27570"
"In post","2022","30-39","Declared non-disabled","Asian","G6/G7","1030","1005","58050","55210"
"In post","2022","30-39","Declared non-disabled","Asian","SCS level","50","50","82250","75830"
"In post","2022","30-39","Declared non-disabled","Asian","SEO/HEO","2290","2235","36940","35700"
"In post","2022","30-39","Declared non-disabled","Asian","Unknown","170","155","28700","27980"
"In post","2022","30-39","Declared non-disabled","Black","AA/AO","625","580","24630","23140"
"In post","2022","30-39","Declared non-disabled","Black","EO","875","845","28830","28670"
"In post","2022","30-39","Declared non-disabled","Black","G6/G7","260","260","55460","54110"
"In post","2022","30-39","Declared non-disabled","Black","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Black","SEO/HEO","865","855","36630","36020"
"In post","2022","30-39","Declared non-disabled","Black","Unknown","185","175","29840","27980"
"In post","2022","30-39","Declared non-disabled","Mixed","AA/AO","340","315","24070","21980"
"In post","2022","30-39","Declared non-disabled","Mixed","EO","425","405","28100","27570"
"In post","2022","30-39","Declared non-disabled","Mixed","G6/G7","395","385","57470","55210"
"In post","2022","30-39","Declared non-disabled","Mixed","SCS level","30","30","79560","77390"
"In post","2022","30-39","Declared non-disabled","Mixed","SEO/HEO","615","600","37240","36500"
"In post","2022","30-39","Declared non-disabled","Mixed","Unknown","115","110","29860","28900"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","AA/AO","90","85","24170","21910"
