"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","AA/AO","Male","Undeclared","20","15","[c]","[c]"
"In post","2022","Commercial","AA/AO","Male","Unknown","50","45","23080","21640"
"In post","2022","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","EO","Female","Heterosexual / straight","330","310","26480","26350"
"In post","2022","Commercial","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","EO","Female","Undeclared","45","40","26640","26780"
"In post","2022","Commercial","EO","Female","Unknown","75","70","26760","26670"
"In post","2022","Commercial","EO","Male","Heterosexual / straight","200","200","26790","26580"
"In post","2022","Commercial","EO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","EO","Male","Unknown","50","50","26520","26590"
"In post","2022","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G6/G7","Female","Heterosexual / straight","435","415","57320","54700"
"In post","2022","Commercial","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","G6/G7","Female","Undeclared","50","45","56310","54700"
"In post","2022","Commercial","G6/G7","Female","Unknown","560","550","63320","63210"
"In post","2022","Commercial","G6/G7","Male","Heterosexual / straight","445","440","59180","57110"
"In post","2022","Commercial","G6/G7","Male","LGBO","30","30","56220","54700"
"In post","2022","Commercial","G6/G7","Male","Undeclared","75","75","60430","55470"
"In post","2022","Commercial","G6/G7","Male","Unknown","625","620","65590","64500"
"In post","2022","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Heterosexual / straight","60","55","98550","87550"
"In post","2022","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Unknown","60","60","109320","106600"
"In post","2022","Commercial","SCS level","Male","Heterosexual / straight","95","95","108440","100150"
"In post","2022","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","SCS level","Male","Unknown","100","100","123160","120390"
"In post","2022","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SEO/HEO","Female","Heterosexual / straight","1095","1050","36720","36620"
"In post","2022","Commercial","SEO/HEO","Female","LGBO","40","40","35400","34750"
"In post","2022","Commercial","SEO/HEO","Female","Undeclared","155","150","38060","38980"
"In post","2022","Commercial","SEO/HEO","Female","Unknown","235","225","37250","37300"
"In post","2022","Commercial","SEO/HEO","Male","Heterosexual / straight","915","905","37730","38070"
"In post","2022","Commercial","SEO/HEO","Male","LGBO","60","60","36930","37360"
"In post","2022","Commercial","SEO/HEO","Male","Undeclared","130","125","38450","40040"
"In post","2022","Commercial","SEO/HEO","Male","Unknown","185","185","37990","38500"
"In post","2022","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Heterosexual / straight","65","60","37350","37340"
"In post","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Heterosexual / straight","65","65","42600","40290"
"In post","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Female","Heterosexual / straight","180","150","21810","21250"
"In post","2022","Communications","AA/AO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","AA/AO","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Communications","AA/AO","Female","Unknown","65","60","21820","21250"
"In post","2022","Communications","AA/AO","Male","Heterosexual / straight","125","120","21880","21250"
"In post","2022","Communications","AA/AO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","AA/AO","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Communications","AA/AO","Male","Unknown","60","55","21720","21250"
"In post","2022","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Female","Heterosexual / straight","910","860","26970","26820"
"In post","2022","Communications","EO","Female","LGBO","70","65","26800","26820"
"In post","2022","Communications","EO","Female","Undeclared","105","100","27300","26820"
"In post","2022","Communications","EO","Female","Unknown","495","470","26930","26820"
"In post","2022","Communications","EO","Male","Heterosexual / straight","860","850","26920","26820"
"In post","2022","Communications","EO","Male","LGBO","85","85","26950","26820"
"In post","2022","Communications","EO","Male","Undeclared","90","90","27200","26820"
"In post","2022","Communications","EO","Male","Unknown","620","615","26850","26820"
"In post","2022","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6/G7","Female","Heterosexual / straight","500","475","58410","56230"
"In post","2022","Communications","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Communications","G6/G7","Female","Undeclared","80","75","59250","57860"
"In post","2022","Communications","G6/G7","Female","Unknown","135","130","58370","56110"
"In post","2022","Communications","G6/G7","Male","Heterosexual / straight","295","290","58990","56500"
"In post","2022","Communications","G6/G7","Male","LGBO","40","40","57620","57730"
"In post","2022","Communications","G6/G7","Male","Undeclared","55","55","58420","55070"
"In post","2022","Communications","G6/G7","Male","Unknown","75","75","58740","55620"
"In post","2022","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Heterosexual / straight","50","50","88690","83570"
"In post","2022","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Heterosexual / straight","40","40","95430","83600"
"In post","2022","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO/HEO","Female","Heterosexual / straight","1265","1215","36870","35900"
"In post","2022","Communications","SEO/HEO","Female","LGBO","90","85","36230","33370"
"In post","2022","Communications","SEO/HEO","Female","Undeclared","130","125","36730","34930"
"In post","2022","Communications","SEO/HEO","Female","Unknown","415","400","36310","34260"
"In post","2022","Communications","SEO/HEO","Male","Heterosexual / straight","910","900","36530","33600"
"In post","2022","Communications","SEO/HEO","Male","LGBO","125","125","36990","35130"
"In post","2022","Communications","SEO/HEO","Male","Undeclared","105","100","36680","34980"
"In post","2022","Communications","SEO/HEO","Male","Unknown","420","420","35830","33370"
"In post","2022","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Female","Heterosexual / straight","1070","890","22330","21260"
"In post","2022","Counter Fraud","AA/AO","Female","LGBO","50","45","22330","21260"
"In post","2022","Counter Fraud","AA/AO","Female","Undeclared","190","150","22450","22040"
"In post","2022","Counter Fraud","AA/AO","Female","Unknown","435","340","22500","21340"
"In post","2022","Counter Fraud","AA/AO","Male","Heterosexual / straight","620","595","22330","21260"
"In post","2022","Counter Fraud","AA/AO","Male","LGBO","50","50","22020","21260"
"In post","2022","Counter Fraud","AA/AO","Male","Undeclared","100","95","22190","21260"
"In post","2022","Counter Fraud","AA/AO","Male","Unknown","240","225","22080","21260"
"In post","2022","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Female","Heterosexual / straight","2520","2255","28060","27570"
"In post","2022","Counter Fraud","EO","Female","LGBO","130","125","28100","27570"
"In post","2022","Counter Fraud","EO","Female","Undeclared","320","280","28290","27570"
"In post","2022","Counter Fraud","EO","Female","Unknown","1060","935","28250","27570"
"In post","2022","Counter Fraud","EO","Male","Heterosexual / straight","1870","1780","28120","27570"
"In post","2022","Counter Fraud","EO","Male","LGBO","130","125","28250","27570"
"In post","2022","Counter Fraud","EO","Male","Undeclared","265","250","28240","27570"
"In post","2022","Counter Fraud","EO","Male","Unknown","900","855","28250","27570"
"In post","2022","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Female","Heterosexual / straight","335","320","58890","55210"
"In post","2022","Counter Fraud","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Female","Undeclared","45","45","59060","55210"
"In post","2022","Counter Fraud","G6/G7","Female","Unknown","70","70","57860","55210"
"In post","2022","Counter Fraud","G6/G7","Male","Heterosexual / straight","555","540","60150","58470"
"In post","2022","Counter Fraud","G6/G7","Male","LGBO","30","25","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Male","Undeclared","110","105","61440","58710"
"In post","2022","Counter Fraud","G6/G7","Male","Unknown","140","130","58640","55210"
"In post","2022","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","1810","1690","35920","33600"
"In post","2022","Counter Fraud","SEO/HEO","Female","LGBO","90","90","35770","33370"
"In post","2022","Counter Fraud","SEO/HEO","Female","Undeclared","225","205","36510","35310"
"In post","2022","Counter Fraud","SEO/HEO","Female","Unknown","585","555","36190","33680"
"In post","2022","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","1890","1830","36550","35310"
"In post","2022","Counter Fraud","SEO/HEO","Male","LGBO","100","100","35820","33430"
"In post","2022","Counter Fraud","SEO/HEO","Male","Undeclared","305","295","36790","35980"
"In post","2022","Counter Fraud","SEO/HEO","Male","Unknown","705","680","36810","35590"
"In post","2022","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA/AO","Female","Heterosexual / straight","1915","1590","21600","21260"
"In post","2022","Debt","AA/AO","Female","LGBO","90","80","21640","21250"
"In post","2022","Debt","AA/AO","Female","Undeclared","245","200","21980","21260"
"In post","2022","Debt","AA/AO","Female","Unknown","950","800","21770","21250"
"In post","2022","Debt","AA/AO","Male","Heterosexual / straight","1045","995","21540","21250"
"In post","2022","Debt","AA/AO","Male","LGBO","125","120","21410","21250"
"In post","2022","Debt","AA/AO","Male","Undeclared","135","120","21580","21260"
"In post","2022","Debt","AA/AO","Male","Unknown","675","650","21690","21250"
"In post","2022","Debt","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","EO","Female","Heterosexual / straight","460","400","27690","27570"
"In post","2022","Debt","EO","Female","LGBO","30","30","27800","26820"
"In post","2022","Debt","EO","Female","Undeclared","55","45","28400","27570"
"In post","2022","Debt","EO","Female","Unknown","175","155","28030","26820"
"In post","2022","Debt","EO","Male","Heterosexual / straight","285","275","27540","26970"
"In post","2022","Debt","EO","Male","LGBO","40","35","27540","27570"
"In post","2022","Debt","EO","Male","Undeclared","40","35","28200","27570"
"In post","2022","Debt","EO","Male","Unknown","130","125","28260","27570"
"In post","2022","Debt","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Debt","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Debt","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Debt","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Female","Heterosexual / straight","170","155","34710","33370"
"In post","2022","Debt","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Female","Unknown","40","35","34630","33370"
"In post","2022","Debt","SEO/HEO","Male","Heterosexual / straight","95","90","35750","33370"
"In post","2022","Debt","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Female","Heterosexual / straight","320","300","21850","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Female","Undeclared","40","40","21830","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Female","Unknown","65","60","21880","21260"
"In post","2022","Digital, Data & Technology","AA/AO","Male","Heterosexual / straight","330","330","22090","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Male","Undeclared","55","55","22060","21830"
"In post","2022","Digital, Data & Technology","AA/AO","Male","Unknown","80","80","21610","21290"
"In post","2022","Digital, Data & Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Female","Heterosexual / straight","950","880","27360","26820"
"In post","2022","Digital, Data & Technology","EO","Female","LGBO","85","85","26900","26820"
"In post","2022","Digital, Data & Technology","EO","Female","Undeclared","120","115","27540","26900"
"In post","2022","Digital, Data & Technology","EO","Female","Unknown","250","230","27590","27570"
"In post","2022","Digital, Data & Technology","EO","Male","Heterosexual / straight","1525","1490","27700","27500"
"In post","2022","Digital, Data & Technology","EO","Male","LGBO","95","90","27500","27560"
"In post","2022","Digital, Data & Technology","EO","Male","Undeclared","260","250","27970","27570"
"In post","2022","Digital, Data & Technology","EO","Male","Unknown","505","495","27880","27570"
"In post","2022","Digital, Data & Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Female","Heterosexual / straight","1460","1410","56280","54700"
"In post","2022","Digital, Data & Technology","G6/G7","Female","LGBO","110","105","56230","54700"
"In post","2022","Digital, Data & Technology","G6/G7","Female","Undeclared","205","195","57430","54700"
"In post","2022","Digital, Data & Technology","G6/G7","Female","Unknown","360","350","56860","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Male","Heterosexual / straight","2630","2600","58270","56030"
"In post","2022","Digital, Data & Technology","G6/G7","Male","LGBO","170","170","58160","55390"
"In post","2022","Digital, Data & Technology","G6/G7","Male","Undeclared","385","380","58630","56630"
"In post","2022","Digital, Data & Technology","G6/G7","Male","Unknown","680","675","59110","57120"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Female","Heterosexual / straight","85","80","87800","79250"
"In post","2022","Digital, Data & Technology","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Male","Heterosexual / straight","165","165","94230","89100"
"In post","2022","Digital, Data & Technology","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Male","Unknown","35","35","96860","90650"
"In post","2022","Digital, Data & Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Female","Heterosexual / straight","2850","2710","36530","36000"
"In post","2022","Digital, Data & Technology","SEO/HEO","Female","LGBO","215","210","35990","35310"
"In post","2022","Digital, Data & Technology","SEO/HEO","Female","Undeclared","435","415","36890","36650"
"In post","2022","Digital, Data & Technology","SEO/HEO","Female","Unknown","620","595","37080","36340"
"In post","2022","Digital, Data & Technology","SEO/HEO","Male","Heterosexual / straight","4400","4330","37950","37480"
"In post","2022","Digital, Data & Technology","SEO/HEO","Male","LGBO","265","260","36980","36500"
"In post","2022","Digital, Data & Technology","SEO/HEO","Male","Undeclared","800","780","38050","37640"
"In post","2022","Digital, Data & Technology","SEO/HEO","Male","Unknown","1320","1305","37860","37150"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","40","35","33950","32500"
