"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Devon CC","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Plymouth","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Plymouth","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Dorset","Female","60","55","31430","29750"
"In post","2022","Analysis","Dorset and Somerset","Dorset","Male","65","65","36890","30220"
"In post","2022","Analysis","Dorset and Somerset","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","Female","155","145","32210","29750"
"In post","2022","Analysis","East Anglia","Suffolk CC","Male","175","170","36680","35900"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Female","685","645","36470","36840"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Male","565","555","38060","36840"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","Female","35","35","48630","44890"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","Male","35","30","48010","45000"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","35","35","40290","36300"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","40","40","36530","36000"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","65","60","37890","36050"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","70","70","40900","39470"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","55","55","38170","38070"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","70","70","38800","38070"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","Female","125","120","38990","33590"
"In post","2022","Analysis","Greater Manchester","Manchester","Male","165","160","39780","34960"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","Female","110","100","38350","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","Male","290","280","42560","43520"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Female","310","285","37670","36840"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Male","215","215","38590","36840"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","Female","65","65","49900","43810"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","Male","100","95","45150","38510"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","Female","330","310","50280","47590"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","Male","395","390","51800","48170"
"In post","2022","Analysis","Inner London - West","Camden and City of London","Female","75","65","69070","65470"
"In post","2022","Analysis","Inner London - West","Camden and City of London","Male","150","145","68020","59180"
"In post","2022","Analysis","Inner London - West","Westminster","Female","1175","1125","47230","43420"
"In post","2022","Analysis","Inner London - West","Westminster","Male","1385","1370","48250","45510"
"In post","2022","Analysis","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","Female","50","45","41570","40180"
"In post","2022","Analysis","Merseyside","Liverpool","Male","50","50","40450","40180"
"In post","2022","Analysis","Merseyside","Sefton","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","Female","75","70","42110","36650"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","Male","75","75","38700","35590"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","Female","30","30","51180","46470"
"In post","2022","Analysis","Outer London - South","Croydon","Male","30","30","51550","45300"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Sheffield","Female","100","90","45100","42320"
"In post","2022","Analysis","South Yorkshire","Sheffield","Male","110","105","45910","45800"
"In post","2022","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southern Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Darlington","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Darlington","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Glasgow City","Male","45","45","42200","37820"
"In post","2022","Analysis","West Midlands","Birmingham","Female","25","25","[c]","[c]"
"In post","2022","Analysis","West Midlands","Birmingham","Male","25","25","[c]","[c]"
"In post","2022","Analysis","West Midlands","Coventry","Female","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","Wolverhampton","Female","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands","Wolverhampton","Male","5","5","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Central Valleys","Male","5","5","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Leeds","Female","125","115","39250","36820"
"In post","2022","Analysis","West Yorkshire","Leeds","Male","130","130","40920","36050"
"In post","2022","Analysis","West Yorkshire","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","40","40","40680","40100"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","35","35","41110","34750"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","35","30","53080","48820"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","Female","40","35","41610","39040"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Devon CC","Female","110","100","42320","39650"
"In post","2022","Commercial","Devon","Devon CC","Male","90","90","46530","47960"
"In post","2022","Commercial","Devon","Plymouth","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","Female","40","40","41250","37240"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","Male","50","50","43200","42510"
"In post","2022","Commercial","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","Female","40","35","35510","34800"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","Male","15","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","Female","60","55","44310","39360"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","Male","60","60","43880","38980"
"In post","2022","Commercial","East Anglia","Peterborough","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","Female","50","50","37350","31850"
