"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Attorney General's Departments","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Midlands (England)","Female","85","80","38090","38000"
"In post","2022","Asian","Attorney General's Departments","West Midlands (England)","Male","30","30","35920","30130"
"In post","2022","Asian","Attorney General's Departments","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","Female","35","30","40960","38760"
"In post","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","London","Female","265","260","46010","40600"
"In post","2022","Asian","Cabinet Office","London","Male","190","185","49760","53400"
"In post","2022","Asian","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","Female","30","30","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","London","Female","60","60","43930","36910"
"In post","2022","Asian","Competition and Markets Authority","London","Male","50","50","54930","56110"
"In post","2022","Asian","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","Female","365","355","42840","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","Male","285","285","44140","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","Female","30","30","31710","31010"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","Male","30","30","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","70","65","30530","26330"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","50","50","30190","30360"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Female","85","85","44670","42890"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Male","60","60","44850","38280"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","London","Female","200","190","43920","40780"
"In post","2022","Asian","Department for Education","London","Male","100","95","45580","40940"
"In post","2022","Asian","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North West (England)","Female","65","65","34690","29500"
"In post","2022","Asian","Department for Education","North West (England)","Male","55","55","36980","32300"
"In post","2022","Asian","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","West Midlands (England)","Female","160","155","37380","36500"
"In post","2022","Asian","Department for Education","West Midlands (England)","Male","115","115","38050","36500"
"In post","2022","Asian","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Yorkshire and The Humber","Female","45","45","36390","32910"
"In post","2022","Asian","Department for Education","Yorkshire and The Humber","Male","55","55","38130","36500"
"In post","2022","Asian","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East of England","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East of England","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","London","Female","120","120","39660","35210"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","London","Male","110","105","39700","33590"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Female","60","55","30190","28070"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Male","35","35","37320","33390"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Female","25","25","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","London","Female","125","125","42760","38160"
"In post","2022","Asian","Department for International Trade","London","Male","130","125","45010","40490"
"In post","2022","Asian","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Wales","Male","[c]","[c]","[c]","[c]"
