"Status","Year","Disability","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","East of England","20","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","North West (England)","40","40","24680","23270"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","South East (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","South West (England)","50","50","25240","24920"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Wales","35","30","25010","24920"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","30","30","26750","24920"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","South East (England)","70","65","31610","28550"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","London","495","485","48850","49700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","North East (England)","65","60","28870","24100"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","North West (England)","40","40","42250","37580"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","South East (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","100","95","33710","33300"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Human Resources","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Wales","40","35","23650","22740"
"In post","2022","Declared disabled","Companies House","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
