"Status","Year","Ethnicity","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Heterosexual / straight","85","75","29790","30330"
"In post","2022","Asian","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Heterosexual / straight","40","35","31420","31060"
"In post","2022","Asian","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Female","Heterosexual / straight","5960","5740","35140","31060"
"In post","2022","Black","London","Female","LGBO","130","125","36410","31060"
"In post","2022","Black","London","Female","Undeclared","385","360","33900","31060"
"In post","2022","Black","London","Female","Unknown","595","540","33160","31060"
"In post","2022","Black","London","Male","Heterosexual / straight","2875","2835","36130","32560"
"In post","2022","Black","London","Male","LGBO","80","80","40310","33560"
"In post","2022","Black","London","Male","Undeclared","145","145","34900","31880"
"In post","2022","Black","London","Male","Unknown","320","310","35410","31880"
"In post","2022","Black","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","Female","Heterosexual / straight","3230","3030","29330","27570"
"In post","2022","Black","Outside London","Female","LGBO","65","65","28390","26820"
"In post","2022","Black","Outside London","Female","Undeclared","195","180","29310","27570"
"In post","2022","Black","Outside London","Female","Unknown","285","255","29440","27570"
"In post","2022","Black","Outside London","Male","Heterosexual / straight","2340","2290","31130","27570"
"In post","2022","Black","Outside London","Male","LGBO","70","70","31340","29290"
"In post","2022","Black","Outside London","Male","Undeclared","85","80","31600","27570"
"In post","2022","Black","Outside London","Male","Unknown","180","175","31870","29230"
"In post","2022","Black","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Black","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Male","Heterosexual / straight","35","35","42550","38020"
"In post","2022","Black","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","Heterosexual / straight","30","30","33880","31060"
"In post","2022","Black","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Black","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Female","Heterosexual / straight","1730","1650","40910","35660"
"In post","2022","Mixed","London","Female","LGBO","165","165","40990","36750"
"In post","2022","Mixed","London","Female","Undeclared","155","150","38290","34020"
"In post","2022","Mixed","London","Female","Unknown","110","100","42650","36850"
"In post","2022","Mixed","London","Male","Heterosexual / straight","1090","1080","42800","37930"
"In post","2022","Mixed","London","Male","LGBO","160","160","44580","41060"
"In post","2022","Mixed","London","Male","Undeclared","110","105","42760","36650"
"In post","2022","Mixed","London","Male","Unknown","75","70","43800","37930"
"In post","2022","Mixed","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","Female","Heterosexual / straight","2465","2285","30670","27570"
"In post","2022","Mixed","Outside London","Female","LGBO","255","245","30090","27570"
"In post","2022","Mixed","Outside London","Female","Undeclared","215","200","30530","27570"
"In post","2022","Mixed","Outside London","Female","Unknown","210","180","30500","27570"
"In post","2022","Mixed","Outside London","Male","Heterosexual / straight","1720","1680","32880","28700"
"In post","2022","Mixed","Outside London","Male","LGBO","220","215","31910","27570"
"In post","2022","Mixed","Outside London","Male","Undeclared","160","150","32540","27740"
"In post","2022","Mixed","Outside London","Male","Unknown","180","175","33260","29530"
"In post","2022","Mixed","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Heterosexual / straight","45","45","45510","38600"
"In post","2022","Mixed","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Heterosexual / straight","50","50","52920","52700"
"In post","2022","Mixed","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Female","Heterosexual / straight","575","545","39300","34550"
"In post","2022","Other ethnicity","London","Female","LGBO","45","45","38380","33570"
"In post","2022","Other ethnicity","London","Female","Undeclared","70","65","41240","32960"
"In post","2022","Other ethnicity","London","Female","Unknown","70","60","40150","31880"
"In post","2022","Other ethnicity","London","Male","Heterosexual / straight","390","385","40630","35280"
"In post","2022","Other ethnicity","London","Male","LGBO","55","55","47350","43430"
"In post","2022","Other ethnicity","London","Male","Undeclared","65","65","49340","42440"
"In post","2022","Other ethnicity","London","Male","Unknown","35","35","43660","38330"
"In post","2022","Other ethnicity","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","Female","Heterosexual / straight","490","450","30170","27570"
"In post","2022","Other ethnicity","Outside London","Female","LGBO","50","45","33700","28000"
"In post","2022","Other ethnicity","Outside London","Female","Undeclared","50","50","36270","30120"
"In post","2022","Other ethnicity","Outside London","Female","Unknown","60","50","30990","27570"
"In post","2022","Other ethnicity","Outside London","Male","Heterosexual / straight","435","425","33230","27570"
"In post","2022","Other ethnicity","Outside London","Male","LGBO","55","55","35560","31880"
"In post","2022","Other ethnicity","Outside London","Male","Undeclared","80","80","36440","32010"
"In post","2022","Other ethnicity","Outside London","Male","Unknown","75","70","34310","29230"
"In post","2022","Other ethnicity","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Female","Heterosexual / straight","495","460","37140","31880"
"In post","2022","Undeclared","London","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","London","Female","Undeclared","1080","1015","41370","36620"
"In post","2022","Undeclared","London","Female","Unknown","400","350","36870","31880"
"In post","2022","Undeclared","London","Male","Heterosexual / straight","420","415","41120","35500"
"In post","2022","Undeclared","London","Male","LGBO","40","40","45820","38390"
"In post","2022","Undeclared","London","Male","Undeclared","1700","1655","46650","42180"
"In post","2022","Undeclared","London","Male","Unknown","280","265","42160","37380"
"In post","2022","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Female","Heterosexual / straight","920","830","29370","27130"
"In post","2022","Undeclared","Outside London","Female","LGBO","75","70","29660","27570"
"In post","2022","Undeclared","Outside London","Female","Undeclared","3765","3375","32030","27570"
"In post","2022","Undeclared","Outside London","Female","Unknown","1445","1195","29430","27570"
"In post","2022","Undeclared","Outside London","Male","Heterosexual / straight","1190","1140","32420","29100"
"In post","2022","Undeclared","Outside London","Male","LGBO","160","150","31700","28550"
"In post","2022","Undeclared","Outside London","Male","Undeclared","6350","6100","35030","32180"
"In post","2022","Undeclared","Outside London","Male","Unknown","1585","1485","34450","31740"
"In post","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","Undeclared","40","40","42190","39230"
"In post","2022","Undeclared","Overseas","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","Undeclared","105","105","44800","37380"
"In post","2022","Undeclared","Overseas","Male","Unknown","40","40","51530","52190"
"In post","2022","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Heterosexual / straight","390","365","42890","37000"
"In post","2022","Unknown","London","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","London","Female","Undeclared","710","690","45070","40650"
"In post","2022","Unknown","London","Female","Unknown","7800","7550","41650","35050"
"In post","2022","Unknown","London","Male","Heterosexual / straight","335","330","44910","38350"
"In post","2022","Unknown","London","Male","LGBO","40","40","45690","37930"
"In post","2022","Unknown","London","Male","Undeclared","505","500","49060","51970"
"In post","2022","Unknown","London","Male","Unknown","6965","6880","44230","37930"
"In post","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Heterosexual / straight","1415","1250","31030","27560"
"In post","2022","Unknown","Outside London","Female","LGBO","75","70","30830","27230"
"In post","2022","Unknown","Outside London","Female","Undeclared","675","615","35010","30450"
"In post","2022","Unknown","Outside London","Female","Unknown","24835","22810","28950","26120"
"In post","2022","Unknown","Outside London","Male","Heterosexual / straight","1165","1120","32680","28920"
"In post","2022","Unknown","Outside London","Male","LGBO","100","95","34160","29000"
"In post","2022","Unknown","Outside London","Male","Undeclared","665","635","37330","33900"
"In post","2022","Unknown","Outside London","Male","Unknown","24050","23305","30930","26900"
"In post","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Unknown","235","235","48730","46600"
"In post","2022","Unknown","Overseas","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Unknown","220","220","50940","52430"
"In post","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Unknown","405","395","33520","29420"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Unknown","1790","1780","37790","33570"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","London","Female","Heterosexual / straight","21960","20760","46970","42010"
"In post","2022","White","London","Female","LGBO","1920","1880","44200","40050"
"In post","2022","White","London","Female","Undeclared","2095","1975","45170","40420"
"In post","2022","White","London","Female","Unknown","1460","1315","46140","40140"
"In post","2022","White","London","Male","Heterosexual / straight","20145","19790","49100","43950"
"In post","2022","White","London","Male","LGBO","2565","2540","47930","43490"
"In post","2022","White","London","Male","Undeclared","1800","1755","47400","41970"
"In post","2022","White","London","Male","Unknown","1480","1425","47750","41090"
"In post","2022","White","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","Female","Heterosexual / straight","133320","120270","31290","27570"
"In post","2022","White","Outside London","Female","LGBO","7750","7470","30470","27570"
"In post","2022","White","Outside London","Female","Undeclared","11545","10140","30090","27570"
"In post","2022","White","Outside London","Female","Unknown","15270","12780","29860","27570"
"In post","2022","White","Outside London","Male","Heterosexual / straight","103150","99825","33930","30210"
"In post","2022","White","Outside London","Male","LGBO","6955","6790","31990","27570"
"In post","2022","White","Outside London","Male","Undeclared","8320","7915","33160","29470"
"In post","2022","White","Outside London","Male","Unknown","11775","11075","34370","31650"
"In post","2022","White","Outside London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","Female","Heterosexual / straight","800","795","50570","51790"
"In post","2022","White","Overseas","Female","LGBO","45","45","45150","40770"
"In post","2022","White","Overseas","Female","Undeclared","85","85","48260","51290"
"In post","2022","White","Overseas","Female","Unknown","50","50","51360","46600"
"In post","2022","White","Overseas","Male","Heterosexual / straight","1280","1275","49840","48300"
"In post","2022","White","Overseas","Male","LGBO","105","105","51970","53470"
"In post","2022","White","Overseas","Male","Undeclared","95","95","49410","47960"
"In post","2022","White","Overseas","Male","Unknown","65","65","50300","52400"
"In post","2022","White","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Female","Heterosexual / straight","330","310","33850","30190"
"In post","2022","White","Unknown","Female","LGBO","30","30","[c]","[c]"
"In post","2022","White","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","White","Unknown","Female","Unknown","20","20","[c]","[c]"
"In post","2022","White","Unknown","Male","Heterosexual / straight","310","300","36330","31620"
"In post","2022","White","Unknown","Male","LGBO","30","30","31730","27570"
"In post","2022","White","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Female","Heterosexual / straight","490","[c]","35670","31060"
"Leaver CS","2022","Asian","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Female","Undeclared","45","[c]","31820","30410"
"Leaver CS","2022","Asian","London","Female","Unknown","110","[c]","43850","32810"
"Leaver CS","2022","Asian","London","Male","Heterosexual / straight","370","[c]","39100","31060"
"Leaver CS","2022","Asian","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Male","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Female","Heterosexual / straight","430","[c]","28100","26350"
"Leaver CS","2022","Asian","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Female","Unknown","155","[c]","27320","22790"
"Leaver CS","2022","Asian","Outside London","Male","Heterosexual / straight","445","[c]","30010","27570"
"Leaver CS","2022","Asian","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
