"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","EO","25","20","27020","27270"
"In post","2022","Analysis","Department of Health and Social Care","G6/G7","275","265","57470","53360"
"In post","2022","Analysis","Department of Health and Social Care","SCS level","25","25","83450","79010"
"In post","2022","Analysis","Department of Health and Social Care","SEO/HEO","125","120","35930","32970"
"In post","2022","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","10","10","55770","55300"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","30","30","36520","37350"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","G6/G7","35","35","66800","65590"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","15","15","49780","48860"
"In post","2022","Analysis","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO/HEO","15","15","38400","35560"
"In post","2022","Analysis","HM Revenue and Customs","AA/AO","15","15","23250","21250"
"In post","2022","Analysis","HM Revenue and Customs","EO","40","40","29140","28920"
"In post","2022","Analysis","HM Revenue and Customs","G6/G7","275","260","60950","62120"
"In post","2022","Analysis","HM Revenue and Customs","SCS level","15","15","81150","79420"
"In post","2022","Analysis","HM Revenue and Customs","SEO/HEO","455","445","37990","37930"
"In post","2022","Analysis","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","G6/G7","35","35","63120","58450"
"In post","2022","Analysis","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","SEO/HEO","15","15","38910","36640"
"In post","2022","Analysis","Ministry of Defence","AA/AO","35","30","21400","21380"
"In post","2022","Analysis","Ministry of Defence","EO","70","70","28040","27850"
"In post","2022","Analysis","Ministry of Defence","G6/G7","250","235","52240","47660"
"In post","2022","Analysis","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","SEO/HEO","455","440","36480","38070"
"In post","2022","Analysis","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","EO","75","75","27920","28310"
"In post","2022","Analysis","Ministry of Justice","G6/G7","205","195","61100","60280"
"In post","2022","Analysis","Ministry of Justice","SCS level","15","10","83730","82580"
"In post","2022","Analysis","Ministry of Justice","SEO/HEO","265","260","38850","39030"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","15","15","25760","25880"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","20","20","63930","59810"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","90","85","35880","33350"
"In post","2022","Analysis","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","EO","45","45","27360","26500"
"In post","2022","Analysis","Office of Gas and Electricity Markets","G6/G7","60","60","58270","58340"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SEO/HEO","60","60","35840","35000"
"In post","2022","Analysis","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","G6/G7","25","25","61920","59210"
"In post","2022","Analysis","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","SEO/HEO","15","15","39140","38650"
"In post","2022","Analysis","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","SEO/HEO","20","20","41890","40340"
"In post","2022","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","G6/G7","10","10","65360","66810"
"In post","2022","Analysis","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","SEO/HEO","15","15","39540","41000"
"In post","2022","Analysis","UK Statistics Authority","AA/AO","70","65","20130","19860"
"In post","2022","Analysis","UK Statistics Authority","EO","195","180","24700","23880"
"In post","2022","Analysis","UK Statistics Authority","G6/G7","420","405","53820","51210"
"In post","2022","Analysis","UK Statistics Authority","SCS level","35","35","86220","74730"
"In post","2022","Analysis","UK Statistics Authority","SEO/HEO","1255","1210","34580","33710"
"In post","2022","Analysis","Water Services Regulation Authority","EO","10","10","28000","28000"
"In post","2022","Analysis","Water Services Regulation Authority","G6/G7","15","15","87720","82920"
"In post","2022","Analysis","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","SEO/HEO","15","15","49640","48720"
"In post","2022","Analysis","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","G6/G7","10","10","57040","57500"
"In post","2022","Commercial","Attorney General's Departments","SEO/HEO","25","25","35590","38180"
"In post","2022","Commercial","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","EO","75","75","26350","25950"
"In post","2022","Commercial","Cabinet Office","G6/G7","1270","1250","64600","64500"
"In post","2022","Commercial","Cabinet Office","SCS level","240","235","118580","116730"
"In post","2022","Commercial","Cabinet Office","SEO/HEO","430","420","36400","38330"
"In post","2022","Commercial","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","G6/G7","15","15","60790","50000"
"In post","2022","Commercial","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","EO","20","20","25530","25410"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","135","130","52910","48540"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","125","120","37670","38200"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","10","10","57220","53710"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","20","20","34910","34020"
"In post","2022","Commercial","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","EO","30","30","25120","25000"
"In post","2022","Commercial","Department for Education","G6/G7","65","65","53020","50400"
"In post","2022","Commercial","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","SEO/HEO","165","160","34890","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","20","15","22230","21300"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","EO","25","20","26820","26520"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","30","25","54580","51140"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","140","135","35620","35900"
"In post","2022","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","SEO/HEO","25","25","37510","38160"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","20","20","39700","40620"
"In post","2022","Commercial","Department for Transport","AA/AO","40","35","20820","21840"
"In post","2022","Commercial","Department for Transport","EO","70","60","26480","26130"
"In post","2022","Commercial","Department for Transport","G6/G7","85","85","59960","58070"
"In post","2022","Commercial","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Transport","SEO/HEO","195","190","36460","34710"
"In post","2022","Commercial","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","G6/G7","15","15","57370","53430"
"In post","2022","Commercial","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","SEO/HEO","20","20","36650","34880"
"In post","2022","Commercial","Department of Health and Social Care","AA/AO","10","10","21680","22660"
"In post","2022","Commercial","Department of Health and Social Care","EO","25","25","26590","27270"
"In post","2022","Commercial","Department of Health and Social Care","G6/G7","175","170","56120","53360"
"In post","2022","Commercial","Department of Health and Social Care","SCS level","45","45","80130","75290"
"In post","2022","Commercial","Department of Health and Social Care","SEO/HEO","170","170","38000","40650"
"In post","2022","Commercial","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","AA/AO","20","20","24340","23250"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","EO","20","20","27000","26100"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","G6/G7","50","50","60560","57710"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","60","60","38450","39390"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","SEO/HEO","10","10","37500","38550"
"In post","2022","Commercial","HM Revenue and Customs","AA/AO","10","10","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","EO","30","30","27340","26820"
"In post","2022","Commercial","HM Revenue and Customs","G6/G7","25","20","60290","63560"
"In post","2022","Commercial","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","SEO/HEO","85","85","37820","40180"
"In post","2022","Commercial","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","AA/AO","65","65","22560","21170"
"In post","2022","Commercial","Ministry of Defence","EO","310","300","26540","26670"
"In post","2022","Commercial","Ministry of Defence","G6/G7","210","205","58200","55350"
"In post","2022","Commercial","Ministry of Defence","SCS level","15","15","100390","91580"
"In post","2022","Commercial","Ministry of Defence","SEO/HEO","970","935","37630","38070"
"In post","2022","Commercial","Ministry of Defence","Unknown","160","160","40420","37450"
"In post","2022","Commercial","Ministry of Justice","AA/AO","25","25","21010","20970"
"In post","2022","Commercial","Ministry of Justice","EO","60","55","26140","25770"
"In post","2022","Commercial","Ministry of Justice","G6/G7","15","15","60020","60400"
"In post","2022","Commercial","Ministry of Justice","SEO/HEO","155","155","38440","37340"
"In post","2022","Commercial","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","AA/AO","55","50","24640","26160"
"In post","2022","Commercial","Scottish Government","EO","15","15","30290","29550"
"In post","2022","Commercial","Scottish Government","G6/G7","10","10","60770","58560"
"In post","2022","Commercial","Scottish Government","SEO/HEO","25","25","41710","40290"
"In post","2022","Commercial","The National Archives","AA/AO","20","20","21910","21660"
"In post","2022","Commercial","The National Archives","EO","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","The National Archives","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","EO","20","20","29390","29000"
"In post","2022","Commercial","UK Export Finance","G6/G7","70","70","64640","61920"
"In post","2022","Commercial","UK Export Finance","SCS level","10","10","120870","114560"
"In post","2022","Commercial","UK Export Finance","SEO/HEO","115","110","41500","41000"
"In post","2022","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","G6/G7","15","15","57750","60190"
"In post","2022","Commercial","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","SEO/HEO","15","15","32810","31330"
"In post","2022","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","EO","10","10","27510","27000"
"In post","2022","Communications","Attorney General's Departments","G6/G7","20","20","59700","54760"
"In post","2022","Communications","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","SEO/HEO","35","35","34790","32060"
"In post","2022","Communications","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","Cabinet Office","EO","35","35","27110","27500"
"In post","2022","Communications","Cabinet Office","G6/G7","135","130","58710","55280"
"In post","2022","Communications","Cabinet Office","SCS level","25","25","94180","84050"
"In post","2022","Communications","Cabinet Office","SEO/HEO","170","170","38460","40600"
"In post","2022","Communications","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","G6/G7","10","10","56450","56480"
"In post","2022","Communications","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","SEO/HEO","10","10","33280","30610"
"In post","2022","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","SEO/HEO","15","15","38860","37310"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","EO","25","25","26700","27380"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","60","55","58740","58430"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","145","140","39190","38620"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","G6/G7","15","15","62140","57730"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","15","15","38450","36520"
"In post","2022","Communications","Department for Education","AA/AO","25","20","21990","21250"
"In post","2022","Communications","Department for Education","EO","50","45","27630","28500"
"In post","2022","Communications","Department for Education","G6/G7","55","50","56580","54160"
"In post","2022","Communications","Department for Education","SCS level","10","5","[c]","[c]"
"In post","2022","Communications","Department for Education","SEO/HEO","105","105","37130","36660"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","EO","30","25","26480","25280"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","G6/G7","65","60","54280","53410"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","195","180","35860","35900"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2022","Communications","Department for International Trade","G6/G7","35","35","56410","55420"
"In post","2022","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","SEO/HEO","60","60","36920","38160"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","EO","15","15","29130","27850"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","G6/G7","30","30","56250","53500"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","SCS level","10","10","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","55","55","36860","34890"
"In post","2022","Communications","Department for Transport","AA/AO","20","15","21990","21840"
"In post","2022","Communications","Department for Transport","EO","45","40","26700","26470"
"In post","2022","Communications","Department for Transport","G6/G7","45","45","58110","55320"
"In post","2022","Communications","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport","SEO/HEO","115","115","36940","35970"
"In post","2022","Communications","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","EO","40","40","31640","31060"
"In post","2022","Communications","Department for Work and Pensions","G6/G7","40","40","57400","56120"
"In post","2022","Communications","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions","SEO/HEO","115","110","40680","40840"
"In post","2022","Communications","Department of Health and Social Care","AA/AO","15","15","21760","22350"
"In post","2022","Communications","Department of Health and Social Care","EO","110","110","27460","27270"
"In post","2022","Communications","Department of Health and Social Care","G6/G7","220","210","59220","57430"
"In post","2022","Communications","Department of Health and Social Care","SCS level","15","15","92990","88940"
"In post","2022","Communications","Department of Health and Social Care","SEO/HEO","125","120","36340","34990"
"In post","2022","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","SEO/HEO","40","35","36250","37350"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","G6/G7","40","40","59120","57530"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","50","50","40950","40240"
"In post","2022","Communications","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
