"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","EO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","G6","Female","20","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","G6","Male","35","35","71960","73430"
"In post","2022","Analysis","HM Revenue and Customs","G7","Female","100","95","58190","59820"
"In post","2022","Analysis","HM Revenue and Customs","G7","Male","120","115","58360","58600"
"In post","2022","Analysis","HM Revenue and Customs","HEO","Female","130","125","35220","33370"
"In post","2022","Analysis","HM Revenue and Customs","HEO","Male","150","145","35650","37610"
"In post","2022","Analysis","HM Revenue and Customs","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","SEO","Female","75","75","41770","40520"
"In post","2022","Analysis","HM Revenue and Customs","SEO","Male","105","100","41920","40520"
"In post","2022","Analysis","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","HM Treasury","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","AO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","EO","Female","35","35","28290","28100"
"In post","2022","Analysis","Ministry of Defence","EO","Male","35","35","27780","27850"
"In post","2022","Analysis","Ministry of Defence","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","G7","Female","65","60","51410","47060"
"In post","2022","Analysis","Ministry of Defence","G7","Male","175","170","51620","47490"
"In post","2022","Analysis","Ministry of Defence","HEO","Female","85","85","32030","33000"
"In post","2022","Analysis","Ministry of Defence","HEO","Male","150","145","32730","33000"
"In post","2022","Analysis","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","SEO","Female","85","80","41080","40000"
"In post","2022","Analysis","Ministry of Defence","SEO","Male","135","130","40560","38110"
"In post","2022","Analysis","Ministry of Justice","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","EO","Female","40","35","28050","28310"
"In post","2022","Analysis","Ministry of Justice","EO","Male","40","35","27790","28310"
"In post","2022","Analysis","Ministry of Justice","G6","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","G6","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","G7","Female","85","80","58810","59290"
"In post","2022","Analysis","Ministry of Justice","G7","Male","80","80","59400","60280"
"In post","2022","Analysis","Ministry of Justice","HEO","Female","50","50","33830","34260"
"In post","2022","Analysis","Ministry of Justice","HEO","Male","60","60","34650","34490"
"In post","2022","Analysis","Ministry of Justice","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","SEO","Female","70","65","41980","41750"
"In post","2022","Analysis","Ministry of Justice","SEO","Male","85","85","42310","41750"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","Female","30","30","32600","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","EO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","G7","Male","35","35","55800","53120"
"In post","2022","Analysis","Office of Gas and Electricity Markets","HEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","HEO","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","SEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
