"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Counter Fraud","Outside London","8960","8230","31210","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","London","280","250","29230","26400"
"In post","2022","Declared non-disabled","Debt","Outside London","3920","3460","23580","21260"
"In post","2022","Declared non-disabled","Debt","Unknown","55","45","25490","25110"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","2650","2605","49460","47590"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Outside London","11915","11520","40080","37000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","55","55","31920","33070"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","40","40","43320","40250"
"In post","2022","Declared non-disabled","Finance","London","2005","1955","48940","43900"
"In post","2022","Declared non-disabled","Finance","Outside London","6405","6020","37240","33370"
"In post","2022","Declared non-disabled","Finance","Overseas","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Outside London","2090","1920","25060","21300"
"In post","2022","Declared non-disabled","Human Resources","London","1905","1845","47200","42270"
"In post","2022","Declared non-disabled","Human Resources","Outside London","5900","5545","35260","32000"
"In post","2022","Declared non-disabled","Human Resources","Overseas","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","London","160","155","51350","48900"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","400","380","44310","42510"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","London","3575","3365","53220","52730"
"In post","2022","Declared non-disabled","Legal","Outside London","4915","4540","43650","41750"
"In post","2022","Declared non-disabled","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","London","33310","32030","42390","36650"
"In post","2022","Declared non-disabled","No function","Outside London","142575","130500","29580","27570"
"In post","2022","Declared non-disabled","No function","Overseas","1280","1275","52690","53470"
"In post","2022","Declared non-disabled","No function","Unknown","440","420","31220","27570"
"In post","2022","Declared non-disabled","Project Delivery","London","2760","2655","54450","53950"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","15625","15010","39900","38070"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","355","350","55470","55620"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Property","London","1135","1095","43700","38130"
"In post","2022","Declared non-disabled","Property","Outside London","4970","4735","36460","33300"
"In post","2022","Declared non-disabled","Property","Overseas","145","145","39520","38220"
"In post","2022","Declared non-disabled","Property","Unknown","30","30","43110","40060"
"In post","2022","Declared non-disabled","Security","London","1230","1205","41900","38500"
"In post","2022","Declared non-disabled","Security","Outside London","5285","5150","30620","26920"
"In post","2022","Declared non-disabled","Security","Overseas","120","120","39930","34350"
"In post","2022","Declared non-disabled","Security","Unknown","75","75","30480","27370"
"In post","2022","Declared non-disabled","Unknown","London","11255","10700","41300","35200"
"In post","2022","Declared non-disabled","Unknown","Outside London","41740","39350","33150","27570"
"In post","2022","Declared non-disabled","Unknown","Overseas","310","305","39610","33180"
"In post","2022","Declared non-disabled","Unknown","Unknown","105","100","34590","33000"
"In post","2022","Undeclared","Analysis","London","155","150","48880","46220"
"In post","2022","Undeclared","Analysis","Outside London","115","110","38290","36580"
"In post","2022","Undeclared","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","60","60","55030","47730"
"In post","2022","Undeclared","Commercial","Outside London","205","200","38810","36500"
"In post","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","75","75","47800","42250"
"In post","2022","Undeclared","Communications","Outside London","235","230","31860","26930"
"In post","2022","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","190","185","39820","37610"
"In post","2022","Undeclared","Counter Fraud","Outside London","760","700","32890","28920"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","35","30","29630","26400"
"In post","2022","Undeclared","Debt","Outside London","285","255","22840","21260"
"In post","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","190","185","47550","41750"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","1000","975","39190","36450"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","140","135","50520","49000"
"In post","2022","Undeclared","Finance","Outside London","490","460","36350","33370"
"In post","2022","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","45","40","28140","25190"
"In post","2022","Undeclared","Human Resources","London","150","150","46700","42510"
"In post","2022","Undeclared","Human Resources","Outside London","465","440","33360","31690"
"In post","2022","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","25","25","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","30","30","43370","39980"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","165","155","57010","61000"
"In post","2022","Undeclared","Legal","Outside London","150","135","45350","41750"
"In post","2022","Undeclared","No function","London","2910","2800","40590","35670"
"In post","2022","Undeclared","No function","Outside London","13070","11940","29660","27570"
"In post","2022","Undeclared","No function","Overseas","70","70","54690","56040"
"In post","2022","Undeclared","No function","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","175","170","52100","47250"
"In post","2022","Undeclared","Project Delivery","Outside London","1195","1145","40100","39590"
"In post","2022","Undeclared","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","135","130","43020","38000"
"In post","2022","Undeclared","Property","Outside London","500","475","36100","33300"
"In post","2022","Undeclared","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","145","140","44440","42850"
"In post","2022","Undeclared","Security","Outside London","705","690","33080","33300"
"In post","2022","Undeclared","Security","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","790","755","40390","35320"
"In post","2022","Undeclared","Unknown","Outside London","2665","2515","31260","27370"
"In post","2022","Undeclared","Unknown","Overseas","35","35","38020","33300"
"In post","2022","Undeclared","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","London","810","790","47880","43430"
"In post","2022","Unknown","Analysis","Outside London","970","940","36940","35640"
"In post","2022","Unknown","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","London","900","890","63240","61380"
"In post","2022","Unknown","Commercial","Outside London","1445","1410","49840","44240"
"In post","2022","Unknown","Commercial","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Communications","London","805","790","45700","41710"
"In post","2022","Unknown","Communications","Outside London","1790","1740","30210","26820"
"In post","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","675","650","38220","37610"
"In post","2022","Unknown","Counter Fraud","Outside London","2045","1935","31200","27570"
"In post","2022","Unknown","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","London","135","120","32060","26400"
"In post","2022","Unknown","Debt","Outside London","1290","1195","22630","21250"
"In post","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","London","1090","1070","47950","43480"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","3085","3035","39390","36730"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","London","600","590","47010","40910"
"In post","2022","Unknown","Finance","Outside London","1545","1465","33920","29360"
"In post","2022","Unknown","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","415","410","41700","37000"
"In post","2022","Unknown","Human Resources","Outside London","1210","1145","33010","29550"
"In post","2022","Unknown","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","15","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","35","30","41890","40580"
"In post","2022","Unknown","Legal","London","955","900","50330","53050"
"In post","2022","Unknown","Legal","Outside London","1415","1335","39670","38000"
"In post","2022","Unknown","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","No function","London","11425","11150","41800","36180"
"In post","2022","Unknown","No function","Outside London","35845","33405","29040","26590"
"In post","2022","Unknown","No function","Overseas","275","275","56330","55700"
"In post","2022","Unknown","No function","Unknown","345","335","32490","29250"
"In post","2022","Unknown","Project Delivery","London","1060","1025","51670","51500"
"In post","2022","Unknown","Project Delivery","Outside London","2565","2465","38820","36840"
"In post","2022","Unknown","Project Delivery","Overseas","175","175","55310","55060"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","275","270","40170","37750"
"In post","2022","Unknown","Property","Outside London","1540","1495","30990","26820"
"In post","2022","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","London","380","375","37980","34710"
"In post","2022","Unknown","Security","Outside London","1825","1785","30810","26820"
"In post","2022","Unknown","Security","Overseas","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","London","2630","2595","41040","35050"
"In post","2022","Unknown","Unknown","Outside London","11300","10815","34190","27370"
"In post","2022","Unknown","Unknown","Overseas","415","410","46000","41780"
"In post","2022","Unknown","Unknown","Unknown","1805","1800","37630","34460"
"Leaver CS","2022","Declared disabled","Analysis","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Outside London","45","[c]","25780","26120"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Outside London","30","[c]","21980","21260"
"Leaver CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Outside London","90","[c]","37930","33930"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Outside London","60","[c]","31370","27570"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Outside London","50","[c]","45650","48830"
"Leaver CS","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","London","485","[c]","36150","31060"
"Leaver CS","2022","Declared disabled","No function","Outside London","2155","[c]","27030","26780"
"Leaver CS","2022","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Unknown","40","[c]","23320","21840"
"Leaver CS","2022","Declared disabled","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Outside London","110","[c]","36560","33630"
"Leaver CS","2022","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Outside London","40","[c]","29890","26670"
"Leaver CS","2022","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Outside London","60","[c]","32510","32230"
"Leaver CS","2022","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","165","[c]","36200","31060"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","865","[c]","28080","25190"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","London","160","[c]","41620","36980"
"Leaver CS","2022","Declared non-disabled","Analysis","Outside London","135","[c]","37040","32010"
"Leaver CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","London","50","[c]","55840","52500"
"Leaver CS","2022","Declared non-disabled","Commercial","Outside London","150","[c]","39130","36780"
"Leaver CS","2022","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","London","140","[c]","44660","40620"
"Leaver CS","2022","Declared non-disabled","Communications","Outside London","75","[c]","36290","33300"
"Leaver CS","2022","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","London","40","[c]","35640","33100"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Outside London","215","[c]","28800","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Outside London","160","[c]","22500","21260"
"Leaver CS","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","London","205","[c]","51840","53620"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Outside London","555","[c]","39700","37450"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","35","[c]","42060","40600"
"Leaver CS","2022","Declared non-disabled","Finance","London","85","[c]","48140","41620"
"Leaver CS","2022","Declared non-disabled","Finance","Outside London","215","[c]","37650","34290"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","Outside London","145","[c]","23860","21300"
"Leaver CS","2022","Declared non-disabled","Human Resources","London","145","[c]","43410","38540"
"Leaver CS","2022","Declared non-disabled","Human Resources","Outside London","255","[c]","32530","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","London","245","[c]","51320","51250"
"Leaver CS","2022","Declared non-disabled","Legal","Outside London","225","[c]","44540","41750"
"Leaver CS","2022","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","London","3160","[c]","39860","32310"
"Leaver CS","2022","Declared non-disabled","No function","Outside London","11490","[c]","29130","27570"
"Leaver CS","2022","Declared non-disabled","No function","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","300","[c]","24030","21840"
"Leaver CS","2022","Declared non-disabled","Project Delivery","London","110","[c]","55110","53470"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Outside London","725","[c]","36530","34290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","London","45","[c]","51770","45750"
"Leaver CS","2022","Declared non-disabled","Property","Outside London","305","[c]","32240","27000"
"Leaver CS","2022","Declared non-disabled","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","London","60","[c]","35000","32070"
"Leaver CS","2022","Declared non-disabled","Security","Outside London","395","[c]","32080","28750"
"Leaver CS","2022","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","London","1040","[c]","40020","34630"
"Leaver CS","2022","Declared non-disabled","Unknown","Outside London","5165","[c]","30240","25940"
"Leaver CS","2022","Declared non-disabled","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","40","[c]","31750","29200"
"Leaver CS","2022","Undeclared","Analysis","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Outside London","60","[c]","38020","36250"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","London","10","[c]","[c]","[c]"
