"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","275","265","38860","35000"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","130","120","28760","26820"
"In post","2022","Declared disabled","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tax","150","145","30270","26820"
"In post","2022","Declared disabled","Communications","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","970","860","28380","27570"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","240","225","33580","33080"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","475","430","29850","27570"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","50","45","36910","34670"
"In post","2022","Declared disabled","Counter Fraud","Tax","170","155","42520","37970"
"In post","2022","Declared disabled","Counter Fraud","Unknown","50","45","35700","31040"
"In post","2022","Declared disabled","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","350","305","24510","22080"
"In post","2022","Declared disabled","Debt","Other","400","335","22520","21260"
"In post","2022","Declared disabled","Debt","Tax","55","50","22440","21250"
"In post","2022","Declared disabled","Debt","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","1550","1485","39110","35840"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","135","130","33650","30550"
"In post","2022","Declared disabled","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","60","55","38380","33440"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","20","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","50","45","34770","34030"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","145","140","45830","45760"
"In post","2022","Declared disabled","Finance","Commercial","85","75","33620","31990"
"In post","2022","Declared disabled","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Finance","780","735","39080","35310"
"In post","2022","Declared disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","135","115","27060","22080"
"In post","2022","Declared disabled","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Policy","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Project Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Security","40","40","37530","33640"
"In post","2022","Declared disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tax","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Operational Delivery","180","160","25350","21300"
"In post","2022","Declared disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Human Resources","1095","1040","39350","34900"
"In post","2022","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Legal","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Operational Delivery","220","205","29820","27570"
"In post","2022","Declared disabled","Human Resources","Other","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Policy","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Tax","30","30","35170","33370"
"In post","2022","Declared disabled","Human Resources","Unknown","215","205","39970","37300"
"In post","2022","Declared disabled","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Internal Audit","90","85","45230","41040"
"In post","2022","Declared disabled","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Finance","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","Human Resources","10","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","Legal","670","620","55770","55610"
"In post","2022","Declared disabled","Legal","Operational Delivery","395","360","27770","26090"
"In post","2022","Declared disabled","Legal","Other","35","35","33550","27710"
"In post","2022","Declared disabled","Legal","Policy","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Tax","40","35","39480","34530"
"In post","2022","Declared disabled","Legal","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Commercial","65","60","43850","46550"
"In post","2022","Declared disabled","No function","Communications","20","20","[c]","[c]"
"In post","2022","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Economics","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","Finance","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Geography","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","Human Resources","20","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Inspector of Education and Training","65","60","62130","51360"
"In post","2022","Declared disabled","No function","Intelligence Analysis","50","50","29430","27380"
"In post","2022","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","International Trade","130","130","47380","43820"
"In post","2022","Declared disabled","No function","Knowledge and Information Management","100","95","36160","34200"
"In post","2022","Declared disabled","No function","Legal","125","115","43490","42860"
"In post","2022","Declared disabled","No function","Medicine","20","20","[c]","[c]"
"In post","2022","Declared disabled","No function","Operational Delivery","26710","23880","27750","27570"
"In post","2022","Declared disabled","No function","Operational Research","20","20","[c]","[c]"
"In post","2022","Declared disabled","No function","Other","1120","1030","29570","27570"
"In post","2022","Declared disabled","No function","Planning","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Planning Inspectors","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Policy","2260","2200","44590","40050"
"In post","2022","Declared disabled","No function","Project Delivery","30","30","[c]","[c]"
"In post","2022","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Psychology","125","120","32490","29750"
"In post","2022","Declared disabled","No function","Science and Engineering","430","405","36260","32670"
"In post","2022","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Statistics","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Tax","1040","965","37010","33370"
"In post","2022","Declared disabled","No function","Unknown","490","475","40890","34550"
"In post","2022","Declared disabled","No function","Veterinarian","25","20","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Commercial","70","70","38380","34150"
"In post","2022","Declared disabled","Project Delivery","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Economics","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Finance","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Operational Delivery","200","190","35130","32300"
"In post","2022","Declared disabled","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Other","355","335","32480","29000"
"In post","2022","Declared disabled","Project Delivery","Policy","215","205","50510","51500"
"In post","2022","Declared disabled","Project Delivery","Project Delivery","1270","1205","40520","38600"
"In post","2022","Declared disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Science and Engineering","340","330","38640","38500"
"In post","2022","Declared disabled","Project Delivery","Security","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Tax","65","60","35930","33370"
"In post","2022","Declared disabled","Project Delivery","Unknown","35","35","48760","37610"
"In post","2022","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Human Resources","5","5","[c]","[c]"
"In post","2022","Declared disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Operational Delivery","100","100","29520","22080"
"In post","2022","Declared disabled","Property","Other","50","50","29020","26900"
"In post","2022","Declared disabled","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Property","580","555","37310","33300"
"In post","2022","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Intelligence Analysis","95","90","38230","35480"
"In post","2022","Declared disabled","Security","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared disabled","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Security","620","600","32060","28890"
"In post","2022","Declared disabled","Security","Unknown","120","120","33950","33300"
"In post","2022","Declared disabled","Unknown","Commercial","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data and Technology","125","125","52080","47650"
"In post","2022","Declared disabled","Unknown","Economics","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","280","270","36990","33300"
"In post","2022","Declared disabled","Unknown","Human Resources","110","105","42780","37810"
"In post","2022","Declared disabled","Unknown","Intelligence Analysis","120","110","30260","28760"
"In post","2022","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Medicine","95","90","52890","41320"
"In post","2022","Declared disabled","Unknown","Operational Delivery","2250","2060","28480","25630"
"In post","2022","Declared disabled","Unknown","Operational Research","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Other","1250","1185","26880","22330"
"In post","2022","Declared disabled","Unknown","Planning","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Policy","500","485","45440","41950"
"In post","2022","Declared disabled","Unknown","Project Delivery","170","160","42800","38160"
"In post","2022","Declared disabled","Unknown","Property","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Science and Engineering","145","145","35510","33300"
"In post","2022","Declared disabled","Unknown","Security","30","30","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Social Research","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Statistics","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","1385","1325","38040","33070"
"In post","2022","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Digital, Data and Technology","95","90","44880","44740"
"In post","2022","Declared non-disabled","Analysis","Economics","920","895","48290","44260"
"In post","2022","Declared non-disabled","Analysis","Finance","45","45","45790","40150"
"In post","2022","Declared non-disabled","Analysis","Geography","45","45","31170","33000"
"In post","2022","Declared non-disabled","Analysis","Human Resources","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Intelligence Analysis","80","80","38630","37350"
"In post","2022","Declared non-disabled","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Knowledge and Information Management","30","30","45110","42750"
"In post","2022","Declared non-disabled","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Operational Delivery","510","485","34880","31670"
"In post","2022","Declared non-disabled","Analysis","Operational Research","565","540","44770","44220"
"In post","2022","Declared non-disabled","Analysis","Other","280","270","58790","52140"
"In post","2022","Declared non-disabled","Analysis","Policy","345","325","48340","49860"
"In post","2022","Declared non-disabled","Analysis","Project Delivery","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Science and Engineering","510","490","36890","35900"
"In post","2022","Declared non-disabled","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Social Research","685","650","43420","38340"
"In post","2022","Declared non-disabled","Analysis","Statistics","1410","1355","44920","40520"
"In post","2022","Declared non-disabled","Analysis","Tax","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Unknown","110","110","42340","39410"
"In post","2022","Declared non-disabled","Commercial","Commercial","2505","2425","39760","37420"
"In post","2022","Declared non-disabled","Commercial","Communications","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Finance","30","30","38680","34260"
"In post","2022","Declared non-disabled","Commercial","Human Resources","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Operational Delivery","315","305","44240","40150"
"In post","2022","Declared non-disabled","Commercial","Other","65","60","43530","39880"
"In post","2022","Declared non-disabled","Commercial","Policy","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Project Delivery","75","75","44840","40050"
"In post","2022","Declared non-disabled","Commercial","Property","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Science and Engineering","95","95","41470","41840"
"In post","2022","Declared non-disabled","Commercial","Tax","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","350","340","71650","64500"
"In post","2022","Declared non-disabled","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Commercial","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Communications","2110","2030","42550","38980"
"In post","2022","Declared non-disabled","Communications","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Human Resources","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Knowledge and Information Management","75","70","40820","40660"
"In post","2022","Declared non-disabled","Communications","Operational Delivery","1085","1040","31490","26820"
"In post","2022","Declared non-disabled","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Other","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Policy","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Tax","1345","1300","29210","26820"
"In post","2022","Declared non-disabled","Communications","Unknown","320","315","45330","40600"
"In post","2022","Declared non-disabled","Counter Fraud","Counter Fraud","4785","4300","29130","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Intelligence Analysis","160","155","40090","37610"
"In post","2022","Declared non-disabled","Counter Fraud","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Legal","2025","1940","34000","33080"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Delivery","2495","2290","31180","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Other","200","180","43690","40180"
"In post","2022","Declared non-disabled","Counter Fraud","Tax","1205","1135","42570","40180"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","470","465","34470","30750"
"In post","2022","Declared non-disabled","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Operational Delivery","1900","1695","25500","22080"
"In post","2022","Declared non-disabled","Debt","Other","1890","1610","22680","21260"
"In post","2022","Declared non-disabled","Debt","Tax","400","385","22350","21250"
"In post","2022","Declared non-disabled","Debt","Unknown","65","65","26350","21250"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Commercial","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Communications","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","11295","10970","41740","38450"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Human Resources","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","600","580","32490","29670"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Delivery","345","335","38130","33930"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Operational Research","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Other","35","30","39560","34000"
