"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Other ethnicity","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Undeclared","AA/AO","1435","1315","23510","21830"
"In post","2022","Undeclared","Undeclared","EO","1705","1595","28250","27570"
"In post","2022","Undeclared","Undeclared","G6/G7","1110","1085","59990","57540"
"In post","2022","Undeclared","Undeclared","SCS level","85","85","81680","78000"
"In post","2022","Undeclared","Undeclared","SEO/HEO","2530","2430","37890","37240"
"In post","2022","Undeclared","Undeclared","Unknown","200","185","35100","32690"
"In post","2022","Undeclared","Unknown","AA/AO","465","410","25150","22600"
"In post","2022","Undeclared","Unknown","EO","225","210","29330","28310"
"In post","2022","Undeclared","Unknown","G6/G7","115","110","58920","57860"
"In post","2022","Undeclared","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","270","260","38150","37690"
"In post","2022","Undeclared","Unknown","Unknown","35","30","34800","37170"
"In post","2022","Undeclared","White","AA/AO","6095","5440","24730","21860"
"In post","2022","Undeclared","White","EO","4165","3880","28600","27570"
"In post","2022","Undeclared","White","G6/G7","1445","1405","59540","57230"
"In post","2022","Undeclared","White","SCS level","150","145","89040","81960"
"In post","2022","Undeclared","White","SEO/HEO","4200","4040","37840","36840"
"In post","2022","Undeclared","White","Unknown","555","520","32200","30210"
"In post","2022","Unknown","Asian","AA/AO","520","470","22930","22020"
"In post","2022","Unknown","Asian","EO","730","705","28240","27270"
"In post","2022","Unknown","Asian","G6/G7","475","465","58000","55210"
"In post","2022","Unknown","Asian","SCS level","55","55","104870","99750"
"In post","2022","Unknown","Asian","SEO/HEO","1005","985","37290","36960"
"In post","2022","Unknown","Asian","Unknown","55","50","[c]","[c]"
"In post","2022","Unknown","Black","AA/AO","215","200","24110","23770"
"In post","2022","Unknown","Black","EO","285","275","28760","28310"
"In post","2022","Unknown","Black","G6/G7","175","175","57490","54700"
"In post","2022","Unknown","Black","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Black","SEO/HEO","395","390","37520","37860"
"In post","2022","Unknown","Black","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","AA/AO","105","95","23070","22200"
"In post","2022","Unknown","Mixed","EO","180","175","29260","27570"
"In post","2022","Unknown","Mixed","G6/G7","155","150","58630","56640"
"In post","2022","Unknown","Mixed","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO/HEO","255","250","37090","36680"
"In post","2022","Unknown","Mixed","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA/AO","30","25","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","EO","60","60","29030","28410"
"In post","2022","Unknown","Other ethnicity","G6/G7","60","55","61590","56700"
"In post","2022","Unknown","Other ethnicity","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO/HEO","85","80","38970","39630"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","360","330","24040","22130"
"In post","2022","Unknown","Undeclared","EO","505","470","31230","32170"
"In post","2022","Unknown","Undeclared","G6/G7","350","335","60170","58000"
"In post","2022","Unknown","Undeclared","SCS level","50","45","95870","89140"
"In post","2022","Unknown","Undeclared","SEO/HEO","675","645","38350","38300"
"In post","2022","Unknown","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","18765","17575","22850","21640"
"In post","2022","Unknown","Unknown","EO","13030","12515","27970","27130"
"In post","2022","Unknown","Unknown","G6/G7","7780","7585","59730","57430"
"In post","2022","Unknown","Unknown","SCS level","820","800","95980","87750"
"In post","2022","Unknown","Unknown","SEO/HEO","15405","15065","36050","34550"
"In post","2022","Unknown","Unknown","Unknown","5135","4810","31270","28650"
"In post","2022","Unknown","White","AA/AO","5750","5165","23200","22080"
"In post","2022","Unknown","White","EO","6100","5815","29460","28270"
"In post","2022","Unknown","White","G6/G7","4395","4235","58940","55740"
"In post","2022","Unknown","White","SCS level","425","410","97330","90390"
"In post","2022","Unknown","White","SEO/HEO","8360","8030","38190","37920"
"In post","2022","Unknown","White","Unknown","405","390","34290","29750"
"Leaver CS","2022","Declared disabled","Asian","AA/AO","90","[c]","22350","21260"
"Leaver CS","2022","Declared disabled","Asian","EO","70","[c]","28790","28510"
"Leaver CS","2022","Declared disabled","Asian","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","AA/AO","50","[c]","23030","23210"
"Leaver CS","2022","Declared disabled","Black","EO","50","[c]","28920","28670"
"Leaver CS","2022","Declared disabled","Black","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA/AO","45","[c]","20980","21010"
"Leaver CS","2022","Declared disabled","Mixed","EO","50","[c]","27440","27570"
"Leaver CS","2022","Declared disabled","Mixed","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AA/AO","65","[c]","21530","21140"
"Leaver CS","2022","Declared disabled","Undeclared","EO","55","[c]","28070","27570"
"Leaver CS","2022","Declared disabled","Undeclared","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","40","[c]","29370","27720"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","AA/AO","1500","[c]","21430","21260"
"Leaver CS","2022","Declared disabled","White","EO","995","[c]","27510","27570"
"Leaver CS","2022","Declared disabled","White","G6/G7","235","[c]","59570","57430"
"Leaver CS","2022","Declared disabled","White","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SEO/HEO","675","[c]","37250","36300"
"Leaver CS","2022","Declared disabled","White","Unknown","195","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","AA/AO","635","[c]","21910","21260"
"Leaver CS","2022","Declared non-disabled","Asian","EO","555","[c]","28310","27570"
"Leaver CS","2022","Declared non-disabled","Asian","G6/G7","175","[c]","60000","58790"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","35","[c]","95080","95140"
"Leaver CS","2022","Declared non-disabled","Asian","SEO/HEO","380","[c]","37140","36890"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AA/AO","325","[c]","22500","22460"
"Leaver CS","2022","Declared non-disabled","Black","EO","395","[c]","29230","29540"
"Leaver CS","2022","Declared non-disabled","Black","G6/G7","85","[c]","58160","55550"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SEO/HEO","235","[c]","37380","35380"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","205","[c]","21660","21260"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","180","[c]","28210","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","60","[c]","60400","58460"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","130","[c]","37220","37190"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","55","[c]","28730","27650"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","40","[c]","38100","37000"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","240","[c]","22010","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","200","[c]","28150","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","75","[c]","58590","57480"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","150","[c]","37820","37030"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","325","[c]","21440","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","140","[c]","27330","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","65","[c]","57350","56060"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","160","[c]","37420","36080"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","AA/AO","8245","[c]","21580","21260"
"Leaver CS","2022","Declared non-disabled","White","EO","5070","[c]","27520","27570"
"Leaver CS","2022","Declared non-disabled","White","G6/G7","2210","[c]","60390","58550"
"Leaver CS","2022","Declared non-disabled","White","SCS level","390","[c]","96340","92500"
"Leaver CS","2022","Declared non-disabled","White","SEO/HEO","4315","[c]","37510","36780"
"Leaver CS","2022","Declared non-disabled","White","Unknown","845","[c]","37770","36240"
"Leaver CS","2022","Undeclared","Asian","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AA/AO","165","[c]","23170","21260"
"Leaver CS","2022","Undeclared","Undeclared","EO","120","[c]","28040","27570"
"Leaver CS","2022","Undeclared","Undeclared","G6/G7","75","[c]","58670","57120"
"Leaver CS","2022","Undeclared","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","SEO/HEO","165","[c]","38880","37960"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","AA/AO","665","[c]","21490","21170"
"Leaver CS","2022","Undeclared","White","EO","300","[c]","27380","27570"
"Leaver CS","2022","Undeclared","White","G6/G7","90","[c]","61350","59740"
"Leaver CS","2022","Undeclared","White","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","SEO/HEO","255","[c]","36670","36840"
"Leaver CS","2022","Undeclared","White","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","80","[c]","22320","22400"
"Leaver CS","2022","Unknown","Asian","EO","75","[c]","26790","27400"
"Leaver CS","2022","Unknown","Asian","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","90","[c]","36590","36500"
"Leaver CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","45","[c]","38110","39000"
"Leaver CS","2022","Unknown","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","100","[c]","21020","19630"
"Leaver CS","2022","Unknown","Undeclared","EO","75","[c]","28990","27900"
"Leaver CS","2022","Unknown","Undeclared","G6/G7","45","[c]","58640","57700"
"Leaver CS","2022","Unknown","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","125","[c]","36440","36410"
"Leaver CS","2022","Unknown","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","3670","[c]","21680","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1605","[c]","27230","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","700","[c]","60820","57430"
"Leaver CS","2022","Unknown","Unknown","SCS level","110","[c]","108160","95130"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","1370","[c]","36710","36210"
"Leaver CS","2022","Unknown","Unknown","Unknown","880","[c]","36370","33270"
"Leaver CS","2022","Unknown","White","AA/AO","690","[c]","23760","21830"
"Leaver CS","2022","Unknown","White","EO","405","[c]","29560","28850"
"Leaver CS","2022","Unknown","White","G6/G7","320","[c]","59970","56220"
"Leaver CS","2022","Unknown","White","SCS level","65","[c]","101550","101430"
"Leaver CS","2022","Unknown","White","SEO/HEO","535","[c]","38890","38550"
"Leaver CS","2022","Unknown","White","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","EO","60","[c]","28400","27570"
"Leaver Dept.","2022","Declared disabled","Asian","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO/HEO","60","[c]","35480","35070"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
