"Status","Year","Disability","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","80","[c]","29900","27570"
"Leaver CS","2022","Declared disabled","White","Heterosexual / straight","2505","[c]","30240","27570"
"Leaver CS","2022","Declared disabled","White","LGBO","370","[c]","30820","27570"
"Leaver CS","2022","Declared disabled","White","Undeclared","270","[c]","28320","26750"
"Leaver CS","2022","Declared disabled","White","Unknown","485","[c]","31800","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Heterosexual / straight","1390","[c]","33440","28670"
"Leaver CS","2022","Declared non-disabled","Asian","LGBO","40","[c]","37080","29290"
"Leaver CS","2022","Declared non-disabled","Asian","Undeclared","85","[c]","31780","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","300","[c]","33190","27570"
"Leaver CS","2022","Declared non-disabled","Black","Heterosexual / straight","930","[c]","32280","30830"
"Leaver CS","2022","Declared non-disabled","Black","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Undeclared","50","[c]","33370","27990"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","100","[c]","31870","31060"
"Leaver CS","2022","Declared non-disabled","Mixed","Heterosexual / straight","485","[c]","32740","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","LGBO","55","[c]","32130","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Heterosexual / straight","130","[c]","34360","31060"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Heterosexual / straight","150","[c]","33160","27930"
"Leaver CS","2022","Declared non-disabled","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Undeclared","345","[c]","32460","29080"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","190","[c]","31120","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","145","[c]","38710","32180"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","50","[c]","32130","32730"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","540","[c]","30670","25340"
"Leaver CS","2022","Declared non-disabled","White","Heterosexual / straight","15475","[c]","33670","27570"
"Leaver CS","2022","Declared non-disabled","White","LGBO","1065","[c]","32190","27570"
"Leaver CS","2022","Declared non-disabled","White","Undeclared","1195","[c]","33400","27570"
"Leaver CS","2022","Declared non-disabled","White","Unknown","3335","[c]","33330","27570"
"Leaver CS","2022","Undeclared","Asian","Heterosexual / straight","55","[c]","29020","27570"
"Leaver CS","2022","Undeclared","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Undeclared","395","[c]","36440","33320"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Heterosexual / straight","770","[c]","30220","27130"
"Leaver CS","2022","Undeclared","White","LGBO","85","[c]","31380","27130"
"Leaver CS","2022","Undeclared","White","Undeclared","200","[c]","33560","27570"
"Leaver CS","2022","Undeclared","White","Unknown","305","[c]","31780","27570"
"Leaver CS","2022","Unknown","Asian","Heterosexual / straight","170","[c]","33630","28500"
"Leaver CS","2022","Unknown","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","95","[c]","43390","33840"
"Leaver CS","2022","Unknown","Black","Heterosexual / straight","85","[c]","33660","30730"
"Leaver CS","2022","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Heterosexual / straight","50","[c]","33590","28140"
"Leaver CS","2022","Unknown","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","80","[c]","38430","36330"
"Leaver CS","2022","Unknown","Undeclared","Unknown","250","[c]","34360","29540"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","85","[c]","37040","31060"
"Leaver CS","2022","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","435","[c]","45350","43660"
"Leaver CS","2022","Unknown","Unknown","Unknown","7810","[c]","32150","27570"
"Leaver CS","2022","Unknown","White","Heterosexual / straight","1125","[c]","37140","33000"
"Leaver CS","2022","Unknown","White","LGBO","75","[c]","33630","28540"
"Leaver CS","2022","Unknown","White","Undeclared","150","[c]","38320","33300"
"Leaver CS","2022","Unknown","White","Unknown","700","[c]","42880","38250"
"Leaver Dept.","2022","Declared disabled","Asian","Heterosexual / straight","140","[c]","32000","29800"
"Leaver Dept.","2022","Declared disabled","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Heterosexual / straight","75","[c]","34890","31860"
"Leaver Dept.","2022","Declared disabled","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Heterosexual / straight","50","[c]","34070","27690"
"Leaver Dept.","2022","Declared disabled","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Undeclared","35","[c]","36690","33310"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Heterosexual / straight","945","[c]","36730","31990"
"Leaver Dept.","2022","Declared disabled","White","LGBO","220","[c]","33700","29220"
"Leaver Dept.","2022","Declared disabled","White","Undeclared","100","[c]","35280","31990"
"Leaver Dept.","2022","Declared disabled","White","Unknown","120","[c]","38230","33480"
"Leaver Dept.","2022","Declared non-disabled","Asian","Heterosexual / straight","1595","[c]","35310","30730"
"Leaver Dept.","2022","Declared non-disabled","Asian","LGBO","55","[c]","36340","33430"
"Leaver Dept.","2022","Declared non-disabled","Asian","Undeclared","85","[c]","35900","30820"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","135","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Heterosexual / straight","840","[c]","34620","31060"
"Leaver Dept.","2022","Declared non-disabled","Black","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Undeclared","40","[c]","38020","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Heterosexual / straight","350","[c]","37280","33340"
"Leaver Dept.","2022","Declared non-disabled","Mixed","LGBO","45","[c]","37130","32540"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Heterosexual / straight","95","[c]","38910","32330"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Heterosexual / straight","110","[c]","35300","31990"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Undeclared","150","[c]","38320","34020"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","40","[c]","39420","32930"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Heterosexual / straight","95","[c]","41090","33250"
"Leaver Dept.","2022","Declared non-disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","180","[c]","34670","29180"
"Leaver Dept.","2022","Declared non-disabled","White","Heterosexual / straight","8095","[c]","38770","33210"
"Leaver Dept.","2022","Declared non-disabled","White","LGBO","730","[c]","38400","33700"
"Leaver Dept.","2022","Declared non-disabled","White","Undeclared","585","[c]","39010","32360"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","975","[c]","42040","34290"
"Leaver Dept.","2022","Undeclared","Asian","Heterosexual / straight","55","[c]","30920","29610"
"Leaver Dept.","2022","Undeclared","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Undeclared","200","[c]","39640","36820"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","Heterosexual / straight","260","[c]","34610","30810"
"Leaver Dept.","2022","Undeclared","White","LGBO","40","[c]","37030","34550"
"Leaver Dept.","2022","Undeclared","White","Undeclared","65","[c]","33750","32540"
"Leaver Dept.","2022","Undeclared","White","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Heterosexual / straight","170","[c]","41290","33080"
"Leaver Dept.","2022","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Undeclared","30","[c]","50730","42500"
"Leaver Dept.","2022","Unknown","Asian","Unknown","100","[c]","51980","40570"
"Leaver Dept.","2022","Unknown","Black","Heterosexual / straight","90","[c]","46180","40060"
"Leaver Dept.","2022","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","45","[c]","53170","40580"
"Leaver Dept.","2022","Unknown","Mixed","Heterosexual / straight","35","[c]","35380","33610"
"Leaver Dept.","2022","Unknown","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","120","[c]","46420","40070"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","320","[c]","44860","40070"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","980","[c]","[c]","[c]"
