"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","No function","London","6745","6380","37010","31880"
"In post","2022","Asian","No function","Outside London","11020","10125","28020","27570"
"In post","2022","Asian","No function","Overseas","80","80","48000","40330"
"In post","2022","Asian","No function","Unknown","100","90","30740","30330"
"In post","2022","Asian","Project Delivery","London","555","530","46280","42050"
"In post","2022","Asian","Project Delivery","Outside London","680","660","38210","35160"
"In post","2022","Asian","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","London","250","240","36230","32320"
"In post","2022","Asian","Property","Outside London","210","200","36020","31290"
"In post","2022","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","London","170","165","37980","34590"
"In post","2022","Asian","Security","Outside London","145","140","28530","26350"
"In post","2022","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","London","3315","3110","34760","29450"
"In post","2022","Asian","Unknown","Outside London","2030","1885","28910","25040"
"In post","2022","Asian","Unknown","Overseas","50","50","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","150","150","40770","38020"
"In post","2022","Black","Analysis","Outside London","65","65","35360","33220"
"In post","2022","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","London","95","95","44650","41750"
"In post","2022","Black","Commercial","Outside London","70","70","33850","34250"
"In post","2022","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","110","110","38140","34810"
"In post","2022","Black","Communications","Outside London","135","130","28410","26820"
"In post","2022","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","430","405","32160","31060"
"In post","2022","Black","Counter Fraud","Outside London","185","175","28470","27570"
"In post","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","90","85","28920","26400"
"In post","2022","Black","Debt","Outside London","115","110","22300","21250"
"In post","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","335","330","41750","39470"
"In post","2022","Black","Digital, Data & Technology","Outside London","300","300","37070","34230"
"In post","2022","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","London","295","290","41290","38370"
"In post","2022","Black","Finance","Outside London","150","150","35160","33300"
"In post","2022","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","London","255","250","37920","34640"
"In post","2022","Black","Human Resources","Outside London","120","120","33660","29710"
"In post","2022","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","30","30","43160","40480"
"In post","2022","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","London","495","475","42200","35020"
"In post","2022","Black","Legal","Outside London","150","145","38660","33370"
"In post","2022","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","London","6015","5825","33620","31060"
"In post","2022","Black","No function","Outside London","4135","3910","28730","27570"
"In post","2022","Black","No function","Overseas","35","35","41740","34240"
"In post","2022","Black","No function","Unknown","40","35","31960","31060"
"In post","2022","Black","Project Delivery","London","345","335","43050","39690"
"In post","2022","Black","Project Delivery","Outside London","320","320","35350","33690"
"In post","2022","Black","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","London","125","120","38600","34590"
"In post","2022","Black","Property","Outside London","75","75","36180","33300"
"In post","2022","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","85","85","34040","31020"
"In post","2022","Black","Security","Outside London","45","45","30110","26740"
"In post","2022","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","London","1645","1560","34680","29970"
"In post","2022","Black","Unknown","Outside London","560","525","29800","26350"
"In post","2022","Black","Unknown","Overseas","20","20","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","London","135","135","45220","41700"
"In post","2022","Mixed","Analysis","Outside London","85","80","39560","36870"
"In post","2022","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","35","35","47760","41200"
"In post","2022","Mixed","Commercial","Outside London","60","55","34430","33900"
"In post","2022","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","London","95","90","44450","40600"
"In post","2022","Mixed","Communications","Outside London","100","95","32000","33080"
"In post","2022","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","110","105","36330","31060"
"In post","2022","Mixed","Counter Fraud","Outside London","150","140","30380","27570"
"In post","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Debt","London","10","5","[c]","[c]"
"In post","2022","Mixed","Debt","Outside London","75","70","22570","21260"
"In post","2022","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","London","135","130","46340","42930"
"In post","2022","Mixed","Digital, Data & Technology","Outside London","215","210","39020","36050"
"In post","2022","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","London","85","80","45390","41750"
"In post","2022","Mixed","Finance","Outside London","120","115","37660","35070"
"In post","2022","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Human Resources","London","135","130","42660","37620"
"In post","2022","Mixed","Human Resources","Outside London","105","105","37120","32540"
"In post","2022","Mixed","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","London","195","185","52120","53050"
"In post","2022","Mixed","Legal","Outside London","125","115","41870","44040"
"In post","2022","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","London","1965","1905","39790","34260"
"In post","2022","Mixed","No function","Outside London","3305","3110","29300","27570"
"In post","2022","Mixed","No function","Overseas","60","60","51760","48700"
"In post","2022","Mixed","No function","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","Project Delivery","London","150","145","48740","43810"
"In post","2022","Mixed","Project Delivery","Outside London","270","260","37450","33960"
"In post","2022","Mixed","Project Delivery","Overseas","25","25","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","London","40","40","41260","41750"
"In post","2022","Mixed","Property","Outside London","65","65","34400","32000"
"In post","2022","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","London","40","40","45090","39230"
"In post","2022","Mixed","Security","Outside London","80","80","33280","32000"
"In post","2022","Mixed","Security","Overseas","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","London","465","445","40040","35200"
"In post","2022","Mixed","Unknown","Outside London","645","605","33340","27280"
"In post","2022","Mixed","Unknown","Overseas","20","20","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","London","40","40","53240","50950"
"In post","2022","Other ethnicity","Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","London","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","London","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","London","35","35","34540","31470"
"In post","2022","Other ethnicity","Counter Fraud","Outside London","35","35","30350","27570"
"In post","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Outside London","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","London","55","55","47380","41350"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outside London","65","65","43170","37300"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","London","35","30","43640","41070"
"In post","2022","Other ethnicity","Finance","Outside London","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","London","35","30","38560","32470"
"In post","2022","Other ethnicity","Human Resources","Outside London","25","20","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","75","70","50560","52100"
"In post","2022","Other ethnicity","Legal","Outside London","40","35","42750","41750"
"In post","2022","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","London","755","725","38830","33570"
"In post","2022","Other ethnicity","No function","Outside London","805","760","30920","27570"
"In post","2022","Other ethnicity","No function","Overseas","20","20","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","45","45","50180","47240"
"In post","2022","Other ethnicity","Project Delivery","Outside London","70","65","38940","37620"
"In post","2022","Other ethnicity","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","145","140","37620","32720"
"In post","2022","Other ethnicity","Unknown","Outside London","130","120","30390","25990"
"In post","2022","Other ethnicity","Unknown","Overseas","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","95","90","51880","53530"
"In post","2022","Undeclared","Analysis","Outside London","145","140","41500","39950"
"In post","2022","Undeclared","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","30","30","58470","55750"
"In post","2022","Undeclared","Commercial","Outside London","175","170","39890","38650"
"In post","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","45","45","45610","42470"
"In post","2022","Undeclared","Communications","Outside London","145","135","32290","29200"
"In post","2022","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","275","255","36920","33440"
"In post","2022","Undeclared","Counter Fraud","Outside London","680","620","32400","28810"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","35","30","29470","26400"
"In post","2022","Undeclared","Debt","Outside London","205","175","22980","21260"
"In post","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","165","160","50570","53130"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","985","955","40110","37780"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","115","110","47070","43810"
"In post","2022","Undeclared","Finance","Outside London","400","375","36290","33370"
"In post","2022","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","85","80","27300","26320"
"In post","2022","Undeclared","Human Resources","London","95","95","45880","42320"
"In post","2022","Undeclared","Human Resources","Outside London","260","240","32780","30630"
"In post","2022","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","London","160","150","55300","59970"
"In post","2022","Undeclared","Legal","Outside London","190","175","44440","41750"
"In post","2022","Undeclared","No function","London","2035","1940","40790","35060"
"In post","2022","Undeclared","No function","Outside London","7755","7045","30580","27570"
"In post","2022","Undeclared","No function","Overseas","145","145","52190","53470"
"In post","2022","Undeclared","No function","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","165","155","50740","46750"
"In post","2022","Undeclared","Project Delivery","Outside London","1100","1055","41000","40200"
"In post","2022","Undeclared","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","150","145","41290","37820"
"In post","2022","Undeclared","Property","Outside London","535","490","36240","33300"
"In post","2022","Undeclared","Property","Overseas","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","130","125","44440","43360"
"In post","2022","Undeclared","Security","Outside London","395","385","34230","33630"
"In post","2022","Undeclared","Security","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","925","875","40950","36200"
"In post","2022","Undeclared","Unknown","Outside London","2425","2280","32790","28350"
"In post","2022","Undeclared","Unknown","Overseas","45","45","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","London","480","470","46300","42380"
"In post","2022","Unknown","Analysis","Outside London","475","460","36580","33370"
"In post","2022","Unknown","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","London","755","745","66850","64000"
"In post","2022","Unknown","Commercial","Outside London","1050","1035","55100","51560"
"In post","2022","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Communications","London","580","570","46330","42200"
"In post","2022","Unknown","Communications","Outside London","1525","1485","29940","26820"
"In post","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","550","535","38570","37610"
"In post","2022","Unknown","Counter Fraud","Outside London","1685","1595","30980","27570"
"In post","2022","Unknown","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","London","85","75","28590","26400"
"In post","2022","Unknown","Debt","Outside London","1190","1100","22380","21250"
"In post","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","London","685","675","48380","44500"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","2340","2295","39330","36360"
"In post","2022","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","London","395","390","47970","42930"
"In post","2022","Unknown","Finance","Outside London","1075","1010","33370","29430"
"In post","2022","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Outside London","855","810","23890","21300"
"In post","2022","Unknown","Human Resources","London","270","265","42790","37930"
"In post","2022","Unknown","Human Resources","Outside London","780","750","33460","30450"
"In post","2022","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Legal","London","695","655","53260","55000"
"In post","2022","Unknown","Legal","Outside London","695","640","41810","40090"
"In post","2022","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","8960","8740","39910","33570"
"In post","2022","Unknown","No function","Outside London","30155","28010","27490","25320"
"In post","2022","Unknown","No function","Overseas","105","105","54270","55530"
"In post","2022","Unknown","No function","Unknown","335","325","31590","29250"
"In post","2022","Unknown","Project Delivery","London","815","790","50930","51500"
"In post","2022","Unknown","Project Delivery","Outside London","1725","1675","37320","33930"
"In post","2022","Unknown","Project Delivery","Overseas","160","160","53990","53610"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","215","215","40760","36990"
"In post","2022","Unknown","Property","Outside London","1100","1060","30340","26030"
"In post","2022","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","London","265","260","38330","35060"
"In post","2022","Unknown","Security","Outside London","1130","1110","30090","26670"
"In post","2022","Unknown","Security","Overseas","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","London","2005","1980","40680","35050"
"In post","2022","Unknown","Unknown","Outside London","7175","6855","32610","27230"
"In post","2022","Unknown","Unknown","Overseas","210","210","44800","41600"
"In post","2022","Unknown","Unknown","Unknown","1795","1790","37630","34460"
"In post","2022","White","Analysis","London","2410","2325","51760","51710"
"In post","2022","White","Analysis","Outside London","3715","3540","39020","36840"
"In post","2022","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","White","Commercial","London","760","745","56910","53360"
"In post","2022","White","Commercial","Outside London","3145","3030","39240","36780"
"In post","2022","White","Commercial","Overseas","30","30","48680","42100"
"In post","2022","White","Commercial","Unknown","35","35","50140","49700"
"In post","2022","White","Communications","London","1420","1390","49040","45100"
"In post","2022","White","Communications","Outside London","3615","3455","32700","30190"
"In post","2022","White","Communications","Overseas","5","5","[c]","[c]"
"In post","2022","White","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","White","Counter Fraud","London","1550","1475","41180","37930"
"In post","2022","White","Counter Fraud","Outside London","9965","9110","31290","27570"
"In post","2022","White","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","White","Debt","London","155","145","32710","26400"
"In post","2022","White","Debt","Outside London","4035","3540","23740","21260"
"In post","2022","White","Debt","Unknown","10","10","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","London","2310","2260","50620","51730"
"In post","2022","White","Digital, Data & Technology","Outside London","12940","12490","39810","36820"
"In post","2022","White","Digital, Data & Technology","Overseas","55","55","32970","33300"
"In post","2022","White","Digital, Data & Technology","Unknown","45","45","40670","37300"
"In post","2022","White","Finance","London","1540","1495","51900","49220"
"In post","2022","White","Finance","Outside London","6960","6510","37090","33370"
"In post","2022","White","Finance","Overseas","25","25","[c]","[c]"
"In post","2022","White","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","White","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Outside London","1305","1175","25890","24920"
"In post","2022","White","Human Resources","London","1765","1710","49530","45530"
"In post","2022","White","Human Resources","Outside London","7135","6680","35130","32000"
"In post","2022","White","Human Resources","Overseas","25","25","[c]","[c]"
"In post","2022","White","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2022","White","Internal Audit","London","120","115","56270","53320"
"In post","2022","White","Internal Audit","Outside London","440","415","43870","41990"
"In post","2022","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","London","2830","2650","55680","54760"
"In post","2022","White","Legal","Outside London","5565","5155","42960","41750"
"In post","2022","White","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","White","No function","London","26445","25495","45930","40320"
"In post","2022","White","No function","Outside London","161785","147485","29690","27570"
"In post","2022","White","No function","Overseas","1310","1305","53800","54470"
"In post","2022","White","No function","Unknown","375","355","31470","27570"
"In post","2022","White","Project Delivery","London","2345","2255","57470","55820"
"In post","2022","White","Project Delivery","Outside London","17350","16610","39850","38070"
"In post","2022","White","Project Delivery","Overseas","365","365","55720","55620"
"In post","2022","White","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","White","Property","London","890","860","46610","43300"
"In post","2022","White","Property","Outside London","5635","5395","36010","33300"
"In post","2022","White","Property","Overseas","140","140","39920","39700"
"In post","2022","White","Property","Unknown","30","30","44160","41390"
"In post","2022","White","Security","London","1245","1220","42450","39420"
"In post","2022","White","Security","Outside London","6665","6490","30830","27680"
"In post","2022","White","Security","Overseas","125","125","40130","34450"
"In post","2022","White","Security","Unknown","80","80","30420","27370"
"In post","2022","White","Unknown","London","7630","7305","45470","41950"
"In post","2022","White","Unknown","Outside London","47840","45190","33470","28350"
"In post","2022","White","Unknown","Overseas","435","430","41890","33900"
