"Status","Year","Disability","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Commercial","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Commercial","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Property","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Property","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Unknown","Female","455","435","42530","38580"
"In post","2022","Declared disabled","Cabinet Office","Unknown","Male","350","345","46120","40250"
"In post","2022","Declared disabled","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Other","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Other","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","40","40","37610","36160"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","Female","40","35","43730","40150"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","290","265","31380","28090"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","150","140","31930","27460"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","Female","245","235","46190","40220"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","Male","195","195","48370","52500"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","35","30","36030","33910"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","45","40","40730","39750"
