"Status","Year","Age","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Finance","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","19730","19460"
"In post","2022","16-19","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","23970","22480"
"In post","2022","16-19","Operational Delivery","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","20","20","22330","21250"
"In post","2022","16-19","Operational Delivery","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","Outside London","25","20","22910","21820"
"In post","2022","16-19","Operational Delivery","East Wales","Outside London","25","25","21380","21250"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","Outside London","15","15","21610","21250"
"In post","2022","16-19","Operational Delivery","Essex","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","21740","21250"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Outside London","35","30","21560","21250"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","Outside London","20","20","22230","20890"
"In post","2022","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","London","10","10","26740","25220"
"In post","2022","16-19","Operational Delivery","Inner London - West","London","15","15","24100","22710"
"In post","2022","16-19","Operational Delivery","Kent","Outside London","30","30","23520","21740"
"In post","2022","16-19","Operational Delivery","Lancashire","Outside London","25","25","22040","21260"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","20","15","22060","21110"
"In post","2022","16-19","Operational Delivery","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","Outside London","40","40","21480","21250"
"In post","2022","16-19","Operational Delivery","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","30","30","21430","21260"
"In post","2022","16-19","Operational Delivery","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - West and North West","London","10","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Shropshire and Staffordshire","Outside London","10","10","22300","22490"
"In post","2022","16-19","Operational Delivery","South Yorkshire","Outside London","15","15","22180","21680"
"In post","2022","16-19","Operational Delivery","Southern Scotland","Outside London","10","10","21260","21250"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","Outside London","15","15","24420","23140"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","Outside London","15","15","22110","23140"
"In post","2022","16-19","Operational Delivery","West Central Scotland","Outside London","20","15","21300","21250"
"In post","2022","16-19","Operational Delivery","West Midlands","Outside London","30","25","21810","21260"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","Outside London","80","65","19570","18310"
"In post","2022","16-19","Operational Delivery","West Yorkshire","Outside London","45","45","22070","21250"
"In post","2022","16-19","Operational Research","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Other","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","London","10","10","[c]","[c]"
"In post","2022","16-19","Other","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Other","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - West","London","20","20","25820","25170"
"In post","2022","16-19","Policy","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Policy","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Devon","Outside London","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East Wales","Outside London","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","80","80","18300","17140"
"In post","2022","16-19","Science and Engineering","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Wales","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Northumberland, and Tyne and Wear","Outside London","15","15","21250","21250"
"In post","2022","16-19","Tax","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Yorkshire","Outside London","10","10","21250","21250"
"In post","2022","16-19","Unknown","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","Outside London","30","30","22460","21050"
"In post","2022","16-19","Unknown","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","London","15","15","25820","24490"
"In post","2022","16-19","Unknown","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northumberland, and Tyne and Wear","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Central Scotland","Outside London","20","20","21530","21050"
"In post","2022","16-19","Unknown","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","27400","25990"
"In post","2022","20-29","Commercial","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Derbyshire and Nottinghamshire","Outside London","10","10","28070","26860"
"In post","2022","20-29","Commercial","Devon","Outside London","10","10","35120","33740"
"In post","2022","20-29","Commercial","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","Outside London","20","20","30350","30420"
"In post","2022","20-29","Commercial","East Wales","Outside London","25","25","30050","30420"
"In post","2022","20-29","Commercial","Eastern Scotland","Outside London","25","20","27580","26960"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","315","315","29300","28360"
"In post","2022","20-29","Commercial","Greater Manchester","Outside London","45","45","33690","33080"
"In post","2022","20-29","Commercial","Hampshire and Isle of Wight","Outside London","45","45","28590","26670"
"In post","2022","20-29","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Inner London - East","London","15","15","32830","29690"
"In post","2022","20-29","Commercial","Inner London - West","London","230","230","40220","40650"
"In post","2022","20-29","Commercial","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Merseyside","Outside London","40","40","31040","30420"
"In post","2022","20-29","Commercial","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Northumberland, and Tyne and Wear","Outside London","10","10","32890","31990"
"In post","2022","20-29","Commercial","Outer London - South","London","15","15","35120","32350"
"In post","2022","20-29","Commercial","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Shropshire and Staffordshire","Outside London","15","15","28890","26670"
"In post","2022","20-29","Commercial","South Yorkshire","Outside London","35","30","29810","29360"
"In post","2022","20-29","Commercial","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Tees Valley and Durham","Outside London","15","15","29850","25000"
"In post","2022","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","West Central Scotland","Outside London","20","20","29510","26670"
"In post","2022","20-29","Commercial","West Midlands","Outside London","30","30","30360","30000"
"In post","2022","20-29","Commercial","West Wales and The Valleys","Outside London","10","10","25630","21840"
"In post","2022","20-29","Commercial","West Yorkshire","Outside London","65","60","33080","30730"
"In post","2022","20-29","Communications","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Derbyshire and Nottinghamshire","Outside London","10","10","28800","30730"
"In post","2022","20-29","Communications","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","East Wales","Outside London","35","35","32380","30770"
"In post","2022","20-29","Communications","Eastern Scotland","Outside London","10","10","29080","30520"
"In post","2022","20-29","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","30280","28710"
"In post","2022","20-29","Communications","Greater Manchester","Outside London","30","30","28090","25120"
"In post","2022","20-29","Communications","Hampshire and Isle of Wight","Outside London","20","20","28720","26670"
"In post","2022","20-29","Communications","Inner London - East","London","45","40","33890","33120"
"In post","2022","20-29","Communications","Inner London - West","London","585","585","37520","35500"
"In post","2022","20-29","Communications","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands","Outside London","10","10","33540","30730"
"In post","2022","20-29","Communications","West Wales and The Valleys","Outside London","15","15","28770","26130"
"In post","2022","20-29","Communications","West Yorkshire","Outside London","10","10","37190","33620"
"In post","2022","20-29","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","15","15","25750","27570"
"In post","2022","20-29","Counter Fraud","Devon","Outside London","10","10","28200","27570"
"In post","2022","20-29","Counter Fraud","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Wales","Outside London","20","20","22590","20610"
"In post","2022","20-29","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","10","10","26780","27570"
"In post","2022","20-29","Counter Fraud","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Essex","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","26120","27570"
"In post","2022","20-29","Counter Fraud","Greater Manchester","Outside London","15","15","28250","27570"
"In post","2022","20-29","Counter Fraud","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - East","London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Inner London - West","London","45","45","33460","33100"
"In post","2022","20-29","Counter Fraud","Kent","Outside London","35","35","25730","24250"
"In post","2022","20-29","Counter Fraud","Lancashire","Outside London","15","15","28120","27570"
"In post","2022","20-29","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Merseyside","Outside London","35","35","26100","27570"
"In post","2022","20-29","Counter Fraud","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","70","65","28150","27570"
"In post","2022","20-29","Counter Fraud","Outer London - East and North East","London","85","85","26930","25110"
"In post","2022","20-29","Counter Fraud","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Southern Scotland","Outside London","25","25","22770","21260"
"In post","2022","20-29","Counter Fraud","Surrey, East and West Sussex","Outside London","10","10","29750","28430"
"In post","2022","20-29","Counter Fraud","Tees Valley and Durham","Outside London","10","10","26000","26300"
"In post","2022","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Central Scotland","Outside London","25","25","24590","24880"
"In post","2022","20-29","Counter Fraud","West Midlands","Outside London","45","45","28330","27570"
