"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Female","95","85","21360","21130"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Male","50","50","21640","21190"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Female","120","110","26510","26240"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Male","80","80","26690","26380"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Female","165","160","57640","53940"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Male","145","140","57790","56010"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","340","320","36860","35980"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","240","235","37680","37760"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Female","40","40","55740","52590"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","45","45","34710","34020"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","EO","Female","60","55","26520","26000"
"In post","2022","Declared disabled","Department for Education","EO","Male","40","40","26610","26000"
"In post","2022","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","G6/G7","Female","150","140","56040","53420"
"In post","2022","Declared disabled","Department for Education","G6/G7","Male","90","90","56170","53760"
"In post","2022","Declared disabled","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Female","260","245","35240","36500"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Male","145","145","35220","36500"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Female","180","155","21810","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Male","95","90","21930","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Female","165","155","26280","25450"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Male","115","115","26490","25460"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Female","150","145","53760","52560"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Male","120","115","54190","53380"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","340","320","34220","33810"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","230","225","34660","34570"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Female","55","55","56660","54900"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Male","45","45","57780","54600"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Female","45","45","36370","35560"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Male","45","45","35350","34470"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Female","40","40","27470","27850"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Male","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Female","75","75","55860","53130"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Male","60","55","56010","53130"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","100","100","35330","34160"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","85","85","36290","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Female","410","315","20830","21840"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Male","175","165","21930","21840"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","EO","Female","160","135","27440","26780"
"In post","2022","Declared disabled","Department for Transport","EO","Male","225","210","28030","26780"
"In post","2022","Declared disabled","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Female","50","50","57970","54110"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Male","60","60","60490","55900"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Female","135","130","36090","34710"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Male","155","150","37370","36180"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Female","3445","2775","21400","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Male","1865","1725","21380","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Female","5950","5135","28060","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Male","2650","2490","28080","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Female","245","230","55640","53360"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Male","185","180","57280","54750"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Female","1105","1000","35160","34290"
"In post","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Male","650","625","36350","34290"
"In post","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","AA/AO","Female","45","40","21710","21820"
"In post","2022","Declared disabled","Department of Health and Social Care","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","EO","Female","60","55","26380","27140"
"In post","2022","Declared disabled","Department of Health and Social Care","EO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","G6/G7","Female","110","105","57440","53360"
"In post","2022","Declared disabled","Department of Health and Social Care","G6/G7","Male","55","55","56960","53360"
"In post","2022","Declared disabled","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","SCS level","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Female","180","170","35940","36330"
"In post","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Male","80","80","34930","33650"
"In post","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","EO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SEO/HEO","Female","35","30","35070","33270"
"In post","2022","Declared disabled","Food Standards Agency","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Female","35","35","25290","25000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Male","40","40","26280","25920"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Female","65","60","30080","30580"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Male","45","45","29120","29300"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Female","140","135","57880","55620"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Male","120","115","61090","59700"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Female","150","145","37750","38500"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Male","150","150","38290","37560"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","Female","130","120","22540","22600"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","Male","65","60","22560","22600"
"In post","2022","Declared disabled","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","EO","Female","175","145","27320","27130"
"In post","2022","Declared disabled","HM Land Registry","EO","Male","80","75","27490","27130"
"In post","2022","Declared disabled","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","Female","115","105","36590","33840"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","Male","80","70","38070","38450"
"In post","2022","Declared disabled","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","AA/AO","Female","1210","965","21960","22040"
"In post","2022","Declared disabled","HM Revenue and Customs","AA/AO","Male","770","705","21750","21250"
"In post","2022","Declared disabled","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","EO","Female","830","730","27810","26820"
