"Status","Year","Disability","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Outside London","Heterosexual / straight","10120","9415","30850","27570"
"In post","2022","Undeclared","Outside London","LGBO","870","840","30700","27570"
"In post","2022","Undeclared","Outside London","Undeclared","8245","7710","33190","30820"
"In post","2022","Undeclared","Outside London","Unknown","2690","2380","30190","31650"
"In post","2022","Undeclared","Overseas","Heterosexual / straight","55","50","46790","41500"
"In post","2022","Undeclared","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Overseas","Undeclared","95","95","46850","41960"
"In post","2022","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Heterosexual / straight","30","30","39110","31060"
"In post","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Heterosexual / straight","4810","4690","44670","40230"
"In post","2022","Unknown","London","LGBO","445","440","44140","40650"
"In post","2022","Unknown","London","Undeclared","1580","1535","47460","41750"
"In post","2022","Unknown","London","Unknown","15345","14975","43410","37890"
"In post","2022","Unknown","Outside London","Heterosexual / straight","16235","15370","35020","32670"
"In post","2022","Unknown","Outside London","LGBO","1025","1010","32650","29360"
"In post","2022","Unknown","Outside London","Undeclared","2290","2170","37700","34140"
"In post","2022","Unknown","Outside London","Unknown","48355","45645","30370","26820"
"In post","2022","Unknown","Overseas","Heterosexual / straight","305","300","55140","53740"
"In post","2022","Unknown","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","Undeclared","45","45","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","570","570","50400","51450"
"In post","2022","Unknown","Unknown","Heterosexual / straight","45","45","41140","40650"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2185","2170","37080","32700"
"Leaver CS","2022","Declared disabled","London","Heterosexual / straight","475","[c]","37830","31060"
"Leaver CS","2022","Declared disabled","London","LGBO","125","[c]","37530","31520"
"Leaver CS","2022","Declared disabled","London","Undeclared","100","[c]","35300","31060"
"Leaver CS","2022","Declared disabled","London","Unknown","105","[c]","43930","32220"
"Leaver CS","2022","Declared disabled","Outside London","Heterosexual / straight","2415","[c]","28770","26780"
"Leaver CS","2022","Declared disabled","Outside London","LGBO","315","[c]","28000","26470"
"Leaver CS","2022","Declared disabled","Outside London","Undeclared","320","[c]","29040","26780"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","555","[c]","29090","27090"
"Leaver CS","2022","Declared disabled","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Heterosexual / straight","35","[c]","28330","26670"
"Leaver CS","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Heterosexual / straight","4120","[c]","41970","35050"
"Leaver CS","2022","Declared non-disabled","London","LGBO","315","[c]","40450","34410"
"Leaver CS","2022","Declared non-disabled","London","Undeclared","420","[c]","40950","34260"
"Leaver CS","2022","Declared non-disabled","London","Unknown","650","[c]","46320","37850"
"Leaver CS","2022","Declared non-disabled","Outside London","Heterosexual / straight","14225","[c]","30940","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","LGBO","870","[c]","29030","26750"
"Leaver CS","2022","Declared non-disabled","Outside London","Undeclared","1280","[c]","30810","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","3865","[c]","30220","27360"
"Leaver CS","2022","Declared non-disabled","Overseas","Heterosexual / straight","50","[c]","50640","45080"
"Leaver CS","2022","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","310","[c]","29150","21840"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","70","[c]","23550","21720"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Heterosexual / straight","155","[c]","38750","33610"
"Leaver CS","2022","Undeclared","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Undeclared","160","[c]","44220","40410"
"Leaver CS","2022","Undeclared","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Heterosexual / straight","750","[c]","28240","25310"
"Leaver CS","2022","Undeclared","Outside London","LGBO","80","[c]","28430","26470"
"Leaver CS","2022","Undeclared","Outside London","Undeclared","485","[c]","32690","28730"
"Leaver CS","2022","Undeclared","Outside London","Unknown","455","[c]","30040","27570"
"Leaver CS","2022","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Heterosexual / straight","445","[c]","42530","35050"
"Leaver CS","2022","Unknown","London","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Undeclared","375","[c]","42780","40070"
"Leaver CS","2022","Unknown","London","Unknown","2065","[c]","40890","33570"
"Leaver CS","2022","Unknown","Outside London","Heterosexual / straight","1070","[c]","34340","30940"
"Leaver CS","2022","Unknown","Outside London","LGBO","55","[c]","30570","26350"
"Leaver CS","2022","Unknown","Outside London","Undeclared","265","[c]","37240","33000"
"Leaver CS","2022","Unknown","Outside London","Unknown","6200","[c]","29630","25540"
"Leaver CS","2022","Unknown","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","45","[c]","44420","41600"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","615","[c]","35150","30780"
"Leaver Dept.","2022","Declared disabled","London","Heterosexual / straight","465","[c]","42790","37640"
"Leaver Dept.","2022","Declared disabled","London","LGBO","115","[c]","38340","34550"
"Leaver Dept.","2022","Declared disabled","London","Undeclared","75","[c]","41010","36650"
"Leaver Dept.","2022","Declared disabled","London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Heterosexual / straight","760","[c]","32190","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","LGBO","130","[c]","29400","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","Undeclared","90","[c]","31510","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","110","[c]","30750","27570"
"Leaver Dept.","2022","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Heterosexual / straight","4705","[c]","43960","39840"
"Leaver Dept.","2022","Declared non-disabled","London","LGBO","430","[c]","43300","39190"
"Leaver Dept.","2022","Declared non-disabled","London","Undeclared","415","[c]","42960","37090"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","445","[c]","50470","46660"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Heterosexual / straight","6245","[c]","33450","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","LGBO","415","[c]","32770","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Undeclared","465","[c]","34720","28590"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","985","[c]","34830","29230"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Heterosexual / straight","225","[c]","38290","33250"
"Leaver Dept.","2022","Declared non-disabled","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","30","[c]","36450","33230"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Heterosexual / straight","135","[c]","38890","34160"
"Leaver Dept.","2022","Undeclared","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Undeclared","145","[c]","44620","40600"
"Leaver Dept.","2022","Undeclared","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","Heterosexual / straight","240","[c]","31600","27590"
"Leaver Dept.","2022","Undeclared","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outside London","Undeclared","165","[c]","33540","30360"
"Leaver Dept.","2022","Undeclared","Outside London","Unknown","70","[c]","32180","30210"
"Leaver Dept.","2022","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Heterosexual / straight","515","[c]","44480","40070"
"Leaver Dept.","2022","Unknown","London","LGBO","55","[c]","44230","40050"
"Leaver Dept.","2022","Unknown","London","Undeclared","705","[c]","51480","42850"
"Leaver Dept.","2022","Unknown","London","Unknown","1935","[c]","44010","35590"
"Leaver Dept.","2022","Unknown","Outside London","Heterosexual / straight","635","[c]","41720","36330"
"Leaver Dept.","2022","Unknown","Outside London","LGBO","40","[c]","38680","31810"
"Leaver Dept.","2022","Unknown","Outside London","Undeclared","450","[c]","45320","40230"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","1755","[c]","37000","31040"
"Leaver Dept.","2022","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","165","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","205","[c]","36280","32000"
"New entrant CS","2022","Declared disabled","London","Heterosexual / straight","675","[c]","34950","31060"
"New entrant CS","2022","Declared disabled","London","LGBO","185","[c]","33920","32560"
"New entrant CS","2022","Declared disabled","London","Undeclared","105","[c]","35480","32320"
"New entrant CS","2022","Declared disabled","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","Heterosexual / straight","3090","[c]","27880","25480"
"New entrant CS","2022","Declared disabled","Outside London","LGBO","695","[c]","26570","24800"
"New entrant CS","2022","Declared disabled","Outside London","Undeclared","265","[c]","28450","27120"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","145","[c]","28420","24880"
"New entrant CS","2022","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","Heterosexual / straight","5705","[c]","36660","32330"
"New entrant CS","2022","Declared non-disabled","London","LGBO","565","[c]","37220","33210"
"New entrant CS","2022","Declared non-disabled","London","Undeclared","375","[c]","36110","32330"
"New entrant CS","2022","Declared non-disabled","London","Unknown","85","[c]","38870","34260"
"New entrant CS","2022","Declared non-disabled","Outside London","Heterosexual / straight","25075","[c]","28160","26130"
"New entrant CS","2022","Declared non-disabled","Outside London","LGBO","2200","[c]","27200","24800"
"New entrant CS","2022","Declared non-disabled","Outside London","Undeclared","1235","[c]","28900","26590"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","1410","[c]","25760","22000"
"New entrant CS","2022","Declared non-disabled","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","220","[c]","32090","29290"
"New entrant CS","2022","Declared non-disabled","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Heterosexual / straight","250","[c]","35110","32350"
"New entrant CS","2022","Undeclared","London","LGBO","40","[c]","31620","28500"
"New entrant CS","2022","Undeclared","London","Undeclared","150","[c]","38640","34020"
"New entrant CS","2022","Undeclared","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Heterosexual / straight","875","[c]","27720","26310"
"New entrant CS","2022","Undeclared","Outside London","LGBO","150","[c]","26440","25000"
"New entrant CS","2022","Undeclared","Outside London","Undeclared","350","[c]","29810","27570"
"New entrant CS","2022","Undeclared","Outside London","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Heterosexual / straight","835","[c]","37600","32790"
"New entrant CS","2022","Unknown","London","LGBO","100","[c]","35700","32790"
"New entrant CS","2022","Unknown","London","Undeclared","460","[c]","37730","32790"
"New entrant CS","2022","Unknown","London","Unknown","4195","[c]","35680","30750"
"New entrant CS","2022","Unknown","Outside London","Heterosexual / straight","2765","[c]","30740","27130"
"New entrant CS","2022","Unknown","Outside London","LGBO","265","[c]","28920","26350"
"New entrant CS","2022","Unknown","Outside London","Undeclared","350","[c]","32670","28970"
"New entrant CS","2022","Unknown","Outside London","Unknown","15805","[c]","27380","24800"
"New entrant CS","2022","Unknown","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","505","[c]","27650","24920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
