"Status","Year","Organisation","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Female","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO/HEO","Female","60","60","40040","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO/HEO","Male","55","55","42790","43750"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","EO","Female","40","35","24430","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","EO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","SEO/HEO","Female","45","40","33060","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO/HEO","Female","30","30","33570","31170"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","SEO/HEO","Female","30","30","34430","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","AA/AO","Female","65","55","21470","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","AA/AO","Male","40","40","21370","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","EO","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","AA/AO","Female","65","60","21310","21300"
"In post","2022","Animal and Plant Health Agency","Devon","AA/AO","Male","35","35","21320","21300"
"In post","2022","Animal and Plant Health Agency","Devon","EO","Female","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","Devon","EO","Male","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","EO","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","AA/AO","Female","35","30","21300","21300"
"In post","2022","Animal and Plant Health Agency","East Wales","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","EO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","G6/G7","Male","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","EO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","EO","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","30","30","21390","21300"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","G6/G7","Male","[c]","[c]","[c]","[c]"
