"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","HEO","Male","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","EO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","HEO","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","Female","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","EO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","HEO","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","EO","Female","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","SEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","EO","Female","30","30","25230","24920"
"In post","2022","Animal and Plant Health Agency","East of England","EO","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","HEO","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","HEO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","EO","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","EO","Male","30","30","30700","31460"
"In post","2022","Animal and Plant Health Agency","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","Female","90","80","21440","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","Male","45","45","21360","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","Female","50","45","24990","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G7","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","Female","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","Female","30","30","21300","21300"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G7","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G7","Male","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","HEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","Female","115","110","24340","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","Male","75","70","24330","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","Female","145","135","27680","27960"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","Male","70","70","27430","27960"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","Female","85","85","32560","32560"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","Male","60","60","32770","32560"
"In post","2022","Animal and Plant Health Agency","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","Female","75","70","40430","39210"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","Male","60","55","40060","39350"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","Female","105","95","21330","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","Male","60","60","21310","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","EO","Female","60","55","25550","25100"
"In post","2022","Animal and Plant Health Agency","South West (England)","EO","Male","55","55","25690","25190"
"In post","2022","Animal and Plant Health Agency","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","G7","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","G7","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","HEO","Female","35","35","30130","29180"
"In post","2022","Animal and Plant Health Agency","South West (England)","HEO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","SEO","Female","45","40","38660","36970"
"In post","2022","Animal and Plant Health Agency","South West (England)","SEO","Male","35","35","40800","37690"
"In post","2022","Animal and Plant Health Agency","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","AO","Female","100","90","21320","21300"
"In post","2022","Animal and Plant Health Agency","Wales","AO","Male","30","30","21250","21300"
"In post","2022","Animal and Plant Health Agency","Wales","EO","Female","55","50","25420","25010"
"In post","2022","Animal and Plant Health Agency","Wales","EO","Male","30","25","25730","25460"
"In post","2022","Animal and Plant Health Agency","Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","G7","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","G7","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","HEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","HEO","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","SEO","Female","40","35","37640","36970"
"In post","2022","Animal and Plant Health Agency","Wales","SEO","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","AO","Female","55","50","21350","21300"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","AO","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","EO","Female","45","45","25310","24920"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","G7","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","G7","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","Female","35","30","29720","29180"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","SEO","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","SEO","Male","30","30","40140","37440"
