"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","HEO","140","[c]","35530","35070"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","SEO","70","[c]","42360","41560"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","AA/AO","AO","65","[c]","22560","22570"
"Leaver CS","2022","Declared non-disabled","Analysis","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","G6/G7","G7","50","[c]","55290","54320"
"Leaver CS","2022","Declared non-disabled","Analysis","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","SEO/HEO","HEO","90","[c]","33410","33000"
"Leaver CS","2022","Declared non-disabled","Analysis","SEO/HEO","SEO","40","[c]","41020","39070"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","HEO","50","[c]","33540","33630"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","SEO","60","[c]","41720","41000"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","HEO","75","[c]","34580","33840"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","SEO","50","[c]","41910","40530"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","AO","70","[c]","21920","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","EO","115","[c]","27830","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","35","[c]","35090","34290"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","AA/AO","AO","135","[c]","21280","21260"
"Leaver CS","2022","Declared non-disabled","Debt","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","AA/AO","AO","45","[c]","21480","21170"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","EO","EO","120","[c]","27400","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","G6","65","[c]","69080","68870"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","G6/G7","G7","170","[c]","56150","54890"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","HEO","160","[c]","34060","33350"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","SEO/HEO","SEO","195","[c]","42010","40600"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","AO","45","[c]","22110","21580"
"Leaver CS","2022","Declared non-disabled","Finance","EO","EO","45","[c]","26530","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","G7","45","[c]","54330","52750"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","HEO","60","[c]","34440","33950"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","SEO","60","[c]","43180","42040"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","AA/AO","AO","85","[c]","21180","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","EO","EO","45","[c]","25600","25690"
"Leaver CS","2022","Declared non-disabled","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","AO","70","[c]","21560","21170"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","EO","95","[c]","27120","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","G7","50","[c]","53790","53880"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","HEO","75","[c]","33800","33910"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","SEO","75","[c]","41730","40580"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","AO","70","[c]","22400","22200"
"Leaver CS","2022","Declared non-disabled","Legal","EO","EO","75","[c]","28140","27570"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","G6","60","[c]","69810","69030"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","G7","170","[c]","56330","55000"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","HEO","30","[c]","36960","35630"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","SEO","40","[c]","44990","41160"
"Leaver CS","2022","Declared non-disabled","No function","AA/AO","AA","905","[c]","18780","18310"
"Leaver CS","2022","Declared non-disabled","No function","AA/AO","AO","5360","[c]","21430","21260"
"Leaver CS","2022","Declared non-disabled","No function","EO","EO","4085","[c]","27820","27570"
"Leaver CS","2022","Declared non-disabled","No function","G6/G7","G6","300","[c]","69450","66570"
"Leaver CS","2022","Declared non-disabled","No function","G6/G7","G7","835","[c]","55940","53870"
"Leaver CS","2022","Declared non-disabled","No function","SCS level","SCS level","230","[c]","94730","93000"
"Leaver CS","2022","Declared non-disabled","No function","SEO/HEO","HEO","1260","[c]","32640","32330"
"Leaver CS","2022","Declared non-disabled","No function","SEO/HEO","SEO","1055","[c]","41510","40240"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","Unknown","930","[c]","34020","29600"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","AO","30","[c]","21510","21260"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","EO","150","[c]","23120","23250"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","G6","65","[c]","68080","67400"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","G7","100","[c]","54390","54540"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","HEO","215","[c]","31800","32290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","SEO","190","[c]","40970","40580"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","85","[c]","36940","38480"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","AA","50","[c]","19770","19560"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","AO","65","[c]","21620","22010"
"Leaver CS","2022","Declared non-disabled","Property","EO","EO","55","[c]","25850","26190"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","G7","40","[c]","56600","54700"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","HEO","65","[c]","34320","33300"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","SEO","65","[c]","43140","42170"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","AA","95","[c]","20870","19810"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","AO","190","[c]","31650","28890"
"Leaver CS","2022","Declared non-disabled","Security","EO","EO","75","[c]","33100","29250"
"Leaver CS","2022","Declared non-disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO/HEO","HEO","50","[c]","38220","33730"
"Leaver CS","2022","Declared non-disabled","Security","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","AA","360","[c]","19950","19550"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","AO","2310","[c]","22190","21430"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","EO","1625","[c]","28080","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","G6","195","[c]","72960","73310"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","G7","340","[c]","58300","57680"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","SCS level","110","[c]","97640","90880"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","HEO","815","[c]","35170","35070"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","SEO","495","[c]","43370","42700"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","AA/AO","AA","150","[c]","18710","18310"
"Leaver CS","2022","Undeclared","No function","AA/AO","AO","520","[c]","21630","21260"
"Leaver CS","2022","Undeclared","No function","EO","EO","295","[c]","27360","27570"
"Leaver CS","2022","Undeclared","No function","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","G6/G7","G7","60","[c]","55290","53910"
"Leaver CS","2022","Undeclared","No function","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","SEO/HEO","HEO","100","[c]","33180","33100"
"Leaver CS","2022","Undeclared","No function","SEO/HEO","SEO","85","[c]","43130","41100"
"Leaver CS","2022","Undeclared","No function","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","AO","185","[c]","21730","21510"
"Leaver CS","2022","Undeclared","Unknown","EO","EO","140","[c]","28710","27570"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","HEO","85","[c]","35130","35070"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","SEO/HEO","HEO","45","[c]","32890","32870"
"Leaver CS","2022","Unknown","Analysis","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","G6/G7","G6","30","[c]","81700","81400"
"Leaver CS","2022","Unknown","Commercial","G6/G7","G7","90","[c]","62260","62010"
"Leaver CS","2022","Unknown","Commercial","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","SEO","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","SEO","40","[c]","42360","40860"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","AA/AO","AO","30","[c]","21560","21430"
"Leaver CS","2022","Unknown","Digital, Data & Technology","EO","EO","70","[c]","27320","27130"
"Leaver CS","2022","Unknown","Digital, Data & Technology","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","G6/G7","G7","85","[c]","53290","53120"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","HEO","110","[c]","33910","33840"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","SEO","85","[c]","40350","39190"
"Leaver CS","2022","Unknown","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","EO","55","[c]","25220","27130"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","AO","55","[c]","21890","22200"
"Leaver CS","2022","Unknown","Legal","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","G7","70","[c]","54350","55000"
"Leaver CS","2022","Unknown","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","HEO","30","[c]","[c]","[c]"
