"Status","Year","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","60-64","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","255","[c]","55640","42180"
"Leaver Dept.","2022","65+","Declared disabled","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","115","[c]","47320","37830"
"Leaver Dept.","2022","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","95","[c]","50910","37830"
"Leaver Dept.","2022","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","40","[c]","21290","21250"
"New entrant CS","2022","16-19","Declared non-disabled","520","[c]","22050","21260"
"New entrant CS","2022","16-19","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","450","[c]","21450","21250"
"New entrant CS","2022","20-29","Declared disabled","1835","[c]","26360","25110"
"New entrant CS","2022","20-29","Declared non-disabled","14885","[c]","26660","25480"
"New entrant CS","2022","20-29","Undeclared","685","[c]","27720","26820"
"New entrant CS","2022","20-29","Unknown","10570","[c]","26660","25000"
"New entrant CS","2022","30-39","Declared disabled","1120","[c]","29540","27570"
"New entrant CS","2022","30-39","Declared non-disabled","9260","[c]","31030","27570"
"New entrant CS","2022","30-39","Undeclared","470","[c]","31000","27570"
"New entrant CS","2022","30-39","Unknown","6225","[c]","31100","27230"
"New entrant CS","2022","40-49","Declared disabled","960","[c]","31920","28140"
"New entrant CS","2022","40-49","Declared non-disabled","6265","[c]","33160","27660"
"New entrant CS","2022","40-49","Undeclared","320","[c]","33250","29290"
"New entrant CS","2022","40-49","Unknown","3895","[c]","34120","28200"
"New entrant CS","2022","50-59","Declared disabled","940","[c]","30790","27570"
"New entrant CS","2022","50-59","Declared non-disabled","4755","[c]","32190","27570"
"New entrant CS","2022","50-59","Undeclared","295","[c]","29820","27570"
"New entrant CS","2022","50-59","Unknown","3300","[c]","32870","27940"
"New entrant CS","2022","60-64","Declared disabled","255","[c]","29520","28200"
"New entrant CS","2022","60-64","Declared non-disabled","970","[c]","30400","26590"
"New entrant CS","2022","60-64","Undeclared","75","[c]","29750","28200"
"New entrant CS","2022","60-64","Unknown","730","[c]","31140","28200"
"New entrant CS","2022","65+","Declared disabled","80","[c]","32220","28620"
"New entrant CS","2022","65+","Declared non-disabled","260","[c]","31490","27570"
"New entrant CS","2022","65+","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","220","[c]","30580","28200"
"New entrant CS","2022","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
