"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA/AO","Female","75","65","22040","21680"
"In post","2022","Declared disabled","Finance","AA/AO","Male","40","35","22140","21380"
"In post","2022","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Female","165","150","26980","26670"
"In post","2022","Declared disabled","Finance","EO","Male","85","80","26680","26710"
"In post","2022","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6/G7","Female","115","110","57560","55360"
"In post","2022","Declared disabled","Finance","G6/G7","Male","100","95","58020","55870"
"In post","2022","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO/HEO","Female","290","275","36550","35470"
"In post","2022","Declared disabled","Finance","SEO/HEO","Male","220","210","37270","36460"
"In post","2022","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Geography","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA/AO","Female","100","90","21990","21380"
"In post","2022","Declared disabled","Human Resources","AA/AO","Male","40","40","21720","21760"
"In post","2022","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","EO","Female","145","130","27790","27570"
"In post","2022","Declared disabled","Human Resources","EO","Male","60","60","28150","27570"
"In post","2022","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6/G7","Female","195","190","57630","55330"
"In post","2022","Declared disabled","Human Resources","G6/G7","Male","90","85","58620","57570"
"In post","2022","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Female","425","405","36560","35560"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Male","170","165","37010","36620"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","Female","30","30","50860","51360"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Female","85","80","27800","27380"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Male","65","65","28390","27380"
"In post","2022","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","SEO/HEO","Female","50","45","36320","35070"
"In post","2022","Declared disabled","Intelligence Analysis","SEO/HEO","Male","65","60","37700","36740"
"In post","2022","Declared disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Female","35","30","39170","39200"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO/HEO","Female","35","30","36530","37930"
"In post","2022","Declared disabled","International Trade","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA/AO","Female","35","35","22090","21380"
"In post","2022","Declared disabled","Knowledge and Information Management","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Female","45","45","28380","27570"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Female","70","65","36940","36330"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Male","65","65","36410","34520"
"In post","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Female","75","70","28280","27130"
"In post","2022","Declared disabled","Legal","EO","Male","50","50","28350","27200"
"In post","2022","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","G6/G7","Female","330","290","59090","57140"
"In post","2022","Declared disabled","Legal","G6/G7","Male","205","200","60070","58040"
"In post","2022","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Female","195","180","39830","40000"
"In post","2022","Declared disabled","Legal","SEO/HEO","Male","130","125","40070","39680"
"In post","2022","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Female","7525","6250","22000","21260"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Male","4800","4460","23120","21260"
"In post","2022","Declared disabled","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","EO","Female","7245","6310","27890","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Male","3995","3765","28410","27570"
"In post","2022","Declared disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Female","355","345","56920","55210"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Male","255","250","60450","57670"
"In post","2022","Declared disabled","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Female","35","30","89630","79500"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Female","2240","2095","36110","34290"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Male","1530","1460","37600","36380"
"In post","2022","Declared disabled","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Female","2570","2385","30410","28200"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Male","750","710","31960","30210"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","AA/AO","Female","800","700","21510","21260"
"In post","2022","Declared disabled","Other","AA/AO","Male","495","465","21170","21260"
"In post","2022","Declared disabled","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","EO","Female","735","670","27380","27570"
"In post","2022","Declared disabled","Other","EO","Male","470","450","27470","27570"
"In post","2022","Declared disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","G6/G7","Female","80","75","58230","56000"
"In post","2022","Declared disabled","Other","G6/G7","Male","65","65","58270","56890"
"In post","2022","Declared disabled","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","SEO/HEO","Female","370","345","34730","34010"
"In post","2022","Declared disabled","Other","SEO/HEO","Male","290","285","36190","35050"
"In post","2022","Declared disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
