"Status","Year","Profession_of_post","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Heterosexual / straight","115","110","43700","40840"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Corporate Finance","London","London","Heterosexual / straight","40","40","59280","59840"
"In post","2022","Corporate Finance","London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","London","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","Heterosexual / straight","210","185","28180","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","LGBO","15","10","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","Undeclared","35","30","28460","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","Unknown","60","55","28370","27570"
"In post","2022","Counter Fraud","East of England","Outside London","Heterosexual / straight","210","195","30160","29290"
"In post","2022","Counter Fraud","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Outside London","Undeclared","35","35","27320","28100"
"In post","2022","Counter Fraud","East of England","Outside London","Unknown","75","65","31030","29530"
"In post","2022","Counter Fraud","London","London","Heterosexual / straight","780","730","34430","31060"
"In post","2022","Counter Fraud","London","London","LGBO","40","40","33330","31060"
"In post","2022","Counter Fraud","London","London","Undeclared","110","100","33780","31060"
"In post","2022","Counter Fraud","London","London","Unknown","325","290","33630","31170"
"In post","2022","Counter Fraud","North East (England)","Outside London","Heterosexual / straight","400","365","27580","27570"
"In post","2022","Counter Fraud","North East (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Outside London","Undeclared","50","40","24540","25480"
"In post","2022","Counter Fraud","North East (England)","Outside London","Unknown","85","70","26700","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","Heterosexual / straight","460","425","29400","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","Undeclared","60","55","29420","27570"
"In post","2022","Counter Fraud","North West (England)","Outside London","Unknown","170","155","28900","27570"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","Heterosexual / straight","555","500","26060","27570"
"In post","2022","Counter Fraud","Scotland","Outside London","LGBO","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","Undeclared","65","60","25870","27570"
"In post","2022","Counter Fraud","Scotland","Outside London","Unknown","100","85","26480","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","Heterosexual / straight","435","390","28410","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","LGBO","35","35","28530","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","Undeclared","60","55","28010","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","Unknown","120","105","28550","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","Heterosexual / straight","240","215","28090","27570"
"In post","2022","Counter Fraud","South West (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Outside London","Unknown","80","65","28210","27570"
"In post","2022","Counter Fraud","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","Heterosexual / straight","390","355","26840","27570"
"In post","2022","Counter Fraud","Wales","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Outside London","Undeclared","60","50","26980","27570"
"In post","2022","Counter Fraud","Wales","Outside London","Unknown","115","105","26810","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","Heterosexual / straight","355","320","28740","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","Undeclared","50","40","28250","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Outside London","Unknown","130","115","28380","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","Heterosexual / straight","320","285","29590","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","Undeclared","50","45","28320","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Outside London","Unknown","120","105","28980","27570"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","Heterosexual / straight","250","245","37650","34110"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","Undeclared","55","50","36350","33370"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Outside London","Unknown","70","70","36140","33080"
"In post","2022","Digital, Data and Technology","East of England","Outside London","Heterosexual / straight","440","420","37060","34700"
"In post","2022","Digital, Data and Technology","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","East of England","Outside London","Undeclared","85","85","35860","35620"
"In post","2022","Digital, Data and Technology","East of England","Outside London","Unknown","125","120","35220","33370"
"In post","2022","Digital, Data and Technology","London","London","Heterosexual / straight","2570","2525","49630","45020"
"In post","2022","Digital, Data and Technology","London","London","LGBO","215","210","50220","48060"
"In post","2022","Digital, Data and Technology","London","London","Undeclared","370","360","50100","47000"
"In post","2022","Digital, Data and Technology","London","London","Unknown","905","895","48110","43810"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","Heterosexual / straight","1460","1405","42230","38700"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","LGBO","80","80","40170","35310"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","Undeclared","175","170","43950","40520"
"In post","2022","Digital, Data and Technology","North East (England)","Outside London","Unknown","460","450","40340","36640"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","Heterosexual / straight","2015","1960","41860","37450"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","LGBO","140","135","39540","36080"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","Undeclared","245","235","41210","36690"
"In post","2022","Digital, Data and Technology","North West (England)","Outside London","Unknown","550","535","41310","36500"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","Heterosexual / straight","35","35","37360","33370"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","Heterosexual / straight","35","35","32610","33230"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","Heterosexual / straight","450","440","38780","36050"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","LGBO","30","30","37710","33080"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","Undeclared","50","50","38610","33980"
"In post","2022","Digital, Data and Technology","Scotland","Outside London","Unknown","270","265","39290","35520"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","Heterosexual / straight","760","740","38830","35000"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","LGBO","45","40","34580","33080"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","Undeclared","115","110","38620","35050"
"In post","2022","Digital, Data and Technology","South East (England)","Outside London","Unknown","160","155","41500","36840"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","Heterosexual / straight","1875","1805","38770","36740"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","LGBO","105","100","33180","31860"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","Undeclared","370","360","38310","37330"
"In post","2022","Digital, Data and Technology","South West (England)","Outside London","Unknown","440","425","38830","38070"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wales","Outside London","Heterosexual / straight","1470","1435","40780","38250"
"In post","2022","Digital, Data and Technology","Wales","Outside London","LGBO","75","75","36420","33310"
"In post","2022","Digital, Data and Technology","Wales","Outside London","Undeclared","280","275","40380","39280"
"In post","2022","Digital, Data and Technology","Wales","Outside London","Unknown","390","380","39740","36840"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","Heterosexual / straight","810","790","40030","36340"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","LGBO","50","45","38310","33700"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","Undeclared","90","90","41340","36500"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Outside London","Unknown","255","250","40420","37100"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Heterosexual / straight","1045","1010","42980","40160"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","LGBO","75","70","40520","36500"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Undeclared","140","135","41430","39060"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Unknown","320","310","43320","40180"
"In post","2022","Economics","East Midlands (England)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","London","Heterosexual / straight","1120","1095","50040","51970"
"In post","2022","Economics","London","London","LGBO","110","110","46560","41970"
"In post","2022","Economics","London","London","Undeclared","150","145","49050","52500"
"In post","2022","Economics","London","London","Unknown","265","260","46280","37970"
"In post","2022","Economics","North East (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Economics","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Outside London","Heterosexual / straight","45","45","40730","38650"
"In post","2022","Economics","North West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","South East (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","South East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South East (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","Outside London","Heterosexual / straight","125","120","37830","30710"
"In post","2022","Economics","Wales","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Economics","Wales","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Economics","Wales","Outside London","Unknown","30","30","39700","33000"
"In post","2022","Economics","West Midlands (England)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","Heterosexual / straight","30","30","43910","38810"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Outside London","Heterosexual / straight","255","250","34900","33000"
"In post","2022","Finance","East Midlands (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Outside London","Undeclared","30","30","35370","33330"
"In post","2022","Finance","East Midlands (England)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","East of England","Outside London","Heterosexual / straight","385","370","37260","33300"
"In post","2022","Finance","East of England","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","East of England","Outside London","Undeclared","55","50","36500","33370"
"In post","2022","Finance","East of England","Outside London","Unknown","55","50","33530","26930"
"In post","2022","Finance","London","London","Heterosexual / straight","2045","2000","49150","44500"
"In post","2022","Finance","London","London","LGBO","115","115","49730","45150"
"In post","2022","Finance","London","London","Undeclared","355","350","47820","44520"
"In post","2022","Finance","London","London","Unknown","390","380","48710","43430"
"In post","2022","Finance","North East (England)","Outside London","Heterosexual / straight","455","430","40160","36460"
"In post","2022","Finance","North East (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","North East (England)","Outside London","Undeclared","45","40","39160","31990"
"In post","2022","Finance","North East (England)","Outside London","Unknown","95","90","39180","35970"
"In post","2022","Finance","North West (England)","Outside London","Heterosexual / straight","920","875","37570","35310"
"In post","2022","Finance","North West (England)","Outside London","LGBO","50","45","37790","34340"
"In post","2022","Finance","North West (England)","Outside London","Undeclared","95","90","34070","32010"
"In post","2022","Finance","North West (England)","Outside London","Unknown","185","175","34910","32170"
"In post","2022","Finance","Northern Ireland","Outside London","Heterosexual / straight","55","55","36680","34050"
"In post","2022","Finance","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","Overseas","Heterosexual / straight","55","55","38060","33300"
