"Status","Year","Disability","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","White","Overseas","65","65","46880","42130"
"In post","2022","Undeclared","White","Unknown","30","30","38130","30170"
"In post","2022","Unknown","Asian","London","1305","1260","41650","37700"
"In post","2022","Unknown","Asian","Outside London","1490","1420","33000","28840"
"In post","2022","Unknown","Asian","Overseas","40","35","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Black","London","665","650","38660","35010"
"In post","2022","Unknown","Black","Outside London","435","415","34270","29360"
"In post","2022","Unknown","Black","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","London","325","315","43570","40050"
"In post","2022","Unknown","Mixed","Outside London","390","375","33850","30710"
"In post","2022","Unknown","Mixed","Overseas","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","140","135","44910","40170"
"In post","2022","Unknown","Other ethnicity","Outside London","100","95","38200","33080"
"In post","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","400","380","46250","40810"
"In post","2022","Unknown","Undeclared","Outside London","1500","1405","36710","35000"
"In post","2022","Unknown","Undeclared","Overseas","80","80","53620","53470"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","14780","14475","43250","37610"
"In post","2022","Unknown","Unknown","Outside London","43500","41235","30100","26700"
"In post","2022","Unknown","Unknown","Overseas","455","455","49250","46600"
"In post","2022","Unknown","Unknown","Unknown","2195","2180","37120","32700"
"In post","2022","Unknown","White","London","4565","4425","47580","41970"
"In post","2022","Unknown","White","Outside London","20490","19240","34720","31600"
"In post","2022","Unknown","White","Overseas","335","330","55580","55130"
"In post","2022","Unknown","White","Unknown","45","45","39160","38440"
"Leaver CS","2022","Declared disabled","Asian","London","100","[c]","32950","31060"
"Leaver CS","2022","Declared disabled","Asian","Outside London","110","[c]","25580","22600"
"Leaver CS","2022","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","100","[c]","32930","30950"
"Leaver CS","2022","Declared disabled","Black","Outside London","50","[c]","28400","27170"
"Leaver CS","2022","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Outside London","85","[c]","27240","25120"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","40","[c]","42230","32330"
"Leaver CS","2022","Declared disabled","Undeclared","Outside London","140","[c]","31260","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","90","[c]","29290","27570"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","London","475","[c]","39680","34020"
"Leaver CS","2022","Declared disabled","White","Outside London","3110","[c]","28780","26820"
"Leaver CS","2022","Declared disabled","White","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","45","[c]","26130","21840"
"Leaver CS","2022","Declared non-disabled","Asian","London","845","[c]","37790","31060"
"Leaver CS","2022","Declared non-disabled","Asian","Outside London","950","[c]","29160","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","London","640","[c]","34260","31060"
"Leaver CS","2022","Declared non-disabled","Black","Outside London","460","[c]","29280","27570"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","London","260","[c]","38340","31060"
"Leaver CS","2022","Declared non-disabled","Mixed","Outside London","355","[c]","28150","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","75","[c]","36560","31060"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Outside London","95","[c]","31510","27570"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","London","145","[c]","40640","34710"
"Leaver CS","2022","Declared non-disabled","Undeclared","Outside London","535","[c]","29890","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","London","130","[c]","45970","36070"
"Leaver CS","2022","Declared non-disabled","Unknown","Outside London","610","[c]","29310","24920"
"Leaver CS","2022","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","London","3405","[c]","44900","39030"
"Leaver CS","2022","Declared non-disabled","White","Outside London","17235","[c]","31050","27570"
"Leaver CS","2022","Declared non-disabled","White","Overseas","65","[c]","54160","51270"
"Leaver CS","2022","Declared non-disabled","White","Unknown","365","[c]","27640","21840"
"Leaver CS","2022","Undeclared","Asian","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Outside London","50","[c]","28610","27570"
"Leaver CS","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","London","125","[c]","44170","40760"
"Leaver CS","2022","Undeclared","Undeclared","Outside London","410","[c]","32980","29730"
"Leaver CS","2022","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","London","165","[c]","44570","39970"
"Leaver CS","2022","Undeclared","White","Outside London","1165","[c]","28790","26470"
"Leaver CS","2022","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","London","155","[c]","38590","32640"
"Leaver CS","2022","Unknown","Asian","Outside London","130","[c]","33820","27130"
"Leaver CS","2022","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","London","70","[c]","37160","33330"
"Leaver CS","2022","Unknown","Black","Outside London","50","[c]","33950","28990"
"Leaver CS","2022","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Outside London","45","[c]","31260","27540"
"Leaver CS","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","London","95","[c]","44820","40790"
"Leaver CS","2022","Unknown","Undeclared","Outside London","260","[c]","32020","29250"
"Leaver CS","2022","Unknown","Undeclared","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","2105","[c]","39530","31880"
"Leaver CS","2022","Unknown","Unknown","Outside London","5510","[c]","28800","25000"
"Leaver CS","2022","Unknown","Unknown","Overseas","35","[c]","44300","41600"
"Leaver CS","2022","Unknown","Unknown","Unknown","680","[c]","35400","31990"
"Leaver CS","2022","Unknown","White","London","435","[c]","48460","41650"
"Leaver CS","2022","Unknown","White","Outside London","1575","[c]","35770","31780"
"Leaver CS","2022","Unknown","White","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","London","95","[c]","36640","33200"
"Leaver Dept.","2022","Declared disabled","Asian","Outside London","75","[c]","26640","27570"
"Leaver Dept.","2022","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","London","55","[c]","35490","33170"
"Leaver Dept.","2022","Declared disabled","Black","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Outside London","40","[c]","31620","28590"
"Leaver Dept.","2022","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","London","465","[c]","44140","39600"
"Leaver Dept.","2022","Declared disabled","White","Outside London","885","[c]","32230","27570"
"Leaver Dept.","2022","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Unknown","30","[c]","33740","32000"
"Leaver Dept.","2022","Declared non-disabled","Asian","London","1010","[c]","39350","33300"
"Leaver Dept.","2022","Declared non-disabled","Asian","Outside London","845","[c]","30700","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","London","610","[c]","36530","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","Outside London","350","[c]","31410","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","London","275","[c]","40880","36750"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Outside London","180","[c]","31560","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","London","65","[c]","44040","40020"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Outside London","60","[c]","34930","28590"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","London","130","[c]","41980","36950"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Outside London","170","[c]","34010","29180"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","London","110","[c]","49490","45200"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Outside London","180","[c]","31050","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","London","3805","[c]","46780","40680"
"Leaver Dept.","2022","Declared non-disabled","White","Outside London","6330","[c]","34190","28590"
"Leaver Dept.","2022","Declared non-disabled","White","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","235","[c]","38460","33250"
"Leaver Dept.","2022","Undeclared","Asian","London","40","[c]","35720","32330"
"Leaver Dept.","2022","Undeclared","Asian","Outside London","40","[c]","28780","27570"
"Leaver Dept.","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","London","100","[c]","45570","41450"
"Leaver Dept.","2022","Undeclared","Undeclared","Outside London","125","[c]","34730","31990"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","London","130","[c]","40490","36800"
"Leaver Dept.","2022","Undeclared","White","Outside London","285","[c]","31840","28410"
"Leaver Dept.","2022","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","London","200","[c]","46910","40070"
"Leaver Dept.","2022","Unknown","Asian","Outside London","100","[c]","44000","31330"
"Leaver Dept.","2022","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","London","80","[c]","47720","40510"
"Leaver Dept.","2022","Unknown","Black","Outside London","60","[c]","51200","38110"
"Leaver Dept.","2022","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","London","40","[c]","41180","38720"
"Leaver Dept.","2022","Unknown","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","London","195","[c]","48670","42630"
"Leaver Dept.","2022","Unknown","Undeclared","Outside London","275","[c]","42580","37520"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","2085","[c]","40810","34180"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","1445","[c]","31050","27570"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","375","[c]","36730","32000"
"Leaver Dept.","2022","Unknown","White","London","585","[c]","51340","46000"
"Leaver Dept.","2022","Unknown","White","Outside London","970","[c]","43670","38550"
"Leaver Dept.","2022","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","London","110","[c]","32670","31060"
"New entrant CS","2022","Declared disabled","Asian","Outside London","205","[c]","27360","26590"
"New entrant CS","2022","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","London","175","[c]","32790","31060"
"New entrant CS","2022","Declared disabled","Black","Outside London","120","[c]","27650","26880"
"New entrant CS","2022","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","London","85","[c]","33150","31060"
"New entrant CS","2022","Declared disabled","Mixed","Outside London","160","[c]","28410","25120"
"New entrant CS","2022","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
