"Status","Year","Age","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outside London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","20-29","London","AA/AO","Heterosexual / straight","1345","1320","25960","25110"
"In post","2022","20-29","London","AA/AO","LGBO","145","145","26870","25330"
"In post","2022","20-29","London","AA/AO","Undeclared","115","115","25610","24470"
"In post","2022","20-29","London","AA/AO","Unknown","750","740","26540","25330"
"In post","2022","20-29","London","EO","Heterosexual / straight","3540","3505","29500","29260"
"In post","2022","20-29","London","EO","LGBO","390","385","28870","28420"
"In post","2022","20-29","London","EO","Undeclared","380","370","28850","27850"
"In post","2022","20-29","London","EO","Unknown","1190","1180","29320","28650"
"In post","2022","20-29","London","G6/G7","Heterosexual / straight","2300","2290","55450","54070"
"In post","2022","20-29","London","G6/G7","LGBO","420","415","55500","54070"
"In post","2022","20-29","London","G6/G7","Undeclared","345","345","55510","53380"
"In post","2022","20-29","London","G6/G7","Unknown","740","740","56660","54700"
"In post","2022","20-29","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","London","SEO/HEO","Heterosexual / straight","6610","6585","36850","35860"
"In post","2022","20-29","London","SEO/HEO","LGBO","1005","1000","36770","35530"
"In post","2022","20-29","London","SEO/HEO","Undeclared","890","890","36410","34990"
"In post","2022","20-29","London","SEO/HEO","Unknown","3345","3335","34750","34260"
"In post","2022","20-29","London","Unknown","Heterosexual / straight","305","305","29340","27060"
"In post","2022","20-29","London","Unknown","LGBO","30","30","27830","27060"
"In post","2022","20-29","London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","London","Unknown","Unknown","85","85","26820","27060"
"In post","2022","20-29","Outside London","AA/AO","Heterosexual / straight","14020","13640","22680","21260"
"In post","2022","20-29","Outside London","AA/AO","LGBO","1870","1830","22430","21260"
"In post","2022","20-29","Outside London","AA/AO","Undeclared","940","910","22650","21260"
"In post","2022","20-29","Outside London","AA/AO","Unknown","7335","7125","22290","21260"
"In post","2022","20-29","Outside London","EO","Heterosexual / straight","11335","11210","26760","26820"
"In post","2022","20-29","Outside London","EO","LGBO","1315","1305","26860","27230"
"In post","2022","20-29","Outside London","EO","Undeclared","790","785","26740","26820"
"In post","2022","20-29","Outside London","EO","Unknown","4090","4050","26580","26670"
"In post","2022","20-29","Outside London","G6/G7","Heterosexual / straight","780","775","52520","51990"
"In post","2022","20-29","Outside London","G6/G7","LGBO","105","105","52570","50430"
"In post","2022","20-29","Outside London","G6/G7","Undeclared","75","75","53070","52600"
"In post","2022","20-29","Outside London","G6/G7","Unknown","225","225","52740","52050"
"In post","2022","20-29","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","SEO/HEO","Heterosexual / straight","8040","7985","33570","33080"
"In post","2022","20-29","Outside London","SEO/HEO","LGBO","1055","1045","33490","33080"
"In post","2022","20-29","Outside London","SEO/HEO","Undeclared","695","695","33590","33080"
"In post","2022","20-29","Outside London","SEO/HEO","Unknown","3390","3375","33130","33080"
"In post","2022","20-29","Outside London","Unknown","Heterosexual / straight","2290","2250","25790","24090"
"In post","2022","20-29","Outside London","Unknown","LGBO","275","270","24540","23170"
"In post","2022","20-29","Outside London","Unknown","Undeclared","125","120","25950","24090"
"In post","2022","20-29","Outside London","Unknown","Unknown","745","720","24340","23170"
"In post","2022","20-29","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Heterosexual / straight","165","165","34240","33230"
"In post","2022","20-29","Overseas","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Unknown","45","45","36800","37880"
"In post","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","65","65","27860","27570"
"In post","2022","20-29","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","55","55","33900","33000"
"In post","2022","20-29","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Unknown","205","205","30070","29250"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28300","28980"
"In post","2022","30-39","London","AA/AO","Heterosexual / straight","1195","1110","27240","25630"
"In post","2022","30-39","London","AA/AO","LGBO","70","70","29090","30620"
"In post","2022","30-39","London","AA/AO","Undeclared","115","110","26230","24690"
"In post","2022","30-39","London","AA/AO","Unknown","405","385","27740","25630"
"In post","2022","30-39","London","EO","Heterosexual / straight","2675","2570","30230","30650"
"In post","2022","30-39","London","EO","LGBO","195","190","30680","30750"
"In post","2022","30-39","London","EO","Undeclared","260","250","29950","30060"
"In post","2022","30-39","London","EO","Unknown","670","645","30350","31020"
"In post","2022","30-39","London","G6/G7","Heterosexual / straight","6640","6455","59210","57460"
"In post","2022","30-39","London","G6/G7","LGBO","720","715","58750","57430"
"In post","2022","30-39","London","G6/G7","Undeclared","890","870","58950","57430"
"In post","2022","30-39","London","G6/G7","Unknown","1800","1770","59720","58130"
"In post","2022","30-39","London","SCS level","Heterosexual / straight","580","560","79460","75500"
"In post","2022","30-39","London","SCS level","LGBO","65","65","79090","74250"
"In post","2022","30-39","London","SCS level","Undeclared","65","60","77820","74360"
"In post","2022","30-39","London","SCS level","Unknown","140","140","81590","76110"
"In post","2022","30-39","London","SEO/HEO","Heterosexual / straight","5450","5335","39210","39600"
"In post","2022","30-39","London","SEO/HEO","LGBO","530","530","38770","39470"
"In post","2022","30-39","London","SEO/HEO","Undeclared","660","645","38940","39910"
"In post","2022","30-39","London","SEO/HEO","Unknown","1535","1510","38750","38540"
"In post","2022","30-39","London","Unknown","Heterosexual / straight","395","380","33670","34100"
"In post","2022","30-39","London","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","London","Unknown","Undeclared","40","40","34910","34430"
"In post","2022","30-39","London","Unknown","Unknown","80","75","31740","28690"
"In post","2022","30-39","Outside London","AA/AO","Heterosexual / straight","15030","13755","23040","21380"
"In post","2022","30-39","Outside London","AA/AO","LGBO","1240","1195","23300","21340"
"In post","2022","30-39","Outside London","AA/AO","Undeclared","1350","1235","23090","21380"
"In post","2022","30-39","Outside London","AA/AO","Unknown","5920","5365","22810","21260"
"In post","2022","30-39","Outside London","EO","Heterosexual / straight","15255","14415","27310","27380"
"In post","2022","30-39","Outside London","EO","LGBO","1360","1335","27440","27570"
"In post","2022","30-39","Outside London","EO","Undeclared","1315","1265","27580","27570"
"In post","2022","30-39","Outside London","EO","Unknown","4785","4540","27610","27130"
"In post","2022","30-39","Outside London","G6/G7","Heterosexual / straight","5475","5300","55120","53870"
"In post","2022","30-39","Outside London","G6/G7","LGBO","475","470","54800","54030"
"In post","2022","30-39","Outside London","G6/G7","Undeclared","520","510","55060","53860"
"In post","2022","30-39","Outside London","G6/G7","Unknown","1600","1555","55300","53830"
"In post","2022","30-39","Outside London","SCS level","Heterosexual / straight","140","135","81620","76700"
"In post","2022","30-39","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Outside London","SEO/HEO","Heterosexual / straight","17955","17350","36040","34840"
"In post","2022","30-39","Outside London","SEO/HEO","LGBO","1460","1440","35760","34600"
"In post","2022","30-39","Outside London","SEO/HEO","Undeclared","1745","1695","36480","36050"
"In post","2022","30-39","Outside London","SEO/HEO","Unknown","4620","4495","35680","33370"
"In post","2022","30-39","Outside London","Unknown","Heterosexual / straight","3085","2860","30230","30210"
"In post","2022","30-39","Outside London","Unknown","LGBO","250","245","28340","25190"
"In post","2022","30-39","Outside London","Unknown","Undeclared","190","180","31160","31420"
"In post","2022","30-39","Outside London","Unknown","Unknown","800","725","27050","24800"
"In post","2022","30-39","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Heterosexual / straight","40","40","27470","26670"
"In post","2022","30-39","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","G6/G7","Heterosexual / straight","265","265","56680","55060"
"In post","2022","30-39","Overseas","G6/G7","LGBO","45","45","55450","54070"
"In post","2022","30-39","Overseas","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Overseas","G6/G7","Unknown","110","110","56030","55060"
"In post","2022","30-39","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","SEO/HEO","Heterosexual / straight","290","290","37690","34770"
"In post","2022","30-39","Overseas","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Overseas","SEO/HEO","Undeclared","40","40","38500","34770"
"In post","2022","30-39","Overseas","SEO/HEO","Unknown","80","80","39470","38690"
"In post","2022","30-39","Overseas","Unknown","Heterosexual / straight","45","45","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Heterosexual / straight","55","55","28390","27570"
"In post","2022","30-39","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SEO/HEO","Heterosexual / straight","40","40","36710","37300"
"In post","2022","30-39","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","SEO/HEO","Unknown","35","35","32440","31990"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","400","395","37180","34460"
"In post","2022","40-49","London","AA/AO","Heterosexual / straight","1350","1235","26400","25110"
"In post","2022","40-49","London","AA/AO","LGBO","55","55","26800","25110"
"In post","2022","40-49","London","AA/AO","Undeclared","195","175","25670","25110"
"In post","2022","40-49","London","AA/AO","Unknown","470","410","26250","25110"
"In post","2022","40-49","London","EO","Heterosexual / straight","2645","2490","30290","30470"
"In post","2022","40-49","London","EO","LGBO","135","130","30350","30780"
"In post","2022","40-49","London","EO","Undeclared","340","320","30470","30420"
"In post","2022","40-49","London","EO","Unknown","710","660","30390","31020"
"In post","2022","40-49","London","G6/G7","Heterosexual / straight","5375","5115","61790","60780"
"In post","2022","40-49","London","G6/G7","LGBO","405","395","61490","60690"
"In post","2022","40-49","London","G6/G7","Undeclared","735","705","62140","60940"
"In post","2022","40-49","London","G6/G7","Unknown","1435","1365","62500","62120"
"In post","2022","40-49","London","SCS level","Heterosexual / straight","1395","1335","88080","80590"
"In post","2022","40-49","London","SCS level","LGBO","125","125","87490","79660"
"In post","2022","40-49","London","SCS level","Undeclared","140","135","85620","80800"
"In post","2022","40-49","London","SCS level","Unknown","305","295","93380","86680"
"In post","2022","40-49","London","SEO/HEO","Heterosexual / straight","4545","4405","40130","40070"
"In post","2022","40-49","London","SEO/HEO","LGBO","260","255","40650","40220"
"In post","2022","40-49","London","SEO/HEO","Undeclared","610","590","40070","40400"
"In post","2022","40-49","London","SEO/HEO","Unknown","1020","985","39830","39710"
"In post","2022","40-49","London","Unknown","Heterosexual / straight","370","355","36950","36800"
"In post","2022","40-49","London","Unknown","LGBO","30","30","42860","38830"
"In post","2022","40-49","London","Unknown","Undeclared","35","30","40000","41060"
"In post","2022","40-49","London","Unknown","Unknown","95","85","35940","35500"
"In post","2022","40-49","Outside London","AA/AO","Heterosexual / straight","15070","13520","22730","21260"
"In post","2022","40-49","Outside London","AA/AO","LGBO","750","715","23130","21260"
"In post","2022","40-49","Outside London","AA/AO","Undeclared","2105","1880","22830","21380"
"In post","2022","40-49","Outside London","AA/AO","Unknown","5775","5085","22650","21260"
"In post","2022","40-49","Outside London","EO","Heterosexual / straight","16455","15345","27510","27570"
"In post","2022","40-49","Outside London","EO","LGBO","880","850","27510","27570"
"In post","2022","40-49","Outside London","EO","Undeclared","1930","1810","27630","27570"
"In post","2022","40-49","Outside London","EO","Unknown","4650","4240","27800","27570"
"In post","2022","40-49","Outside London","G6/G7","Heterosexual / straight","9035","8730","57970","55210"
"In post","2022","40-49","Outside London","G6/G7","LGBO","465","455","58670","55450"
"In post","2022","40-49","Outside London","G6/G7","Undeclared","990","955","57750","55210"
"In post","2022","40-49","Outside London","G6/G7","Unknown","2460","2365","57500","55210"
"In post","2022","40-49","Outside London","SCS level","Heterosexual / straight","610","595","85900","80000"
"In post","2022","40-49","Outside London","SCS level","LGBO","45","45","84100","78470"
"In post","2022","40-49","Outside London","SCS level","Undeclared","50","45","84560","79760"
"In post","2022","40-49","Outside London","SCS level","Unknown","150","150","93480","83750"
"In post","2022","40-49","Outside London","SEO/HEO","Heterosexual / straight","18725","17980","37220","36500"
"In post","2022","40-49","Outside London","SEO/HEO","LGBO","890","870","36740","35940"
"In post","2022","40-49","Outside London","SEO/HEO","Undeclared","2310","2225","37290","36520"
"In post","2022","40-49","Outside London","SEO/HEO","Unknown","4015","3850","36910","36130"
"In post","2022","40-49","Outside London","Unknown","Heterosexual / straight","3365","3120","33640","32710"
"In post","2022","40-49","Outside London","Unknown","LGBO","185","180","32690","30210"
"In post","2022","40-49","Outside London","Unknown","Undeclared","325","300","34750","35870"
"In post","2022","40-49","Outside London","Unknown","Unknown","680","605","30250","28200"
"In post","2022","40-49","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","EO","Heterosexual / straight","65","60","27310","26930"
"In post","2022","40-49","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","G6/G7","Heterosexual / straight","310","305","60690","60080"
"In post","2022","40-49","Overseas","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Overseas","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Overseas","G6/G7","Unknown","95","95","60350","58250"
"In post","2022","40-49","Overseas","SCS level","Heterosexual / straight","100","100","82840","75410"
"In post","2022","40-49","Overseas","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Overseas","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Overseas","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Overseas","SEO/HEO","Heterosexual / straight","255","255","39520","34770"
"In post","2022","40-49","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","40-49","Overseas","SEO/HEO","Unknown","100","100","43050","41600"
"In post","2022","40-49","Overseas","Unknown","Heterosexual / straight","60","60","[c]","[c]"
"In post","2022","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","EO","Heterosexual / straight","60","55","28310","27570"
"In post","2022","40-49","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","EO","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","G6/G7","Heterosexual / straight","30","30","54860","52750"
"In post","2022","40-49","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","SEO/HEO","Heterosexual / straight","55","50","38470","37400"
"In post","2022","40-49","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Unknown","360","355","40980","35380"
"In post","2022","50-59","London","AA/AO","Heterosexual / straight","2140","2010","25690","25110"
"In post","2022","50-59","London","AA/AO","LGBO","80","75","26190","25110"
"In post","2022","50-59","London","AA/AO","Undeclared","365","340","25180","25110"
"In post","2022","50-59","London","AA/AO","Unknown","765","710","26310","25110"
"In post","2022","50-59","London","EO","Heterosexual / straight","3745","3580","30620","30660"
"In post","2022","50-59","London","EO","LGBO","145","140","30810","30750"
"In post","2022","50-59","London","EO","Undeclared","685","650","30680","30490"
"In post","2022","50-59","London","EO","Unknown","1080","1015","30950","31060"
"In post","2022","50-59","London","G6/G7","Heterosexual / straight","4095","4000","63240","62120"
"In post","2022","50-59","London","G6/G7","LGBO","260","255","63390","62170"
"In post","2022","50-59","London","G6/G7","Undeclared","700","685","64060","62140"
"In post","2022","50-59","London","G6/G7","Unknown","1045","1015","64750","63000"
"In post","2022","50-59","London","SCS level","Heterosexual / straight","960","940","97100","87910"
"In post","2022","50-59","London","SCS level","LGBO","55","55","100210","85470"
"In post","2022","50-59","London","SCS level","Undeclared","125","125","93520","85110"
"In post","2022","50-59","London","SCS level","Unknown","230","225","107120","98710"
"In post","2022","50-59","London","SEO/HEO","Heterosexual / straight","4860","4755","40580","40170"
"In post","2022","50-59","London","SEO/HEO","LGBO","215","210","40940","40850"
"In post","2022","50-59","London","SEO/HEO","Undeclared","860","840","40870","40270"
"In post","2022","50-59","London","SEO/HEO","Unknown","1135","1110","40560","40330"
"In post","2022","50-59","London","Unknown","Heterosexual / straight","440","425","36790","34690"
"In post","2022","50-59","London","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","London","Unknown","Undeclared","60","60","37690","37400"
"In post","2022","50-59","London","Unknown","Unknown","70","65","35400","33700"
"In post","2022","50-59","Outside London","AA/AO","Heterosexual / straight","22480","20320","22590","21260"
"In post","2022","50-59","Outside London","AA/AO","LGBO","815","765","23160","21260"
"In post","2022","50-59","Outside London","AA/AO","Undeclared","3695","3290","22810","21260"
"In post","2022","50-59","Outside London","AA/AO","Unknown","7995","6990","22910","21260"
"In post","2022","50-59","Outside London","EO","Heterosexual / straight","22235","20650","27850","27570"
"In post","2022","50-59","Outside London","EO","LGBO","775","740","28060","27570"
"In post","2022","50-59","Outside London","EO","Undeclared","3630","3365","27910","27570"
"In post","2022","50-59","Outside London","EO","Unknown","6105","5555","28480","27570"
"In post","2022","50-59","Outside London","G6/G7","Heterosexual / straight","9490","9270","59490","56750"
"In post","2022","50-59","Outside London","G6/G7","LGBO","295","290","60050","58350"
"In post","2022","50-59","Outside London","G6/G7","Undeclared","1245","1210","59560","56950"
"In post","2022","50-59","Outside London","G6/G7","Unknown","2480","2410","58890","57390"
"In post","2022","50-59","Outside London","SCS level","Heterosexual / straight","870","860","91580","83900"
"In post","2022","50-59","Outside London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","Outside London","SCS level","Undeclared","85","85","91870","83580"
"In post","2022","50-59","Outside London","SCS level","Unknown","180","175","98350","89270"
"In post","2022","50-59","Outside London","SEO/HEO","Heterosexual / straight","21825","21080","37680","36460"
"In post","2022","50-59","Outside London","SEO/HEO","LGBO","720","695","37260","35880"
