"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Statistics","South West (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","155","155","39920","33980"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","15","15","47770","46050"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","10","10","56600","57620"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","15","15","55820","57620"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","25","25","48200","46050"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","London","75","70","48560","53230"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","London","10","10","50800","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","London","20","20","47840","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","London","20","20","43550","38360"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","London","30","30","50010","45250"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","North West (England)","10","10","38550","37590"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","South West (England)","15","15","36370","36500"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","25","20","43580","42210"
"In post","2022","Analysis","Department for Education (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","London","40","35","48500","46840"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","North West (England)","15","15","38240","33000"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Policy","Yorkshire and The Humber","35","35","46660","48020"
"In post","2022","Analysis","Department for International Trade","Economics","London","145","145","44230","40330"
"In post","2022","Analysis","Department for International Trade","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","London","15","15","39710","32120"
"In post","2022","Analysis","Department for International Trade","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Policy","London","10","10","50460","47870"
"In post","2022","Analysis","Department for International Trade","Social Research","London","20","20","43020","32430"
"In post","2022","Analysis","Department for International Trade","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Statistics","London","50","50","44730","41530"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","60","55","48610","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","30","30","50660","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","110","110","47460","42980"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","West Midlands (England)","15","15","36710","30190"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Economics","London","145","145","48530","54110"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Operational Research","London","15","15","49890","54110"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Other","London","40","35","50720","54110"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Social Research","London","45","45","48980","46710"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Statistics","London","70","70","44730","42470"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Statistics","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","London","25","25","42040","37380"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Economics","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Human Resources","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","London","110","105","48740","41240"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","North East (England)","15","15","37900","35940"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","North West (England)","15","15","37630","33790"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","Yorkshire and The Humber","90","80","46600","45820"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","London","25","25","36150","35000"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","Yorkshire and The Humber","10","10","32960","31000"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","London","45","40","51670","45050"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","North East (England)","70","70","42760","36780"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","60","60","44310","36860"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","London","20","20","37540","25110"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","30","30","34360","21260"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Commercial","London","10","10","50110","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","London","70","70","48360","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Economics","Yorkshire and The Humber","15","15","45260","49530"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Medicine","London","10","10","53280","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","15","15","46460","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Operational Delivery","Yorkshire and The Humber","15","15","49650","51480"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","London","140","135","53940","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Policy","Yorkshire and The Humber","20","20","46820","49530"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","20","20","65040","66230"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","London","20","20","48930","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","Yorkshire and The Humber","25","20","47110","49530"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","South East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","South West (England)","20","15","32240","31380"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Operational Research","Yorkshire and The Humber","10","10","24990","21840"
"In post","2022","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","London","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","London","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Other","London","175","160","69590","65470"
"In post","2022","Analysis","Government Actuary's Department","Other","Scotland","10","10","73790","69690"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","East Midlands (England)","10","10","38070","31680"
"In post","2022","Analysis","Health and Safety Executive","Operational Delivery","North West (England)","5","5","[c]","[c]"
