"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","Heterosexual / straight","115","110","33620","30220"
"In post","2022","Analysis","East Anglia","Suffolk CC","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","Unknown","190","180","35310","30440"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","30","30","38520","36340"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Heterosexual / straight","800","765","37130","36840"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","LGBO","95","95","36160","31320"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Undeclared","60","60","35600","31320"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","Unknown","295","285","37880","36840"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","Heterosexual / straight","50","45","49680","46600"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","60","55","38880","36300"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","105","95","40430","39260"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","15","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","90","85","37860","38070"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","Heterosexual / straight","200","195","39620","35590"
"In post","2022","Analysis","Greater Manchester","Manchester","LGBO","30","30","37630","33370"
"In post","2022","Analysis","Greater Manchester","Manchester","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","Unknown","35","35","38790","33370"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","100","95","39410","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","Unknown","275","265","42420","47010"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","380","360","39180","37360"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","LGBO","30","30","32700","31070"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","Unknown","95","90","36440","34970"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","Heterosexual / straight","110","105","47860","43430"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","Heterosexual / straight","490","470","52050","53200"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","LGBO","35","35","50580","43870"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","Undeclared","65","60","52080","53360"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","Unknown","135","130","47390","42390"
"In post","2022","Analysis","Inner London - West","Camden and City of London","Heterosexual / straight","145","135","72620","68330"
"In post","2022","Analysis","Inner London - West","Camden and City of London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","Undeclared","25","20","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","Unknown","50","50","59410","51980"
"In post","2022","Analysis","Inner London - West","Westminster","Heterosexual / straight","1825","1780","48110","45140"
"In post","2022","Analysis","Inner London - West","Westminster","LGBO","195","190","46560","45620"
"In post","2022","Analysis","Inner London - West","Westminster","Undeclared","270","265","49440","52500"
"In post","2022","Analysis","Inner London - West","Westminster","Unknown","270","265","44800","40310"
"In post","2022","Analysis","Kent","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","Heterosexual / straight","70","65","42850","40350"
"In post","2022","Analysis","Merseyside","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","110","105","41720","36710"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","Heterosexual / straight","50","45","51740","46600"
"In post","2022","Analysis","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","Heterosexual / straight","[c]","[c]","[c]","[c]"
