"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Undeclared","305","235","32680","28920"
"In post","2022","65+","Undeclared","Unknown","165","115","27300","25170"
"In post","2022","65+","Unknown","Heterosexual / straight","390","315","32550","27360"
"In post","2022","65+","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","90","75","43010","35980"
"In post","2022","65+","Unknown","Unknown","1005","760","34020","28380"
"In post","2022","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Heterosexual / straight","65","[c]","21510","21260"
"Leaver CS","2022","16-19","Declared non-disabled","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","85","[c]","20180","20370"
"Leaver CS","2022","20-29","Declared disabled","Heterosexual / straight","445","[c]","26120","24250"
"Leaver CS","2022","20-29","Declared disabled","LGBO","180","[c]","26250","24920"
"Leaver CS","2022","20-29","Declared disabled","Undeclared","60","[c]","25140","24060"
"Leaver CS","2022","20-29","Declared disabled","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Heterosexual / straight","4330","[c]","26750","25120"
"Leaver CS","2022","20-29","Declared non-disabled","LGBO","490","[c]","26800","24900"
"Leaver CS","2022","20-29","Declared non-disabled","Undeclared","275","[c]","27650","25800"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","690","[c]","26260","24510"
"Leaver CS","2022","20-29","Undeclared","Heterosexual / straight","160","[c]","27270","26410"
"Leaver CS","2022","20-29","Undeclared","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Undeclared","95","[c]","29000","27570"
"Leaver CS","2022","20-29","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Heterosexual / straight","405","[c]","28210","25780"
"Leaver CS","2022","20-29","Unknown","LGBO","40","[c]","30770","26590"
"Leaver CS","2022","20-29","Unknown","Undeclared","225","[c]","28810","27270"
"Leaver CS","2022","20-29","Unknown","Unknown","3160","[c]","25820","23720"
"Leaver CS","2022","30-39","Declared disabled","Heterosexual / straight","410","[c]","30070","27570"
"Leaver CS","2022","30-39","Declared disabled","LGBO","95","[c]","28630","27570"
"Leaver CS","2022","30-39","Declared disabled","Undeclared","55","[c]","32740","27780"
"Leaver CS","2022","30-39","Declared disabled","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Heterosexual / straight","3600","[c]","34110","30040"
"Leaver CS","2022","30-39","Declared non-disabled","LGBO","305","[c]","35640","31060"
"Leaver CS","2022","30-39","Declared non-disabled","Undeclared","250","[c]","34790","31060"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","580","[c]","33440","29230"
"Leaver CS","2022","30-39","Undeclared","Heterosexual / straight","160","[c]","31270","27570"
"Leaver CS","2022","30-39","Undeclared","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Undeclared","100","[c]","39770","40580"
"Leaver CS","2022","30-39","Undeclared","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Heterosexual / straight","320","[c]","37580","34360"
"Leaver CS","2022","30-39","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Undeclared","160","[c]","39570","39430"
"Leaver CS","2022","30-39","Unknown","Unknown","1880","[c]","34230","30060"
"Leaver CS","2022","40-49","Declared disabled","Heterosexual / straight","365","[c]","31530","27570"
"Leaver CS","2022","40-49","Declared disabled","LGBO","50","[c]","34980","27570"
"Leaver CS","2022","40-49","Declared disabled","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Heterosexual / straight","2665","[c]","37970","31060"
"Leaver CS","2022","40-49","Declared non-disabled","LGBO","165","[c]","36370","29170"
"Leaver CS","2022","40-49","Declared non-disabled","Undeclared","200","[c]","37750","31060"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","495","[c]","36670","27990"
"Leaver CS","2022","40-49","Undeclared","Heterosexual / straight","120","[c]","32320","27570"
"Leaver CS","2022","40-49","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Undeclared","80","[c]","37720","31170"
"Leaver CS","2022","40-49","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Heterosexual / straight","240","[c]","40150","37330"
"Leaver CS","2022","40-49","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Undeclared","115","[c]","47010","47360"
"Leaver CS","2022","40-49","Unknown","Unknown","1230","[c]","39230","31060"
"Leaver CS","2022","50-59","Declared disabled","Heterosexual / straight","645","[c]","32070","27570"
"Leaver CS","2022","50-59","Declared disabled","LGBO","60","[c]","40920","31290"
"Leaver CS","2022","50-59","Declared disabled","Undeclared","95","[c]","32720","27570"
"Leaver CS","2022","50-59","Declared disabled","Unknown","180","[c]","33310","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Heterosexual / straight","3520","[c]","36250","28550"
"Leaver CS","2022","50-59","Declared non-disabled","LGBO","125","[c]","39430","29290"
"Leaver CS","2022","50-59","Declared non-disabled","Undeclared","355","[c]","36270","29000"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","975","[c]","33990","27570"
"Leaver CS","2022","50-59","Undeclared","Heterosexual / straight","200","[c]","32410","27570"
"Leaver CS","2022","50-59","Undeclared","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Undeclared","160","[c]","37330","34090"
"Leaver CS","2022","50-59","Undeclared","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Heterosexual / straight","280","[c]","41160","36790"
"Leaver CS","2022","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Undeclared","120","[c]","42170","39070"
"Leaver CS","2022","50-59","Unknown","Unknown","1320","[c]","39980","30350"
"Leaver CS","2022","60-64","Declared disabled","Heterosexual / straight","545","[c]","32920","27570"
"Leaver CS","2022","60-64","Declared disabled","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Undeclared","95","[c]","31960","27570"
"Leaver CS","2022","60-64","Declared disabled","Unknown","175","[c]","32050","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Heterosexual / straight","2575","[c]","37010","30370"
"Leaver CS","2022","60-64","Declared non-disabled","LGBO","70","[c]","34710","29290"
"Leaver CS","2022","60-64","Declared non-disabled","Undeclared","370","[c]","33910","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","985","[c]","33880","27570"
"Leaver CS","2022","60-64","Undeclared","Heterosexual / straight","145","[c]","29900","26670"
"Leaver CS","2022","60-64","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Undeclared","145","[c]","36290","33660"
"Leaver CS","2022","60-64","Undeclared","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Heterosexual / straight","180","[c]","41800","36460"
"Leaver CS","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Undeclared","50","[c]","41510","39070"
"Leaver CS","2022","60-64","Unknown","Unknown","740","[c]","37740","33680"
"Leaver CS","2022","65+","Declared disabled","Heterosexual / straight","515","[c]","27850","26090"
"Leaver CS","2022","65+","Declared disabled","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Undeclared","100","[c]","26760","24310"
"Leaver CS","2022","65+","Declared disabled","Unknown","130","[c]","29860","27570"
"Leaver CS","2022","65+","Declared non-disabled","Heterosexual / straight","1945","[c]","30880","27370"
"Leaver CS","2022","65+","Declared non-disabled","LGBO","50","[c]","28700","24220"
"Leaver CS","2022","65+","Declared non-disabled","Undeclared","315","[c]","29050","26780"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","800","[c]","29470","27370"
"Leaver CS","2022","65+","Undeclared","Heterosexual / straight","145","[c]","27490","23500"
"Leaver CS","2022","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Undeclared","80","[c]","31260","27370"
"Leaver CS","2022","65+","Undeclared","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Heterosexual / straight","120","[c]","31790","26900"
"Leaver CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Undeclared","35","[c]","41860","28580"
"Leaver CS","2022","65+","Unknown","Unknown","470","[c]","36870","30450"
"Leaver CS","2022","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Heterosexual / straight","325","[c]","30170","28000"
"Leaver Dept.","2022","20-29","Declared disabled","LGBO","115","[c]","29400","28450"
"Leaver Dept.","2022","20-29","Declared disabled","Undeclared","35","[c]","30600","28120"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Heterosexual / straight","3275","[c]","30400","28120"
"Leaver Dept.","2022","20-29","Declared non-disabled","LGBO","390","[c]","31640","29640"
"Leaver Dept.","2022","20-29","Declared non-disabled","Undeclared","255","[c]","29510","27570"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","355","[c]","29240","27570"
"Leaver Dept.","2022","20-29","Undeclared","Heterosexual / straight","110","[c]","30480","28000"
"Leaver Dept.","2022","20-29","Undeclared","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Undeclared","80","[c]","31970","31180"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Heterosexual / straight","265","[c]","30450","29030"
"Leaver Dept.","2022","20-29","Unknown","LGBO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","380","[c]","32750","29100"
"Leaver Dept.","2022","20-29","Unknown","Unknown","1460","[c]","31690","32000"
"Leaver Dept.","2022","30-39","Declared disabled","Heterosexual / straight","335","[c]","36200","31990"
"Leaver Dept.","2022","30-39","Declared disabled","LGBO","85","[c]","35080","32880"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","50","[c]","37000","34550"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Heterosexual / straight","3410","[c]","37840","33670"
"Leaver Dept.","2022","30-39","Declared non-disabled","LGBO","265","[c]","39690","36730"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","255","[c]","38300","34360"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","450","[c]","37940","31860"
"Leaver Dept.","2022","30-39","Undeclared","Heterosexual / straight","120","[c]","34400","31060"
"Leaver Dept.","2022","30-39","Undeclared","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Undeclared","110","[c]","40770","40060"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Heterosexual / straight","260","[c]","37430","36370"
"Leaver Dept.","2022","30-39","Unknown","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","295","[c]","42840","40470"
"Leaver Dept.","2022","30-39","Unknown","Unknown","1025","[c]","38920","34230"
"Leaver Dept.","2022","40-49","Declared disabled","Heterosexual / straight","300","[c]","38460","33300"
"Leaver Dept.","2022","40-49","Declared disabled","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Undeclared","40","[c]","35280","32330"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Heterosexual / straight","2515","[c]","42990","37360"
"Leaver Dept.","2022","40-49","Declared non-disabled","LGBO","150","[c]","47590","43290"
"Leaver Dept.","2022","40-49","Declared non-disabled","Undeclared","210","[c]","42280","38070"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","355","[c]","38460","31990"
"Leaver Dept.","2022","40-49","Undeclared","Heterosexual / straight","80","[c]","36700","33300"
"Leaver Dept.","2022","40-49","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Undeclared","70","[c]","41070","38790"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Heterosexual / straight","275","[c]","46380","41530"
"Leaver Dept.","2022","40-49","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Undeclared","305","[c]","48800","47600"
"Leaver Dept.","2022","40-49","Unknown","Unknown","760","[c]","46810","42190"
"Leaver Dept.","2022","50-59","Declared disabled","Heterosexual / straight","250","[c]","38800","31880"
"Leaver Dept.","2022","50-59","Declared disabled","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Undeclared","35","[c]","38800","35190"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Heterosexual / straight","1620","[c]","42970","36330"
"Leaver Dept.","2022","50-59","Declared non-disabled","LGBO","55","[c]","44530","38200"
"Leaver Dept.","2022","50-59","Declared non-disabled","Undeclared","150","[c]","44100","36370"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","260","[c]","46790","35420"
"Leaver Dept.","2022","50-59","Undeclared","Heterosexual / straight","60","[c]","37550","31990"
"Leaver Dept.","2022","50-59","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Undeclared","55","[c]","39000","35640"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Heterosexual / straight","280","[c]","53460","48880"
"Leaver Dept.","2022","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Undeclared","250","[c]","56620","50810"
"Leaver Dept.","2022","50-59","Unknown","Unknown","510","[c]","50350","42830"
"Leaver Dept.","2022","60-64","Declared disabled","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Heterosexual / straight","260","[c]","46220","36420"
"Leaver Dept.","2022","60-64","Declared non-disabled","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Heterosexual / straight","75","[c]","48100","40060"
