"Status","Year","Parent_department","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Chancellor's other departments","Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","London","London","Female","55","50","43990","37910"
"In post","2022","Charity Commission","London","London","Male","30","30","[c]","[c]"
"In post","2022","Charity Commission","North West (England)","Outside London","Female","210","190","31660","29160"
"In post","2022","Charity Commission","North West (England)","Outside London","Male","135","135","32130","29160"
"In post","2022","Charity Commission","South West (England)","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Charity Commission","Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","London","Female","395","375","58500","55860"
"In post","2022","Competition and Markets Authority","London","London","Male","400","395","64440","59450"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","Female","30","30","57610","55860"
"In post","2022","Competition and Markets Authority","Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","Female","135","125","30100","30930"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","Male","95","90","33120","31220"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","Female","125","115","32490","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Outside London","Male","85","85","35550","34950"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","Female","2975","2870","47620","43710"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","London","Male","2990","2955","50080","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","Female","135","125","31130","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","Male","90","85","35560","31220"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","Female","345","330","34270","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","Male","315","305","37820","36060"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","Male","30","30","31310","32560"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Female","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","Female","205","185","34380","30930"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","Male","220","210","38090","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","Female","150","140","33780","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","Male","110","105","36710","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","Female","845","780","38120","37670"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","Male","1255","1220","41260","39750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","Female","1555","1405","31950","27380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Outside London","Male","1440","1405","38320","36110"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","Female","410","385","34230","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","Male","320","310","35840","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","Female","110","105","32120","31140"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","Male","95","90","34000","31020"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","Female","985","960","47130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","London","Male","800","795","48360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","Female","60","60","40000","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","Male","65","60","42710","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for Education","East Midlands (England)","Outside London","Female","230","215","40610","36780"
"In post","2022","Department for Education","East Midlands (England)","Outside London","Male","140","140","43500","38220"
"In post","2022","Department for Education","East of England","Outside London","Female","50","50","47900","50130"
"In post","2022","Department for Education","East of England","Outside London","Male","30","30","50700","50660"
"In post","2022","Department for Education","London","London","Female","1595","1510","49420","53420"
"In post","2022","Department for Education","London","London","Male","940","935","51730","53420"
"In post","2022","Department for Education","North East (England)","Outside London","Female","595","560","37270","36500"
"In post","2022","Department for Education","North East (England)","Outside London","Male","360","360","40300","36780"
"In post","2022","Department for Education","North West (England)","Outside London","Female","725","700","40260","36500"
"In post","2022","Department for Education","North West (England)","Outside London","Male","550","545","40730","36500"
"In post","2022","Department for Education","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Department for Education","South West (England)","Outside London","Female","205","195","42820","37030"
"In post","2022","Department for Education","South West (England)","Outside London","Male","135","135","45080","42580"
"In post","2022","Department for Education","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Wales","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for Education","West Midlands (England)","Outside London","Female","820","795","39500","36530"
"In post","2022","Department for Education","West Midlands (England)","Outside London","Male","580","580","42150","36960"
"In post","2022","Department for Education","Yorkshire and The Humber","Outside London","Female","930","865","39990","36500"
"In post","2022","Department for Education","Yorkshire and The Humber","Outside London","Male","745","735","41820","36960"
"In post","2022","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","Female","185","175","32630","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","Male","135","130","31600","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","East of England","Outside London","Female","455","420","32960","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","East of England","Outside London","Male","445","435","35230","31920"
"In post","2022","Department for Environment, Food and Rural Affairs","London","London","Female","1570","1505","44030","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","London","London","Male","1325","1310","44520","38910"
"In post","2022","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","Female","425","385","30880","26600"
"In post","2022","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","Male","375","365","31630","26520"
"In post","2022","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","Female","1060","940","28270","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","Male","640","625","30560","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Scotland","Outside London","Female","110","105","32220","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Scotland","Outside London","Male","70","70","35180","29980"
"In post","2022","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","Female","855","805","34230","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","Male","655","635","37850","33700"
"In post","2022","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","Female","1185","1095","34240","30320"
"In post","2022","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","Male","885","865","37320","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Wales","Outside London","Female","245","225","28050","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Wales","Outside London","Male","125","120","31080","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","Female","450","415","31750","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","Male","295","285","35090","30710"
"In post","2022","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","Female","660","615","34590","30430"
"In post","2022","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","Male","605","595","35080","31610"
"In post","2022","Department for International Trade","East Midlands (England)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East Midlands (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","London","Female","1230","1215","45220","39840"
"In post","2022","Department for International Trade","London","London","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","North East (England)","Outside London","Female","30","30","41690","40300"
"In post","2022","Department for International Trade","North East (England)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","North West (England)","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","North West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Overseas","Female","55","55","54900","53750"
"In post","2022","Department for International Trade","Overseas","Overseas","Male","120","120","55570","53410"
"In post","2022","Department for International Trade","Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Department for International Trade","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","South East (England)","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","South West (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Wales","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","West Midlands (England)","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for International Trade","West Midlands (England)","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Yorkshire and The Humber","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Department for International Trade","Yorkshire and The Humber","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","Female","45","45","45800","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","Male","55","50","50560","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","East of England","Outside London","Female","65","55","44940","41980"
"In post","2022","Department for Levelling Up, Housing and Communities","East of England","Outside London","Male","70","65","44380","41020"
"In post","2022","Department for Levelling Up, Housing and Communities","London","London","Female","1135","1100","48410","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","London","London","Male","1140","1125","48770","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","Female","60","55","45570","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","Male","70","70","44540","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","Female","120","115","39950","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","Male","100","95","43380","40060"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","Male","35","30","55180","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","Female","335","305","34680","32780"
"In post","2022","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","Male","300","290","37790","34610"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Wales","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Wales","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","Female","200","195","38280","34690"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","Male","150","150","39390","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","Female","85","80","44580","38250"
"In post","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","Male","75","70","48450","47660"
"In post","2022","Department for Transport","East Midlands (England)","Outside London","Female","235","220","33090","30730"
"In post","2022","Department for Transport","East Midlands (England)","Outside London","Male","425","410","33940","27930"
"In post","2022","Department for Transport","East of England","Outside London","Female","95","85","28730","26780"
"In post","2022","Department for Transport","East of England","Outside London","Male","305","290","30350","27930"
"In post","2022","Department for Transport","London","London","Female","1420","1375","47500","42890"
"In post","2022","Department for Transport","London","London","Male","1975","1930","47850","42890"
"In post","2022","Department for Transport","North East (England)","Outside London","Female","175","155","25870","21840"
"In post","2022","Department for Transport","North East (England)","Outside London","Male","205","200","29110","26780"
"In post","2022","Department for Transport","North West (England)","Outside London","Female","130","120","27330","26700"
"In post","2022","Department for Transport","North West (England)","Outside London","Male","365","345","29750","26830"
"In post","2022","Department for Transport","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Northern Ireland","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Scotland","Outside London","Female","125","110","30280","26780"
"In post","2022","Department for Transport","Scotland","Outside London","Male","330","315","33070","28240"
"In post","2022","Department for Transport","South East (England)","Outside London","Female","545","505","33510","30730"
"In post","2022","Department for Transport","South East (England)","Outside London","Male","960","930","37680","31380"
"In post","2022","Department for Transport","South West (England)","Outside London","Female","270","245","32260","26780"
"In post","2022","Department for Transport","South West (England)","Outside London","Male","500","485","33020","29080"
"In post","2022","Department for Transport","Wales","Outside London","Female","4025","3380","24870","21840"
"In post","2022","Department for Transport","Wales","Outside London","Male","2905","2805","29610","26130"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","Female","225","215","29040","26470"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","Male","450","435","29820","26780"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","Female","240","220","29210","26700"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","Male","435","415","31910","27930"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","Female","3180","2715","26570","27570"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","Male","1735","1650","28490","27570"
"In post","2022","Department for Work and Pensions","East of England","Outside London","Female","3105","2690","28320","27570"
"In post","2022","Department for Work and Pensions","East of England","Outside London","Male","1515","1460","29330","27570"
"In post","2022","Department for Work and Pensions","London","London","Female","6440","5870","33330","31060"
"In post","2022","Department for Work and Pensions","London","London","Male","3675","3590","35700","31060"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","Female","6230","5315","26960","27570"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","Male","4025","3860","30520","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","Female","12005","10455","27190","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","Male","7335","7085","29800","27570"
"In post","2022","Department for Work and Pensions","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","Female","5910","5050","25650","27570"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","Male","2950","2805","27700","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","Female","4360","3780","27600","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","Male","2085","2005","28030","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","Female","3695","3070","26350","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","Male","1895","1795","27130","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","Female","375","340","30280","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","Male","220","215","32630","27570"
"In post","2022","Department for Work and Pensions","Wales","Outside London","Female","3825","3320","26060","27570"
"In post","2022","Department for Work and Pensions","Wales","Outside London","Male","1985","1910","26740","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","Female","5140","4355","26230","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","Male","2585","2460","26780","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","Female","6140","5260","29270","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","Male","3750","3595","32090","27570"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","Female","170","155","41870","36330"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","Male","60","55","43710","36330"
"In post","2022","Department of Health and Social Care","East of England","Outside London","Female","435","400","42620","39380"
"In post","2022","Department of Health and Social Care","East of England","Outside London","Male","250","245","46820","40450"
"In post","2022","Department of Health and Social Care","London","London","Female","4085","3880","46400","40650"
"In post","2022","Department of Health and Social Care","London","London","Male","2220","2165","50280","45580"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","Female","80","70","43610","39170"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","Male","40","35","50250","41950"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","Female","340","305","36380","32310"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","Male","195","190","42320","35610"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","Female","355","310","44450","38580"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","Male","195","185","47730","41690"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","Female","800","735","36900","32330"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","Male","385","375","44960","39170"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","Female","305","270","40170","36330"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","Male","110","100","48410","36330"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","Female","1020","965","41960","36820"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","Male","645","630","44990","40750"
"In post","2022","Estyn","North West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","North West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
