"Status","Year","Disability","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","London","Female","555","520","39750","34550"
"In post","2022","Declared non-disabled","Other ethnicity","London","Male","390","385","41440","35490"
"In post","2022","Declared non-disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Outside London","Female","485","440","30100","27570"
"In post","2022","Declared non-disabled","Other ethnicity","Outside London","Male","435","420","33870","28200"
"In post","2022","Declared non-disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","London","Female","1030","945","38140","32040"
"In post","2022","Declared non-disabled","Undeclared","London","Male","1040","1010","43420","38050"
"In post","2022","Declared non-disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Outside London","Female","3025","2620","29560","27570"
"In post","2022","Declared non-disabled","Undeclared","Outside London","Male","3870","3690","34280","30730"
"In post","2022","Declared non-disabled","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Overseas","Male","45","45","46780","40750"
"In post","2022","Declared non-disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Female","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","London","Female","795","735","41880","35330"
"In post","2022","Declared non-disabled","Unknown","London","Male","700","690","45360","37930"
"In post","2022","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outside London","Female","4085","3580","28970","26670"
"In post","2022","Declared non-disabled","Unknown","Outside London","Male","3515","3390","32110","27570"
"In post","2022","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","London","Female","20675","19515","47200","42410"
"In post","2022","Declared non-disabled","White","London","Male","20075","19725","49460","44500"
"In post","2022","Declared non-disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","Outside London","Female","126885","114000","31170","27570"
"In post","2022","Declared non-disabled","White","Outside London","Male","98330","95200","34110","30120"
"In post","2022","Declared non-disabled","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","Overseas","Female","750","745","49780","50670"
"In post","2022","Declared non-disabled","White","Overseas","Male","1195","1195","49590","48480"
"In post","2022","Declared non-disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","Unknown","Female","310","295","34160","31060"
"In post","2022","Declared non-disabled","White","Unknown","Male","295","290","34480","29290"
"In post","2022","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","London","Female","340","315","38430","34260"
"In post","2022","Undeclared","Asian","London","Male","260","255","37970","33440"
"In post","2022","Undeclared","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Outside London","Female","365","320","27530","26950"
"In post","2022","Undeclared","Asian","Outside London","Male","395","380","30690","27570"
"In post","2022","Undeclared","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","London","Female","315","295","34130","31520"
"In post","2022","Undeclared","Black","London","Male","185","180","35060","33330"
"In post","2022","Undeclared","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Outside London","Female","145","135","29060","27570"
"In post","2022","Undeclared","Black","Outside London","Male","120","115","32390","30580"
"In post","2022","Undeclared","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","London","Female","90","85","39920","34710"
"In post","2022","Undeclared","Mixed","London","Male","70","70","43050","36650"
"In post","2022","Undeclared","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Outside London","Female","130","120","31150","27570"
"In post","2022","Undeclared","Mixed","Outside London","Male","140","135","31320","28450"
"In post","2022","Undeclared","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","London","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","London","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Outside London","Male","55","55","33930","31650"
"In post","2022","Undeclared","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","London","Female","555","525","41850","36910"
"In post","2022","Undeclared","Undeclared","London","Male","995","975","46610","42470"
"In post","2022","Undeclared","Undeclared","Outside London","Female","1835","1650","32520","28590"
"In post","2022","Undeclared","Undeclared","Outside London","Male","3595","3460","34840","32190"
"In post","2022","Undeclared","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Overseas","Male","60","60","46990","41960"
"In post","2022","Undeclared","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","London","Female","105","100","39440","34430"
"In post","2022","Undeclared","Unknown","London","Male","140","135","41310","37450"
"In post","2022","Undeclared","Unknown","Outside London","Female","385","340","29230","27130"
"In post","2022","Undeclared","Unknown","Outside London","Male","475","450","32490","31650"
"In post","2022","Undeclared","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","London","Female","1085","1035","43690","38750"
"In post","2022","Undeclared","White","London","Male","1160","1135","45990","40600"
"In post","2022","Undeclared","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Outside London","Female","7125","6410","29670","27570"
"In post","2022","Undeclared","White","Outside London","Male","7145","6760","32130","31650"
"In post","2022","Undeclared","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","White","Overseas","Male","40","40","47300","42130"
"In post","2022","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","London","Female","765","735","41250","37610"
"In post","2022","Unknown","Asian","London","Male","535","525","42230","37930"
"In post","2022","Unknown","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Outside London","Female","785","735","32820","28840"
"In post","2022","Unknown","Asian","Outside London","Male","705","690","33210","28920"
"In post","2022","Unknown","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","London","Female","440","430","38090","33710"
"In post","2022","Unknown","Black","London","Male","225","220","39770","36820"
"In post","2022","Unknown","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Outside London","Female","260","245","33370","28570"
"In post","2022","Unknown","Black","Outside London","Male","175","170","35590","30940"
"In post","2022","Unknown","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","London","Female","185","180","43240","40030"
"In post","2022","Unknown","Mixed","London","Male","140","140","43990","40170"
"In post","2022","Unknown","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Outside London","Female","220","205","31680","29360"
"In post","2022","Unknown","Mixed","Outside London","Male","170","165","36690","33370"
"In post","2022","Unknown","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","Female","80","80","41260","35370"
"In post","2022","Unknown","Other ethnicity","London","Male","60","55","50040","43900"
"In post","2022","Unknown","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Outside London","Female","45","45","35930","32770"
"In post","2022","Unknown","Other ethnicity","Outside London","Male","50","50","40240","33540"
"In post","2022","Unknown","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","Female","190","180","43150","38670"
"In post","2022","Unknown","Undeclared","London","Male","210","205","49090","44850"
"In post","2022","Unknown","Undeclared","Outside London","Female","585","530","36020","33230"
"In post","2022","Unknown","Undeclared","Outside London","Male","920","875","37140","35000"
"In post","2022","Unknown","Undeclared","Overseas","Female","35","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","Male","45","45","52860","52400"
"In post","2022","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Female","7895","7670","42060","35530"
"In post","2022","Unknown","Unknown","London","Male","6885","6800","44620","38160"
"In post","2022","Unknown","Unknown","Outside London","Female","21960","20325","29260","26140"
"In post","2022","Unknown","Unknown","Outside London","Male","21540","20910","30960","26820"
"In post","2022","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","Female","240","240","48250","46600"
"In post","2022","Unknown","Unknown","Overseas","Male","215","215","50360","51950"
"In post","2022","Unknown","Unknown","Unknown","Female","405","395","33810","30480"
"In post","2022","Unknown","Unknown","Unknown","Male","1790","1785","37870","33570"
"In post","2022","Unknown","White","London","Female","2420","2305","46690","40650"
"In post","2022","Unknown","White","London","Male","2145","2115","48590","43630"
"In post","2022","Unknown","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Outside London","Female","10490","9560","33680","30040"
"In post","2022","Unknown","White","Outside London","Male","10000","9675","35820","33370"
"In post","2022","Unknown","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Overseas","Female","140","135","54730","53500"
"In post","2022","Unknown","White","Overseas","Male","195","195","56240","55530"
"In post","2022","Unknown","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","Female","65","[c]","31300","30370"
"Leaver CS","2022","Declared disabled","Asian","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Female","55","[c]","26260","25100"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Male","50","[c]","24890","21680"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","Female","80","[c]","32860","31060"
"Leaver CS","2022","Declared disabled","Black","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
