"Status","Year","Age","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","SEO","Female","Heterosexual / straight","2425","2410","40220","40180"
"In post","2022","20-29","SEO","Female","LGBO","305","300","40290","40230"
"In post","2022","20-29","SEO","Female","Undeclared","255","255","40090","40310"
"In post","2022","20-29","SEO","Female","Unknown","700","695","40490","40520"
"In post","2022","20-29","SEO","Male","Heterosexual / straight","1805","1800","40260","40180"
"In post","2022","20-29","SEO","Male","LGBO","315","315","40270","40050"
"In post","2022","20-29","SEO","Male","Undeclared","230","230","40420","40600"
"In post","2022","20-29","SEO","Male","Unknown","780","775","40370","40230"
"In post","2022","20-29","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Female","Heterosexual / straight","2020","1990","26100","24090"
"In post","2022","20-29","Unknown","Female","LGBO","230","230","25020","23170"
"In post","2022","20-29","Unknown","Female","Undeclared","100","100","25330","24090"
"In post","2022","20-29","Unknown","Female","Unknown","715","695","24670","24090"
"In post","2022","20-29","Unknown","Male","Heterosexual / straight","585","580","26610","26810"
"In post","2022","20-29","Unknown","Male","LGBO","75","75","24550","23170"
"In post","2022","20-29","Unknown","Male","Undeclared","35","35","28830","28370"
"In post","2022","20-29","Unknown","Male","Unknown","485","480","27340","26110"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","AA","Female","Heterosexual / straight","775","665","20510","20890"
"In post","2022","30-39","AA","Female","LGBO","90","85","20760","20890"
"In post","2022","30-39","AA","Female","Undeclared","75","60","19670","18570"
"In post","2022","30-39","AA","Female","Unknown","360","310","20870","20890"
"In post","2022","30-39","AA","Male","Heterosexual / straight","790","775","20900","20890"
"In post","2022","30-39","AA","Male","LGBO","50","45","20640","20890"
"In post","2022","30-39","AA","Male","Undeclared","85","85","20940","20890"
"In post","2022","30-39","AA","Male","Unknown","325","315","21350","20950"
"In post","2022","30-39","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","AO","Female","Heterosexual / straight","7725","6590","22570","21270"
"In post","2022","30-39","AO","Female","LGBO","660","625","24300","22200"
"In post","2022","30-39","AO","Female","Undeclared","660","570","22980","21680"
"In post","2022","30-39","AO","Female","Unknown","3000","2540","22620","21260"
"In post","2022","30-39","AO","Male","Heterosexual / straight","6970","6865","24800","23140"
"In post","2022","30-39","AO","Male","LGBO","515","505","23460","21260"
"In post","2022","30-39","AO","Male","Undeclared","650","630","24440","21840"
"In post","2022","30-39","AO","Male","Unknown","2650","2595","24220","21780"
"In post","2022","30-39","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","EO","Female","Heterosexual / straight","10150","9250","27560","27570"
"In post","2022","30-39","EO","Female","LGBO","815","795","28010","27570"
"In post","2022","30-39","EO","Female","Undeclared","780","725","27700","27570"
"In post","2022","30-39","EO","Female","Unknown","2885","2635","27820","27570"
"In post","2022","30-39","EO","Male","Heterosexual / straight","7875","7825","27980","27570"
"In post","2022","30-39","EO","Male","LGBO","750","740","27660","27570"
"In post","2022","30-39","EO","Male","Undeclared","805","800","28240","27570"
"In post","2022","30-39","EO","Male","Unknown","2590","2570","28070","27230"
"In post","2022","30-39","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G6","Female","Heterosexual / straight","1595","1520","66550","65440"
"In post","2022","30-39","G6","Female","LGBO","115","115","65680","64700"
"In post","2022","30-39","G6","Female","Undeclared","185","180","66740","66230"
"In post","2022","30-39","G6","Female","Unknown","395","380","66940","65480"
"In post","2022","30-39","G6","Male","Heterosexual / straight","1380","1365","67290","66040"
"In post","2022","30-39","G6","Male","LGBO","175","170","66520","65710"
"In post","2022","30-39","G6","Male","Undeclared","175","170","66910","66230"
"In post","2022","30-39","G6","Male","Unknown","385","385","68270","66230"
"In post","2022","30-39","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G7","Female","Heterosexual / straight","5005","4770","54100","53600"
"In post","2022","30-39","G7","Female","LGBO","425","420","53940","53380"
"In post","2022","30-39","G7","Female","Undeclared","520","505","54020","53420"
"In post","2022","30-39","G7","Female","Unknown","1325","1275","54630","54070"
"In post","2022","30-39","G7","Male","Heterosexual / straight","4420","4390","54580","54270"
"In post","2022","30-39","G7","Male","LGBO","535","530","54780","54270"
"In post","2022","30-39","G7","Male","Undeclared","565","560","54800","54400"
"In post","2022","30-39","G7","Male","Unknown","1415","1410","54820","54650"
"In post","2022","30-39","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HEO","Female","Heterosexual / straight","7345","6950","33230","33080"
"In post","2022","30-39","HEO","Female","LGBO","560","550","33190","33080"
"In post","2022","30-39","HEO","Female","Undeclared","610","580","33500","33170"
"In post","2022","30-39","HEO","Female","Unknown","1760","1675","33400","33290"
"In post","2022","30-39","HEO","Male","Heterosexual / straight","6135","6100","33710","33300"
"In post","2022","30-39","HEO","Male","LGBO","565","565","33320","33080"
"In post","2022","30-39","HEO","Male","Undeclared","705","705","33850","33300"
"In post","2022","30-39","HEO","Male","Unknown","1945","1935","33600","33370"
"In post","2022","30-39","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SCS level","Female","Heterosexual / straight","400","380","79870","75500"
"In post","2022","30-39","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","SCS level","Female","Undeclared","40","35","77400","74370"
"In post","2022","30-39","SCS level","Female","Unknown","85","85","81460","76410"
"In post","2022","30-39","SCS level","Male","Heterosexual / straight","335","330","79910","75680"
"In post","2022","30-39","SCS level","Male","LGBO","60","55","80520","75230"
"In post","2022","30-39","SCS level","Male","Undeclared","35","35","78810","74420"
"In post","2022","30-39","SCS level","Male","Unknown","90","90","81780","77570"
"In post","2022","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO","Female","Heterosexual / straight","5545","5285","41130","40450"
"In post","2022","30-39","SEO","Female","LGBO","430","420","40630","40050"
"In post","2022","30-39","SEO","Female","Undeclared","555","530","40650","40180"
"In post","2022","30-39","SEO","Female","Unknown","1200","1150","40700","40360"
"In post","2022","30-39","SEO","Male","Heterosexual / straight","4710","4685","41250","40520"
"In post","2022","30-39","SEO","Male","LGBO","470","470","40720","40180"
"In post","2022","30-39","SEO","Male","Undeclared","580","575","41800","40650"
"In post","2022","30-39","SEO","Male","Unknown","1365","1360","40730","40180"
"In post","2022","30-39","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Heterosexual / straight","2635","2405","29930","30210"
"In post","2022","30-39","Unknown","Female","LGBO","205","205","28680","26310"
"In post","2022","30-39","Unknown","Female","Undeclared","160","145","30890","31150"
"In post","2022","30-39","Unknown","Female","Unknown","720","650","28040","25480"
"In post","2022","30-39","Unknown","Male","Heterosexual / straight","895","885","32780","31420"
"In post","2022","30-39","Unknown","Male","LGBO","70","70","28600","24800"
"In post","2022","30-39","Unknown","Male","Undeclared","80","75","33620","32720"
"In post","2022","30-39","Unknown","Male","Unknown","565","555","33670","32400"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AA","Female","Heterosexual / straight","870","760","20510","20890"
"In post","2022","40-49","AA","Female","LGBO","70","65","21040","20890"
"In post","2022","40-49","AA","Female","Undeclared","135","110","19700","19200"
"In post","2022","40-49","AA","Female","Unknown","370","320","21000","20950"
"In post","2022","40-49","AA","Male","Heterosexual / straight","935","915","20730","20560"
"In post","2022","40-49","AA","Male","LGBO","45","45","20410","20480"
"In post","2022","40-49","AA","Male","Undeclared","145","140","20100","19810"
"In post","2022","40-49","AA","Male","Unknown","305","295","21490","21050"
"In post","2022","40-49","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AO","Female","Heterosexual / straight","8805","7405","22310","21270"
"In post","2022","40-49","AO","Female","LGBO","335","310","23990","21680"
"In post","2022","40-49","AO","Female","Undeclared","1155","965","22460","21490"
"In post","2022","40-49","AO","Female","Unknown","3345","2715","22380","21260"
"In post","2022","40-49","AO","Male","Heterosexual / straight","5845","5710","24840","22040"
"In post","2022","40-49","AO","Male","LGBO","360","350","23610","21260"
"In post","2022","40-49","AO","Male","Undeclared","870","845","24900","21840"
"In post","2022","40-49","AO","Male","Unknown","2240","2175","24240","21680"
"In post","2022","40-49","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","EO","Female","Heterosexual / straight","11420","10230","27710","27570"
"In post","2022","40-49","EO","Female","LGBO","460","435","28060","27570"
"In post","2022","40-49","EO","Female","Undeclared","1240","1115","27810","27570"
"In post","2022","40-49","EO","Female","Unknown","3185","2755","27940","27570"
"In post","2022","40-49","EO","Male","Heterosexual / straight","7800","7720","28170","27570"
"In post","2022","40-49","EO","Male","LGBO","560","555","27760","27570"
"In post","2022","40-49","EO","Male","Undeclared","1050","1035","28330","27570"
"In post","2022","40-49","EO","Male","Unknown","2200","2165","28440","27570"
"In post","2022","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G6","Female","Heterosexual / straight","2420","2250","68220","66790"
"In post","2022","40-49","G6","Female","LGBO","100","95","69100","67550"
"In post","2022","40-49","G6","Female","Undeclared","265","245","68730","67150"
"In post","2022","40-49","G6","Female","Unknown","565","525","69410","67300"
"In post","2022","40-49","G6","Male","Heterosexual / straight","2150","2135","68550","67250"
"In post","2022","40-49","G6","Male","LGBO","215","215","67970","67130"
"In post","2022","40-49","G6","Male","Undeclared","300","295","69210","67910"
"In post","2022","40-49","G6","Male","Unknown","585","580","69840","67900"
"In post","2022","40-49","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G7","Female","Heterosexual / straight","5445","5095","55100","54400"
"In post","2022","40-49","G7","Female","LGBO","230","225","55360","54160"
"In post","2022","40-49","G7","Female","Undeclared","545","510","54820","54280"
"In post","2022","40-49","G7","Female","Unknown","1425","1320","55180","54280"
"In post","2022","40-49","G7","Male","Heterosexual / straight","4730","4695","55720","55140"
"In post","2022","40-49","G7","Male","LGBO","350","345","55520","54840"
"In post","2022","40-49","G7","Male","Undeclared","650","640","55550","54760"
"In post","2022","40-49","G7","Male","Unknown","1425","1410","55300","54730"
"In post","2022","40-49","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HEO","Female","Heterosexual / straight","6905","6450","33680","33300"
"In post","2022","40-49","HEO","Female","LGBO","325","315","34130","33370"
"In post","2022","40-49","HEO","Female","Undeclared","755","705","33620","33300"
"In post","2022","40-49","HEO","Female","Unknown","1460","1365","34230","33370"
"In post","2022","40-49","HEO","Male","Heterosexual / straight","5450","5405","34300","33370"
"In post","2022","40-49","HEO","Male","LGBO","315","315","33840","33370"
"In post","2022","40-49","HEO","Male","Undeclared","810","800","34340","33370"
"In post","2022","40-49","HEO","Male","Unknown","1385","1370","34380","33370"
"In post","2022","40-49","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SCS level","Female","Heterosexual / straight","1095","1030","85770","79000"
"In post","2022","40-49","SCS level","Female","LGBO","65","65","85180","77560"
"In post","2022","40-49","SCS level","Female","Undeclared","95","90","83430","79760"
"In post","2022","40-49","SCS level","Female","Unknown","230","220","89770","81850"
"In post","2022","40-49","SCS level","Male","Heterosexual / straight","1015","1005","88740","82000"
"In post","2022","40-49","SCS level","Male","LGBO","115","110","87250","80800"
"In post","2022","40-49","SCS level","Male","Undeclared","95","95","86660","80810"
"In post","2022","40-49","SCS level","Male","Unknown","250","250","95700","90040"
"In post","2022","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SEO","Female","Heterosexual / straight","6140","5775","41840","40580"
"In post","2022","40-49","SEO","Female","LGBO","250","245","43060","40960"
"In post","2022","40-49","SEO","Female","Undeclared","655","615","41960","40580"
"In post","2022","40-49","SEO","Female","Unknown","1135","1065","41600","40520"
"In post","2022","40-49","SEO","Male","Heterosexual / straight","5085","5055","42320","40650"
"In post","2022","40-49","SEO","Male","LGBO","265","265","41230","40520"
"In post","2022","40-49","SEO","Male","Undeclared","740","735","42390","40820"
"In post","2022","40-49","SEO","Male","Unknown","1170","1155","41790","40520"
"In post","2022","40-49","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Heterosexual / straight","2840","2590","33130","32690"
"In post","2022","40-49","Unknown","Female","LGBO","135","130","34620","34340"
"In post","2022","40-49","Unknown","Female","Undeclared","240","220","34060","35020"
"In post","2022","40-49","Unknown","Female","Unknown","605","535","30870","28200"
"In post","2022","40-49","Unknown","Male","Heterosexual / straight","980","965","36460","35390"
"In post","2022","40-49","Unknown","Male","LGBO","80","80","33260","28320"
"In post","2022","40-49","Unknown","Male","Undeclared","135","130","37190","37170"
"In post","2022","40-49","Unknown","Male","Unknown","530","515","37820","33570"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AA","Female","Heterosexual / straight","1665","1485","20440","20310"
"In post","2022","50-59","AA","Female","LGBO","85","80","20920","20890"
"In post","2022","50-59","AA","Female","Undeclared","255","215","20010","19200"
"In post","2022","50-59","AA","Female","Unknown","595","500","21230","21250"
"In post","2022","50-59","AA","Male","Heterosexual / straight","2155","2100","20540","20310"
"In post","2022","50-59","AA","Male","LGBO","60","55","20970","21050"
"In post","2022","50-59","AA","Male","Undeclared","255","245","20260","19810"
"In post","2022","50-59","AA","Male","Unknown","605","570","21610","21250"
"In post","2022","50-59","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AO","Female","Heterosexual / straight","13070","11330","22240","21300"
"In post","2022","50-59","AO","Female","LGBO","330","300","23750","21830"
"In post","2022","50-59","AO","Female","Undeclared","2155","1850","22360","21490"
"In post","2022","50-59","AO","Female","Unknown","4475","3720","22360","21260"
"In post","2022","50-59","AO","Male","Heterosexual / straight","7795","7475","25060","22080"
"In post","2022","50-59","AO","Male","LGBO","420","400","24010","21680"
"In post","2022","50-59","AO","Male","Undeclared","1395","1325","25110","21960"
"In post","2022","50-59","AO","Male","Unknown","3095","2920","25120","22080"
"In post","2022","50-59","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","EO","Female","Heterosexual / straight","15710","14245","27870","27570"
"In post","2022","50-59","EO","Female","LGBO","390","365","28340","27570"
"In post","2022","50-59","EO","Female","Undeclared","2355","2120","27900","27570"
"In post","2022","50-59","EO","Female","Unknown","4095","3615","28250","27570"
"In post","2022","50-59","EO","Male","Heterosexual / straight","10420","10130","28830","27570"
"In post","2022","50-59","EO","Male","LGBO","540","520","28620","27570"
"In post","2022","50-59","EO","Male","Undeclared","2005","1930","28870","27570"
"In post","2022","50-59","EO","Male","Unknown","3115","2985","29630","27570"
"In post","2022","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G6","Female","Heterosexual / straight","2040","1975","69650","67910"
"In post","2022","50-59","G6","Female","LGBO","70","70","70670","69950"
"In post","2022","50-59","G6","Female","Undeclared","255","245","70540","68060"
"In post","2022","50-59","G6","Female","Unknown","475","455","70510","68720"
"In post","2022","50-59","G6","Male","Heterosexual / straight","2425","2400","70350","68720"
"In post","2022","50-59","G6","Male","LGBO","140","140","69460","67970"
"In post","2022","50-59","G6","Male","Undeclared","385","375","70810","69390"
"In post","2022","50-59","G6","Male","Unknown","585","575","72310","70410"
"In post","2022","50-59","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G7","Female","Heterosexual / straight","4545","4370","55620","55190"
"In post","2022","50-59","G7","Female","LGBO","110","105","55920","55210"
