"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","G6/G7","LGBO","220","220","58320","56810"
"In post","2022","Digital, Data and Technology","G6/G7","Undeclared","535","525","59130","57430"
"In post","2022","Digital, Data and Technology","G6/G7","Unknown","1115","1100","58790","57430"
"In post","2022","Digital, Data and Technology","SCS level","Heterosexual / straight","225","220","92170","86370"
"In post","2022","Digital, Data and Technology","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS level","Unknown","40","40","92390","89740"
"In post","2022","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","6520","6345","37830","37290"
"In post","2022","Digital, Data and Technology","SEO/HEO","LGBO","420","415","36640","36160"
"In post","2022","Digital, Data and Technology","SEO/HEO","Undeclared","1045","1015","38120","37640"
"In post","2022","Digital, Data and Technology","SEO/HEO","Unknown","1960","1920","37800","37100"
"In post","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","30","30","35940","32020"
"In post","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","AA/AO","Heterosexual / straight","55","55","21920","20830"
"In post","2022","Economics","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","EO","Heterosexual / straight","95","95","27010","26820"
"In post","2022","Economics","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","EO","Unknown","30","30","27580","28000"
"In post","2022","Economics","G6/G7","Heterosexual / straight","635","615","60040","57620"
"In post","2022","Economics","G6/G7","LGBO","55","55","57870","56180"
"In post","2022","Economics","G6/G7","Undeclared","85","80","60780","59540"
"In post","2022","Economics","G6/G7","Unknown","135","130","59940","58640"
"In post","2022","Economics","SCS level","Heterosexual / straight","75","70","91970","81170"
"In post","2022","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Heterosexual / straight","560","555","35750","34540"
"In post","2022","Economics","SEO/HEO","LGBO","70","65","35910","34710"
"In post","2022","Economics","SEO/HEO","Undeclared","70","70","36150","35060"
"In post","2022","Economics","SEO/HEO","Unknown","170","170","34210","33370"
"In post","2022","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Heterosexual / straight","660","595","22000","21380"
"In post","2022","Finance","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","AA/AO","Undeclared","95","85","21850","21680"
"In post","2022","Finance","AA/AO","Unknown","215","185","22040","21260"
"In post","2022","Finance","EO","Heterosexual / straight","1775","1695","26870","26670"
"In post","2022","Finance","EO","LGBO","80","75","26450","26670"
"In post","2022","Finance","EO","Undeclared","265","255","27170","26820"
"In post","2022","Finance","EO","Unknown","250","240","27320","26670"
"In post","2022","Finance","G6/G7","Heterosexual / straight","2030","1975","58880","57500"
"In post","2022","Finance","G6/G7","LGBO","100","100","58090","57290"
"In post","2022","Finance","G6/G7","Undeclared","300","295","58640","56840"
"In post","2022","Finance","G6/G7","Unknown","305","295","59680","58320"
"In post","2022","Finance","SCS level","Heterosexual / straight","260","260","88420","80680"
"In post","2022","Finance","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","SCS level","Undeclared","30","30","87880","77820"
"In post","2022","Finance","SCS level","Unknown","30","25","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Heterosexual / straight","4315","4170","37430","36500"
"In post","2022","Finance","SEO/HEO","LGBO","180","175","36710","36460"
"In post","2022","Finance","SEO/HEO","Undeclared","605","585","37950","37000"
"In post","2022","Finance","SEO/HEO","Unknown","715","695","37820","37470"
"In post","2022","Finance","Unknown","Heterosexual / straight","65","65","50290","44130"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Heterosexual / straight","40","40","20580","20420"
"In post","2022","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Geography","EO","Heterosexual / straight","90","80","27540","26740"
"In post","2022","Geography","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Geography","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Geography","EO","Unknown","45","40","27650","26740"
"In post","2022","Geography","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Geography","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Heterosexual / straight","175","165","35570","33290"
"In post","2022","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Unknown","50","50","36110","33290"
"In post","2022","Human Resources","AA/AO","Heterosexual / straight","915","830","22010","21380"
"In post","2022","Human Resources","AA/AO","LGBO","50","45","21760","21380"
"In post","2022","Human Resources","AA/AO","Undeclared","125","115","21820","21380"
"In post","2022","Human Resources","AA/AO","Unknown","145","135","21940","21300"
"In post","2022","Human Resources","EO","Heterosexual / straight","1230","1145","27420","26930"
"In post","2022","Human Resources","EO","LGBO","95","90","27030","27130"
"In post","2022","Human Resources","EO","Undeclared","175","165","27750","27270"
"In post","2022","Human Resources","EO","Unknown","235","220","27090","26820"
"In post","2022","Human Resources","G6/G7","Heterosexual / straight","1660","1605","58020","56630"
"In post","2022","Human Resources","G6/G7","LGBO","125","125","58340","57800"
"In post","2022","Human Resources","G6/G7","Undeclared","115","110","58760","57440"
"In post","2022","Human Resources","G6/G7","Unknown","200","195","57690","57010"
"In post","2022","Human Resources","SCS level","Heterosexual / straight","180","175","87440","80000"
"In post","2022","Human Resources","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Heterosexual / straight","3320","3165","36630","36050"
"In post","2022","Human Resources","SEO/HEO","LGBO","220","215","36020","35310"
"In post","2022","Human Resources","SEO/HEO","Undeclared","315","300","37220","36650"
"In post","2022","Human Resources","SEO/HEO","Unknown","435","415","35760","35240"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","35","35","44190","46040"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","Heterosexual / straight","465","455","75390","75500"
"In post","2022","Inspector of Education and Training","G6/G7","LGBO","40","40","75210","75500"
"In post","2022","Inspector of Education and Training","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","335","325","50310","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Heterosexual / straight","95","80","23350","21830"
"In post","2022","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Heterosexual / straight","1175","1110","27650","27370"
"In post","2022","Intelligence Analysis","EO","LGBO","55","55","27370","27370"
"In post","2022","Intelligence Analysis","EO","Undeclared","190","180","28020","27370"
"In post","2022","Intelligence Analysis","EO","Unknown","160","155","27810","27370"
"In post","2022","Intelligence Analysis","G6/G7","Heterosexual / straight","170","165","59690","58350"
"In post","2022","Intelligence Analysis","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Undeclared","40","40","59610","58550"
"In post","2022","Intelligence Analysis","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Heterosexual / straight","920","895","36900","36140"
"In post","2022","Intelligence Analysis","SEO/HEO","LGBO","45","45","36000","35400"
"In post","2022","Intelligence Analysis","SEO/HEO","Undeclared","170","165","37540","37000"
"In post","2022","Intelligence Analysis","SEO/HEO","Unknown","145","140","37860","37640"
"In post","2022","Intelligence Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","Internal Audit","EO","Heterosexual / straight","30","30","27550","26670"
"In post","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Heterosexual / straight","170","165","58490","58550"
"In post","2022","Internal Audit","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Heterosexual / straight","365","345","40540","40520"
"In post","2022","Internal Audit","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Undeclared","50","50","40630","39980"
"In post","2022","Internal Audit","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Heterosexual / straight","65","65","27100","26510"
"In post","2022","International Trade","EO","LGBO","5","5","[c]","[c]"
"In post","2022","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Unknown","30","30","27830","26510"
"In post","2022","International Trade","G6/G7","Heterosexual / straight","405","400","56540","54300"
"In post","2022","International Trade","G6/G7","LGBO","45","45","56610","54600"
"In post","2022","International Trade","G6/G7","Undeclared","45","45","56350","54650"
"In post","2022","International Trade","G6/G7","Unknown","180","180","55280","51970"
"In post","2022","International Trade","SCS level","Heterosexual / straight","80","80","82700","75170"
"In post","2022","International Trade","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Heterosexual / straight","415","415","36180","37930"
"In post","2022","International Trade","SEO/HEO","LGBO","50","50","37790","38160"
"In post","2022","International Trade","SEO/HEO","Undeclared","40","40","36940","38160"
"In post","2022","International Trade","SEO/HEO","Unknown","230","230","36170","37220"
"In post","2022","Knowledge and Information Management","AA/AO","Heterosexual / straight","250","240","22310","21380"
"In post","2022","Knowledge and Information Management","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","Undeclared","50","45","22700","21830"
"In post","2022","Knowledge and Information Management","AA/AO","Unknown","55","50","21640","21260"
"In post","2022","Knowledge and Information Management","EO","Heterosexual / straight","400","380","27630","27570"
"In post","2022","Knowledge and Information Management","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Undeclared","80","75","28140","27570"
"In post","2022","Knowledge and Information Management","EO","Unknown","75","70","27860","27570"
"In post","2022","Knowledge and Information Management","G6/G7","Heterosexual / straight","210","205","57820","55710"
"In post","2022","Knowledge and Information Management","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","Undeclared","35","35","58790","57370"
"In post","2022","Knowledge and Information Management","G6/G7","Unknown","65","60","56580","54610"
"In post","2022","Knowledge and Information Management","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","705","685","36710","35980"
"In post","2022","Knowledge and Information Management","SEO/HEO","LGBO","55","55","36090","35850"
"In post","2022","Knowledge and Information Management","SEO/HEO","Undeclared","140","135","36920","36350"
"In post","2022","Knowledge and Information Management","SEO/HEO","Unknown","150","145","36260","35840"
"In post","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","30","30","36210","33000"
"In post","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Heterosexual / straight","160","145","22420","22080"
"In post","2022","Legal","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Legal","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Legal","AA/AO","Unknown","75","65","22550","22080"
"In post","2022","Legal","EO","Heterosexual / straight","1125","1080","28280","26970"
"In post","2022","Legal","EO","LGBO","75","75","28540","27130"
"In post","2022","Legal","EO","Undeclared","135","125","28740","28370"
"In post","2022","Legal","EO","Unknown","520","500","28360","26820"
"In post","2022","Legal","G6/G7","Heterosexual / straight","4250","3950","58680","56890"
"In post","2022","Legal","G6/G7","LGBO","250","240","60170","58530"
"In post","2022","Legal","G6/G7","Undeclared","390","365","61690","61440"
"In post","2022","Legal","G6/G7","Unknown","1370","1240","60970","60000"
"In post","2022","Legal","SCS level","Heterosexual / straight","270","260","88780","83080"
"In post","2022","Legal","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Legal","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","SCS level","Unknown","70","70","87500","82710"
"In post","2022","Legal","SEO/HEO","Heterosexual / straight","2510","2360","39680","38590"
"In post","2022","Legal","SEO/HEO","LGBO","135","130","39360","37930"
"In post","2022","Legal","SEO/HEO","Undeclared","395","365","40830","40520"
"In post","2022","Legal","SEO/HEO","Unknown","855","815","38310","37610"
"In post","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","Heterosexual / straight","230","215","23260","23280"
"In post","2022","Medicine","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Medicine","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Medicine","AA/AO","Unknown","90","85","21240","20770"
"In post","2022","Medicine","EO","Heterosexual / straight","230","210","31800","31530"
"In post","2022","Medicine","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Medicine","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Medicine","EO","Unknown","45","40","32130","31530"
"In post","2022","Medicine","G6/G7","Heterosexual / straight","520","450","73950","75970"
"In post","2022","Medicine","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Medicine","G6/G7","Undeclared","80","70","76240","78190"
"In post","2022","Medicine","G6/G7","Unknown","140","115","72190","75920"
"In post","2022","Medicine","SCS level","Heterosexual / straight","190","165","103460","101340"
"In post","2022","Medicine","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Medicine","SCS level","Undeclared","60","55","103240","101390"
"In post","2022","Medicine","SCS level","Unknown","75","65","115640","114000"
"In post","2022","Medicine","SEO/HEO","Heterosexual / straight","565","505","40040","39030"
"In post","2022","Medicine","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Medicine","SEO/HEO","Undeclared","65","60","40950","39630"
"In post","2022","Medicine","SEO/HEO","Unknown","120","105","39590","39030"
"In post","2022","Operational Delivery","AA/AO","Heterosexual / straight","64265","57450","23000","21650"
"In post","2022","Operational Delivery","AA/AO","LGBO","4125","3935","23310","21550"
"In post","2022","Operational Delivery","AA/AO","Undeclared","8400","7270","22760","21490"
"In post","2022","Operational Delivery","AA/AO","Unknown","26360","23310","22950","21490"
"In post","2022","Operational Delivery","EO","Heterosexual / straight","57570","52995","28080","27570"
"In post","2022","Operational Delivery","EO","LGBO","3390","3265","28070","27570"
"In post","2022","Operational Delivery","EO","Undeclared","7360","6655","28160","27570"
"In post","2022","Operational Delivery","EO","Unknown","16925","15345","28340","27570"
"In post","2022","Operational Delivery","G6/G7","Heterosexual / straight","5640","5495","58710","55320"
"In post","2022","Operational Delivery","G6/G7","LGBO","315","310","58450","54800"
"In post","2022","Operational Delivery","G6/G7","Undeclared","800","770","59300","56390"
"In post","2022","Operational Delivery","G6/G7","Unknown","1280","1255","58280","55250"
"In post","2022","Operational Delivery","SCS level","Heterosexual / straight","590","575","91340","83830"
"In post","2022","Operational Delivery","SCS level","LGBO","40","35","86630","81260"
"In post","2022","Operational Delivery","SCS level","Undeclared","65","65","90690","83000"
"In post","2022","Operational Delivery","SCS level","Unknown","180","170","93230","80320"
"In post","2022","Operational Delivery","SEO/HEO","Heterosexual / straight","27470","26200","37050","35570"
"In post","2022","Operational Delivery","SEO/HEO","LGBO","1555","1515","36610","35070"
"In post","2022","Operational Delivery","SEO/HEO","Undeclared","3560","3370","37370","36050"
"In post","2022","Operational Delivery","SEO/HEO","Unknown","5645","5365","36450","34500"
"In post","2022","Operational Delivery","Unknown","Heterosexual / straight","13805","12840","30440","28200"
"In post","2022","Operational Delivery","Unknown","LGBO","965","935","29700","26810"
"In post","2022","Operational Delivery","Unknown","Undeclared","1155","1065","32340","32090"
"In post","2022","Operational Delivery","Unknown","Unknown","3550","3190","28190","26310"
"In post","2022","Operational Research","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
