"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AO","Female","Heterosexual / straight","70","65","22470","21830"
"In post","2022","Communications","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","AO","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","AO","Male","Heterosexual / straight","60","60","22530","21810"
"In post","2022","Communications","AO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","AO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","AO","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Female","Heterosexual / straight","220","205","27590","26970"
"In post","2022","Communications","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","EO","Female","Undeclared","55","55","27630","27270"
"In post","2022","Communications","EO","Female","Unknown","50","50","28310","28500"
"In post","2022","Communications","EO","Male","Heterosexual / straight","165","160","27880","27460"
"In post","2022","Communications","EO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","EO","Male","Undeclared","35","35","27580","27270"
"In post","2022","Communications","EO","Male","Unknown","40","40","28070","28040"
"In post","2022","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6","Female","Heterosexual / straight","120","115","66910","66230"
"In post","2022","Communications","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","G6","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Communications","G6","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Communications","G6","Male","Heterosexual / straight","90","90","68380","67850"
"In post","2022","Communications","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","G6","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","G6","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G7","Female","Heterosexual / straight","330","310","54990","54760"
"In post","2022","Communications","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","G7","Female","Undeclared","50","45","54870","53600"
"In post","2022","Communications","G7","Female","Unknown","80","80","54320","53870"
"In post","2022","Communications","G7","Male","Heterosexual / straight","180","175","55230","54760"
"In post","2022","Communications","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Communications","G7","Male","Undeclared","40","40","54600","53360"
"In post","2022","Communications","G7","Male","Unknown","45","45","55520","54660"
"In post","2022","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HEO","Female","Heterosexual / straight","450","430","34110","33300"
"In post","2022","Communications","HEO","Female","LGBO","35","35","34060","33000"
"In post","2022","Communications","HEO","Female","Undeclared","55","50","34340","33000"
"In post","2022","Communications","HEO","Female","Unknown","115","110","33800","34020"
"In post","2022","Communications","HEO","Male","Heterosexual / straight","270","265","34940","34260"
"In post","2022","Communications","HEO","Male","LGBO","35","35","33440","33210"
"In post","2022","Communications","HEO","Male","Undeclared","50","50","34840","34020"
"In post","2022","Communications","HEO","Male","Unknown","95","95","34450","33370"
"In post","2022","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Heterosexual / straight","45","40","86220","81760"
"In post","2022","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Heterosexual / straight","30","30","89940","81040"
"In post","2022","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO","Female","Heterosexual / straight","455","435","41470","40650"
"In post","2022","Communications","SEO","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Communications","SEO","Female","Undeclared","45","45","42130","41300"
"In post","2022","Communications","SEO","Female","Unknown","110","105","41700","41850"
"In post","2022","Communications","SEO","Male","Heterosexual / straight","245","245","41880","41500"
"In post","2022","Communications","SEO","Male","LGBO","40","40","42390","41870"
"In post","2022","Communications","SEO","Male","Undeclared","40","40","42070","41860"
"In post","2022","Communications","SEO","Male","Unknown","80","80","42460","42470"
"In post","2022","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Corporate Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Corporate Finance","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AO","Female","Heterosexual / straight","635","530","22500","21260"
"In post","2022","Counter Fraud","AO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","AO","Female","Undeclared","115","95","22380","21390"
"In post","2022","Counter Fraud","AO","Female","Unknown","215","160","22800","22740"
"In post","2022","Counter Fraud","AO","Male","Heterosexual / straight","320","305","22570","21260"
"In post","2022","Counter Fraud","AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","AO","Male","Undeclared","45","45","22170","21260"
"In post","2022","Counter Fraud","AO","Male","Unknown","85","80","22390","21260"
"In post","2022","Counter Fraud","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Female","Heterosexual / straight","1475","1315","27990","27570"
"In post","2022","Counter Fraud","EO","Female","LGBO","75","70","28150","27570"
"In post","2022","Counter Fraud","EO","Female","Undeclared","180","160","28170","27570"
"In post","2022","Counter Fraud","EO","Female","Unknown","455","380","28440","27570"
"In post","2022","Counter Fraud","EO","Male","Heterosexual / straight","910","845","28140","27570"
"In post","2022","Counter Fraud","EO","Male","LGBO","55","50","28610","27570"
"In post","2022","Counter Fraud","EO","Male","Undeclared","125","115","27960","27570"
"In post","2022","Counter Fraud","EO","Male","Unknown","345","310","28460","27570"
"In post","2022","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G7","Male","Heterosexual / straight","50","50","55380","55290"
"In post","2022","Counter Fraud","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Female","Heterosexual / straight","355","335","33330","31990"
"In post","2022","Counter Fraud","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Female","Undeclared","45","40","34140","33180"
"In post","2022","Counter Fraud","HEO","Female","Unknown","100","95","35040","34140"
"In post","2022","Counter Fraud","HEO","Male","Heterosexual / straight","310","295","33900","33180"
"In post","2022","Counter Fraud","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Male","Undeclared","50","45","34110","33180"
"In post","2022","Counter Fraud","HEO","Male","Unknown","90","85","34690","34050"
"In post","2022","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Female","Heterosexual / straight","100","100","39280","39300"
"In post","2022","Counter Fraud","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Male","Heterosexual / straight","125","120","40560","40220"
"In post","2022","Counter Fraud","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Male","Unknown","35","35","42410","41970"
"In post","2022","Counter Fraud","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA","Male","LGBO","5","5","[c]","[c]"
