"Status","Year","Age","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Female","Undeclared","375","[c]","27220","24960"
"Leaver CS","2022","20-29","Female","Unknown","2060","[c]","25120","22680"
"Leaver CS","2022","20-29","Male","Heterosexual / straight","2475","[c]","26950","25110"
"Leaver CS","2022","20-29","Male","LGBO","285","[c]","27350","24890"
"Leaver CS","2022","20-29","Male","Undeclared","280","[c]","28450","26880"
"Leaver CS","2022","20-29","Male","Unknown","1885","[c]","26610","24470"
"Leaver CS","2022","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Female","Heterosexual / straight","2345","[c]","33170","29290"
"Leaver CS","2022","30-39","Female","LGBO","255","[c]","32480","29290"
"Leaver CS","2022","30-39","Female","Undeclared","305","[c]","34740","31060"
"Leaver CS","2022","30-39","Female","Unknown","1230","[c]","32760","27570"
"Leaver CS","2022","30-39","Male","Heterosexual / straight","2150","[c]","34850","31060"
"Leaver CS","2022","30-39","Male","LGBO","200","[c]","34770","30630"
"Leaver CS","2022","30-39","Male","Undeclared","265","[c]","37690","34140"
"Leaver CS","2022","30-39","Male","Unknown","1325","[c]","35280","30820"
"Leaver CS","2022","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Female","Heterosexual / straight","1960","[c]","36660","29290"
"Leaver CS","2022","40-49","Female","LGBO","110","[c]","34030","27570"
"Leaver CS","2022","40-49","Female","Undeclared","240","[c]","34550","30180"
"Leaver CS","2022","40-49","Female","Unknown","1030","[c]","37250","28620"
"Leaver CS","2022","40-49","Male","Heterosexual / straight","1430","[c]","38160","31320"
"Leaver CS","2022","40-49","Male","LGBO","135","[c]","38200","29290"
"Leaver CS","2022","40-49","Male","Undeclared","195","[c]","42960","37470"
"Leaver CS","2022","40-49","Male","Unknown","820","[c]","40010","31950"
"Leaver CS","2022","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Female","Heterosexual / straight","2550","[c]","34500","27570"
"Leaver CS","2022","50-59","Female","LGBO","75","[c]","38780","31060"
"Leaver CS","2022","50-59","Female","Undeclared","385","[c]","35530","27880"
"Leaver CS","2022","50-59","Female","Unknown","1445","[c]","36250","27570"
"Leaver CS","2022","50-59","Male","Heterosexual / straight","2100","[c]","37660","31130"
"Leaver CS","2022","50-59","Male","LGBO","135","[c]","40350","30860"
"Leaver CS","2022","50-59","Male","Undeclared","345","[c]","38070","33900"
"Leaver CS","2022","50-59","Male","Unknown","1170","[c]","39430","32160"
"Leaver CS","2022","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Female","Heterosexual / straight","1785","[c]","33400","27570"
"Leaver CS","2022","60-64","Female","LGBO","45","[c]","35400","27570"
"Leaver CS","2022","60-64","Female","Undeclared","310","[c]","30900","27130"
"Leaver CS","2022","60-64","Female","Unknown","1065","[c]","31530","27570"
"Leaver CS","2022","60-64","Male","Heterosexual / straight","1660","[c]","39810","34260"
"Leaver CS","2022","60-64","Male","LGBO","60","[c]","33550","29560"
"Leaver CS","2022","60-64","Male","Undeclared","355","[c]","37880","34630"
"Leaver CS","2022","60-64","Male","Unknown","970","[c]","39740","35000"
"Leaver CS","2022","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Heterosexual / straight","1340","[c]","27640","25120"
"Leaver CS","2022","65+","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Undeclared","270","[c]","27680","23450"
"Leaver CS","2022","65+","Female","Unknown","760","[c]","28850","26120"
"Leaver CS","2022","65+","Male","Heterosexual / straight","1385","[c]","32750","27570"
"Leaver CS","2022","65+","Male","LGBO","50","[c]","31760","25300"
"Leaver CS","2022","65+","Male","Undeclared","260","[c]","32130","27570"
"Leaver CS","2022","65+","Male","Unknown","755","[c]","35210","29540"
"Leaver CS","2022","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Female","Heterosexual / straight","2515","[c]","30270","28340"
"Leaver Dept.","2022","20-29","Female","LGBO","310","[c]","31170","28670"
"Leaver Dept.","2022","20-29","Female","Undeclared","430","[c]","30260","28470"
"Leaver Dept.","2022","20-29","Female","Unknown","1025","[c]","30760","31800"
"Leaver Dept.","2022","20-29","Male","Heterosexual / straight","1460","[c]","30580","28000"
"Leaver Dept.","2022","20-29","Male","LGBO","265","[c]","31760","29590"
"Leaver Dept.","2022","20-29","Male","Undeclared","325","[c]","30850","28590"
"Leaver Dept.","2022","20-29","Male","Unknown","840","[c]","32330","32000"
"Leaver Dept.","2022","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Female","Heterosexual / straight","2435","[c]","37450","33340"
"Leaver Dept.","2022","30-39","Female","LGBO","175","[c]","38670","36740"
"Leaver Dept.","2022","30-39","Female","Undeclared","380","[c]","39840","36800"
"Leaver Dept.","2022","30-39","Female","Unknown","825","[c]","38400","33300"
"Leaver Dept.","2022","30-39","Male","Heterosexual / straight","1685","[c]","37800","33570"
"Leaver Dept.","2022","30-39","Male","LGBO","225","[c]","38770","35070"
"Leaver Dept.","2022","30-39","Male","Undeclared","325","[c]","38980","36190"
"Leaver Dept.","2022","30-39","Male","Unknown","745","[c]","38760","33900"
"Leaver Dept.","2022","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Female","Heterosexual / straight","2000","[c]","41550","36330"
"Leaver Dept.","2022","40-49","Female","LGBO","80","[c]","45480","40600"
"Leaver Dept.","2022","40-49","Female","Undeclared","375","[c]","42790","39330"
"Leaver Dept.","2022","40-49","Female","Unknown","695","[c]","43390","40070"
"Leaver Dept.","2022","40-49","Male","Heterosexual / straight","1170","[c]","44560","39850"
"Leaver Dept.","2022","40-49","Male","LGBO","115","[c]","45070","39140"
"Leaver Dept.","2022","40-49","Male","Undeclared","250","[c]","43190","40060"
"Leaver Dept.","2022","40-49","Male","Unknown","500","[c]","47910","43180"
"Leaver Dept.","2022","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Female","Heterosexual / straight","1390","[c]","41490","35300"
"Leaver Dept.","2022","50-59","Female","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Female","Undeclared","280","[c]","45400","40070"
"Leaver Dept.","2022","50-59","Female","Unknown","480","[c]","47340","37680"
"Leaver Dept.","2022","50-59","Male","Heterosexual / straight","820","[c]","47200","40190"
"Leaver Dept.","2022","50-59","Male","LGBO","65","[c]","48810","40700"
"Leaver Dept.","2022","50-59","Male","Undeclared","215","[c]","46690","40620"
"Leaver Dept.","2022","50-59","Male","Unknown","335","[c]","51920","47090"
"Leaver Dept.","2022","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Heterosexual / straight","230","[c]","41520","33740"
"Leaver Dept.","2022","60-64","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Female","Undeclared","55","[c]","42040","33170"
"Leaver Dept.","2022","60-64","Female","Unknown","95","[c]","56040","42480"
"Leaver Dept.","2022","60-64","Male","Heterosexual / straight","145","[c]","54100","45200"
"Leaver Dept.","2022","60-64","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Male","Unknown","65","[c]","64650","57540"
"Leaver Dept.","2022","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Heterosexual / straight","75","[c]","39640","29490"
"Leaver Dept.","2022","65+","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Female","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Heterosexual / straight","60","[c]","49510","40560"
"Leaver Dept.","2022","65+","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Heterosexual / straight","265","[c]","22270","21260"
"New entrant CS","2022","16-19","Female","LGBO","40","[c]","23240","21840"
"New entrant CS","2022","16-19","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Unknown","185","[c]","21880","21250"
"New entrant CS","2022","16-19","Male","Heterosexual / straight","230","[c]","21940","21260"
"New entrant CS","2022","16-19","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Unknown","255","[c]","20650","21150"
"New entrant CS","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Female","Heterosexual / straight","8745","[c]","26740","25480"
"New entrant CS","2022","20-29","Female","LGBO","1410","[c]","26250","24830"
"New entrant CS","2022","20-29","Female","Undeclared","820","[c]","27540","26920"
"New entrant CS","2022","20-29","Female","Unknown","5310","[c]","25970","24800"
"New entrant CS","2022","20-29","Male","Heterosexual / straight","6070","[c]","26970","26130"
"New entrant CS","2022","20-29","Male","LGBO","920","[c]","27840","26590"
"New entrant CS","2022","20-29","Male","Undeclared","585","[c]","28490","27270"
"New entrant CS","2022","20-29","Male","Unknown","4110","[c]","26380","24950"
"New entrant CS","2022","20-29","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Female","Heterosexual / straight","5495","[c]","30640","27570"
"New entrant CS","2022","30-39","Female","LGBO","565","[c]","30710","27570"
"New entrant CS","2022","30-39","Female","Undeclared","475","[c]","34590","31060"
"New entrant CS","2022","30-39","Female","Unknown","2935","[c]","29770","26590"
"New entrant CS","2022","30-39","Male","Heterosexual / straight","4340","[c]","31580","27570"
"New entrant CS","2022","30-39","Male","LGBO","515","[c]","31750","27570"
"New entrant CS","2022","30-39","Male","Undeclared","375","[c]","33790","31060"
"New entrant CS","2022","30-39","Male","Unknown","2370","[c]","30670","26590"
"New entrant CS","2022","30-39","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Female","Heterosexual / straight","4305","[c]","32410","27570"
"New entrant CS","2022","40-49","Female","LGBO","235","[c]","34190","28590"
"New entrant CS","2022","40-49","Female","Undeclared","290","[c]","34500","30210"
"New entrant CS","2022","40-49","Female","Unknown","1910","[c]","31300","27130"
"New entrant CS","2022","40-49","Male","Heterosexual / straight","2795","[c]","34790","29290"
"New entrant CS","2022","40-49","Male","LGBO","230","[c]","32450","27570"
"New entrant CS","2022","40-49","Male","Undeclared","245","[c]","37350","32780"
"New entrant CS","2022","40-49","Male","Unknown","1440","[c]","35430","28200"
"New entrant CS","2022","40-49","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Female","Heterosexual / straight","3255","[c]","30650","27570"
"New entrant CS","2022","50-59","Female","LGBO","120","[c]","33090","27570"
"New entrant CS","2022","50-59","Female","Undeclared","230","[c]","33420","29130"
"New entrant CS","2022","50-59","Female","Unknown","1505","[c]","30300","26350"
"New entrant CS","2022","50-59","Male","Heterosexual / straight","2510","[c]","34060","28920"
"New entrant CS","2022","50-59","Male","LGBO","130","[c]","33100","27570"
"New entrant CS","2022","50-59","Male","Undeclared","185","[c]","36450","32500"
"New entrant CS","2022","50-59","Male","Unknown","1355","[c]","33700","28200"
"New entrant CS","2022","50-59","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Heterosexual / straight","665","[c]","28340","25010"
"New entrant CS","2022","60-64","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Undeclared","40","[c]","30410","28590"
"New entrant CS","2022","60-64","Female","Unknown","320","[c]","28930","26400"
"New entrant CS","2022","60-64","Male","Heterosexual / straight","560","[c]","32910","28200"
"New entrant CS","2022","60-64","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Male","Undeclared","50","[c]","32760","29970"
"New entrant CS","2022","60-64","Male","Unknown","345","[c]","31950","28200"
"New entrant CS","2022","60-64","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Heterosexual / straight","150","[c]","30070","27420"
"New entrant CS","2022","65+","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Unknown","80","[c]","30330","27280"
"New entrant CS","2022","65+","Male","Heterosexual / straight","170","[c]","32700","28200"
"New entrant CS","2022","65+","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Unknown","130","[c]","30370","28200"
"New entrant CS","2022","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
