"Status","Year","Disability","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Female","Heterosexual / straight","850","745","30620","27570"
"In post","2022","Declared disabled","Counter Fraud","Female","LGBO","80","75","32540","30020"
"In post","2022","Declared disabled","Counter Fraud","Female","Undeclared","135","120","28990","27570"
"In post","2022","Declared disabled","Counter Fraud","Female","Unknown","100","85","29480","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","Heterosexual / straight","565","530","32180","28000"
"In post","2022","Declared disabled","Counter Fraud","Male","LGBO","70","65","31060","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","Undeclared","95","90","31970","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","Unknown","90","80","31020","28920"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Female","Heterosexual / straight","400","325","23610","21260"
"In post","2022","Declared disabled","Debt","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Female","Undeclared","50","40","23590","22080"
"In post","2022","Declared disabled","Debt","Female","Unknown","55","45","22890","22080"
"In post","2022","Declared disabled","Debt","Male","Heterosexual / straight","190","175","23240","21260"
"In post","2022","Declared disabled","Debt","Male","LGBO","40","40","23160","21260"
"In post","2022","Declared disabled","Debt","Male","Undeclared","30","25","22770","21260"
"In post","2022","Declared disabled","Debt","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Female","Heterosexual / straight","620","580","37930","34160"
"In post","2022","Declared disabled","Digital, Data & Technology","Female","LGBO","125","120","37000","34550"
"In post","2022","Declared disabled","Digital, Data & Technology","Female","Undeclared","95","90","39550","37570"
"In post","2022","Declared disabled","Digital, Data & Technology","Female","Unknown","35","30","39670","35310"
"In post","2022","Declared disabled","Digital, Data & Technology","Male","Heterosexual / straight","830","810","40020","35960"
"In post","2022","Declared disabled","Digital, Data & Technology","Male","LGBO","105","105","40500","36640"
"In post","2022","Declared disabled","Digital, Data & Technology","Male","Undeclared","140","135","39100","34370"
"In post","2022","Declared disabled","Digital, Data & Technology","Male","Unknown","55","55","39370","37840"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Female","Heterosexual / straight","515","470","37380","33300"
"In post","2022","Declared disabled","Finance","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Finance","Female","Undeclared","65","55","31610","28920"
"In post","2022","Declared disabled","Finance","Female","Unknown","45","40","31810","27570"
"In post","2022","Declared disabled","Finance","Male","Heterosexual / straight","370","350","39360","35310"
"In post","2022","Declared disabled","Finance","Male","LGBO","40","40","38590","32530"
"In post","2022","Declared disabled","Finance","Male","Undeclared","45","45","43400","38270"
"In post","2022","Declared disabled","Finance","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Female","Heterosexual / straight","70","60","26180","24920"
"In post","2022","Declared disabled","Grants Management","Female","LGBO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Female","Unknown","35","30","24480","21300"
"In post","2022","Declared disabled","Grants Management","Male","Heterosexual / straight","40","35","26310","21300"
"In post","2022","Declared disabled","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Female","Heterosexual / straight","905","845","38660","34290"
"In post","2022","Declared disabled","Human Resources","Female","LGBO","95","95","36500","33190"
"In post","2022","Declared disabled","Human Resources","Female","Undeclared","80","70","34890","30880"
"In post","2022","Declared disabled","Human Resources","Female","Unknown","35","30","35500","28920"
"In post","2022","Declared disabled","Human Resources","Male","Heterosexual / straight","340","330","38300","33330"
"In post","2022","Declared disabled","Human Resources","Male","LGBO","90","90","40020","33970"
"In post","2022","Declared disabled","Human Resources","Male","Undeclared","40","40","34930","33370"
"In post","2022","Declared disabled","Human Resources","Male","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Heterosexual / straight","45","45","43670","39730"
"In post","2022","Declared disabled","Internal Audit","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Female","Heterosexual / straight","600","545","43420","40350"
"In post","2022","Declared disabled","Legal","Female","LGBO","50","50","39920","33460"
"In post","2022","Declared disabled","Legal","Female","Undeclared","55","50","45890","45290"
"In post","2022","Declared disabled","Legal","Female","Unknown","80","70","39860","33310"
"In post","2022","Declared disabled","Legal","Male","Heterosexual / straight","305","290","45270","43920"
"In post","2022","Declared disabled","Legal","Male","LGBO","60","55","50090","52240"
"In post","2022","Declared disabled","Legal","Male","Undeclared","30","30","54310","59950"
"In post","2022","Declared disabled","Legal","Male","Unknown","35","35","47080","55610"
"In post","2022","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Female","Heterosexual / straight","15900","14035","29460","27570"
"In post","2022","Declared disabled","No function","Female","LGBO","1625","1550","30630","27570"
"In post","2022","Declared disabled","No function","Female","Undeclared","2015","1735","28580","27570"
"In post","2022","Declared disabled","No function","Female","Unknown","1370","1130","27650","26900"
"In post","2022","Declared disabled","No function","Male","Heterosexual / straight","8545","8080","31240","27570"
"In post","2022","Declared disabled","No function","Male","LGBO","1310","1270","31190","27570"
"In post","2022","Declared disabled","No function","Male","Undeclared","1285","1205","30670","27570"
"In post","2022","Declared disabled","No function","Male","Unknown","905","830","30040","27570"
"In post","2022","Declared disabled","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Female","Heterosexual / straight","1055","985","39320","35880"
"In post","2022","Declared disabled","Project Delivery","Female","LGBO","105","100","37080","33720"
"In post","2022","Declared disabled","Project Delivery","Female","Undeclared","130","115","38340","35980"
"In post","2022","Declared disabled","Project Delivery","Female","Unknown","80","70","38510","35600"
"In post","2022","Declared disabled","Project Delivery","Male","Heterosexual / straight","930","905","40230","38990"
"In post","2022","Declared disabled","Project Delivery","Male","LGBO","105","100","44060","39050"
"In post","2022","Declared disabled","Project Delivery","Male","Undeclared","145","140","41020","40580"
"In post","2022","Declared disabled","Project Delivery","Male","Unknown","70","70","38720","36120"
"In post","2022","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","Heterosexual / straight","305","285","36970","33300"
"In post","2022","Declared disabled","Property","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","Undeclared","35","30","37130","33300"
"In post","2022","Declared disabled","Property","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","Male","Heterosexual / straight","300","290","36440","33300"
"In post","2022","Declared disabled","Property","Male","LGBO","30","30","41910","41750"
"In post","2022","Declared disabled","Property","Male","Undeclared","45","40","37040","33300"
"In post","2022","Declared disabled","Property","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Female","Heterosexual / straight","205","200","32630","29200"
"In post","2022","Declared disabled","Security","Female","LGBO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Female","Undeclared","35","35","30770","27670"
"In post","2022","Declared disabled","Security","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Security","Male","Heterosexual / straight","465","450","32750","31510"
"In post","2022","Declared disabled","Security","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","Male","Undeclared","60","55","37610","39070"
"In post","2022","Declared disabled","Security","Male","Unknown","30","30","33810","34380"
"In post","2022","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","Heterosexual / straight","2820","2595","33130","28910"
"In post","2022","Declared disabled","Unknown","Female","LGBO","295","285","34120","28990"
"In post","2022","Declared disabled","Unknown","Female","Undeclared","390","360","33600","29400"
"In post","2022","Declared disabled","Unknown","Female","Unknown","140","130","34760","30780"
"In post","2022","Declared disabled","Unknown","Male","Heterosexual / straight","2200","2120","33670","29360"
"In post","2022","Declared disabled","Unknown","Male","LGBO","280","270","37060","32370"
"In post","2022","Declared disabled","Unknown","Male","Undeclared","345","335","33860","28810"
"In post","2022","Declared disabled","Unknown","Male","Unknown","115","115","34610","28820"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Female","Heterosexual / straight","2005","1880","44210","39570"
"In post","2022","Declared non-disabled","Analysis","Female","LGBO","165","165","41430","37610"
"In post","2022","Declared non-disabled","Analysis","Female","Undeclared","150","140","41590","38340"
"In post","2022","Declared non-disabled","Analysis","Female","Unknown","305","285","37180","36580"
"In post","2022","Declared non-disabled","Analysis","Male","Heterosexual / straight","2190","2150","46210","40580"
"In post","2022","Declared non-disabled","Analysis","Male","LGBO","195","190","42790","38020"
"In post","2022","Declared non-disabled","Analysis","Male","Undeclared","160","160","46840","44850"
"In post","2022","Declared non-disabled","Analysis","Male","Unknown","505","495","42440","38670"
"In post","2022","Declared non-disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Female","Heterosexual / straight","1540","1470","41230","37420"
"In post","2022","Declared non-disabled","Commercial","Female","LGBO","60","60","37910","33570"
"In post","2022","Declared non-disabled","Commercial","Female","Undeclared","140","125","37200","36410"
"In post","2022","Declared non-disabled","Commercial","Female","Unknown","105","95","41660","36580"
"In post","2022","Declared non-disabled","Commercial","Male","Heterosexual / straight","1375","1360","46450","41000"
"In post","2022","Declared non-disabled","Commercial","Male","LGBO","75","75","40160","37360"
"In post","2022","Declared non-disabled","Commercial","Male","Undeclared","110","105","46330","39830"
"In post","2022","Declared non-disabled","Commercial","Male","Unknown","105","100","56000","40520"
"In post","2022","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Female","Heterosexual / straight","2365","2235","37410","33370"
"In post","2022","Declared non-disabled","Communications","Female","LGBO","125","120","35920","33080"
"In post","2022","Declared non-disabled","Communications","Female","Undeclared","135","130","36030","33080"
"In post","2022","Declared non-disabled","Communications","Female","Unknown","135","125","36340","33080"
"In post","2022","Declared non-disabled","Communications","Male","Heterosexual / straight","1835","1815","36060","33080"
"In post","2022","Declared non-disabled","Communications","Male","LGBO","185","185","36700","33370"
"In post","2022","Declared non-disabled","Communications","Male","Undeclared","105","105","36800","33370"
"In post","2022","Declared non-disabled","Communications","Male","Unknown","125","120","36130","32100"
"In post","2022","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Female","Heterosexual / straight","4595","4150","31600","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Female","LGBO","195","185","31790","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Female","Undeclared","435","375","30150","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Female","Unknown","925","770","28960","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Male","Heterosexual / straight","4065","3920","34730","31990"
"In post","2022","Declared non-disabled","Counter Fraud","Male","LGBO","210","210","33110","29420"
"In post","2022","Declared non-disabled","Counter Fraud","Male","Undeclared","320","305","34030","31060"
"In post","2022","Declared non-disabled","Counter Fraud","Male","Unknown","620","580","31340","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Female","Heterosexual / straight","2025","1710","23920","21260"
"In post","2022","Declared non-disabled","Debt","Female","LGBO","85","80","23630","21260"
"In post","2022","Declared non-disabled","Debt","Female","Undeclared","195","160","23680","21260"
"In post","2022","Declared non-disabled","Debt","Female","Unknown","395","315","23660","21260"
"In post","2022","Declared non-disabled","Debt","Male","Heterosexual / straight","1160","1110","24190","21260"
"In post","2022","Declared non-disabled","Debt","Male","LGBO","120","115","23790","21260"
"In post","2022","Declared non-disabled","Debt","Male","Undeclared","90","85","23830","21260"
"In post","2022","Declared non-disabled","Debt","Male","Unknown","190","175","24460","22080"
"In post","2022","Declared non-disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","Heterosexual / straight","4455","4225","40370","37300"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","LGBO","260","255","39600","35410"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","Undeclared","485","455","40450","37930"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","Unknown","375","350","38780","35310"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","Heterosexual / straight","7310","7200","42980","40000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","LGBO","380","375","42510","39650"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","Undeclared","790","765","41320","39600"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","Unknown","610","590","41090","36710"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Female","Heterosexual / straight","3780","3505","38270","34540"
"In post","2022","Declared non-disabled","Finance","Female","LGBO","130","125","38210","35310"
"In post","2022","Declared non-disabled","Finance","Female","Undeclared","355","325","37520","33370"
"In post","2022","Declared non-disabled","Finance","Female","Unknown","470","410","35220","32080"
"In post","2022","Declared non-disabled","Finance","Male","Heterosexual / straight","2975","2925","42940","39850"
"In post","2022","Declared non-disabled","Finance","Male","LGBO","160","155","42550","37410"
"In post","2022","Declared non-disabled","Finance","Male","Undeclared","230","225","43100","40910"
"In post","2022","Declared non-disabled","Finance","Male","Unknown","350","340","40310","36650"
"In post","2022","Declared non-disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Female","Heterosexual / straight","540","470","25540","24920"
"In post","2022","Declared non-disabled","Grants Management","Female","LGBO","30","30","26160","24920"
"In post","2022","Declared non-disabled","Grants Management","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Female","Unknown","615","550","24120","21300"
"In post","2022","Declared non-disabled","Grants Management","Male","Heterosexual / straight","380","365","26970","24920"
"In post","2022","Declared non-disabled","Grants Management","Male","LGBO","35","35","25520","21300"
"In post","2022","Declared non-disabled","Grants Management","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Male","Unknown","435","430","24380","21300"
"In post","2022","Declared non-disabled","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Female","Heterosexual / straight","4780","4460","38170","33370"
"In post","2022","Declared non-disabled","Human Resources","Female","LGBO","160","160","36980","33040"
"In post","2022","Declared non-disabled","Human Resources","Female","Undeclared","240","230","34390","30100"
"In post","2022","Declared non-disabled","Human Resources","Female","Unknown","280","250","33750","30060"
"In post","2022","Declared non-disabled","Human Resources","Male","Heterosexual / straight","1915","1875","39290","34290"
"In post","2022","Declared non-disabled","Human Resources","Male","LGBO","225","225","41860","37560"
"In post","2022","Declared non-disabled","Human Resources","Male","Undeclared","145","140","37610","33300"
"In post","2022","Declared non-disabled","Human Resources","Male","Unknown","110","110","34570","29580"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Female","Heterosexual / straight","255","235","44150","42510"
"In post","2022","Declared non-disabled","Internal Audit","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Female","Undeclared","35","30","46740","43160"
"In post","2022","Declared non-disabled","Internal Audit","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Male","Heterosexual / straight","220","220","48760","47210"
"In post","2022","Declared non-disabled","Internal Audit","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Female","Heterosexual / straight","4330","3965","46190","48830"
"In post","2022","Declared non-disabled","Legal","Female","LGBO","155","150","44210","43920"
"In post","2022","Declared non-disabled","Legal","Female","Undeclared","215","200","48850","51250"
"In post","2022","Declared non-disabled","Legal","Female","Unknown","810","695","46590","51570"
