"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","2250","2170","48130","45270"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","250","245","44330","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","260","250","49120","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","240","230","45550","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","2205","2185","50110","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","265","265","49260","49860"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","295","290","52000","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","245","245","46890","40400"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","830","805","46790","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","LGBO","95","95","45070","46200"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Undeclared","85","80","42980","34830"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Unknown","90","85","47560","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","660","660","48140","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","LGBO","120","120","46600","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Undeclared","60","60","46610","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Unknown","70","70","45600","40280"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Female","Heterosexual / straight","2840","2680","43480","40230"
"In post","2022","Department for Education (excl. agencies)","Female","LGBO","215","210","42910","40230"
"In post","2022","Department for Education (excl. agencies)","Female","Undeclared","265","250","43870","40230"
"In post","2022","Department for Education (excl. agencies)","Female","Unknown","475","450","43970","40230"
"In post","2022","Department for Education (excl. agencies)","Male","Heterosexual / straight","1780","1765","45400","42220"
"In post","2022","Department for Education (excl. agencies)","Male","LGBO","185","180","44550","40230"
"In post","2022","Department for Education (excl. agencies)","Male","Undeclared","200","200","45500","43250"
"In post","2022","Department for Education (excl. agencies)","Male","Unknown","345","340","44120","40300"
"In post","2022","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","2645","2505","41200","37070"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","210","200","40660","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","245","230","40520","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","500","470","41180","38060"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","1990","1965","43720","39330"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","220","215","42820","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","220","220","41170","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","465","455","41900","37480"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Female","Heterosexual / straight","845","825","46550","42930"
"In post","2022","Department for International Trade","Female","LGBO","70","70","43640","39420"
"In post","2022","Department for International Trade","Female","Undeclared","75","70","44200","39340"
"In post","2022","Department for International Trade","Female","Unknown","405","400","43280","38540"
"In post","2022","Department for International Trade","Male","Heterosexual / straight","895","890","48050","47000"
"In post","2022","Department for International Trade","Male","LGBO","135","130","46950","41730"
"In post","2022","Department for International Trade","Male","Undeclared","75","75","48820","51710"
"In post","2022","Department for International Trade","Male","Unknown","390","385","47170","40850"
"In post","2022","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Heterosexual / straight","1300","1250","45620","40600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","LGBO","145","145","41400","39100"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","110","110","43910","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","185","175","46460","40600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Heterosexual / straight","1125","1115","46180","42690"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","LGBO","155","155","46420","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Undeclared","115","110","47180","42980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Unknown","175","175","45340","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Female","Heterosexual / straight","1170","1120","47140","42890"
"In post","2022","Department for Transport (excl. agencies)","Female","LGBO","95","95","44830","42470"
"In post","2022","Department for Transport (excl. agencies)","Female","Undeclared","85","80","46780","42470"
"In post","2022","Department for Transport (excl. agencies)","Female","Unknown","280","275","44150","42470"
"In post","2022","Department for Transport (excl. agencies)","Male","Heterosexual / straight","1265","1245","51860","49570"
"In post","2022","Department for Transport (excl. agencies)","Male","LGBO","160","160","49350","44480"
"In post","2022","Department for Transport (excl. agencies)","Male","Undeclared","215","205","52090","54110"
"In post","2022","Department for Transport (excl. agencies)","Male","Unknown","400","385","43710","42470"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","40810","35620","27790","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Female","LGBO","1830","1720","27830","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Female","Undeclared","4645","3970","26920","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Female","Unknown","11750","9650","26730","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","21385","20610","29330","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Male","LGBO","2075","2015","28490","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Male","Undeclared","2760","2620","28540","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Male","Unknown","6195","5895","28900","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","1495","1420","47700","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Female","LGBO","165","160","43480","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Female","Undeclared","985","950","45580","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","755","745","49790","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Male","LGBO","115","115","49260","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Male","Undeclared","560","550","47780","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Female","Heterosexual / straight","110","100","30880","25930"
"In post","2022","Disclosure Scotland","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","Female","Unknown","55","50","26260","23230"
"In post","2022","Disclosure Scotland","Male","Heterosexual / straight","115","110","30830","23230"
"In post","2022","Disclosure Scotland","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Disclosure Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","Male","Unknown","45","40","24920","23230"
"In post","2022","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","2375","2030","25230","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Female","LGBO","100","95","23380","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Female","Undeclared","890","675","23630","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Female","Unknown","430","370","22560","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","1645","1595","29730","26130"
"In post","2022","Driver and Vehicle Licensing Agency","Male","LGBO","85","80","25940","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Male","Undeclared","510","490","28720","23280"
"In post","2022","Driver and Vehicle Licensing Agency","Male","Unknown","315","305","26830","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","835","770","29960","26780"
"In post","2022","Driver and Vehicle Standards Agency","Female","LGBO","70","65","27420","26470"
"In post","2022","Driver and Vehicle Standards Agency","Female","Undeclared","250","215","29310","26780"
"In post","2022","Driver and Vehicle Standards Agency","Female","Unknown","355","335","26800","26130"
"In post","2022","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","2045","1965","30520","27930"
"In post","2022","Driver and Vehicle Standards Agency","Male","LGBO","95","90","30590","29420"
"In post","2022","Driver and Vehicle Standards Agency","Male","Undeclared","580","535","29750","27030"
"In post","2022","Driver and Vehicle Standards Agency","Male","Unknown","690","670","27870","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Heterosexual / straight","775","730","40120","36500"
"In post","2022","Education and Skills Funding Agency","Female","LGBO","45","45","39090","36500"
"In post","2022","Education and Skills Funding Agency","Female","Undeclared","60","60","40580","36780"
"In post","2022","Education and Skills Funding Agency","Female","Unknown","180","175","41470","37100"
"In post","2022","Education and Skills Funding Agency","Male","Heterosexual / straight","570","565","42740","37100"
"In post","2022","Education and Skills Funding Agency","Male","LGBO","50","50","38440","36500"
"In post","2022","Education and Skills Funding Agency","Male","Undeclared","60","60","43580","40860"
"In post","2022","Education and Skills Funding Agency","Male","Unknown","160","155","43650","40300"
"In post","2022","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Female","Heterosexual / straight","150","145","59160","65280"
"In post","2022","Education Scotland","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Education Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Education Scotland","Female","Unknown","80","75","53300","49860"
"In post","2022","Education Scotland","Male","Heterosexual / straight","50","50","60670","65280"
"In post","2022","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","Unknown","35","35","57410","57330"
"In post","2022","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Heterosexual / straight","55","50","55510","64520"
"In post","2022","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Estyn","Male","Heterosexual / straight","40","40","65410","75480"
"In post","2022","Estyn","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Female","Heterosexual / straight","255","240","39500","33050"
