"Status","Year","Age","Disability","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SEO/HEO","Heterosexual / straight","11850","11795","35030","33710"
"In post","2022","20-29","Declared non-disabled","SEO/HEO","LGBO","1360","1355","35190","34020"
"In post","2022","20-29","Declared non-disabled","SEO/HEO","Undeclared","810","805","35280","34020"
"In post","2022","20-29","Declared non-disabled","SEO/HEO","Unknown","920","920","32750","31600"
"In post","2022","20-29","Declared non-disabled","Unknown","Heterosexual / straight","2215","2180","26210","24270"
"In post","2022","20-29","Declared non-disabled","Unknown","LGBO","205","205","24770","23170"
"In post","2022","20-29","Declared non-disabled","Unknown","Undeclared","80","80","25160","24090"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","AA/AO","Heterosexual / straight","365","360","22750","21260"
"In post","2022","20-29","Undeclared","AA/AO","LGBO","95","95","22190","21260"
"In post","2022","20-29","Undeclared","AA/AO","Undeclared","215","210","23890","21840"
"In post","2022","20-29","Undeclared","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","EO","Heterosexual / straight","355","345","27460","27570"
"In post","2022","20-29","Undeclared","EO","LGBO","95","90","27060","27570"
"In post","2022","20-29","Undeclared","EO","Undeclared","170","165","28000","27570"
"In post","2022","20-29","Undeclared","EO","Unknown","35","35","27610","27570"
"In post","2022","20-29","Undeclared","G6/G7","Heterosexual / straight","100","100","54630","53400"
"In post","2022","20-29","Undeclared","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","G6/G7","Undeclared","65","65","54770","53550"
"In post","2022","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO/HEO","Heterosexual / straight","415","415","34910","33570"
"In post","2022","20-29","Undeclared","SEO/HEO","LGBO","105","105","34840","33570"
"In post","2022","20-29","Undeclared","SEO/HEO","Undeclared","270","270","35300","34050"
"In post","2022","20-29","Undeclared","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","55","55","26230","24780"
"In post","2022","20-29","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","30","30","27390","26620"
"In post","2022","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Heterosexual / straight","985","955","23000","22600"
"In post","2022","20-29","Unknown","AA/AO","LGBO","135","130","22460","21680"
"In post","2022","20-29","Unknown","AA/AO","Undeclared","95","90","23030","22350"
"In post","2022","20-29","Unknown","AA/AO","Unknown","7285","7095","22780","21640"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","1510","1500","28680","27400"
"In post","2022","20-29","Unknown","EO","LGBO","180","180","28060","27230"
"In post","2022","20-29","Unknown","EO","Undeclared","255","250","27800","27270"
"In post","2022","20-29","Unknown","EO","Unknown","4645","4605","27240","26820"
"In post","2022","20-29","Unknown","G6/G7","Heterosexual / straight","345","345","53580","53360"
"In post","2022","20-29","Unknown","G6/G7","LGBO","60","60","55550","53420"
"In post","2022","20-29","Unknown","G6/G7","Undeclared","150","150","54630","53360"
"In post","2022","20-29","Unknown","G6/G7","Unknown","915","910","55980","54700"
"In post","2022","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","1530","1520","35270","34260"
"In post","2022","20-29","Unknown","SEO/HEO","LGBO","230","225","35430","33640"
"In post","2022","20-29","Unknown","SEO/HEO","Undeclared","400","400","35110","32940"
"In post","2022","20-29","Unknown","SEO/HEO","Unknown","5990","5970","34000","33080"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","65","65","26050","24270"
"In post","2022","20-29","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","1175","1155","25690","24090"
"In post","2022","30-39","Declared disabled","AA/AO","Heterosexual / straight","1595","1450","22730","21260"
"In post","2022","30-39","Declared disabled","AA/AO","LGBO","285","270","22900","21260"
"In post","2022","30-39","Declared disabled","AA/AO","Undeclared","175","160","22510","21260"
"In post","2022","30-39","Declared disabled","AA/AO","Unknown","100","90","22920","21260"
"In post","2022","30-39","Declared disabled","EO","Heterosexual / straight","1640","1545","27680","27570"
"In post","2022","30-39","Declared disabled","EO","LGBO","340","330","27640","27570"
"In post","2022","30-39","Declared disabled","EO","Undeclared","180","170","27620","27570"
"In post","2022","30-39","Declared disabled","EO","Unknown","120","110","28900","27570"
"In post","2022","30-39","Declared disabled","G6/G7","Heterosexual / straight","880","855","57090","55210"
"In post","2022","30-39","Declared disabled","G6/G7","LGBO","215","210","56540","54700"
"In post","2022","30-39","Declared disabled","G6/G7","Undeclared","105","105","57260","55210"
"In post","2022","30-39","Declared disabled","G6/G7","Unknown","50","50","56220","54700"
"In post","2022","30-39","Declared disabled","SCS level","Heterosexual / straight","50","50","82450","75220"
"In post","2022","30-39","Declared disabled","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","SEO/HEO","Heterosexual / straight","1825","1770","36490","35430"
"In post","2022","30-39","Declared disabled","SEO/HEO","LGBO","405","395","36090","35050"
"In post","2022","30-39","Declared disabled","SEO/HEO","Undeclared","215","210","36270","35250"
"In post","2022","30-39","Declared disabled","SEO/HEO","Unknown","100","95","36920","37380"
"In post","2022","30-39","Declared disabled","Unknown","Heterosexual / straight","500","470","29540","30200"
"In post","2022","30-39","Declared disabled","Unknown","LGBO","80","80","27800","25190"
"In post","2022","30-39","Declared disabled","Unknown","Undeclared","30","30","29570","28090"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","AA/AO","Heterosexual / straight","13250","12140","23400","21680"
"In post","2022","30-39","Declared non-disabled","AA/AO","LGBO","875","850","23690","21680"
"In post","2022","30-39","Declared non-disabled","AA/AO","Undeclared","830","750","23040","21650"
"In post","2022","30-39","Declared non-disabled","AA/AO","Unknown","1395","1160","22360","21260"
"In post","2022","30-39","Declared non-disabled","EO","Heterosexual / straight","14360","13590","27540","27570"
"In post","2022","30-39","Declared non-disabled","EO","LGBO","1015","1000","27730","27570"
"In post","2022","30-39","Declared non-disabled","EO","Undeclared","865","825","27720","27570"
"In post","2022","30-39","Declared non-disabled","EO","Unknown","1385","1255","27840","27570"
"In post","2022","30-39","Declared non-disabled","G6/G7","Heterosexual / straight","10050","9750","57450","55210"
"In post","2022","30-39","Declared non-disabled","G6/G7","LGBO","880","870","57310","55210"
"In post","2022","30-39","Declared non-disabled","G6/G7","Undeclared","675","660","57330","55210"
"In post","2022","30-39","Declared non-disabled","G6/G7","Unknown","715","695","53920","52040"
"In post","2022","30-39","Declared non-disabled","SCS level","Heterosexual / straight","625","600","79880","75580"
"In post","2022","30-39","Declared non-disabled","SCS level","LGBO","65","65","78530","73800"
"In post","2022","30-39","Declared non-disabled","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SEO/HEO","Heterosexual / straight","19185","18605","36730","36050"
"In post","2022","30-39","Declared non-disabled","SEO/HEO","LGBO","1360","1345","36620","36170"
"In post","2022","30-39","Declared non-disabled","SEO/HEO","Undeclared","1255","1220","37260","37000"
"In post","2022","30-39","Declared non-disabled","SEO/HEO","Unknown","1430","1385","36350","36650"
"In post","2022","30-39","Declared non-disabled","Unknown","Heterosexual / straight","2790","2600","30840","30210"
"In post","2022","30-39","Declared non-disabled","Unknown","LGBO","175","175","28890","26260"
"In post","2022","30-39","Declared non-disabled","Unknown","Undeclared","125","120","32100","32100"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","45","45","34130","33620"
"In post","2022","30-39","Undeclared","AA/AO","Heterosexual / straight","600","550","23150","21260"
"In post","2022","30-39","Undeclared","AA/AO","LGBO","75","70","24320","21680"
"In post","2022","30-39","Undeclared","AA/AO","Undeclared","410","385","24210","21840"
"In post","2022","30-39","Undeclared","AA/AO","Unknown","185","160","24780","21960"
"In post","2022","30-39","Undeclared","EO","Heterosexual / straight","675","635","27970","27570"
"In post","2022","30-39","Undeclared","EO","LGBO","95","95","28030","27570"
"In post","2022","30-39","Undeclared","EO","Undeclared","405","395","28330","27570"
"In post","2022","30-39","Undeclared","EO","Unknown","155","145","29700","27570"
"In post","2022","30-39","Undeclared","G6/G7","Heterosexual / straight","335","330","57510","55210"
"In post","2022","30-39","Undeclared","G6/G7","LGBO","50","50","56750","55210"
"In post","2022","30-39","Undeclared","G6/G7","Undeclared","355","350","57840","55210"
"In post","2022","30-39","Undeclared","G6/G7","Unknown","30","30","58930","58550"
"In post","2022","30-39","Undeclared","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","SEO/HEO","Heterosexual / straight","740","720","36530","36030"
"In post","2022","30-39","Undeclared","SEO/HEO","LGBO","90","90","36970","36050"
"In post","2022","30-39","Undeclared","SEO/HEO","Undeclared","645","635","37270","36650"
"In post","2022","30-39","Undeclared","SEO/HEO","Unknown","75","70","38620","38160"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","105","100","30260","28200"
"In post","2022","30-39","Undeclared","Unknown","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","65","60","32440","31980"
"In post","2022","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Heterosexual / straight","810","755","23830","22600"
"In post","2022","30-39","Unknown","AA/AO","LGBO","75","75","24470","22600"
"In post","2022","30-39","Unknown","AA/AO","Undeclared","55","50","23960","22600"
"In post","2022","30-39","Unknown","AA/AO","Unknown","4650","4350","23290","21640"
"In post","2022","30-39","Unknown","EO","Heterosexual / straight","1350","1305","29850","28840"
"In post","2022","30-39","Unknown","EO","LGBO","110","105","29420","28650"
"In post","2022","30-39","Unknown","EO","Undeclared","140","135","28940","27270"
"In post","2022","30-39","Unknown","EO","Unknown","3820","3695","27870","26820"
"In post","2022","30-39","Unknown","G6/G7","Heterosexual / straight","1140","1105","56490","53900"
"In post","2022","30-39","Unknown","G6/G7","LGBO","105","105","56880","54350"
"In post","2022","30-39","Unknown","G6/G7","Undeclared","310","300","57510","53620"
"In post","2022","30-39","Unknown","G6/G7","Unknown","2730","2675","58560","56340"
"In post","2022","30-39","Unknown","SCS level","Heterosexual / straight","45","45","78250","74000"
"In post","2022","30-39","Unknown","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Undeclared","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Unknown","150","150","82070","77260"
"In post","2022","30-39","Unknown","SEO/HEO","Heterosexual / straight","1985","1920","37770","37450"
"In post","2022","30-39","Unknown","SEO/HEO","LGBO","175","170","36910","36740"
"In post","2022","30-39","Unknown","SEO/HEO","Undeclared","335","325","37330","36970"
"In post","2022","30-39","Unknown","SEO/HEO","Unknown","4670","4570","36450","35220"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","135","125","31330","26310"
"In post","2022","30-39","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","1220","1145","30400","28200"
"In post","2022","40-49","Declared disabled","AA/AO","Heterosexual / straight","2280","2000","22520","21260"
"In post","2022","40-49","Declared disabled","AA/AO","LGBO","220","205","23150","21260"
"In post","2022","40-49","Declared disabled","AA/AO","Undeclared","340","300","22400","21260"
"In post","2022","40-49","Declared disabled","AA/AO","Unknown","285","240","22280","21260"
"In post","2022","40-49","Declared disabled","EO","Heterosexual / straight","2740","2520","27880","27570"
"In post","2022","40-49","Declared disabled","EO","LGBO","270","260","27910","27570"
"In post","2022","40-49","Declared disabled","EO","Undeclared","340","315","27910","27570"
"In post","2022","40-49","Declared disabled","EO","Unknown","260","230","28470","27570"
"In post","2022","40-49","Declared disabled","G6/G7","Heterosexual / straight","1180","1135","58640","57110"
"In post","2022","40-49","Declared disabled","G6/G7","LGBO","160","155","59260","57850"
"In post","2022","40-49","Declared disabled","G6/G7","Undeclared","130","125","59430","57570"
"In post","2022","40-49","Declared disabled","G6/G7","Unknown","80","75","57480","56120"
"In post","2022","40-49","Declared disabled","SCS level","Heterosexual / straight","135","130","87340","79200"
"In post","2022","40-49","Declared disabled","SCS level","LGBO","30","30","[c]","[c]"
"In post","2022","40-49","Declared disabled","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Declared disabled","SEO/HEO","Heterosexual / straight","2390","2300","36910","36070"
"In post","2022","40-49","Declared disabled","SEO/HEO","LGBO","295","285","36240","35270"
"In post","2022","40-49","Declared disabled","SEO/HEO","Undeclared","315","305","37030","36400"
"In post","2022","40-49","Declared disabled","SEO/HEO","Unknown","145","135","36850","36290"
"In post","2022","40-49","Declared disabled","Unknown","Heterosexual / straight","710","660","32210","31420"
"In post","2022","40-49","Declared disabled","Unknown","LGBO","65","65","33310","28200"
"In post","2022","40-49","Declared disabled","Unknown","Undeclared","85","80","32330","32690"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","AA/AO","Heterosexual / straight","12585","11350","22990","21380"
"In post","2022","40-49","Declared non-disabled","AA/AO","LGBO","500","475","23130","21260"
"In post","2022","40-49","Declared non-disabled","AA/AO","Undeclared","1330","1175","22600","21410"
"In post","2022","40-49","Declared non-disabled","AA/AO","Unknown","2450","2045","22420","21260"
"In post","2022","40-49","Declared non-disabled","EO","Heterosexual / straight","14835","13855","27780","27570"
"In post","2022","40-49","Declared non-disabled","EO","LGBO","640","620","27670","27570"
"In post","2022","40-49","Declared non-disabled","EO","Undeclared","1285","1200","27890","27570"
"In post","2022","40-49","Declared non-disabled","EO","Unknown","2515","2215","28000","27570"
"In post","2022","40-49","Declared non-disabled","G6/G7","Heterosexual / straight","12055","11580","59530","57680"
"In post","2022","40-49","Declared non-disabled","G6/G7","LGBO","640","630","60170","58320"
"In post","2022","40-49","Declared non-disabled","G6/G7","Undeclared","905","870","59780","57740"
"In post","2022","40-49","Declared non-disabled","G6/G7","Unknown","1460","1380","57080","56480"
"In post","2022","40-49","Declared non-disabled","SCS level","Heterosexual / straight","1785","1720","86970","79930"
"In post","2022","40-49","Declared non-disabled","SCS level","LGBO","135","135","87530","80060"
"In post","2022","40-49","Declared non-disabled","SCS level","Undeclared","100","95","84470","78500"
"In post","2022","40-49","Declared non-disabled","SCS level","Unknown","90","85","87150","82690"
"In post","2022","40-49","Declared non-disabled","SEO/HEO","Heterosexual / straight","18680","17960","37810","37300"
"In post","2022","40-49","Declared non-disabled","SEO/HEO","LGBO","750","735","37990","37280"
"In post","2022","40-49","Declared non-disabled","SEO/HEO","Undeclared","1495","1435","37970","37460"
"In post","2022","40-49","Declared non-disabled","SEO/HEO","Unknown","1765","1680","37290","36770"
"In post","2022","40-49","Declared non-disabled","Unknown","Heterosexual / straight","2850","2655","34360","34340"
"In post","2022","40-49","Declared non-disabled","Unknown","LGBO","130","125","35000","34220"
"In post","2022","40-49","Declared non-disabled","Unknown","Undeclared","180","165","35320","34680"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","105","95","33990","37170"
"In post","2022","40-49","Undeclared","AA/AO","Heterosexual / straight","810","735","24040","21790"
"In post","2022","40-49","Undeclared","AA/AO","LGBO","55","55","25000","21550"
"In post","2022","40-49","Undeclared","AA/AO","Undeclared","540","495","24270","21840"
"In post","2022","40-49","Undeclared","AA/AO","Unknown","385","345","26940","26580"
"In post","2022","40-49","Undeclared","EO","Heterosexual / straight","740","700","28370","27570"
"In post","2022","40-49","Undeclared","EO","LGBO","60","55","29080","27570"
"In post","2022","40-49","Undeclared","EO","Undeclared","540","515","28220","27570"
"In post","2022","40-49","Undeclared","EO","Unknown","235","215","30070","27570"
"In post","2022","40-49","Undeclared","G6/G7","Heterosexual / straight","350","335","59350","57570"
"In post","2022","40-49","Undeclared","G6/G7","LGBO","40","35","61870","63450"
"In post","2022","40-49","Undeclared","G6/G7","Undeclared","420","410","59960","57460"
"In post","2022","40-49","Undeclared","G6/G7","Unknown","45","45","60300","55830"
"In post","2022","40-49","Undeclared","SCS level","Heterosexual / straight","45","45","86120","81400"
"In post","2022","40-49","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","SCS level","Undeclared","40","40","83410","80000"
"In post","2022","40-49","Undeclared","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","SEO/HEO","Heterosexual / straight","855","830","38200","37450"
"In post","2022","40-49","Undeclared","SEO/HEO","LGBO","55","55","38330","37720"
"In post","2022","40-49","Undeclared","SEO/HEO","Undeclared","860","835","37900","37460"
"In post","2022","40-49","Undeclared","SEO/HEO","Unknown","140","140","39790","38160"
"In post","2022","40-49","Undeclared","Unknown","Heterosexual / straight","125","120","34530","33500"
"In post","2022","40-49","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Undeclared","80","80","37100","37170"
"In post","2022","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Heterosexual / straight","775","700","24100","22080"
"In post","2022","40-49","Unknown","AA/AO","LGBO","35","35","25310","22600"
"In post","2022","40-49","Unknown","AA/AO","Undeclared","95","90","25260","22080"
"In post","2022","40-49","Unknown","AA/AO","Unknown","3135","2875","22880","21650"
"In post","2022","40-49","Unknown","EO","Heterosexual / straight","910","875","29540","28650"
"In post","2022","40-49","Unknown","EO","LGBO","55","55","29160","27570"
"In post","2022","40-49","Unknown","EO","Undeclared","120","115","29270","27270"
"In post","2022","40-49","Unknown","EO","Unknown","2370","2255","28070","27050"
"In post","2022","40-49","Unknown","G6/G7","Heterosexual / straight","1170","1125","58990","56560"
"In post","2022","40-49","Unknown","G6/G7","LGBO","55","55","58180","55820"
