"Status","Year","Age","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","AA/AO","Female","Heterosexual / straight","8495","7260","22390","21260"
"In post","2022","30-39","AA/AO","Female","LGBO","745","710","23890","21840"
"In post","2022","30-39","AA/AO","Female","Undeclared","730","625","22650","21410"
"In post","2022","30-39","AA/AO","Female","Unknown","3360","2845","22440","21260"
"In post","2022","30-39","AA/AO","Male","Heterosexual / straight","7755","7635","24410","22080"
"In post","2022","30-39","AA/AO","Male","LGBO","565","555","23220","21260"
"In post","2022","30-39","AA/AO","Male","Undeclared","735","715","24030","21680"
"In post","2022","30-39","AA/AO","Male","Unknown","2975","2910","23910","21680"
"In post","2022","30-39","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","EO","Female","Heterosexual / straight","10150","9250","27560","27570"
"In post","2022","30-39","EO","Female","LGBO","815","795","28010","27570"
"In post","2022","30-39","EO","Female","Undeclared","780","725","27700","27570"
"In post","2022","30-39","EO","Female","Unknown","2885","2635","27820","27570"
"In post","2022","30-39","EO","Male","Heterosexual / straight","7875","7825","27980","27570"
"In post","2022","30-39","EO","Male","LGBO","750","740","27660","27570"
"In post","2022","30-39","EO","Male","Undeclared","805","800","28240","27570"
"In post","2022","30-39","EO","Male","Unknown","2590","2570","28070","27230"
"In post","2022","30-39","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G6/G7","Female","Heterosexual / straight","6600","6285","57110","54970"
"In post","2022","30-39","G6/G7","Female","LGBO","540","530","56430","54650"
"In post","2022","30-39","G6/G7","Female","Undeclared","705","685","57330","54700"
"In post","2022","30-39","G6/G7","Female","Unknown","1725","1655","57470","55210"
"In post","2022","30-39","G6/G7","Male","Heterosexual / straight","5800","5755","57610","55210"
"In post","2022","30-39","G6/G7","Male","LGBO","705","705","57650","55620"
"In post","2022","30-39","G6/G7","Male","Undeclared","740","730","57640","55210"
"In post","2022","30-39","G6/G7","Male","Unknown","1805","1795","57700","55210"
"In post","2022","30-39","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SCS level","Female","Heterosexual / straight","400","380","79870","75500"
"In post","2022","30-39","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","SCS level","Female","Undeclared","40","35","77400","74370"
"In post","2022","30-39","SCS level","Female","Unknown","85","85","81460","76410"
"In post","2022","30-39","SCS level","Male","Heterosexual / straight","335","330","79910","75680"
"In post","2022","30-39","SCS level","Male","LGBO","60","55","80520","75230"
"In post","2022","30-39","SCS level","Male","Undeclared","35","35","78810","74420"
"In post","2022","30-39","SCS level","Male","Unknown","90","90","81780","77570"
"In post","2022","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO/HEO","Female","Heterosexual / straight","12890","12235","36630","36050"
"In post","2022","30-39","SEO/HEO","Female","LGBO","985","970","36420","36050"
"In post","2022","30-39","SEO/HEO","Female","Undeclared","1165","1110","36910","36690"
"In post","2022","30-39","SEO/HEO","Female","Unknown","2960","2825","36360","35640"
"In post","2022","30-39","SEO/HEO","Male","Heterosexual / straight","10845","10780","36980","36430"
"In post","2022","30-39","SEO/HEO","Male","LGBO","1040","1030","36680","36130"
"In post","2022","30-39","SEO/HEO","Male","Undeclared","1285","1280","37440","37000"
"In post","2022","30-39","SEO/HEO","Male","Unknown","3310","3290","36540","36050"
"In post","2022","30-39","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Heterosexual / straight","2635","2405","29930","30210"
"In post","2022","30-39","Unknown","Female","LGBO","205","205","28680","26310"
"In post","2022","30-39","Unknown","Female","Undeclared","160","145","30890","31150"
"In post","2022","30-39","Unknown","Female","Unknown","720","650","28040","25480"
"In post","2022","30-39","Unknown","Male","Heterosexual / straight","895","885","32780","31420"
"In post","2022","30-39","Unknown","Male","LGBO","70","70","28600","24800"
"In post","2022","30-39","Unknown","Male","Undeclared","80","75","33620","32720"
"In post","2022","30-39","Unknown","Male","Unknown","565","555","33670","32400"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AA/AO","Female","Heterosexual / straight","9675","8165","22150","21260"
"In post","2022","40-49","AA/AO","Female","LGBO","405","375","23480","21600"
"In post","2022","40-49","AA/AO","Female","Undeclared","1290","1070","22170","21380"
"In post","2022","40-49","AA/AO","Female","Unknown","3715","3035","22240","21260"
"In post","2022","40-49","AA/AO","Male","Heterosexual / straight","6780","6625","24270","21830"
"In post","2022","40-49","AA/AO","Male","LGBO","405","395","23260","21260"
"In post","2022","40-49","AA/AO","Male","Undeclared","1015","985","24210","21680"
"In post","2022","40-49","AA/AO","Male","Unknown","2545","2465","23910","21680"
"In post","2022","40-49","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","EO","Female","Heterosexual / straight","11420","10230","27710","27570"
"In post","2022","40-49","EO","Female","LGBO","460","435","28060","27570"
"In post","2022","40-49","EO","Female","Undeclared","1240","1115","27810","27570"
"In post","2022","40-49","EO","Female","Unknown","3185","2755","27940","27570"
"In post","2022","40-49","EO","Male","Heterosexual / straight","7800","7720","28170","27570"
"In post","2022","40-49","EO","Male","LGBO","560","555","27760","27570"
"In post","2022","40-49","EO","Male","Undeclared","1050","1035","28330","27570"
"In post","2022","40-49","EO","Male","Unknown","2200","2165","28440","27570"
"In post","2022","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G6/G7","Female","Heterosexual / straight","7865","7345","59140","57460"
"In post","2022","40-49","G6/G7","Female","LGBO","330","320","59510","57410"
"In post","2022","40-49","G6/G7","Female","Undeclared","805","755","59360","57430"
"In post","2022","40-49","G6/G7","Female","Unknown","1985","1840","59210","57430"
"In post","2022","40-49","G6/G7","Male","Heterosexual / straight","6885","6830","59730","57850"
"In post","2022","40-49","G6/G7","Male","LGBO","565","560","60240","59000"
"In post","2022","40-49","G6/G7","Male","Undeclared","945","935","59850","57680"
"In post","2022","40-49","G6/G7","Male","Unknown","2010","1990","59530","57480"
"In post","2022","40-49","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SCS level","Female","Heterosexual / straight","1095","1030","85770","79000"
"In post","2022","40-49","SCS level","Female","LGBO","65","65","85180","77560"
"In post","2022","40-49","SCS level","Female","Undeclared","95","90","83430","79760"
"In post","2022","40-49","SCS level","Female","Unknown","230","220","89770","81850"
"In post","2022","40-49","SCS level","Male","Heterosexual / straight","1015","1005","88740","82000"
"In post","2022","40-49","SCS level","Male","LGBO","115","110","87250","80800"
"In post","2022","40-49","SCS level","Male","Undeclared","95","95","86660","80810"
"In post","2022","40-49","SCS level","Male","Unknown","250","250","95700","90040"
"In post","2022","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SEO/HEO","Female","Heterosexual / straight","13045","12230","37520","36770"
"In post","2022","40-49","SEO/HEO","Female","LGBO","575","555","38000","36820"
"In post","2022","40-49","SEO/HEO","Female","Undeclared","1410","1320","37490","36740"
"In post","2022","40-49","SEO/HEO","Female","Unknown","2600","2425","37450","37100"
"In post","2022","40-49","SEO/HEO","Male","Heterosexual / straight","10535","10460","38170","37690"
"In post","2022","40-49","SEO/HEO","Male","LGBO","585","575","37220","36620"
"In post","2022","40-49","SEO/HEO","Male","Undeclared","1550","1535","38200","37890"
"In post","2022","40-49","SEO/HEO","Male","Unknown","2555","2525","37770","37540"
"In post","2022","40-49","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Heterosexual / straight","2840","2590","33130","32690"
"In post","2022","40-49","Unknown","Female","LGBO","135","130","34620","34340"
"In post","2022","40-49","Unknown","Female","Undeclared","240","220","34060","35020"
"In post","2022","40-49","Unknown","Female","Unknown","605","535","30870","28200"
"In post","2022","40-49","Unknown","Male","Heterosexual / straight","980","965","36460","35390"
"In post","2022","40-49","Unknown","Male","LGBO","80","80","33260","28320"
"In post","2022","40-49","Unknown","Male","Undeclared","135","130","37190","37170"
"In post","2022","40-49","Unknown","Male","Unknown","530","515","37820","33570"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AA/AO","Female","Heterosexual / straight","14735","12815","22040","21260"
"In post","2022","50-59","AA/AO","Female","LGBO","415","380","23180","21580"
"In post","2022","50-59","AA/AO","Female","Undeclared","2415","2065","22110","21380"
"In post","2022","50-59","AA/AO","Female","Unknown","5075","4220","22230","21260"
"In post","2022","50-59","AA/AO","Male","Heterosexual / straight","9950","9575","24080","21680"
"In post","2022","50-59","AA/AO","Male","LGBO","480","460","23640","21490"
"In post","2022","50-59","AA/AO","Male","Undeclared","1650","1570","24360","21830"
"In post","2022","50-59","AA/AO","Male","Unknown","3695","3490","24550","22080"
"In post","2022","50-59","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","EO","Female","Heterosexual / straight","15710","14245","27870","27570"
"In post","2022","50-59","EO","Female","LGBO","390","365","28340","27570"
"In post","2022","50-59","EO","Female","Undeclared","2355","2120","27900","27570"
"In post","2022","50-59","EO","Female","Unknown","4095","3615","28250","27570"
"In post","2022","50-59","EO","Male","Heterosexual / straight","10420","10130","28830","27570"
"In post","2022","50-59","EO","Male","LGBO","540","520","28620","27570"
"In post","2022","50-59","EO","Male","Undeclared","2005","1930","28870","27570"
"In post","2022","50-59","EO","Male","Unknown","3115","2985","29630","27570"
"In post","2022","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G6/G7","Female","Heterosexual / straight","6585","6345","59970","57680"
"In post","2022","50-59","G6/G7","Female","LGBO","185","175","61730","60710"
"In post","2022","50-59","G6/G7","Female","Undeclared","820","790","60570","58920"
"In post","2022","50-59","G6/G7","Female","Unknown","1535","1460","60400","59120"
"In post","2022","50-59","G6/G7","Male","Heterosexual / straight","7240","7165","61280","59740"
"In post","2022","50-59","G6/G7","Male","LGBO","380","375","61530","60940"
"In post","2022","50-59","G6/G7","Male","Undeclared","1170","1155","61650","60140"
"In post","2022","50-59","G6/G7","Male","Unknown","2055","2025","60840","58770"
"In post","2022","50-59","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","SCS level","Female","Heterosexual / straight","870","845","91440","83430"
"In post","2022","50-59","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2022","50-59","SCS level","Female","Undeclared","100","95","89570","83110"
"In post","2022","50-59","SCS level","Female","Unknown","180","175","98840","91090"
"In post","2022","50-59","SCS level","Male","Heterosexual / straight","1045","1030","96690","89110"
"In post","2022","50-59","SCS level","Male","LGBO","60","60","95830","83990"
"In post","2022","50-59","SCS level","Male","Undeclared","125","125","94350","85420"
"In post","2022","50-59","SCS level","Male","Unknown","235","230","106390","98710"
"In post","2022","50-59","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","SEO/HEO","Female","Heterosexual / straight","13895","13225","37340","36330"
"In post","2022","50-59","SEO/HEO","Female","LGBO","375","360","38180","37280"
"In post","2022","50-59","SEO/HEO","Female","Undeclared","2040","1925","38010","37450"
"In post","2022","50-59","SEO/HEO","Female","Unknown","2570","2430","37700","36840"
"In post","2022","50-59","SEO/HEO","Male","Heterosexual / straight","13125","12945","39190","38160"
"In post","2022","50-59","SEO/HEO","Male","LGBO","570","555","38090","36960"
"In post","2022","50-59","SEO/HEO","Male","Undeclared","2320","2285","39090","38160"
"In post","2022","50-59","SEO/HEO","Male","Unknown","2795","2740","39010","38160"
"In post","2022","50-59","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","Heterosexual / straight","2525","2370","31750","28200"
"In post","2022","50-59","Unknown","Female","LGBO","100","90","34930","37170"
"In post","2022","50-59","Unknown","Female","Undeclared","240","225","33610","34340"
"In post","2022","50-59","Unknown","Female","Unknown","490","435","30710","28200"
"In post","2022","50-59","Unknown","Male","Heterosexual / straight","1275","1235","37330","34340"
"In post","2022","50-59","Unknown","Male","LGBO","70","70","34920","32090"
"In post","2022","50-59","Unknown","Male","Undeclared","185","180","38970","37170"
"In post","2022","50-59","Unknown","Male","Unknown","805","775","38120","33670"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Female","Heterosexual / straight","5825","4605","21840","21260"
"In post","2022","60-64","AA/AO","Female","LGBO","105","85","22500","21380"
"In post","2022","60-64","AA/AO","Female","Undeclared","1060","805","21700","21260"
"In post","2022","60-64","AA/AO","Female","Unknown","1935","1455","22090","21260"
"In post","2022","60-64","AA/AO","Male","Heterosexual / straight","3825","3350","22980","21260"
"In post","2022","60-64","AA/AO","Male","LGBO","130","115","22860","21260"
"In post","2022","60-64","AA/AO","Male","Undeclared","575","490","23100","21440"
"In post","2022","60-64","AA/AO","Male","Unknown","1325","1100","23870","21860"
"In post","2022","60-64","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Female","Heterosexual / straight","4445","3490","28020","27570"
"In post","2022","60-64","EO","Female","LGBO","85","65","28080","27570"
"In post","2022","60-64","EO","Female","Undeclared","750","580","28010","27570"
"In post","2022","60-64","EO","Female","Unknown","1170","885","28350","27570"
"In post","2022","60-64","EO","Male","Heterosexual / straight","3195","2695","28680","27570"
"In post","2022","60-64","EO","Male","LGBO","145","125","28370","27570"
"In post","2022","60-64","EO","Male","Undeclared","625","510","28450","27570"
"In post","2022","60-64","EO","Male","Unknown","890","705","29740","28800"
"In post","2022","60-64","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Female","Heterosexual / straight","910","800","61260","59630"
"In post","2022","60-64","G6/G7","Female","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","G6/G7","Female","Undeclared","125","110","61360","60240"
"In post","2022","60-64","G6/G7","Female","Unknown","230","200","59650","57960"
"In post","2022","60-64","G6/G7","Male","Heterosexual / straight","1435","1290","62460","60820"
"In post","2022","60-64","G6/G7","Male","LGBO","55","45","63120","62400"
"In post","2022","60-64","G6/G7","Male","Undeclared","245","210","62990","60640"
"In post","2022","60-64","G6/G7","Male","Unknown","470","415","61470","58780"
"In post","2022","60-64","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS level","Female","Heterosexual / straight","105","95","99350","93000"
"In post","2022","60-64","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","SCS level","Female","Unknown","25","25","[c]","[c]"
"In post","2022","60-64","SCS level","Male","Heterosexual / straight","190","180","104290","96240"
"In post","2022","60-64","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","SCS level","Male","Undeclared","30","30","104990","97200"
"In post","2022","60-64","SCS level","Male","Unknown","50","50","107490","102850"
"In post","2022","60-64","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Female","Heterosexual / straight","2640","2200","37300","36050"
"In post","2022","60-64","SEO/HEO","Female","LGBO","50","40","38730","36480"
"In post","2022","60-64","SEO/HEO","Female","Undeclared","480","405","37590","36450"
"In post","2022","60-64","SEO/HEO","Female","Unknown","525","440","37610","36560"
"In post","2022","60-64","SEO/HEO","Male","Heterosexual / straight","3455","3025","39240","38160"
"In post","2022","60-64","SEO/HEO","Male","LGBO","100","90","38180","37640"
"In post","2022","60-64","SEO/HEO","Male","Undeclared","650","565","39190","37930"
"In post","2022","60-64","SEO/HEO","Male","Unknown","745","620","40010","39490"
"In post","2022","60-64","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Heterosexual / straight","835","715","30030","28200"
"In post","2022","60-64","Unknown","Female","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Undeclared","80","70","32480","32090"
"In post","2022","60-64","Unknown","Female","Unknown","170","140","29520","28200"
"In post","2022","60-64","Unknown","Male","Heterosexual / straight","465","415","35910","33160"
"In post","2022","60-64","Unknown","Male","LGBO","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Male","Undeclared","70","65","37840","37170"
"In post","2022","60-64","Unknown","Male","Unknown","255","235","35630","32700"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Female","Heterosexual / straight","1880","1405","21970","21300"
"In post","2022","65+","AA/AO","Female","LGBO","40","30","22870","21840"
