"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Mixed","Finance","45","45","33110","31990"
"In post","2022","20-29","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Human Resources","80","80","32570","31060"
"In post","2022","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Legal","55","55","33170","27250"
"In post","2022","20-29","Mixed","No function","1550","1520","30360","28040"
"In post","2022","20-29","Mixed","Project Delivery","100","100","32830","31600"
"In post","2022","20-29","Mixed","Property","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Security","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","195","190","33200","28670"
"In post","2022","20-29","Other ethnicity","Analysis","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Commercial","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Debt","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Digital, Data & Technology","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Legal","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","No function","330","325","31150","29970"
"In post","2022","20-29","Other ethnicity","Project Delivery","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","50","45","32170","28670"
"In post","2022","20-29","Undeclared","Analysis","35","35","37200","36320"
"In post","2022","20-29","Undeclared","Commercial","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","85","85","33640","30730"
"In post","2022","20-29","Undeclared","Finance","40","40","35630","35000"
"In post","2022","20-29","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","30","30","34140","29080"
"In post","2022","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","770","755","31160","29260"
"In post","2022","20-29","Undeclared","Project Delivery","100","100","32070","31600"
"In post","2022","20-29","Undeclared","Property","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","30","30","32620","31960"
"In post","2022","20-29","Undeclared","Unknown","135","135","30110","27570"
"In post","2022","20-29","Unknown","Analysis","445","440","35550","33210"
"In post","2022","20-29","Unknown","Commercial","285","285","40180","36360"
"In post","2022","20-29","Unknown","Communications","760","755","30720","26820"
"In post","2022","20-29","Unknown","Counter Fraud","510","505","29600","26820"
"In post","2022","20-29","Unknown","Debt","445","430","22140","21250"
"In post","2022","20-29","Unknown","Digital, Data & Technology","770","765","34020","33000"
"In post","2022","20-29","Unknown","Finance","385","375","31260","28970"
"In post","2022","20-29","Unknown","Grants Management","225","225","22220","21300"
"In post","2022","20-29","Unknown","Human Resources","250","245","29390","27270"
"In post","2022","20-29","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","180","175","31420","27130"
"In post","2022","20-29","Unknown","No function","12250","12040","27940","26820"
"In post","2022","20-29","Unknown","Project Delivery","615","615","33540","33000"
"In post","2022","20-29","Unknown","Property","365","360","28040","26030"
"In post","2022","20-29","Unknown","Security","430","430","27850","26610"
"In post","2022","20-29","Unknown","Unknown","3350","3315","29450","27230"
"In post","2022","20-29","White","Analysis","2080","2070","36090","33710"
"In post","2022","20-29","White","Commercial","655","650","33140","31660"
"In post","2022","20-29","White","Communications","1075","1070","31740","27850"
"In post","2022","20-29","White","Counter Fraud","1160","1150","29150","27570"
"In post","2022","20-29","White","Debt","605","585","22410","21250"
"In post","2022","20-29","White","Digital, Data & Technology","1950","1940","33560","32440"
"In post","2022","20-29","White","Finance","1025","1010","32890","30200"
"In post","2022","20-29","White","Grants Management","140","135","22900","21300"
"In post","2022","20-29","White","Human Resources","1115","1105","31300","28920"
"In post","2022","20-29","White","Internal Audit","25","25","[c]","[c]"
"In post","2022","20-29","White","Legal","1140","1130","32160","27050"
"In post","2022","20-29","White","No function","28340","27935","29060","27570"
"In post","2022","20-29","White","Project Delivery","2655","2640","30830","29750"
"In post","2022","20-29","White","Property","635","625","29290","26800"
"In post","2022","20-29","White","Security","975","970","28470","26750"
"In post","2022","20-29","White","Unknown","6165","6075","29600","26670"
"In post","2022","30-39","Asian","Analysis","170","165","46690","42350"
"In post","2022","30-39","Asian","Commercial","90","90","41520","38690"
"In post","2022","30-39","Asian","Communications","250","245","32500","29200"
"In post","2022","30-39","Asian","Counter Fraud","305","295","32310","31020"
"In post","2022","30-39","Asian","Debt","165","145","22430","21250"
"In post","2022","30-39","Asian","Digital, Data & Technology","465","460","42420","40180"
"In post","2022","30-39","Asian","Finance","300","290","39170","36650"
"In post","2022","30-39","Asian","Grants Management","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","190","185","35020","32640"
"In post","2022","30-39","Asian","Internal Audit","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Legal","335","315","44690","48080"
"In post","2022","30-39","Asian","No function","4855","4560","32030","28310"
"In post","2022","30-39","Asian","Project Delivery","390","375","42060","39830"
"In post","2022","30-39","Asian","Property","95","90","38810","36500"
"In post","2022","30-39","Asian","Security","85","85","38630","35430"
"In post","2022","30-39","Asian","Unknown","1500","1420","32890","28990"
"In post","2022","30-39","Black","Analysis","60","55","40040","38250"
"In post","2022","30-39","Black","Commercial","40","40","40950","37330"
"In post","2022","30-39","Black","Communications","60","60","31980","27630"
"In post","2022","30-39","Black","Counter Fraud","110","105","31400","31020"
"In post","2022","30-39","Black","Debt","35","30","23140","21250"
"In post","2022","30-39","Black","Digital, Data & Technology","170","170","40200","36650"
"In post","2022","30-39","Black","Finance","85","85","37040","35590"
"In post","2022","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Human Resources","85","85","36200","34550"
"In post","2022","30-39","Black","Internal Audit","5","5","[c]","[c]"
"In post","2022","30-39","Black","Legal","135","130","39230","37930"
"In post","2022","30-39","Black","No function","2085","2005","31570","31030"
"In post","2022","30-39","Black","Project Delivery","165","165","39470","37790"
"In post","2022","30-39","Black","Property","40","35","36070","33610"
"In post","2022","30-39","Black","Security","20","20","[c]","[c]"
"In post","2022","30-39","Black","Unknown","430","410","33510","29430"
"In post","2022","30-39","Mixed","Analysis","60","60","47830","50030"
"In post","2022","30-39","Mixed","Commercial","30","30","38840","38040"
"In post","2022","30-39","Mixed","Communications","65","65","39120","35250"
"In post","2022","30-39","Mixed","Counter Fraud","65","60","34530","31020"
"In post","2022","30-39","Mixed","Debt","25","20","[c]","[c]"
"In post","2022","30-39","Mixed","Digital, Data & Technology","125","120","43290","41750"
"In post","2022","30-39","Mixed","Finance","60","55","42220","37940"
"In post","2022","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Human Resources","70","70","42640","38550"
"In post","2022","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Legal","90","85","48000","51250"
"In post","2022","30-39","Mixed","No function","1505","1445","34790","31060"
"In post","2022","30-39","Mixed","Project Delivery","135","130","44490","40520"
"In post","2022","30-39","Mixed","Property","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Security","35","35","35770","29890"
"In post","2022","30-39","Mixed","Unknown","325","310","37000","33300"
"In post","2022","30-39","Other ethnicity","Analysis","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Commercial","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Communications","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Counter Fraud","15","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Debt","10","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Digital, Data & Technology","30","30","44530","40350"
"In post","2022","30-39","Other ethnicity","Finance","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Human Resources","20","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Legal","30","30","52050","52890"
"In post","2022","30-39","Other ethnicity","No function","355","345","36620","32560"
"In post","2022","30-39","Other ethnicity","Project Delivery","35","35","44120","42470"
"In post","2022","30-39","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","75","70","33990","28990"
"In post","2022","30-39","Undeclared","Analysis","75","75","44930","47010"
"In post","2022","30-39","Undeclared","Commercial","50","50","39760","40000"
"In post","2022","30-39","Undeclared","Communications","55","50","34340","33300"
"In post","2022","30-39","Undeclared","Counter Fraud","100","95","33630","31020"
"In post","2022","30-39","Undeclared","Debt","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Digital, Data & Technology","220","215","42140","40160"
"In post","2022","30-39","Undeclared","Finance","95","95","40890","36570"
"In post","2022","30-39","Undeclared","Grants Management","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","70","70","36560","33330"
"In post","2022","30-39","Undeclared","Internal Audit","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","65","65","49010","51130"
"In post","2022","30-39","Undeclared","No function","1835","1750","34330","31060"
"In post","2022","30-39","Undeclared","Project Delivery","185","185","40410","38880"
"In post","2022","30-39","Undeclared","Property","70","65","37130","32890"
"In post","2022","30-39","Undeclared","Security","85","85","37280","37640"
"In post","2022","30-39","Undeclared","Unknown","500","485","36810","31560"
"In post","2022","30-39","Unknown","Analysis","290","280","45530","41750"
"In post","2022","30-39","Unknown","Commercial","440","430","55850","56360"
"In post","2022","30-39","Unknown","Communications","720","700","35290","33080"
"In post","2022","30-39","Unknown","Counter Fraud","585","570","32150","30750"
"In post","2022","30-39","Unknown","Debt","315","290","22340","21250"
"In post","2022","30-39","Unknown","Digital, Data & Technology","895","880","42570","39530"
"In post","2022","30-39","Unknown","Finance","405","390","39770","36820"
"In post","2022","30-39","Unknown","Grants Management","220","205","23520","21300"
"In post","2022","30-39","Unknown","Human Resources","310","300","37560","33370"
"In post","2022","30-39","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","330","320","47730","51250"
"In post","2022","30-39","Unknown","No function","10265","9715","31420","27570"
"In post","2022","30-39","Unknown","Project Delivery","795","775","42830","40520"
"In post","2022","30-39","Unknown","Property","310","300","32530","29900"
"In post","2022","30-39","Unknown","Security","380","375","32530","30450"
"In post","2022","30-39","Unknown","Unknown","2885","2800","35940","31540"
"In post","2022","30-39","White","Analysis","1680","1605","46090","42980"
"In post","2022","30-39","White","Commercial","965","930","40060","38180"
"In post","2022","30-39","White","Communications","1540","1485","37830","33370"
"In post","2022","30-39","White","Counter Fraud","1990","1910","33040","31990"
"In post","2022","30-39","White","Debt","725","660","23730","21260"
"In post","2022","30-39","White","Digital, Data & Technology","3360","3285","41230","38650"
"In post","2022","30-39","White","Finance","1550","1480","40700","36780"
"In post","2022","30-39","White","Grants Management","195","180","24660","24920"
"In post","2022","30-39","White","Human Resources","1885","1790","36920","33080"
"In post","2022","30-39","White","Internal Audit","85","80","42020","40180"
"In post","2022","30-39","White","Legal","1895","1805","48170","50500"
"In post","2022","30-39","White","No function","38480","36335","33120","28550"
"In post","2022","30-39","White","Project Delivery","4330","4180","40930","39730"
"In post","2022","30-39","White","Property","1010","980","36720","33370"
"In post","2022","30-39","White","Security","1470","1455","33980","33300"
"In post","2022","30-39","White","Unknown","11785","11215","34940","30820"
"In post","2022","40-49","Asian","Analysis","125","120","50470","51210"
"In post","2022","40-49","Asian","Commercial","70","70","47860","42470"
"In post","2022","40-49","Asian","Communications","150","145","36120","33080"
"In post","2022","40-49","Asian","Counter Fraud","365","335","31280","29290"
"In post","2022","40-49","Asian","Debt","165","135","23630","21260"
"In post","2022","40-49","Asian","Digital, Data & Technology","435","430","46670","41750"
"In post","2022","40-49","Asian","Finance","325","310","41370","37640"
"In post","2022","40-49","Asian","Grants Management","15","10","[c]","[c]"
"In post","2022","40-49","Asian","Human Resources","200","195","40900","37000"
"In post","2022","40-49","Asian","Internal Audit","30","30","50660","49110"
"In post","2022","40-49","Asian","Legal","380","345","48250","51470"
"In post","2022","40-49","Asian","No function","4570","4155","32700","27980"
"In post","2022","40-49","Asian","Project Delivery","335","315","45060","40580"
"In post","2022","40-49","Asian","Property","130","120","39200","35080"
"In post","2022","40-49","Asian","Security","90","85","36230","34550"
"In post","2022","40-49","Asian","Unknown","1610","1490","34040","29080"
"In post","2022","40-49","Black","Analysis","40","40","45180","40580"
"In post","2022","40-49","Black","Commercial","35","35","39150","36500"
"In post","2022","40-49","Black","Communications","60","60","32510","26820"
"In post","2022","40-49","Black","Counter Fraud","120","115","31690","31020"
"In post","2022","40-49","Black","Debt","40","40","23680","21260"
"In post","2022","40-49","Black","Digital, Data & Technology","175","175","40730","38830"
"In post","2022","40-49","Black","Finance","125","125","40680","40050"
"In post","2022","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Human Resources","95","95","38020","35520"
"In post","2022","40-49","Black","Internal Audit","10","10","[c]","[c]"
"In post","2022","40-49","Black","Legal","135","130","45550","49210"
"In post","2022","40-49","Black","No function","2165","2070","32490","31060"
"In post","2022","40-49","Black","Project Delivery","215","210","39950","37930"
"In post","2022","40-49","Black","Property","45","45","41870","40590"
"In post","2022","40-49","Black","Security","35","35","34020","33860"
"In post","2022","40-49","Black","Unknown","540","510","35690","31520"
"In post","2022","40-49","Mixed","Analysis","45","40","52130","51440"
"In post","2022","40-49","Mixed","Commercial","15","15","[c]","[c]"
"In post","2022","40-49","Mixed","Communications","35","35","43150","39260"
"In post","2022","40-49","Mixed","Counter Fraud","45","45","35490","29160"
"In post","2022","40-49","Mixed","Debt","15","15","[c]","[c]"
"In post","2022","40-49","Mixed","Digital, Data & Technology","80","80","45970","42730"
"In post","2022","40-49","Mixed","Finance","45","45","45990","43430"
"In post","2022","40-49","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Human Resources","45","40","46690","42230"
"In post","2022","40-49","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Legal","85","75","53420","53050"
"In post","2022","40-49","Mixed","No function","1075","1010","35830","31060"
"In post","2022","40-49","Mixed","Project Delivery","90","90","45980","41920"
"In post","2022","40-49","Mixed","Property","25","25","[c]","[c]"
"In post","2022","40-49","Mixed","Security","30","30","42310","39090"
"In post","2022","40-49","Mixed","Unknown","275","260","40260","35070"
"In post","2022","40-49","Other ethnicity","Analysis","15","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Commercial","10","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Communications","10","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Counter Fraud","15","15","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Debt","10","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Digital, Data & Technology","30","25","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Finance","15","15","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Legal","30","30","52160","52730"
"In post","2022","40-49","Other ethnicity","No function","375","355","36370","31060"
"In post","2022","40-49","Other ethnicity","Project Delivery","35","30","46040","45640"
"In post","2022","40-49","Other ethnicity","Property","10","10","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","70","65","36520","30920"
"In post","2022","40-49","Undeclared","Analysis","55","55","52250","54210"
"In post","2022","40-49","Undeclared","Commercial","55","50","42260","39280"
"In post","2022","40-49","Undeclared","Communications","45","45","37040","32250"
"In post","2022","40-49","Undeclared","Counter Fraud","225","215","34410","31990"
"In post","2022","40-49","Undeclared","Debt","55","50","23420","21260"
"In post","2022","40-49","Undeclared","Digital, Data & Technology","300","300","43170","40170"
"In post","2022","40-49","Undeclared","Finance","130","125","41350","36860"
"In post","2022","40-49","Undeclared","Grants Management","30","30","26170","25880"
"In post","2022","40-49","Undeclared","Human Resources","80","75","37280","32980"
"In post","2022","40-49","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Legal","100","95","51090","53050"
"In post","2022","40-49","Undeclared","No function","2300","2160","34400","30270"
"In post","2022","40-49","Undeclared","Project Delivery","320","310","45020","41520"
"In post","2022","40-49","Undeclared","Property","170","160","36640","33370"
"In post","2022","40-49","Undeclared","Security","125","125","38400","39070"
"In post","2022","40-49","Undeclared","Unknown","835","800","35960","30980"
"In post","2022","40-49","Unknown","Analysis","135","125","47650","46100"
"In post","2022","40-49","Unknown","Commercial","560","550","66350","64500"
"In post","2022","40-49","Unknown","Communications","390","375","39010","33230"
"In post","2022","40-49","Unknown","Counter Fraud","430","405","33370","31870"
"In post","2022","40-49","Unknown","Debt","190","170","23250","21250"
