"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","London","430","425","47130","41820"
"In post","2022","Asian","Cabinet Office","Unknown","Outside London","65","60","36340","32000"
"In post","2022","Asian","Cabinet Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Finance","London","10","10","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Other","London","30","30","47530","40900"
"In post","2022","Asian","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Communications","London","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Corporate Finance","London","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Economics","London","10","10","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Legal","London","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Project Delivery","London","50","45","47810","35270"
"In post","2022","Asian","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Communications","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","30","30","36080","35290"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Economics","London","35","35","43700","39570"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Finance","London","30","30","43590","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Human Resources","London","20","20","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Legal","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","90","85","37490","33570"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","145","140","26430","23810"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Policy","London","405","400","44930","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Policy","Outside London","45","45","39290","36740"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Commercial","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Economics","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Finance","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Other","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Policy","London","70","65","45020","42330"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Policy","Outside London","10","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Commercial","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","Commercial","Outside London","40","35","35400","36500"
"In post","2022","Asian","Department for Education","Communications","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","Digital, Data and Technology","Outside London","110","110","38090","36500"
"In post","2022","Asian","Department for Education","Finance","London","25","25","[c]","[c]"
"In post","2022","Asian","Department for Education","Finance","Outside London","100","100","36960","32300"
"In post","2022","Asian","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Operational Delivery","London","65","65","42680","40780"
"In post","2022","Asian","Department for Education","Operational Delivery","Outside London","120","115","35830","32300"
"In post","2022","Asian","Department for Education","Policy","London","135","130","45500","40510"
"In post","2022","Asian","Department for Education","Policy","Outside London","135","130","38470","36500"
"In post","2022","Asian","Department for Education","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Property","London","20","20","[c]","[c]"
"In post","2022","Asian","Department for Education","Property","Outside London","35","35","46910","50000"
"In post","2022","Asian","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Communications","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Economics","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Finance","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Operational Delivery","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","85","80","25790","22630"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Policy","London","160","155","39940","34830"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Policy","Outside London","35","35","38180","35900"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Property","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","35","35","31540","29440"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Communications","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Economics","London","20","20","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Finance","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","International Trade","London","100","100","46110","38540"
"In post","2022","Asian","Department for International Trade","International Trade","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Other","London","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
