"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","EO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","AA","70","55","19760","19200"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","AO","255","245","22120","21260"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","EO","35","35","27040","27570"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","AO","30","30","21740","21260"
"In post","2022","16-19","Declared non-disabled","Other","EO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","AO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","EO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","AA","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","AO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","EO","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","AO","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","AA","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","AO","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","EO","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","AA","70","65","19680","18830"
"In post","2022","16-19","Unknown","Operational Delivery","AO","180","170","22220","21680"
"In post","2022","16-19","Unknown","Operational Delivery","EO","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","EO","30","30","17300","17140"
"In post","2022","16-19","Unknown","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","AO","35","30","21250","21250"
"In post","2022","16-19","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","EO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","AO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","EO","45","45","27620","27570"
"In post","2022","20-29","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","EO","55","55","26140","26350"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","G7","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","HEO","65","65","32150","32440"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","SEO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","EO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","HEO","30","30","34030","33730"
"In post","2022","20-29","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","AO","10","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","EO","35","35","25200","25710"
"In post","2022","20-29","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","AO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","EO","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","HEO","60","60","32620","32280"
"In post","2022","20-29","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","SEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","G7","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","EO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","G7","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","HEO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","AA","110","105","20810","20890"
"In post","2022","20-29","Declared disabled","Operational Delivery","AO","1125","1090","22890","21260"
"In post","2022","20-29","Declared disabled","Operational Delivery","EO","865","850","28020","27570"
"In post","2022","20-29","Declared disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","G7","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","HEO","135","135","32390","32790"
"In post","2022","20-29","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","SEO","45","45","39420","38340"
"In post","2022","20-29","Declared disabled","Operational Delivery","Unknown","330","325","25700","24090"
"In post","2022","20-29","Declared disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","AO","120","115","21850","21260"
"In post","2022","20-29","Declared disabled","Other","EO","120","120","26690","27570"
"In post","2022","20-29","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","G7","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","HEO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","AO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","EO","115","110","27550","27680"
"In post","2022","20-29","Declared disabled","Policy","G6","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","G7","125","125","53430","53380"
"In post","2022","20-29","Declared disabled","Policy","HEO","340","340","33720","33300"
"In post","2022","20-29","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","SEO","135","135","39670","40050"
"In post","2022","20-29","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","AO","10","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","EO","35","35","25960","25930"
