"Status","Year","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Unknown","440","[c]","21160","21250"
"New entrant CS","2022","20-29","Heterosexual / straight","14815","[c]","26830","25720"
"New entrant CS","2022","20-29","LGBO","2330","[c]","26880","25480"
"New entrant CS","2022","20-29","Undeclared","1410","[c]","27930","27230"
"New entrant CS","2022","20-29","Unknown","9420","[c]","26150","24880"
"New entrant CS","2022","30-39","Heterosexual / straight","9830","[c]","31060","27570"
"New entrant CS","2022","30-39","LGBO","1085","[c]","31210","27570"
"New entrant CS","2022","30-39","Undeclared","850","[c]","34230","31060"
"New entrant CS","2022","30-39","Unknown","5305","[c]","30170","26590"
"New entrant CS","2022","40-49","Heterosexual / straight","7100","[c]","33350","28200"
"New entrant CS","2022","40-49","LGBO","465","[c]","33330","27710"
"New entrant CS","2022","40-49","Undeclared","530","[c]","35830","31060"
"New entrant CS","2022","40-49","Unknown","3345","[c]","33070","27570"
"New entrant CS","2022","50-59","Heterosexual / straight","5760","[c]","32140","27570"
"New entrant CS","2022","50-59","LGBO","250","[c]","33100","27570"
"New entrant CS","2022","50-59","Undeclared","420","[c]","34750","30710"
"New entrant CS","2022","50-59","Unknown","2855","[c]","31930","27230"
"New entrant CS","2022","60-64","Heterosexual / straight","1225","[c]","30450","27570"
"New entrant CS","2022","60-64","LGBO","40","[c]","30660","27570"
"New entrant CS","2022","60-64","Undeclared","90","[c]","31700","29020"
"New entrant CS","2022","60-64","Unknown","665","[c]","30480","28200"
"New entrant CS","2022","65+","Heterosexual / straight","320","[c]","31520","28200"
"New entrant CS","2022","65+","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","215","[c]","30360","28200"
"New entrant CS","2022","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
