"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office","Finance","Female","45","40","42780","39800"
"In post","2022","Cabinet Office","Finance","Male","50","50","53320","50670"
"In post","2022","Cabinet Office","Human Resources","Female","45","40","41470","37300"
"In post","2022","Cabinet Office","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Female","115","115","40840","38980"
"In post","2022","Cabinet Office","Operational Delivery","Male","95","90","41830","37300"
"In post","2022","Cabinet Office","Other","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Other","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Female","35","35","46850","38980"
"In post","2022","Cabinet Office","Project Delivery","Male","35","35","53320","51600"
"In post","2022","Cabinet Office","Property","Female","55","55","50030","49700"
"In post","2022","Cabinet Office","Property","Male","95","90","52250","53220"
"In post","2022","Cabinet Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Female","5300","5150","44720","37300"
"In post","2022","Cabinet Office","Unknown","Male","4570","4540","50100","42350"
"In post","2022","Chancellor's other departments","Commercial","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","Male","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Female","105","95","61120","56860"
"In post","2022","Chancellor's other departments","Other","Male","155","150","69640","57250"
"In post","2022","Chancellor's other departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Communications","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Male","35","35","33950","29160"
"In post","2022","Charity Commission","Finance","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Finance","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Female","25","20","[c]","[c]"
"In post","2022","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Female","185","175","31050","29160"
"In post","2022","Charity Commission","Operational Delivery","Male","105","100","31330","29160"
"In post","2022","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Policy","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","Female","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","Male","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Male","45","45","58820","58030"
"In post","2022","Competition and Markets Authority","Economics","Female","45","40","62970","57100"
"In post","2022","Competition and Markets Authority","Economics","Male","55","55","65630","61130"
"In post","2022","Competition and Markets Authority","Human Resources","Female","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Female","80","75","64370","59870"
"In post","2022","Competition and Markets Authority","Legal","Male","70","65","73910","72430"
"In post","2022","Competition and Markets Authority","Policy","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Female","200","190","59100","55860"
"In post","2022","Competition and Markets Authority","Project Delivery","Male","175","175","64850","59790"
"In post","2022","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","135","125","42670","41870"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","120","120","45810","45340"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","150","140","44790","42290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","115","110","41010","38620"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","205","185","31720","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","210","205","35130","35070"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","330","315","39690","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","765","755","41610","39120"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Female","100","100","45880","39610"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Male","165","160","47160","40040"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","195","180","43240","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","170","170","46590","44310"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","305","290","40800","39580"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","105","105","45300","40110"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","20","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Male","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","80","80","46640","43020"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","50","50","51170","47390"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","2355","2160","30360","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","1650","1600","34280","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Female","45","45","41550","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Male","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Female","2320","2245","48070","45200"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Male","2340","2315","50300","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","260","245","42870","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","240","240","46210","42400"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","Female","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","Male","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","415","380","38640","38200"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","940","900","43050","40480"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Female","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Male","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Statistics","Female","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Statistics","Male","40","40","45240","42290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Female","40","35","47380","43000"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Male","25","25","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Female","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","48480","52480"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Female","30","30","52410","56730"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Male","45","45","52120","55680"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","55","55","43250","34990"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Male","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Female","70","65","39150","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Male","35","35","49820","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Female","665","650","47460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Male","515","510","45920","43960"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","105","46100","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Male","115","110","48460","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Department for Education","Commercial","Female","245","230","39050","36500"
"In post","2022","Department for Education","Commercial","Male","205","205","41530","36780"
"In post","2022","Department for Education","Communications","Female","220","210","40070","36720"
"In post","2022","Department for Education","Communications","Male","135","135","40250","36570"
"In post","2022","Department for Education","Digital, Data and Technology","Female","510","485","40580","36780"
"In post","2022","Department for Education","Digital, Data and Technology","Male","565","560","41030","37100"
"In post","2022","Department for Education","Finance","Female","495","475","41250","36960"
"In post","2022","Department for Education","Finance","Male","425","420","42220","37100"
"In post","2022","Department for Education","Human Resources","Female","130","120","35240","30200"
"In post","2022","Department for Education","Human Resources","Male","35","35","38540","36500"
"In post","2022","Department for Education","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","Female","40","35","55580","60680"
"In post","2022","Department for Education","Legal","Male","25","25","[c]","[c]"
"In post","2022","Department for Education","Operational Delivery","Female","1010","960","41790","36960"
"In post","2022","Department for Education","Operational Delivery","Male","605","600","42560","37100"
"In post","2022","Department for Education","Policy","Female","2200","2070","44510","40510"
"In post","2022","Department for Education","Policy","Male","1125","1110","46830","43230"
"In post","2022","Department for Education","Project Delivery","Female","35","35","45460","49860"
"In post","2022","Department for Education","Project Delivery","Male","25","25","[c]","[c]"
"In post","2022","Department for Education","Property","Female","280","270","47270","49860"
"In post","2022","Department for Education","Property","Male","340","335","53030","54160"
"In post","2022","Department for Education","Security","Female","10","10","[c]","[c]"
"In post","2022","Department for Education","Security","Male","25","25","[c]","[c]"
"In post","2022","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Female","100","90","35180","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Male","60","55","40840","36970"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Female","165","150","40850","37130"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Male","80","80","40780","37150"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","355","340","42000","41030"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","510","505","43480","47550"
"In post","2022","Department for Environment, Food and Rural Affairs","Economics","Female","35","35","43750","38810"
"In post","2022","Department for Environment, Food and Rural Affairs","Economics","Male","25","25","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Female","250","235","38690","36720"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Male","205","205","44650","40210"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Female","235","220","40720","37020"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Male","90","90","42650","39550"
"In post","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Female","30","25","30970","29220"
"In post","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Male","30","30","44150","35660"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","2630","2380","26420","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","1855","1800","27580","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Other","Female","70","65","36700","32270"
"In post","2022","Department for Environment, Food and Rural Affairs","Other","Male","55","55","39870","36100"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","Female","2195","2090","41990","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","Male","1735","1705","42860","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Female","120","105","34890","30730"
"In post","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Male","105","100","35360","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Property","Female","235","220","36070","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Property","Male","180","175","42560","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","580","545","31470","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","480","465","35740","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Female","190","180","42740","38230"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Male","160","150","44540","45440"
"In post","2022","Department for International Trade","Commercial","Female","25","25","[c]","[c]"
"In post","2022","Department for International Trade","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Communications","Female","70","65","43640","38540"
"In post","2022","Department for International Trade","Communications","Male","45","45","45820","38540"
"In post","2022","Department for International Trade","Digital, Data and Technology","Female","80","75","45930","44500"
"In post","2022","Department for International Trade","Digital, Data and Technology","Male","85","85","49350","47980"
"In post","2022","Department for International Trade","Economics","Female","55","55","42330","31800"
"In post","2022","Department for International Trade","Economics","Male","95","95","45110","51710"
"In post","2022","Department for International Trade","Finance","Female","40","35","47290","47710"
"In post","2022","Department for International Trade","Finance","Male","50","50","49280","51170"
"In post","2022","Department for International Trade","Human Resources","Female","90","90","45660","47980"
"In post","2022","Department for International Trade","Human Resources","Male","35","35","43210","38160"
"In post","2022","Department for International Trade","International Trade","Female","665","660","47310","48220"
"In post","2022","Department for International Trade","International Trade","Male","790","785","48760","49370"
"In post","2022","Department for International Trade","Knowledge and Information Management","Female","10","5","[c]","[c]"
"In post","2022","Department for International Trade","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","Female","70","65","35320","31800"
"In post","2022","Department for International Trade","Operational Delivery","Male","75","75","44660","33300"
"In post","2022","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other","Female","80","80","43160","38160"
"In post","2022","Department for International Trade","Other","Male","70","70","48670","44030"
"In post","2022","Department for International Trade","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","Female","110","110","44560","38830"
"In post","2022","Department for International Trade","Policy","Male","120","120","47420","40920"
"In post","2022","Department for International Trade","Project Delivery","Female","50","50","46660","47130"
"In post","2022","Department for International Trade","Project Delivery","Male","45","45","47770","51710"
"In post","2022","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Security","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","Female","20","20","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","Male","30","30","44700","41380"
"In post","2022","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Commercial","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Commercial","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Communications","Female","60","55","43870","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Communications","Male","55","55","45500","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Female","60","55","46970","48200"
