"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Economics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","London","AA/AO","15","15","24560","25110"
"In post","2022","20-29","Finance","London","EO","80","80","28150","27350"
"In post","2022","20-29","Finance","London","G6/G7","115","115","56400","54650"
"In post","2022","20-29","Finance","London","SEO/HEO","260","260","38290","37930"
"In post","2022","20-29","Finance","Outside London","AA/AO","160","150","21700","21250"
"In post","2022","20-29","Finance","Outside London","EO","425","420","25340","26100"
"In post","2022","20-29","Finance","Outside London","G6/G7","60","60","52870","50240"
"In post","2022","20-29","Finance","Outside London","SEO/HEO","470","465","34050","33000"
"In post","2022","20-29","Finance","Outside London","Unknown","15","15","29380","31010"
"In post","2022","20-29","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Outside London","AA/AO","45","45","20480","20420"
"In post","2022","20-29","Geography","Outside London","EO","45","45","26730","26740"
"In post","2022","20-29","Geography","Outside London","SEO/HEO","20","20","33860","33290"
"In post","2022","20-29","Human Resources","London","AA/AO","35","35","23910","23780"
"In post","2022","20-29","Human Resources","London","EO","140","140","27810","27270"
"In post","2022","20-29","Human Resources","London","G6/G7","90","90","56060","54110"
"In post","2022","20-29","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","London","SEO/HEO","260","260","35710","35050"
"In post","2022","20-29","Human Resources","Outside London","AA/AO","200","195","21480","21170"
"In post","2022","20-29","Human Resources","Outside London","EO","225","225","25850","26120"
"In post","2022","20-29","Human Resources","Outside London","G6/G7","40","40","51650","49860"
"In post","2022","20-29","Human Resources","Outside London","SEO/HEO","335","335","32430","31990"
"In post","2022","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","London","EO","110","105","29490","29240"
"In post","2022","20-29","Intelligence Analysis","London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","London","SEO/HEO","125","125","38270","37610"
"In post","2022","20-29","Intelligence Analysis","Outside London","AA/AO","10","10","21040","21250"
"In post","2022","20-29","Intelligence Analysis","Outside London","EO","165","160","25950","25830"
"In post","2022","20-29","Intelligence Analysis","Outside London","SEO/HEO","65","65","32170","33000"
"In post","2022","20-29","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Overseas","SEO/HEO","10","10","35040","33230"
"In post","2022","20-29","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","SEO/HEO","20","20","37080","34090"
"In post","2022","20-29","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","EO","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","SEO/HEO","20","20","34350","33930"
"In post","2022","20-29","International Trade","London","EO","45","45","27350","26250"
"In post","2022","20-29","International Trade","London","G6/G7","105","105","53100","51710"
"In post","2022","20-29","International Trade","London","SEO/HEO","295","295","35560","35560"
"In post","2022","20-29","International Trade","Outside London","EO","10","10","24820","23370"
"In post","2022","20-29","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","Outside London","SEO/HEO","30","30","32580","33370"
"In post","2022","20-29","International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","Overseas","G6/G7","10","10","52340","52190"
"In post","2022","20-29","International Trade","Overseas","SEO/HEO","15","15","35110","34330"
"In post","2022","20-29","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","London","EO","25","25","28220","28310"
"In post","2022","20-29","Knowledge and Information Management","London","G6/G7","20","20","56640","54070"
"In post","2022","20-29","Knowledge and Information Management","London","SEO/HEO","55","55","35400","35060"
"In post","2022","20-29","Knowledge and Information Management","Outside London","AA/AO","50","50","21530","21170"
"In post","2022","20-29","Knowledge and Information Management","Outside London","EO","60","60","26200","26670"
"In post","2022","20-29","Knowledge and Information Management","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Outside London","SEO/HEO","55","50","32230","32000"
"In post","2022","20-29","Knowledge and Information Management","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","London","AA/AO","15","15","22460","22520"
"In post","2022","20-29","Legal","London","EO","190","190","30500","31020"
"In post","2022","20-29","Legal","London","G6/G7","125","125","52640","50500"
"In post","2022","20-29","Legal","London","SEO/HEO","180","180","38570","37930"
"In post","2022","20-29","Legal","Outside London","AA/AO","25","20","21540","21250"
"In post","2022","20-29","Legal","Outside London","EO","365","360","26990","26820"
"In post","2022","20-29","Legal","Outside London","G6/G7","80","80","50180","48080"
"In post","2022","20-29","Legal","Outside London","SEO/HEO","365","365","36200","33840"
"In post","2022","20-29","Medicine","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Medicine","London","SEO/HEO","10","10","37340","40450"
"In post","2022","20-29","Medicine","Outside London","AA/AO","30","25","22780","23280"
"In post","2022","20-29","Medicine","Outside London","EO","35","35","29320","29430"
"In post","2022","20-29","Medicine","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Medicine","Outside London","SEO/HEO","35","35","34450","34170"
"In post","2022","20-29","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","London","AA/AO","1705","1675","26860","25330"
"In post","2022","20-29","Operational Delivery","London","EO","2360","2325","30320","31060"
"In post","2022","20-29","Operational Delivery","London","G6/G7","195","195","55820","53380"
"In post","2022","20-29","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","London","SEO/HEO","1105","1095","36710","35070"
"In post","2022","20-29","Operational Delivery","London","Unknown","415","410","28740","27060"
"In post","2022","20-29","Operational Delivery","Outside London","AA/AO","18005","17520","22720","21550"
"In post","2022","20-29","Operational Delivery","Outside London","EO","9240","9125","27120","27570"
"In post","2022","20-29","Operational Delivery","Outside London","G6/G7","90","90","51550","50210"
"In post","2022","20-29","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Outside London","SEO/HEO","2205","2185","33090","33080"
"In post","2022","20-29","Operational Delivery","Outside London","Unknown","2990","2925","24940","23170"
"In post","2022","20-29","Operational Delivery","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Unknown","AA/AO","25","25","21530","21260"
"In post","2022","20-29","Operational Delivery","Unknown","EO","55","55","28850","27570"
"In post","2022","20-29","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","London","EO","15","15","30360","29530"
"In post","2022","20-29","Operational Research","London","G6/G7","25","25","57660","57850"
"In post","2022","20-29","Operational Research","London","SEO/HEO","85","85","37180","37020"
"In post","2022","20-29","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Operational Research","Outside London","EO","15","15","27100","26130"
"In post","2022","20-29","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Outside London","SEO/HEO","170","165","33120","32810"
"In post","2022","20-29","Other","London","AA/AO","85","85","23960","25110"
"In post","2022","20-29","Other","London","EO","485","480","28580","28650"
"In post","2022","20-29","Other","London","G6/G7","65","65","54650","54070"
"In post","2022","20-29","Other","London","SEO/HEO","265","265","36080","35050"
"In post","2022","20-29","Other","Outside London","AA/AO","1065","1040","21370","21260"
"In post","2022","20-29","Other","Outside London","EO","815","805","25430","27570"
"In post","2022","20-29","Other","Outside London","G6/G7","25","25","50380","51130"
"In post","2022","20-29","Other","Outside London","SEO/HEO","380","380","30350","30950"
"In post","2022","20-29","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","Unknown","365","365","28260","28980"
"In post","2022","20-29","Planning","London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","London","SEO/HEO","15","15","36580","33210"
"In post","2022","20-29","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","AA/AO","70","65","25310","24900"
"In post","2022","20-29","Policy","London","EO","695","690","28290","27960"
"In post","2022","20-29","Policy","London","G6/G7","1725","1720","55090","53420"
"In post","2022","20-29","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","SEO/HEO","4250","4235","36580","35050"
"In post","2022","20-29","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Outside London","AA/AO","90","90","21870","21840"
"In post","2022","20-29","Policy","Outside London","EO","385","380","25650","25000"
"In post","2022","20-29","Policy","Outside London","G6/G7","165","165","50490","49860"
"In post","2022","20-29","Policy","Outside London","SEO/HEO","1060","1050","33100","31990"
"In post","2022","20-29","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","G6/G7","15","15","53770","53030"
"In post","2022","20-29","Policy","Overseas","SEO/HEO","160","160","33840","33230"
"In post","2022","20-29","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","EO","95","95","28420","28650"
"In post","2022","20-29","Project Delivery","London","G6/G7","115","115","55590","54110"
"In post","2022","20-29","Project Delivery","London","SEO/HEO","420","415","37120","35050"
"In post","2022","20-29","Project Delivery","Outside London","AA/AO","55","55","21860","21260"
"In post","2022","20-29","Project Delivery","Outside London","EO","325","320","25330","25500"
"In post","2022","20-29","Project Delivery","Outside London","G6/G7","55","55","52960","53500"
"In post","2022","20-29","Project Delivery","Outside London","SEO/HEO","870","865","33990","33080"
"In post","2022","20-29","Project Delivery","Outside London","Unknown","75","75","29650","29750"
"In post","2022","20-29","Project Delivery","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Property","London","EO","65","65","29400","29590"
"In post","2022","20-29","Property","London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Property","London","SEO/HEO","100","100","36790","35680"
"In post","2022","20-29","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Outside London","AA/AO","90","90","20260","19780"
"In post","2022","20-29","Property","Outside London","EO","250","245","25800","26030"
"In post","2022","20-29","Property","Outside London","G6/G7","20","20","51700","49860"
"In post","2022","20-29","Property","Outside London","SEO/HEO","275","270","33610","32890"
"In post","2022","20-29","Property","Outside London","Unknown","25","25","23210","24080"
"In post","2022","20-29","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","EO","15","15","27850","27070"
"In post","2022","20-29","Psychology","London","SEO/HEO","15","15","31830","30920"
"In post","2022","20-29","Psychology","Outside London","AA/AO","35","35","21190","20740"
"In post","2022","20-29","Psychology","Outside London","EO","135","135","26020","25830"
"In post","2022","20-29","Psychology","Outside London","SEO/HEO","190","190","29890","29060"
"In post","2022","20-29","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","AA/AO","25","25","23040","22350"
"In post","2022","20-29","Science and Engineering","London","EO","40","40","27290","26880"
"In post","2022","20-29","Science and Engineering","London","G6/G7","15","15","53950","52610"
"In post","2022","20-29","Science and Engineering","London","SEO/HEO","170","170","36250","33090"
"In post","2022","20-29","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Outside London","AA/AO","300","300","21120","21300"
"In post","2022","20-29","Science and Engineering","Outside London","EO","775","770","25640","26370"
"In post","2022","20-29","Science and Engineering","Outside London","G6/G7","15","15","51310","47300"
"In post","2022","20-29","Science and Engineering","Outside London","SEO/HEO","1275","1265","32320","30930"
"In post","2022","20-29","Science and Engineering","Outside London","Unknown","255","255","29020","27540"
"In post","2022","20-29","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","SEO/HEO","20","20","35970","35280"
