"Status","Year","Age","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","London","AA/AO","AO","1830","1650","26690","25330"
"In post","2022","40-49","London","EO","EO","3830","3600","30330","30610"
"In post","2022","40-49","London","G6/G7","G6","3055","2905","69320","67950"
"In post","2022","40-49","London","G6/G7","G7","4895","4680","57320","56970"
"In post","2022","40-49","London","SCS level","SCS level","1965","1890","88680","81000"
"In post","2022","40-49","London","SEO/HEO","HEO","3130","3025","36420","36090"
"In post","2022","40-49","London","SEO/HEO","SEO","3300","3205","43590","42470"
"In post","2022","40-49","London","Unknown","Unknown","530","500","37310","36800"
"In post","2022","40-49","Outside London","AA/AO","AA","2635","2425","20470","20560"
"In post","2022","40-49","Outside London","AA/AO","AO","21070","18775","23010","21300"
"In post","2022","40-49","Outside London","EO","EO","23915","22245","27580","27570"
"In post","2022","40-49","Outside London","G6/G7","G6","3350","3240","68170","66930"
"In post","2022","40-49","Outside London","G6/G7","G7","9595","9260","54300","53500"
"In post","2022","40-49","Outside London","SCS level","SCS level","855","835","87080","80290"
"In post","2022","40-49","Outside London","SEO/HEO","HEO","13955","13375","33410","33080"
"In post","2022","40-49","Outside London","SEO/HEO","SEO","11985","11550","41530","40520"
"In post","2022","40-49","Outside London","Unknown","Unknown","4550","4205","33170","32610"
"In post","2022","40-49","Overseas","AA/AO","AO","15","15","22850","23250"
"In post","2022","40-49","Overseas","EO","EO","85","85","27340","26930"
"In post","2022","40-49","Overseas","G6/G7","G6","180","180","65940","64850"
"In post","2022","40-49","Overseas","G6/G7","G7","275","275","56890","55620"
"In post","2022","40-49","Overseas","SCS level","SCS level","130","130","82210","75330"
"In post","2022","40-49","Overseas","SEO/HEO","HEO","270","270","37080","34260"
"In post","2022","40-49","Overseas","SEO/HEO","SEO","120","120","47350","41930"
"In post","2022","40-49","Overseas","Unknown","Unknown","80","75","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","AO","35","35","22250","21280"
"In post","2022","40-49","Unknown","EO","EO","90","85","28010","27570"
"In post","2022","40-49","Unknown","G6/G7","G6","10","10","67650","67200"
"In post","2022","40-49","Unknown","G6/G7","G7","35","35","54000","52000"
"In post","2022","40-49","Unknown","SCS level","SCS level","10","10","88190","87040"
"In post","2022","40-49","Unknown","SEO/HEO","HEO","55","55","35900","33350"
"In post","2022","40-49","Unknown","SEO/HEO","SEO","30","30","40860","40600"
"In post","2022","40-49","Unknown","Unknown","Unknown","390","385","40200","34460"
"In post","2022","50-59","London","AA/AO","AA","485","460","23180","22460"
"In post","2022","50-59","London","AA/AO","AO","2865","2670","26230","25110"
"In post","2022","50-59","London","EO","EO","5660","5385","30700","30750"
"In post","2022","50-59","London","G6/G7","G6","2250","2190","71860","70570"
"In post","2022","50-59","London","G6/G7","G7","3855","3770","58770","58030"
"In post","2022","50-59","London","SCS level","SCS level","1370","1340","98560","90000"
"In post","2022","50-59","London","SEO/HEO","HEO","3740","3655","37100","37030"
"In post","2022","50-59","London","SEO/HEO","SEO","3335","3265","44570","43810"
"In post","2022","50-59","London","Unknown","Unknown","590","570","36820","35310"
"In post","2022","50-59","Outside London","AA/AO","AA","5185","4790","20440","20310"
"In post","2022","50-59","Outside London","AA/AO","AO","29805","26575","23100","21380"
"In post","2022","50-59","Outside London","EO","EO","32745","30310","27980","27570"
"In post","2022","50-59","Outside London","G6/G7","G6","3965","3885","69530","67910"
"In post","2022","50-59","Outside London","G6/G7","G7","9545","9300","55190","54620"
"In post","2022","50-59","Outside London","SCS level","SCS level","1160","1140","92540","84340"
"In post","2022","50-59","Outside London","SEO/HEO","HEO","16725","16070","34020","33370"
"In post","2022","50-59","Outside London","SEO/HEO","SEO","13405","12995","42290","40580"
"In post","2022","50-59","Outside London","Unknown","Unknown","4530","4240","33000","28690"
"In post","2022","50-59","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Overseas","AA/AO","AO","20","20","22400","22200"
"In post","2022","50-59","Overseas","EO","EO","105","105","28310","27370"
"In post","2022","50-59","Overseas","G6/G7","G6","145","145","68780","66750"
"In post","2022","50-59","Overseas","G6/G7","G7","170","165","57700","56370"
"In post","2022","50-59","Overseas","SCS level","SCS level","105","105","88580","79720"
"In post","2022","50-59","Overseas","SEO/HEO","HEO","225","225","37370","34770"
"In post","2022","50-59","Overseas","SEO/HEO","SEO","145","145","49870","43840"
"In post","2022","50-59","Overseas","Unknown","Unknown","55","55","42400","27720"
"In post","2022","50-59","Unknown","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","AA/AO","AO","55","50","22890","22040"
"In post","2022","50-59","Unknown","EO","EO","120","115","28750","27570"
"In post","2022","50-59","Unknown","G6/G7","G6","15","15","69880","64770"
"In post","2022","50-59","Unknown","G6/G7","G7","30","30","53880","52380"
"In post","2022","50-59","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","SEO/HEO","HEO","85","80","37980","36460"
"In post","2022","50-59","Unknown","SEO/HEO","SEO","30","30","41560","37580"
"In post","2022","50-59","Unknown","Unknown","Unknown","520","515","41570","36970"
"In post","2022","60-64","London","AA/AO","AA","255","230","22990","22460"
"In post","2022","60-64","London","AA/AO","AO","1145","1015","25810","25110"
"In post","2022","60-64","London","EO","EO","1650","1445","30760","31010"
"In post","2022","60-64","London","G6/G7","G6","385","345","73300","72380"
"In post","2022","60-64","London","G6/G7","G7","700","635","60010","59790"
"In post","2022","60-64","London","SCS level","SCS level","225","215","105080","93980"
"In post","2022","60-64","London","SEO/HEO","HEO","870","780","37610","37890"
"In post","2022","60-64","London","SEO/HEO","SEO","715","655","45230","44640"
"In post","2022","60-64","London","Unknown","Unknown","225","205","36380","33820"
"In post","2022","60-64","Outside London","AA/AO","AA","2740","2285","20280","19810"
"In post","2022","60-64","Outside London","AA/AO","AO","10605","8450","22560","21260"
"In post","2022","60-64","Outside London","EO","EO","9600","7560","28000","27570"
"In post","2022","60-64","Outside London","G6/G7","G6","650","580","71440","70160"
"In post","2022","60-64","Outside London","G6/G7","G7","1690","1470","56150","55210"
"In post","2022","60-64","Outside London","SCS level","SCS level","175","160","102600","96630"
"In post","2022","60-64","Outside London","SEO/HEO","HEO","4175","3475","34450","33840"
"In post","2022","60-64","Outside London","SEO/HEO","SEO","2795","2395","43010","41290"
"In post","2022","60-64","Outside London","Unknown","Unknown","1555","1335","31520","28200"
"In post","2022","60-64","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","EO","EO","20","15","27340","26670"
"In post","2022","60-64","Overseas","G6/G7","G6","25","25","67890","67660"
"In post","2022","60-64","Overseas","G6/G7","G7","30","25","62280","56670"
"In post","2022","60-64","Overseas","SCS level","SCS level","30","30","95330","93000"
"In post","2022","60-64","Overseas","SEO/HEO","HEO","35","35","35400","33300"
"In post","2022","60-64","Overseas","SEO/HEO","SEO","35","35","48630","43840"
"In post","2022","60-64","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","AO","25","20","23510","24290"
"In post","2022","60-64","Unknown","EO","EO","35","30","29010","29200"
"In post","2022","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SEO/HEO","HEO","15","15","39260","38440"
"In post","2022","60-64","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Unknown","130","130","38930","35540"
"In post","2022","65+","London","AA/AO","AA","195","160","22560","22050"
"In post","2022","65+","London","AA/AO","AO","650","540","25690","25110"
"In post","2022","65+","London","EO","EO","615","495","30610","31020"
"In post","2022","65+","London","G6/G7","G6","105","90","74520","74850"
"In post","2022","65+","London","G6/G7","G7","220","180","60840","60790"
"In post","2022","65+","London","SCS level","SCS level","60","50","115380","104310"
"In post","2022","65+","London","SEO/HEO","HEO","260","220","38360","37930"
"In post","2022","65+","London","SEO/HEO","SEO","210","175","46010","45940"
"In post","2022","65+","London","Unknown","Unknown","115","95","36620","34150"
"In post","2022","65+","Outside London","AA/AO","AA","1195","915","20180","19810"
"In post","2022","65+","Outside London","AA/AO","AO","3270","2485","22360","21300"
"In post","2022","65+","Outside London","EO","EO","2675","1955","28000","27570"
"In post","2022","65+","Outside London","G6/G7","G6","185","135","72450","71890"
"In post","2022","65+","Outside London","G6/G7","G7","405","315","57420","56610"
"In post","2022","65+","Outside London","SCS level","SCS level","40","35","104780","102120"
"In post","2022","65+","Outside London","SEO/HEO","HEO","1115","860","34800","34290"
"In post","2022","65+","Outside London","SEO/HEO","SEO","700","540","44190","43590"
"In post","2022","65+","Outside London","Unknown","Unknown","495","370","30940","28200"
"In post","2022","65+","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","EO","EO","5","5","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SEO/HEO","HEO","10","10","35390","34310"
"In post","2022","65+","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","AO","10","5","24560","25110"
"In post","2022","65+","Unknown","EO","EO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Unknown","25","25","37480","32550"
"In post","2022","Unknown","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Outside London","EO","EO","10","10","27840","27570"
"In post","2022","Unknown","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","AA/AO","AA","20","[c]","18480","18580"
"Leaver CS","2022","16-19","Outside London","AA/AO","AO","110","[c]","21350","21260"
"Leaver CS","2022","16-19","Outside London","EO","EO","25","[c]","20660","17780"
"Leaver CS","2022","16-19","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","AA/AO","AA","165","[c]","20570","21650"
"Leaver CS","2022","20-29","London","AA/AO","AO","705","[c]","23280","23720"
"Leaver CS","2022","20-29","London","EO","EO","905","[c]","28620","28650"
"Leaver CS","2022","20-29","London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","G6/G7","G7","175","[c]","53800","53420"
"Leaver CS","2022","20-29","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","SEO/HEO","HEO","760","[c]","33570","33570"
"Leaver CS","2022","20-29","London","SEO/HEO","SEO","245","[c]","41000","40600"
"Leaver CS","2022","20-29","London","Unknown","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","AA/AO","AA","565","[c]","19330","19050"
"Leaver CS","2022","20-29","Outside London","AA/AO","AO","4005","[c]","21420","21260"
"Leaver CS","2022","20-29","Outside London","EO","EO","1600","[c]","25840","27230"
"Leaver CS","2022","20-29","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","G6/G7","G7","50","[c]","52230","50810"
"Leaver CS","2022","20-29","Outside London","SEO/HEO","HEO","555","[c]","31120","30830"
"Leaver CS","2022","20-29","Outside London","SEO/HEO","SEO","185","[c]","38960","38450"
"Leaver CS","2022","20-29","Outside London","Unknown","Unknown","340","[c]","26780","26290"
"Leaver CS","2022","20-29","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","AA","40","[c]","18240","18310"
"Leaver CS","2022","20-29","Unknown","AA/AO","AO","75","[c]","21600","21840"
"Leaver CS","2022","20-29","Unknown","EO","EO","35","[c]","27230","27500"
"Leaver CS","2022","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","HEO","20","[c]","33120","32790"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","120","[c]","27970","28980"
"Leaver CS","2022","30-39","London","AA/AO","AA","30","[c]","20010","20600"
"Leaver CS","2022","30-39","London","AA/AO","AO","190","[c]","24190","23720"
"Leaver CS","2022","30-39","London","EO","EO","395","[c]","29710","31060"
"Leaver CS","2022","30-39","London","G6/G7","G6","165","[c]","68160","66230"
"Leaver CS","2022","30-39","London","G6/G7","G7","510","[c]","55040","54230"
"Leaver CS","2022","30-39","London","SCS level","SCS level","55","[c]","86670","84900"
"Leaver CS","2022","30-39","London","SEO/HEO","HEO","395","[c]","34370","34020"
"Leaver CS","2022","30-39","London","SEO/HEO","SEO","350","[c]","41500","40650"
"Leaver CS","2022","30-39","London","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","AA/AO","AA","300","[c]","19960","19560"
"Leaver CS","2022","30-39","Outside London","AA/AO","AO","2290","[c]","22040","21260"
"Leaver CS","2022","30-39","Outside London","EO","EO","1285","[c]","27130","27570"
"Leaver CS","2022","30-39","Outside London","G6/G7","G6","55","[c]","68130","66560"
"Leaver CS","2022","30-39","Outside London","G6/G7","G7","240","[c]","53390","52280"
"Leaver CS","2022","30-39","Outside London","SCS level","SCS level","10","[c]","86390","84560"
"Leaver CS","2022","30-39","Outside London","SEO/HEO","HEO","575","[c]","32680","32310"
"Leaver CS","2022","30-39","Outside London","SEO/HEO","SEO","515","[c]","39970","39580"
"Leaver CS","2022","30-39","Outside London","Unknown","Unknown","305","[c]","36580","33480"
"Leaver CS","2022","30-39","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA/AO","AA","20","[c]","18380","18310"
"Leaver CS","2022","30-39","Unknown","AA/AO","AO","55","[c]","21670","21840"
"Leaver CS","2022","30-39","Unknown","EO","EO","35","[c]","26990","27140"
"Leaver CS","2022","30-39","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","G6/G7","G7","15","[c]","57540","57000"
"Leaver CS","2022","30-39","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","HEO","20","[c]","32960","32180"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","SEO","30","[c]","42130","40600"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","115","[c]","34070","32700"
"Leaver CS","2022","40-49","London","AA/AO","AA","20","[c]","20760","21650"
"Leaver CS","2022","40-49","London","AA/AO","AO","140","[c]","24100","24040"
"Leaver CS","2022","40-49","London","EO","EO","255","[c]","30050","31060"
"Leaver CS","2022","40-49","London","G6/G7","G6","175","[c]","68860","66800"
"Leaver CS","2022","40-49","London","G6/G7","G7","325","[c]","56440","55000"
"Leaver CS","2022","40-49","London","SCS level","SCS level","125","[c]","94910","91840"
"Leaver CS","2022","40-49","London","SEO/HEO","HEO","140","[c]","34700","34200"
"Leaver CS","2022","40-49","London","SEO/HEO","SEO","190","[c]","41820","41010"
"Leaver CS","2022","40-49","London","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","AA/AO","AA","225","[c]","20240","19560"
"Leaver CS","2022","40-49","Outside London","AA/AO","AO","1465","[c]","21990","21260"
"Leaver CS","2022","40-49","Outside London","EO","EO","1075","[c]","27480","27570"
"Leaver CS","2022","40-49","Outside London","G6/G7","G6","110","[c]","69700","66940"
"Leaver CS","2022","40-49","Outside London","G6/G7","G7","280","[c]","54950","53830"
"Leaver CS","2022","40-49","Outside London","SCS level","SCS level","55","[c]","95830","93000"
"Leaver CS","2022","40-49","Outside London","SEO/HEO","HEO","385","[c]","32920","32310"
"Leaver CS","2022","40-49","Outside London","SEO/HEO","SEO","480","[c]","41620","40060"
"Leaver CS","2022","40-49","Outside London","Unknown","Unknown","220","[c]","45860","42960"
"Leaver CS","2022","40-49","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SEO/HEO","HEO","15","[c]","38010","37990"
"Leaver CS","2022","40-49","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","AA","10","[c]","18730","18190"
"Leaver CS","2022","40-49","Unknown","AA/AO","AO","40","[c]","22010","21840"
"Leaver CS","2022","40-49","Unknown","EO","EO","20","[c]","27430","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6/G7","G7","15","[c]","58330","57360"
"Leaver CS","2022","40-49","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","60","[c]","36200","32700"
"Leaver CS","2022","50-59","London","AA/AO","AA","30","[c]","21550","21650"
"Leaver CS","2022","50-59","London","AA/AO","AO","160","[c]","23860","23720"
"Leaver CS","2022","50-59","London","EO","EO","290","[c]","30100","31060"
"Leaver CS","2022","50-59","London","G6/G7","G6","145","[c]","70170","68720"
"Leaver CS","2022","50-59","London","G6/G7","G7","240","[c]","56920","55260"
"Leaver CS","2022","50-59","London","SCS level","SCS level","135","[c]","99740","93740"
"Leaver CS","2022","50-59","London","SEO/HEO","HEO","165","[c]","35110","35050"
"Leaver CS","2022","50-59","London","SEO/HEO","SEO","185","[c]","42710","42180"
"Leaver CS","2022","50-59","London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","AA/AO","AA","440","[c]","19830","19560"
"Leaver CS","2022","50-59","Outside London","AA/AO","AO","2085","[c]","22480","21260"
"Leaver CS","2022","50-59","Outside London","EO","EO","1805","[c]","27860","27570"
"Leaver CS","2022","50-59","Outside London","G6/G7","G6","200","[c]","72130","70530"
"Leaver CS","2022","50-59","Outside London","G6/G7","G7","465","[c]","55980","54540"
"Leaver CS","2022","50-59","Outside London","SCS level","SCS level","100","[c]","101640","100510"
"Leaver CS","2022","50-59","Outside London","SEO/HEO","HEO","660","[c]","34090","33300"
"Leaver CS","2022","50-59","Outside London","SEO/HEO","SEO","595","[c]","42470","40840"
"Leaver CS","2022","50-59","Outside London","Unknown","Unknown","265","[c]","38340","37170"
"Leaver CS","2022","50-59","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
