"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","SEO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","SEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","EO","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G6","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G6","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G7","Male","35","35","60150","59270"
"In post","2022","Attorney General's Departments","Counter Fraud","HEO","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SEO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SEO","Male","45","45","41460","40270"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","EO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","HEO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","AO","Female","45","40","22410","22200"
"In post","2022","Attorney General's Departments","Finance","AO","Male","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","EO","Female","30","30","26970","26970"
"In post","2022","Attorney General's Departments","Finance","EO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","HEO","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","HEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SEO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","AO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","AO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","EO","Female","35","35","26770","26950"
"In post","2022","Attorney General's Departments","Human Resources","EO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","G6","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","G7","Female","35","35","53820","51660"
"In post","2022","Attorney General's Departments","Human Resources","G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","HEO","Female","55","50","31540","31270"
"In post","2022","Attorney General's Departments","Human Resources","HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SEO","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","SEO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","EO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G7","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","EO","Female","140","135","28500","27050"
"In post","2022","Attorney General's Departments","Legal","EO","Male","65","65","28630","27350"
"In post","2022","Attorney General's Departments","Legal","G6","Female","605","535","67740","66150"
"In post","2022","Attorney General's Departments","Legal","G6","Male","400","390","70020","67420"
"In post","2022","Attorney General's Departments","Legal","G7","Female","2285","2045","54600","53050"
"In post","2022","Attorney General's Departments","Legal","G7","Male","1270","1230","55660","55000"
"In post","2022","Attorney General's Departments","Legal","HEO","Female","270","255","39120","38380"
"In post","2022","Attorney General's Departments","Legal","HEO","Male","130","130","38630","38000"
"In post","2022","Attorney General's Departments","Legal","SCS level","Female","160","150","85110","81670"
"In post","2022","Attorney General's Departments","Legal","SCS level","Male","110","105","87000","82500"
"In post","2022","Attorney General's Departments","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","AA","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","AO","Female","1005","900","22710","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","AO","Male","335","330","22730","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","EO","Female","875","790","27860","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","EO","Male","290","285","28090","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","G6","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","G7","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","G7","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","HEO","Female","150","140","32310","32370"
"In post","2022","Attorney General's Departments","Operational Delivery","HEO","Male","55","55","32050","31560"
"In post","2022","Attorney General's Departments","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SEO","Female","75","70","39950","39750"
"In post","2022","Attorney General's Departments","Operational Delivery","SEO","Male","35","35","39360","39750"
"In post","2022","Attorney General's Departments","Other","AO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","AO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","EO","Female","180","170","27470","26950"
"In post","2022","Attorney General's Departments","Other","EO","Male","75","70","27380","26950"
"In post","2022","Attorney General's Departments","Other","G6","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","G6","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","G7","Female","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","HEO","Female","55","55","32370","31180"
"In post","2022","Attorney General's Departments","Other","HEO","Male","40","40","32110","31180"
"In post","2022","Attorney General's Departments","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","AO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","EO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","G6","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","G7","Female","30","30","56320","54800"
"In post","2022","Attorney General's Departments","Policy","G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SEO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G6","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","HEO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","HEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","SEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","SEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","HEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","HEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","SEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","EO","Female","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G7","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G7","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","HEO","Female","70","70","31040","30940"
"In post","2022","Cabinet Office","Commercial","HEO","Male","60","60","31090","30940"
"In post","2022","Cabinet Office","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SEO","Female","70","70","39370","39360"
"In post","2022","Cabinet Office","Commercial","SEO","Male","80","80","39650","39360"
"In post","2022","Cabinet Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","SEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G6","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G7","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G7","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","HEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","HEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SEO","Male","30","25","[c]","[c]"
"In post","2022","Cabinet Office","Finance","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","EO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G6","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G7","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G7","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Finance","HEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Finance","HEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","HEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Female","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G7","Female","35","35","51320","51600"
"In post","2022","Cabinet Office","Operational Delivery","G7","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","HEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO","Female","30","25","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G7","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G7","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G7","Female","10","10","[c]","[c]"
