"Status","Year","Disability","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Female","Heterosexual / straight","145","130","30140","27210"
"In post","2022","Declared disabled","Northern Ireland","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Male","Heterosexual / straight","125","120","28710","26820"
"In post","2022","Declared disabled","Northern Ireland","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Female","Heterosexual / straight","75","75","47940","51500"
"In post","2022","Declared disabled","Overseas","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Male","Heterosexual / straight","95","95","48430","42120"
"In post","2022","Declared disabled","Overseas","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Female","Heterosexual / straight","2055","1825","30950","27570"
"In post","2022","Declared disabled","Scotland","Female","LGBO","280","270","31290","27570"
"In post","2022","Declared disabled","Scotland","Female","Undeclared","235","205","28990","27570"
"In post","2022","Declared disabled","Scotland","Female","Unknown","275","240","30180","27570"
"In post","2022","Declared disabled","Scotland","Male","Heterosexual / straight","1335","1270","32420","27570"
"In post","2022","Declared disabled","Scotland","Male","LGBO","235","230","32080","27570"
"In post","2022","Declared disabled","Scotland","Male","Undeclared","160","150","33400","27570"
"In post","2022","Declared disabled","Scotland","Male","Unknown","260","240","32700","31270"
"In post","2022","Declared disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Female","Heterosexual / straight","2080","1860","30310","27570"
"In post","2022","Declared disabled","South East (England)","Female","LGBO","215","205","29340","27660"
"In post","2022","Declared disabled","South East (England)","Female","Undeclared","280","245","29900","27570"
"In post","2022","Declared disabled","South East (England)","Female","Unknown","155","125","29310","26980"
"In post","2022","Declared disabled","South East (England)","Male","Heterosexual / straight","1465","1395","31590","28920"
"In post","2022","Declared disabled","South East (England)","Male","LGBO","185","180","30510","29230"
"In post","2022","Declared disabled","South East (England)","Male","Undeclared","220","210","31680","29290"
"In post","2022","Declared disabled","South East (England)","Male","Unknown","130","115","32910","31650"
"In post","2022","Declared disabled","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","Female","Heterosexual / straight","2065","1855","31230","27570"
"In post","2022","Declared disabled","South West (England)","Female","LGBO","220","205","30140","27570"
"In post","2022","Declared disabled","South West (England)","Female","Undeclared","305","265","30850","27570"
"In post","2022","Declared disabled","South West (England)","Female","Unknown","160","140","30450","27570"
"In post","2022","Declared disabled","South West (England)","Male","Heterosexual / straight","1635","1570","34460","31650"
"In post","2022","Declared disabled","South West (England)","Male","LGBO","180","175","31120","28290"
"In post","2022","Declared disabled","South West (England)","Male","Undeclared","300","290","35370","32670"
"In post","2022","Declared disabled","South West (England)","Male","Unknown","140","130","35160","29300"
"In post","2022","Declared disabled","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","Heterosexual / straight","65","60","28970","27570"
"In post","2022","Declared disabled","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Male","Heterosexual / straight","35","35","38060","30690"
"In post","2022","Declared disabled","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","Female","Heterosexual / straight","1805","1585","28920","27130"
"In post","2022","Declared disabled","Wales","Female","LGBO","180","170","29980","27090"
"In post","2022","Declared disabled","Wales","Female","Undeclared","340","280","26680","21840"
"In post","2022","Declared disabled","Wales","Female","Unknown","115","90","26550","26100"
"In post","2022","Declared disabled","Wales","Male","Heterosexual / straight","980","930","31430","27570"
"In post","2022","Declared disabled","Wales","Male","LGBO","140","135","31250","27570"
"In post","2022","Declared disabled","Wales","Male","Undeclared","195","180","28760","26780"
"In post","2022","Declared disabled","Wales","Male","Unknown","70","65","29990","27570"
"In post","2022","Declared disabled","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","Female","Heterosexual / straight","1975","1760","29470","27570"
"In post","2022","Declared disabled","West Midlands (England)","Female","LGBO","175","165","29820","27570"
"In post","2022","Declared disabled","West Midlands (England)","Female","Undeclared","235","205","28300","27570"
"In post","2022","Declared disabled","West Midlands (England)","Female","Unknown","165","140","27470","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","Heterosexual / straight","1085","1035","31080","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","LGBO","145","140","29240","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","Undeclared","155","145","30990","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","Unknown","90","85","29300","27570"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","Heterosexual / straight","2090","1845","30560","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","LGBO","210","200","30540","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","Undeclared","235","200","29960","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","Unknown","135","110","28010","26820"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","Heterosexual / straight","1275","1205","31450","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","LGBO","175","170","31900","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","Undeclared","165","155","31960","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","Unknown","85","75","30170","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","Heterosexual / straight","6915","6250","30210","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","LGBO","345","330","30430","27120"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","Undeclared","635","560","29430","27130"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","Unknown","860","710","28350","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","Heterosexual / straight","5255","5110","32450","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","LGBO","260","250","30390","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","Undeclared","420","395","33140","28910"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","Unknown","585","545","30750","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East of England","Female","Heterosexual / straight","6785","6160","30350","27570"
"In post","2022","Declared non-disabled","East of England","Female","LGBO","305","295","29280","27570"
"In post","2022","Declared non-disabled","East of England","Female","Undeclared","630","565","30090","27570"
"In post","2022","Declared non-disabled","East of England","Female","Unknown","825","690","29990","27570"
"In post","2022","Declared non-disabled","East of England","Male","Heterosexual / straight","5685","5520","32600","29290"
"In post","2022","Declared non-disabled","East of England","Male","LGBO","235","235","31780","29260"
"In post","2022","Declared non-disabled","East of England","Male","Undeclared","515","485","31790","29290"
"In post","2022","Declared non-disabled","East of England","Male","Unknown","540","510","32240","29290"
"In post","2022","Declared non-disabled","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","Female","Heterosexual / straight","29985","28360","43260","37930"
"In post","2022","Declared non-disabled","London","Female","LGBO","1535","1500","43670","39600"
"In post","2022","Declared non-disabled","London","Female","Undeclared","2730","2545","41170","35430"
"In post","2022","Declared non-disabled","London","Female","Unknown","2545","2260","39020","31880"
"In post","2022","Declared non-disabled","London","Male","Heterosexual / straight","24325","23930","46060","40640"
"In post","2022","Declared non-disabled","London","Male","LGBO","2205","2185","48040","43810"
"In post","2022","Declared non-disabled","London","Male","Undeclared","2240","2180","45910","41180"
"In post","2022","Declared non-disabled","London","Male","Unknown","1795","1745","44090","37290"
"In post","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Female","Heterosexual / straight","10345","9135","29470","27120"
"In post","2022","Declared non-disabled","North East (England)","Female","LGBO","460","445","29050","26820"
"In post","2022","Declared non-disabled","North East (England)","Female","Undeclared","715","615","28240","25550"
"In post","2022","Declared non-disabled","North East (England)","Female","Unknown","1605","1280","26420","22080"
"In post","2022","Declared non-disabled","North East (England)","Male","Heterosexual / straight","7010","6760","32240","27570"
"In post","2022","Declared non-disabled","North East (England)","Male","LGBO","445","435","31350","27570"
"In post","2022","Declared non-disabled","North East (England)","Male","Undeclared","490","460","31340","27570"
"In post","2022","Declared non-disabled","North East (England)","Male","Unknown","945","885","29670","27570"
"In post","2022","Declared non-disabled","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North West (England)","Female","Heterosexual / straight","19540","17720","30200","27570"
"In post","2022","Declared non-disabled","North West (England)","Female","LGBO","895","860","30040","27370"
"In post","2022","Declared non-disabled","North West (England)","Female","Undeclared","1490","1315","28720","26900"
"In post","2022","Declared non-disabled","North West (England)","Female","Unknown","3040","2520","26870","26120"
"In post","2022","Declared non-disabled","North West (England)","Male","Heterosexual / straight","13795","13390","32450","27570"
"In post","2022","Declared non-disabled","North West (England)","Male","LGBO","975","960","31230","27570"
"In post","2022","Declared non-disabled","North West (England)","Male","Undeclared","1100","1050","31900","27570"
"In post","2022","Declared non-disabled","North West (England)","Male","Unknown","1905","1800","30070","27570"
"In post","2022","Declared non-disabled","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Female","Heterosexual / straight","1065","980","30710","26820"
"In post","2022","Declared non-disabled","Northern Ireland","Female","LGBO","35","35","27610","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Female","Undeclared","45","40","29490","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Female","Unknown","65","55","29700","26820"
"In post","2022","Declared non-disabled","Northern Ireland","Male","Heterosexual / straight","1195","1170","29930","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Male","LGBO","55","50","29740","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Male","Undeclared","65","60","28940","25850"
"In post","2022","Declared non-disabled","Northern Ireland","Male","Unknown","40","40","30450","28920"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Female","Heterosexual / straight","775","765","48850","47470"
"In post","2022","Declared non-disabled","Overseas","Female","LGBO","40","40","46320","40040"
"In post","2022","Declared non-disabled","Overseas","Female","Undeclared","85","85","45740","42500"
"In post","2022","Declared non-disabled","Overseas","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Male","Heterosexual / straight","1195","1190","49220","46460"
"In post","2022","Declared non-disabled","Overseas","Male","LGBO","85","85","55530","54430"
"In post","2022","Declared non-disabled","Overseas","Male","Undeclared","105","105","46770","41240"
"In post","2022","Declared non-disabled","Overseas","Male","Unknown","50","50","48260","43790"
"In post","2022","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scotland","Female","Heterosexual / straight","13140","12020","33150","27570"
"In post","2022","Declared non-disabled","Scotland","Female","LGBO","590","575","32550","27940"
"In post","2022","Declared non-disabled","Scotland","Female","Undeclared","945","840","31360","27570"
"In post","2022","Declared non-disabled","Scotland","Female","Unknown","2025","1730","30360","27360"
"In post","2022","Declared non-disabled","Scotland","Male","Heterosexual / straight","9700","9440","35210","30600"
"In post","2022","Declared non-disabled","Scotland","Male","LGBO","705","690","33680","27570"
"In post","2022","Declared non-disabled","Scotland","Male","Undeclared","765","735","34530","30450"
"In post","2022","Declared non-disabled","Scotland","Male","Unknown","1570","1505","34380","27750"
"In post","2022","Declared non-disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South East (England)","Female","Heterosexual / straight","11855","10760","31010","27570"
"In post","2022","Declared non-disabled","South East (England)","Female","LGBO","670","640","31080","28200"
"In post","2022","Declared non-disabled","South East (England)","Female","Undeclared","1145","1035","31330","28350"
"In post","2022","Declared non-disabled","South East (England)","Female","Unknown","1430","1230","32010","28950"
"In post","2022","Declared non-disabled","South East (England)","Male","Heterosexual / straight","10525","10165","33500","30460"
"In post","2022","Declared non-disabled","South East (England)","Male","LGBO","485","475","32020","28200"
"In post","2022","Declared non-disabled","South East (England)","Male","Undeclared","980","925","34110","31170"
"In post","2022","Declared non-disabled","South East (England)","Male","Unknown","1615","1545","38970","38070"
"In post","2022","Declared non-disabled","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South West (England)","Female","Heterosexual / straight","12295","11190","32910","29180"
"In post","2022","Declared non-disabled","South West (England)","Female","LGBO","625","600","31520","27730"
"In post","2022","Declared non-disabled","South West (England)","Female","Undeclared","1140","1020","33530","30390"
"In post","2022","Declared non-disabled","South West (England)","Female","Unknown","1840","1595","32730","29230"
"In post","2022","Declared non-disabled","South West (England)","Male","Heterosexual / straight","13435","13120","37050","33370"
"In post","2022","Declared non-disabled","South West (England)","Male","LGBO","570","560","33680","29310"
"In post","2022","Declared non-disabled","South West (England)","Male","Undeclared","1330","1270","37950","36160"
"In post","2022","Declared non-disabled","South West (England)","Male","Unknown","2065","1995","38520","38070"
"In post","2022","Declared non-disabled","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","375","350","33180","31060"
"In post","2022","Declared non-disabled","Unknown","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Undeclared","35","30","31420","29290"
"In post","2022","Declared non-disabled","Unknown","Female","Unknown","45","40","27590","27570"
"In post","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","305","300","34610","30650"
"In post","2022","Declared non-disabled","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wales","Female","Heterosexual / straight","12180","11045","31820","27570"
"In post","2022","Declared non-disabled","Wales","Female","LGBO","515","495","30290","27570"
"In post","2022","Declared non-disabled","Wales","Female","Undeclared","1430","1210","29070","25040"
"In post","2022","Declared non-disabled","Wales","Female","Unknown","1225","1010","28250","27130"
"In post","2022","Declared non-disabled","Wales","Male","Heterosexual / straight","8620","8385","34550","29430"
"In post","2022","Declared non-disabled","Wales","Male","LGBO","570","555","32860","27570"
"In post","2022","Declared non-disabled","Wales","Male","Undeclared","1015","970","33250","28010"
"In post","2022","Declared non-disabled","Wales","Male","Unknown","755","705","34470","27570"
"In post","2022","Declared non-disabled","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
